
[00:00:00.000 --> 00:00:02.740]   (audio cuts out)
[00:56:43.680 --> 00:56:44.880]   and after a while, all of a sudden,
[00:56:44.880 --> 00:56:46.840]   you start saying mean things to each other,
[00:56:46.840 --> 00:56:48.980]   and it has no other purpose than,
[00:56:48.980 --> 00:56:50.980]   you know what, you did something silly,
[00:56:50.980 --> 00:56:53.520]   you did something to hurt me, here it is,
[00:56:53.520 --> 00:56:54.680]   you slap me, I slap you back,
[00:56:54.680 --> 00:56:58.520]   and then, with words, you end up fighting, okay?
[00:56:58.520 --> 00:57:01.600]   So my point is, we have to resist the temptation
[00:57:01.600 --> 00:57:04.120]   to escalate the matter, okay?
[00:57:04.120 --> 00:57:05.000]   There are a lot of other things
[00:57:05.000 --> 00:57:06.360]   that perhaps we can take a look at,
[00:57:06.360 --> 00:57:08.280]   I just wanna wrap up with the next section.
[00:57:08.280 --> 00:57:09.980]   Let's go to verse nine through 11.
[00:57:09.980 --> 00:57:14.240]   He says, "Or do you not know that the unrighteous
[00:57:14.240 --> 00:57:16.560]   "will not inherit the kingdom of God?
[00:57:16.560 --> 00:57:19.640]   "Do not be deceived, neither fornicators,"
[00:57:19.640 --> 00:57:21.920]   fornicators are those who are single.
[00:57:21.920 --> 00:57:24.120]   Was it this Bible study?
[00:57:24.120 --> 00:57:25.880]   Oh, sorry, it was the other one.
[00:57:25.880 --> 00:57:29.780]   "For fornification in this day and age is so rampant,
[00:57:29.780 --> 00:57:33.220]   "we even call it now people being just romantic,
[00:57:33.220 --> 00:57:35.000]   "single individuals who are not married,
[00:57:35.000 --> 00:57:37.500]   "coming together, and breaking all kinds
[00:57:37.500 --> 00:57:38.920]   "of physical boundaries.
[00:57:38.920 --> 00:57:41.220]   "It happens a lot, I know that it's difficult
[00:57:41.220 --> 00:57:42.940]   "to fight against, but in the end,
[00:57:42.940 --> 00:57:44.860]   "what is that but fornification?
[00:57:44.860 --> 00:57:47.500]   "Idolaters, people who idolize various things
[00:57:47.500 --> 00:57:48.940]   "in their lives, whether it's man-made,
[00:57:48.940 --> 00:57:51.420]   "whether it's cultic, they idolize.
[00:57:51.420 --> 00:57:55.100]   "Drunkards, revilers," oh, shoot, sorry,
[00:57:55.100 --> 00:57:56.560]   I totally missed the line.
[00:57:56.560 --> 00:58:00.160]   "Adulterers, effeminate, homosexuals, thieves,
[00:58:00.160 --> 00:58:03.440]   "covetous, drunkards, revilers, swindlers
[00:58:03.440 --> 00:58:06.400]   "will inherit the kingdom of God."
[00:58:06.400 --> 00:58:09.820]   Okay, my question to you guys is,
[00:58:09.820 --> 00:58:12.480]   what is Paul's purpose in listing these categories
[00:58:12.480 --> 00:58:14.480]   of people who will not go to heaven?
[00:58:16.780 --> 00:58:19.500]   What do you think is his purpose in his reasoning
[00:58:19.500 --> 00:58:21.940]   and arguing with the church?
[00:58:21.940 --> 00:58:24.940]   Why he would sit and list this list of categories
[00:58:24.940 --> 00:58:26.300]   of people who are sinful?
[00:58:26.300 --> 00:58:35.300]   So that they won't what?
[00:58:35.300 --> 00:58:39.900]   Okay.
[00:58:44.980 --> 00:58:47.160]   Excellent, yeah.
[00:58:47.160 --> 00:58:49.460]   I think there's a reason why he's sitting there
[00:58:49.460 --> 00:58:51.620]   and then all of a sudden he just paints this big brush
[00:58:51.620 --> 00:58:55.420]   and says, "This is like the types of sin that exists."
[00:58:55.420 --> 00:58:57.060]   (imitates explosion)
[00:58:57.060 --> 00:58:58.540]   And we know these are the pagans
[00:58:58.540 --> 00:59:01.140]   who won't enter the kingdom of God, you know this.
[00:59:01.140 --> 00:59:04.420]   And then he goes in verse 11,
[00:59:04.420 --> 00:59:06.540]   "And these were pretty much you guys."
[00:59:06.540 --> 00:59:08.920]   So think about that.
[00:59:11.140 --> 00:59:16.140]   The emphasis of this whole segment comes in verse 11
[00:59:16.140 --> 00:59:21.220]   because there exists a profound and emphatic contrast.
[00:59:21.220 --> 00:59:24.860]   Notice how verse 11 reads, "But you were washed,
[00:59:24.860 --> 00:59:28.300]   "but you were sanctified, but you were justified."
[00:59:28.300 --> 00:59:32.900]   Those little contrasting words, connecting words, but.
[00:59:32.900 --> 00:59:36.040]   In the Greek, there's actually multiple ways of saying that.
[00:59:36.040 --> 00:59:39.080]   There's actually about six different ways to contrast.
[00:59:39.080 --> 00:59:43.120]   This word happens to be the strongest contrasting word.
[00:59:43.120 --> 00:59:44.540]   Okay?
[00:59:44.540 --> 00:59:46.660]   You guys know, you guys have probably heard in the Greek,
[00:59:46.660 --> 00:59:48.660]   there's multiple ways of saying no.
[00:59:48.660 --> 00:59:50.500]   There's like just no.
[00:59:50.500 --> 00:59:54.220]   On the contrary, but it's like no, indeed no.
[00:59:54.220 --> 00:59:56.060]   It's like no, not ever.
[00:59:56.060 --> 00:59:59.460]   There's degrees of these contrasting words.
[00:59:59.460 --> 01:00:02.340]   Likewise, in this place,
[01:00:02.340 --> 01:00:06.100]   this contrasting word is the most emphatic.
[01:00:06.100 --> 01:00:08.300]   But instead, you know.
[01:00:08.300 --> 01:00:11.600]   And he says, "These were what you were,
[01:00:11.600 --> 01:00:13.020]   "but instead, this is what God did.
[01:00:13.020 --> 01:00:16.500]   "He washed you, he sanctified you, he justified you."
[01:00:16.500 --> 01:00:18.060]   Right?
[01:00:18.060 --> 01:00:21.380]   I think this is a great way to encourage the church
[01:00:21.380 --> 01:00:23.540]   that's practicing this kind of,
[01:00:23.540 --> 01:00:25.280]   "I'm not gonna lose, I'm gonna fight,
[01:00:25.280 --> 01:00:28.380]   "I'm gonna have my revenge, and I'm gonna set it right."
[01:00:28.380 --> 01:00:31.480]   The challenge is to practice godly character.
[01:00:31.480 --> 01:00:33.220]   You need to forgive.
[01:00:33.220 --> 01:00:34.700]   You need to reconcile.
[01:00:34.700 --> 01:00:36.860]   You need to be willing to absorb cost.
[01:00:36.860 --> 01:00:40.140]   You need to be willing to keep the peace in the church.
[01:00:40.140 --> 01:00:41.340]   Right?
[01:00:41.340 --> 01:00:42.700]   And in many ways throughout scripture,
[01:00:42.700 --> 01:00:45.620]   Apostle Paul has used the basic foundation of the gospel
[01:00:45.620 --> 01:00:48.200]   to tell them, "This is who you need to be."
[01:00:48.200 --> 01:00:50.500]   All right?
[01:00:50.500 --> 01:00:51.540]   Okay.
[01:00:51.540 --> 01:00:54.160]   Any questions about this passage?
[01:00:54.160 --> 01:00:55.000]   Yes.
[01:00:55.000 --> 01:00:59.260]   (audience member speaking faintly)
[01:00:59.260 --> 01:01:03.600]   (audience member speaking faintly)
[01:01:03.600 --> 01:01:10.820]   You know what, I didn't even look into that
[01:01:10.820 --> 01:01:13.380]   in terms of comparing that verse,
[01:01:13.380 --> 01:01:16.460]   but you're saying the NIV does not have the word effeminate,
[01:01:16.460 --> 01:01:18.760]   whereas the NASB does?
[01:01:18.760 --> 01:01:26.580]   Huh, that's interesting.
[01:01:26.580 --> 01:01:28.540]   I'll give that to you as homework, okay?
[01:01:28.540 --> 01:01:29.620]   (laughs)
[01:01:29.620 --> 01:01:31.340]   You're gonna look that up for us,
[01:01:31.340 --> 01:01:33.380]   and then you're gonna give us your finding after.
[01:01:33.380 --> 01:01:34.660]   (laughs)
[01:01:34.660 --> 01:01:36.060]   All right, we'll talk later.
[01:01:36.060 --> 01:01:38.420]   Any other questions?
[01:01:38.420 --> 01:01:43.020]   Yes.
[01:01:43.020 --> 01:01:47.180]   (audience member speaking faintly)
[01:01:47.180 --> 01:01:58.340]   Yeah, oh, that's a good question.
[01:01:58.340 --> 01:01:59.800]   So he was talking about,
[01:01:59.800 --> 01:02:04.740]   does this apply to Christian to Christian only,
[01:02:04.740 --> 01:02:07.660]   or does it also apply broadly to Christian to non-Christian?
[01:02:07.660 --> 01:02:08.700]   Right?
[01:02:08.700 --> 01:02:10.900]   I'm gonna tell you truthfully that
[01:02:10.900 --> 01:02:14.540]   the boundary is not clear-cut,
[01:02:14.540 --> 01:02:16.220]   but there exists a boundary.
[01:02:16.220 --> 01:02:17.460]   Because, for example,
[01:02:17.460 --> 01:02:22.500]   when you have two Christian individuals,
[01:02:22.500 --> 01:02:24.060]   they're all submitted under,
[01:02:24.060 --> 01:02:27.900]   or theoretically, they're all submitted
[01:02:27.900 --> 01:02:30.260]   under the Spirit of God and the Word of God.
[01:02:30.260 --> 01:02:33.340]   And so the church can come in and reason with both,
[01:02:33.340 --> 01:02:35.420]   through the Spirit and through the Word, right?
[01:02:35.420 --> 01:02:37.620]   But you have a party that's non-Christian,
[01:02:37.620 --> 01:02:39.060]   that doesn't have the Spirit.
[01:02:39.060 --> 01:02:41.100]   How can the church come in and do that?
[01:02:41.100 --> 01:02:43.980]   So actually, now it behooves the Christian individual
[01:02:43.980 --> 01:02:46.000]   to exercise a great amount of wisdom.
[01:02:46.000 --> 01:02:47.580]   There's a sense in which,
[01:02:47.580 --> 01:02:49.300]   there's two philosophies about that, too.
[01:02:49.300 --> 01:02:51.180]   So I actually just read an article where,
[01:02:51.180 --> 01:02:54.540]   in one philosophical thought,
[01:02:54.540 --> 01:02:57.820]   they want to push the agenda of justice
[01:02:57.820 --> 01:02:59.700]   in order to share the gospel.
[01:02:59.700 --> 01:03:02.620]   Meaning, if a non-Christian does injustice to you,
[01:03:02.620 --> 01:03:05.740]   they think you should actually cause that individual
[01:03:05.740 --> 01:03:10.620]   to see in you a commitment to justice, to righteousness,
[01:03:10.620 --> 01:03:12.420]   so that you can share the gospel.
[01:03:12.420 --> 01:03:14.380]   To say, you know what?
[01:03:14.380 --> 01:03:17.300]   You're not upholding even what we believe in our,
[01:03:17.300 --> 01:03:20.660]   like, you know, community and culture, to be righteous,
[01:03:20.660 --> 01:03:22.340]   and that's because you're a sinner.
[01:03:22.340 --> 01:03:25.220]   And so they can have a platform for the gospel.
[01:03:25.220 --> 01:03:27.460]   Obviously, there's another group of people
[01:03:27.460 --> 01:03:29.940]   that says, no, you exercise Christian love
[01:03:29.940 --> 01:03:31.220]   to even the non-Christians,
[01:03:31.220 --> 01:03:32.900]   so that the kindness of God
[01:03:32.900 --> 01:03:34.340]   will convict them to the gospel.
[01:03:34.340 --> 01:03:35.740]   And I kinda read this article and thought,
[01:03:35.740 --> 01:03:37.100]   that's really interesting.
[01:03:37.100 --> 01:03:37.940]   To tell you honestly,
[01:03:37.940 --> 01:03:41.540]   I think it behooves the Christian individual to decide,
[01:03:41.540 --> 01:03:44.500]   what do I do here to glorify the name of the Lord?
[01:03:44.500 --> 01:03:45.540]   Right?
[01:03:45.540 --> 01:03:48.020]   And that's gonna be really dependent upon,
[01:03:48.020 --> 01:03:52.100]   like, the context, how the other individual is responding,
[01:03:52.100 --> 01:03:55.140]   and what is gonna be the best platform to share the gospel.
[01:03:55.140 --> 01:03:56.020]   Yeah.
[01:03:56.020 --> 01:03:58.780]   But, to repeat,
[01:03:58.780 --> 01:04:01.220]   there is a difference between how Christian Christian
[01:04:01.220 --> 01:04:02.540]   should relate to each other,
[01:04:02.540 --> 01:04:04.580]   as opposed to a Christian non-Christian.
[01:04:04.580 --> 01:04:05.420]   Yeah.
[01:04:05.420 --> 01:04:08.220]   Yes.
[01:04:08.220 --> 01:04:10.260]   - So, effeminate is there in the Greek.
[01:04:10.260 --> 01:04:14.260]   It depicts somebody that's,
[01:04:14.260 --> 01:04:18.020]   the Greek word is defined,
[01:04:18.020 --> 01:04:21.220]   soft,
[01:04:21.220 --> 01:04:23.900]   uncertain affinity.
[01:04:25.740 --> 01:04:29.100]   And even, male prostitute.
[01:04:29.100 --> 01:04:30.620]   The Greek word is,
[01:04:30.620 --> 01:04:35.700]   it even defines soft linen, soft clothing.
[01:04:35.700 --> 01:04:36.580]   - Right.
[01:04:36.580 --> 01:04:38.140]   - It's a girly, effeminate.
[01:04:38.140 --> 01:04:38.980]   - Yeah.
[01:04:38.980 --> 01:04:43.340]   Yeah, to say effeminate, like, basically,
[01:04:43.340 --> 01:04:49.820]   anything where, you know how there's a lot of,
[01:04:49.820 --> 01:04:52.940]   so, transgender, transvestite,
[01:04:52.940 --> 01:04:54.060]   anybody who's cross-dressed,
[01:04:54.060 --> 01:04:56.980]   or you can call them drag queens, or whatever you may be,
[01:04:56.980 --> 01:05:00.500]   you know, dressing and behaving like another gender
[01:05:00.500 --> 01:05:02.500]   than God has created you,
[01:05:02.500 --> 01:05:04.620]   that would be under the category of effeminate.
[01:05:04.620 --> 01:05:06.140]   Yeah.
[01:05:06.140 --> 01:05:07.340]   So, thanks.
[01:05:07.340 --> 01:05:10.300]   Any other questions?
[01:05:10.300 --> 01:05:11.140]   Then let's wrap up.
[01:05:11.140 --> 01:05:13.460]   I hope you guys have a good time of discussion.
[01:05:13.460 --> 01:05:17.860]   Part of it, I wanted you guys to have an opportunity
[01:05:17.860 --> 01:05:20.540]   to just share personal stories, moments in which,
[01:05:20.540 --> 01:05:22.700]   when you had to absorb wrong done to you,
[01:05:22.700 --> 01:05:23.740]   how did you deal with it?
[01:05:23.740 --> 01:05:25.940]   I think that's an important question.
[01:05:25.940 --> 01:05:27.740]   But also, any applications that you can draw
[01:05:27.740 --> 01:05:30.380]   from the study today would be good, okay?
[01:05:30.380 --> 01:05:31.660]   Let's pray.
[01:05:31.660 --> 01:05:34.220]   Heavenly Father, we thank you for your grace.
[01:05:34.220 --> 01:05:38.700]   God, as we think about this topic of Christians,
[01:05:38.700 --> 01:05:41.940]   taking their brother to the courts,
[01:05:41.940 --> 01:05:43.580]   and just wringing them dry,
[01:05:43.580 --> 01:05:46.620]   and I pray, Lord, that we will be convicted, Lord.
[01:05:46.620 --> 01:05:48.540]   You know, truly, how dare we,
[01:05:48.540 --> 01:05:50.380]   if we claim the name of Lord Jesus,
[01:05:50.380 --> 01:05:52.860]   who emptied himself for us,
[01:05:52.860 --> 01:05:56.780]   who sacrificed, who absorbed such great pain,
[01:05:56.780 --> 01:06:00.220]   suffering, and the penalty we deserve,
[01:06:00.220 --> 01:06:02.460]   how can we who call upon the name of the Lord
[01:06:02.460 --> 01:06:06.460]   do that to those who also call upon the name of the Lord?
[01:06:06.460 --> 01:06:08.620]   I pray, Father God, that if there is any hint
[01:06:08.620 --> 01:06:13.620]   of this, I guess, angry sin, this bitter sin in us,
[01:06:13.620 --> 01:06:15.380]   I pray, Lord, that you would do the work
[01:06:15.380 --> 01:06:18.020]   of thorough sanctification, that we would confess it,
[01:06:18.020 --> 01:06:21.820]   we would repent of it, and desire to truly adopt
[01:06:21.820 --> 01:06:24.300]   into our own hearts a heart of mercy,
[01:06:24.300 --> 01:06:28.420]   a heart of desire to do that which is best in your eyes.
[01:06:28.420 --> 01:06:30.620]   God, we might lose in the eyes of the world,
[01:06:30.620 --> 01:06:32.860]   we might lose in the definition
[01:06:32.860 --> 01:06:35.620]   of what the world esteems as success,
[01:06:35.620 --> 01:06:37.660]   but I pray, Father God, that we would always seek
[01:06:37.660 --> 01:06:40.060]   to please you, and God, that we would always function
[01:06:40.060 --> 01:06:42.460]   underneath what is deemed right and holy
[01:06:42.460 --> 01:06:43.860]   underneath our Lord.
[01:06:43.860 --> 01:06:45.620]   Father, I wanna thank you for our study.
[01:06:45.620 --> 01:06:47.660]   I do pray that each one of us would continue
[01:06:47.660 --> 01:06:49.420]   diving deep into your word.
[01:06:49.420 --> 01:06:53.100]   God, that our lives would be truly in line with your will,
[01:06:53.100 --> 01:06:55.820]   that every decision we make would be made
[01:06:55.820 --> 01:06:58.300]   and surrender to your holy purposes.
[01:06:58.300 --> 01:07:00.860]   We thank you in Christ's name, amen.

