
[00:00:00.000 --> 00:00:29.960]   No other love, no other gods before you. Give me an undivided heart, that I may fear your name. Give me an undivided heart.
[00:54:50.120 --> 00:54:52.120]   [PAUSE FOR READING]
[00:54:52.120 --> 00:54:54.120]   [PAUSE FOR READING]
[00:54:54.120 --> 00:54:56.120]   [PAUSE FOR READING]
[00:54:56.120 --> 00:54:58.120]   [PAUSE FOR READING]
[00:54:58.120 --> 00:55:00.120]   [PAUSE FOR READING]
[00:55:00.120 --> 00:55:02.120]   [PAUSE FOR READING]
[00:55:02.120 --> 00:55:04.120]   [PAUSE FOR READING]
[00:55:04.120 --> 00:55:06.120]   [PAUSE FOR READING]
[00:55:06.120 --> 00:55:08.120]   [PAUSE FOR READING]
[00:55:08.120 --> 00:55:10.120]   [PAUSE FOR READING]
[00:55:10.120 --> 00:55:12.120]   [PAUSE FOR READING]
[00:55:12.120 --> 00:55:14.120]   [PAUSE FOR READING]
[00:55:14.120 --> 00:55:16.120]   [PAUSE FOR READING]
[00:55:16.120 --> 00:55:18.120]   [PAUSE FOR READING]
[00:55:18.120 --> 00:55:20.120]   [PAUSE FOR READING]
[00:55:20.120 --> 00:55:22.120]   [PAUSE FOR READING]
[00:55:22.120 --> 00:55:24.120]   [PAUSE FOR READING]
[00:55:24.120 --> 00:55:26.120]   [PAUSE FOR READING]
[00:55:26.120 --> 00:55:28.120]   [PAUSE FOR READING]
[00:55:28.120 --> 00:55:30.120]   [PAUSE FOR READING]
[00:55:30.120 --> 00:55:32.120]   [PAUSE FOR READING]
[00:55:32.120 --> 00:55:34.120]   [PAUSE FOR READING]
[00:55:34.120 --> 00:55:36.120]   [PAUSE FOR READING]
[00:55:36.120 --> 00:55:38.120]   [PAUSE FOR READING]
[00:55:38.120 --> 00:55:40.120]   [PAUSE FOR READING]
[00:55:40.120 --> 00:55:42.120]   [PAUSE FOR READING]
[00:55:42.120 --> 00:55:44.120]   [PAUSE FOR READING]
[00:55:44.120 --> 00:55:46.120]   [PAUSE FOR READING]
[00:55:46.120 --> 00:55:48.120]   [PAUSE FOR READING]
[00:55:48.120 --> 00:55:50.120]   [PAUSE FOR READING]
[00:55:50.120 --> 00:55:52.120]   [PAUSE FOR READING]
[00:55:52.120 --> 00:55:54.120]   [PAUSE FOR READING]
[00:55:54.120 --> 00:55:56.120]   [PAUSE FOR READING]
[00:55:56.120 --> 00:55:58.120]   [PAUSE FOR READING]
[00:55:58.120 --> 00:56:00.120]   [PAUSE FOR READING]
[00:56:00.120 --> 00:56:02.120]   [PAUSE FOR READING]
[00:56:02.120 --> 00:56:04.120]   [PAUSE FOR READING]
[00:56:04.120 --> 00:56:06.120]   [PAUSE FOR READING]
[00:56:06.120 --> 00:56:08.120]   [PAUSE FOR READING]
[00:56:08.120 --> 00:56:10.120]   [PAUSE FOR READING]
[00:56:10.120 --> 00:56:12.120]   [PAUSE FOR READING]
[00:56:12.120 --> 00:56:14.120]   [PAUSE FOR READING]
[00:56:14.120 --> 00:56:16.120]   [PAUSE FOR READING]
[00:56:16.120 --> 00:56:18.120]   [PAUSE FOR READING]
[00:56:18.120 --> 00:56:20.120]   [PAUSE FOR READING]
[00:56:20.120 --> 00:56:22.120]   [PAUSE FOR READING]
[00:56:22.120 --> 00:56:24.120]   [PAUSE FOR READING]
[00:56:24.120 --> 00:56:26.120]   [PAUSE FOR READING]
[00:56:26.120 --> 00:56:28.120]   [PAUSE FOR READING]
[00:56:28.120 --> 00:56:30.120]   [PAUSE FOR READING]
[00:56:30.120 --> 00:56:32.120]   [PAUSE FOR READING]
[00:56:32.120 --> 00:56:34.120]   [PAUSE FOR READING]
[00:56:34.120 --> 00:56:36.120]   [PAUSE FOR READING]
[00:56:36.120 --> 00:56:38.120]   [PAUSE FOR READING]
[00:56:38.120 --> 00:56:40.120]   [PAUSE FOR READING]
[00:56:40.120 --> 00:56:42.120]   [PAUSE FOR READING]
[00:56:42.120 --> 00:56:44.120]   [PAUSE FOR READING]
[00:56:44.120 --> 00:56:46.120]   [PAUSE FOR READING]
[00:56:46.120 --> 00:56:48.120]   [PAUSE FOR READING]
[00:56:48.120 --> 00:56:50.120]   [PAUSE FOR READING]
[00:56:50.120 --> 00:56:52.120]   [PAUSE FOR READING]
[00:56:52.120 --> 00:56:54.120]   [PAUSE FOR READING]
[00:56:54.120 --> 00:56:56.120]   [PAUSE FOR READING]
[00:56:56.120 --> 00:56:58.120]   [PAUSE FOR READING]
[00:56:58.120 --> 00:57:00.120]   [PAUSE FOR READING]
[00:57:00.120 --> 00:57:02.120]   [PAUSE FOR READING]
[00:57:02.120 --> 00:57:04.120]   [PAUSE FOR READING]
[00:57:04.120 --> 00:57:06.120]   [PAUSE FOR READING]
[00:57:06.120 --> 00:57:08.120]   [PAUSE FOR READING]
[00:57:08.120 --> 00:57:10.120]   [PAUSE FOR READING]
[00:57:10.120 --> 00:57:12.120]   [PAUSE FOR READING]
[00:57:12.120 --> 00:57:14.120]   [PAUSE FOR READING]
[00:57:14.120 --> 00:57:16.120]   [PAUSE FOR READING]
[00:57:16.120 --> 00:57:18.120]   [PAUSE FOR READING]
[00:57:18.120 --> 00:57:20.120]   [PAUSE FOR READING]
[00:57:20.120 --> 00:57:22.120]   [PAUSE FOR READING]
[00:57:22.120 --> 00:57:24.120]   [PAUSE FOR READING]
[00:57:24.120 --> 00:57:26.120]   [PAUSE FOR READING]
[00:57:26.120 --> 00:57:28.120]   [PAUSE FOR READING]
[00:57:28.120 --> 00:57:30.120]   [PAUSE FOR READING]
[00:57:30.120 --> 00:57:32.120]   [PAUSE FOR READING]
[00:57:32.120 --> 00:57:34.120]   [PAUSE FOR READING]
[00:57:34.120 --> 00:57:36.120]   [PAUSE FOR READING]
[00:57:36.120 --> 00:57:38.120]   [PAUSE FOR READING]
[00:57:38.120 --> 00:57:40.120]   [PAUSE FOR READING]
[00:57:40.120 --> 00:57:42.120]   [PAUSE FOR READING]
[00:57:42.120 --> 00:57:44.120]   [PAUSE FOR READING]
[00:57:44.120 --> 00:57:46.120]   [PAUSE FOR READING]
[00:57:46.120 --> 00:57:48.120]   [PAUSE FOR READING]
[00:57:48.120 --> 00:57:50.120]   [PAUSE FOR READING]
[00:57:50.120 --> 00:57:52.120]   [PAUSE FOR READING]
[00:57:52.120 --> 00:57:54.120]   [PAUSE FOR READING]
[00:57:54.120 --> 00:57:56.120]   [PAUSE FOR READING]
[00:57:56.120 --> 00:57:58.120]   [PAUSE FOR READING]
[00:57:58.120 --> 00:58:00.120]   [PAUSE FOR READING]
[00:58:00.120 --> 00:58:02.120]   [PAUSE FOR READING]
[00:58:02.120 --> 00:58:04.120]   [PAUSE FOR READING]
[00:58:04.120 --> 00:58:06.120]   [PAUSE FOR READING]
[00:58:06.120 --> 00:58:08.120]   [PAUSE FOR READING]
[00:58:08.120 --> 00:58:10.120]   [PAUSE FOR READING]
[00:58:10.120 --> 00:58:12.120]   [PAUSE FOR READING]
[00:58:12.120 --> 00:58:14.120]   [PAUSE FOR READING]
[00:58:14.120 --> 00:58:16.120]   [PAUSE FOR READING]
[00:58:16.120 --> 00:58:18.120]   [PAUSE FOR READING]
[00:58:18.120 --> 00:58:20.120]   [PAUSE FOR READING]
[00:58:20.120 --> 00:58:22.120]   [PAUSE FOR READING]
[00:58:22.120 --> 00:58:24.120]   [PAUSE FOR READING]
[00:58:24.120 --> 00:58:26.120]   [PAUSE FOR READING]
[00:58:26.120 --> 00:58:28.120]   [PAUSE FOR READING]
[00:58:28.120 --> 00:58:30.120]   [PAUSE FOR READING]
[00:58:30.120 --> 00:58:32.120]   [PAUSE FOR READING]
[00:58:32.120 --> 00:58:34.120]   [PAUSE FOR READING]
[00:58:34.120 --> 00:58:36.120]   [PAUSE FOR READING]
[00:58:36.120 --> 00:58:38.120]   [PAUSE FOR READING]
[00:58:38.120 --> 00:58:40.120]   [PAUSE FOR READING]
[00:58:40.120 --> 00:58:42.120]   [PAUSE FOR READING]
[00:58:42.120 --> 00:58:44.120]   [PAUSE FOR READING]
[00:58:44.120 --> 00:58:46.120]   [PAUSE FOR READING]
[00:58:46.120 --> 00:58:48.120]   [PAUSE FOR READING]
[00:58:48.120 --> 00:58:50.120]   [PAUSE FOR READING]
[00:58:50.120 --> 00:58:52.120]   [PAUSE FOR READING]
[00:58:52.120 --> 00:58:54.120]   [PAUSE FOR READING]
[00:58:54.120 --> 00:58:56.120]   [PAUSE FOR READING]
[00:58:56.120 --> 00:58:58.120]   [PAUSE FOR READING]
[00:58:58.120 --> 00:59:00.120]   [PAUSE FOR READING]
[00:59:00.120 --> 00:59:02.120]   [PAUSE FOR READING]
[00:59:02.120 --> 00:59:04.120]   [PAUSE FOR READING]
[00:59:04.120 --> 00:59:06.120]   [PAUSE FOR READING]
[00:59:06.120 --> 00:59:08.120]   [PAUSE FOR READING]
[00:59:08.120 --> 00:59:10.120]   [PAUSE FOR READING]
[00:59:10.120 --> 00:59:12.120]   [PAUSE FOR READING]
[00:59:12.120 --> 00:59:14.120]   [PAUSE FOR READING]
[00:59:14.120 --> 00:59:16.120]   [PAUSE FOR READING]
[00:59:16.120 --> 00:59:18.120]   [PAUSE FOR READING]
[00:59:18.120 --> 00:59:20.120]   [PAUSE FOR READING]
[00:59:20.120 --> 00:59:22.120]   [PAUSE FOR READING]
[00:59:22.120 --> 00:59:24.120]   [PAUSE FOR READING]
[00:59:24.120 --> 00:59:26.120]   [PAUSE FOR READING]
[00:59:26.120 --> 00:59:28.120]   [PAUSE FOR READING]
[00:59:28.120 --> 00:59:30.120]   [PAUSE FOR READING]
[00:59:30.120 --> 00:59:32.120]   [PAUSE FOR READING]
[00:59:32.120 --> 00:59:34.120]   [PAUSE FOR READING]
[00:59:34.120 --> 00:59:36.120]   [PAUSE FOR READING]
[00:59:36.120 --> 00:59:38.120]   [PAUSE FOR READING]
[00:59:38.120 --> 00:59:40.120]   [PAUSE FOR READING]
[00:59:40.120 --> 00:59:42.120]   [PAUSE FOR READING]
[00:59:42.120 --> 00:59:44.120]   [PAUSE FOR READING]
[00:59:44.120 --> 00:59:46.120]   [PAUSE FOR READING]
[00:59:46.120 --> 00:59:48.120]   [PAUSE FOR READING]
[00:59:48.120 --> 00:59:50.120]   [PAUSE FOR READING]
[00:59:50.120 --> 00:59:52.120]   [PAUSE FOR READING]
[00:59:52.120 --> 00:59:54.120]   [PAUSE FOR READING]
[00:59:54.120 --> 00:59:56.120]   [PAUSE FOR READING]
[00:59:56.120 --> 00:59:58.120]   [PAUSE FOR READING]
[00:59:58.120 --> 01:00:00.120]   [PAUSE FOR READING]
[01:00:00.120 --> 01:00:02.120]   [PAUSE FOR READING]
[01:00:02.120 --> 01:00:04.120]   [PAUSE FOR READING]
[01:00:04.120 --> 01:00:06.120]   [PAUSE FOR READING]
[01:00:06.120 --> 01:00:08.120]   [PAUSE FOR READING]
[01:00:08.120 --> 01:00:10.120]   [PAUSE FOR READING]
[01:00:10.120 --> 01:00:12.120]   [PAUSE FOR READING]
[01:00:12.120 --> 01:00:14.120]   [PAUSE FOR READING]
[01:00:14.120 --> 01:00:16.120]   [PAUSE FOR READING]
[01:00:16.120 --> 01:00:18.120]   [PAUSE FOR READING]
[01:00:18.120 --> 01:00:20.120]   [PAUSE FOR READING]
[01:00:20.120 --> 01:00:22.120]   [PAUSE FOR READING]
[01:00:22.120 --> 01:00:24.120]   [PAUSE FOR READING]
[01:00:24.120 --> 01:00:26.120]   [PAUSE FOR READING]
[01:00:26.120 --> 01:00:28.120]   [PAUSE FOR READING]
[01:00:28.120 --> 01:00:30.120]   [PAUSE FOR READING]
[01:00:30.120 --> 01:00:32.120]   [PAUSE FOR READING]
[01:00:32.120 --> 01:00:34.120]   [PAUSE FOR READING]
[01:00:34.120 --> 01:00:36.120]   [PAUSE FOR READING]
[01:00:36.120 --> 01:00:38.120]   [PAUSE FOR READING]
[01:00:38.120 --> 01:00:40.120]   [PAUSE FOR READING]
[01:00:40.120 --> 01:00:42.120]   [PAUSE FOR READING]
[01:00:42.120 --> 01:00:44.120]   [PAUSE FOR READING]
[01:00:44.120 --> 01:00:46.120]   [PAUSE FOR READING]
[01:00:46.120 --> 01:00:48.120]   [PAUSE FOR READING]
[01:00:48.120 --> 01:00:50.120]   [PAUSE FOR READING]
[01:00:50.120 --> 01:00:52.120]   [PAUSE FOR READING]
[01:00:52.120 --> 01:00:54.120]   [PAUSE FOR READING]
[01:00:54.120 --> 01:00:56.120]   [PAUSE FOR READING]
[01:00:56.120 --> 01:00:58.120]   [PAUSE FOR READING]
[01:00:58.120 --> 01:01:00.120]   [PAUSE FOR READING]
[01:01:00.120 --> 01:01:02.120]   [PAUSE FOR READING]
[01:01:02.120 --> 01:01:04.120]   [PAUSE FOR READING]
[01:01:04.120 --> 01:01:06.120]   [PAUSE FOR READING]
[01:01:06.120 --> 01:01:08.120]   [PAUSE FOR READING]
[01:01:08.120 --> 01:01:10.120]   [PAUSE FOR READING]
[01:01:10.120 --> 01:01:12.120]   [PAUSE FOR READING]
[01:01:12.120 --> 01:01:14.120]   [PAUSE FOR READING]
[01:01:14.120 --> 01:01:16.120]   [PAUSE FOR READING]
[01:01:16.120 --> 01:01:18.120]   [PAUSE FOR READING]
[01:01:18.120 --> 01:01:20.120]   [PAUSE FOR READING]
[01:01:20.120 --> 01:01:22.120]   [PAUSE FOR READING]
[01:01:22.120 --> 01:01:24.120]   [PAUSE FOR READING]
[01:01:24.120 --> 01:01:26.120]   [PAUSE FOR READING]
[01:01:26.120 --> 01:01:28.120]   [PAUSE FOR READING]
[01:01:28.120 --> 01:01:30.120]   [PAUSE FOR READING]
[01:01:30.120 --> 01:01:32.120]   [PAUSE FOR READING]
[01:01:32.120 --> 01:01:34.120]   [PAUSE FOR READING]
[01:01:34.120 --> 01:01:36.120]   [PAUSE FOR READING]
[01:01:36.120 --> 01:01:38.120]   [PAUSE FOR READING]
[01:01:38.120 --> 01:01:40.120]   [PAUSE FOR READING]
[01:01:40.120 --> 01:01:42.120]   [PAUSE FOR READING]
[01:01:42.120 --> 01:01:44.120]   [PAUSE FOR READING]
[01:01:44.120 --> 01:01:46.120]   [PAUSE FOR READING]
[01:01:46.120 --> 01:01:48.120]   [PAUSE FOR READING]
[01:01:48.120 --> 01:01:50.120]   [PAUSE FOR READING]
[01:01:50.120 --> 01:01:52.120]   [PAUSE FOR READING]
[01:01:52.120 --> 01:01:54.120]   [PAUSE FOR READING]
[01:01:54.120 --> 01:01:56.120]   [PAUSE FOR READING]
[01:01:56.120 --> 01:01:58.120]   [PAUSE FOR READING]
[01:01:58.120 --> 01:02:00.120]   [PAUSE FOR READING]
[01:02:00.120 --> 01:02:02.120]   [PAUSE FOR READING]
[01:02:02.120 --> 01:02:04.120]   [PAUSE FOR READING]
[01:02:04.120 --> 01:02:06.120]   [PAUSE FOR READING]
[01:02:06.120 --> 01:02:08.120]   [PAUSE FOR READING]
[01:02:08.120 --> 01:02:10.120]   [PAUSE FOR READING]
[01:02:10.120 --> 01:02:12.120]   [PAUSE FOR READING]
[01:02:12.120 --> 01:02:14.120]   [PAUSE FOR READING]
[01:02:14.120 --> 01:02:16.120]   [PAUSE FOR READING]
[01:02:16.120 --> 01:02:18.120]   [PAUSE FOR READING]
[01:02:18.120 --> 01:02:20.120]   [PAUSE FOR READING]
[01:02:20.120 --> 01:02:22.120]   [PAUSE FOR READING]
[01:02:22.120 --> 01:02:24.120]   [PAUSE FOR READING]
[01:02:24.120 --> 01:02:26.120]   [PAUSE FOR READING]
[01:02:26.120 --> 01:02:28.120]   [PAUSE FOR READING]
[01:02:28.120 --> 01:02:30.120]   [PAUSE FOR READING]
[01:02:30.120 --> 01:02:32.120]   [PAUSE FOR READING]
[01:02:32.120 --> 01:02:34.120]   [PAUSE FOR READING]
[01:02:34.120 --> 01:02:36.120]   [PAUSE FOR READING]
[01:02:36.120 --> 01:02:38.120]   [PAUSE FOR READING]
[01:02:38.120 --> 01:02:40.120]   [PAUSE FOR READING]
[01:02:40.120 --> 01:02:42.120]   [PAUSE FOR READING]
[01:02:42.120 --> 01:02:44.120]   [PAUSE FOR READING]
[01:02:44.120 --> 01:02:46.120]   [PAUSE FOR READING]
[01:02:46.120 --> 01:02:48.120]   [PAUSE FOR READING]
[01:02:48.120 --> 01:02:50.120]   [PAUSE FOR READING]
[01:02:50.120 --> 01:02:52.120]   [PAUSE FOR READING]
[01:02:52.120 --> 01:02:54.120]   [PAUSE FOR READING]
[01:02:54.120 --> 01:02:56.120]   [PAUSE FOR READING]
[01:02:56.120 --> 01:02:58.120]   [PAUSE FOR READING]
[01:02:58.120 --> 01:03:00.120]   [PAUSE FOR READING]
[01:03:00.120 --> 01:03:02.120]   [PAUSE FOR READING]
[01:03:02.120 --> 01:03:04.120]   [PAUSE FOR READING]
[01:03:04.120 --> 01:03:06.120]   [PAUSE FOR READING]
[01:03:06.120 --> 01:03:08.120]   [PAUSE FOR READING]
[01:03:08.120 --> 01:03:10.120]   [PAUSE FOR READING]
[01:03:10.120 --> 01:03:12.120]   [PAUSE FOR READING]
[01:03:12.120 --> 01:03:14.120]   [PAUSE FOR READING]
[01:03:14.120 --> 01:03:16.120]   [PAUSE FOR READING]
[01:03:16.120 --> 01:03:18.120]   [PAUSE FOR READING]
[01:03:18.120 --> 01:03:20.120]   [PAUSE FOR READING]
[01:03:20.120 --> 01:03:22.120]   [PAUSE FOR READING]
[01:03:22.120 --> 01:03:24.120]   [PAUSE FOR READING]
[01:03:24.120 --> 01:03:26.120]   [PAUSE FOR READING]
[01:03:26.120 --> 01:03:28.120]   [PAUSE FOR READING]
[01:03:28.120 --> 01:03:30.120]   [PAUSE FOR READING]
[01:03:30.120 --> 01:03:32.120]   [PAUSE FOR READING]
[01:03:32.120 --> 01:03:34.120]   [PAUSE FOR READING]
[01:03:34.120 --> 01:03:36.120]   [PAUSE FOR READING]
[01:03:36.120 --> 01:03:38.120]   [PAUSE FOR READING]
[01:03:38.120 --> 01:03:40.120]   [PAUSE FOR READING]
[01:03:40.120 --> 01:03:42.120]   [PAUSE FOR READING]
[01:03:42.120 --> 01:03:44.120]   [PAUSE FOR READING]
[01:03:44.120 --> 01:03:46.120]   [PAUSE FOR READING]
[01:03:46.120 --> 01:03:48.120]   [PAUSE FOR READING]
[01:03:48.120 --> 01:03:50.120]   [PAUSE FOR READING]
[01:03:50.120 --> 01:03:52.120]   [PAUSE FOR READING]
[01:03:52.120 --> 01:03:54.120]   [PAUSE FOR READING]
[01:03:54.120 --> 01:03:56.120]   [PAUSE FOR READING]
[01:03:56.120 --> 01:03:58.120]   [PAUSE FOR READING]
[01:03:58.120 --> 01:04:00.120]   [PAUSE FOR READING]
[01:04:00.120 --> 01:04:02.120]   [PAUSE FOR READING]
[01:04:02.120 --> 01:04:04.120]   [PAUSE FOR READING]
[01:04:04.120 --> 01:04:06.120]   [PAUSE FOR READING]
[01:04:06.120 --> 01:04:08.120]   [PAUSE FOR READING]
[01:04:08.120 --> 01:04:10.120]   [PAUSE FOR READING]
[01:04:10.120 --> 01:04:12.120]   [PAUSE FOR READING]
[01:04:12.120 --> 01:04:14.120]   [PAUSE FOR READING]
[01:04:14.120 --> 01:04:16.120]   [PAUSE FOR READING]
[01:04:16.120 --> 01:04:18.120]   [PAUSE FOR READING]
[01:04:18.120 --> 01:04:20.120]   [PAUSE FOR READING]
[01:04:20.120 --> 01:04:22.120]   [PAUSE FOR READING]
[01:04:22.120 --> 01:04:24.120]   [PAUSE FOR READING]
[01:04:24.120 --> 01:04:26.120]   [PAUSE FOR READING]
[01:04:26.120 --> 01:04:28.120]   [PAUSE FOR READING]
[01:04:28.120 --> 01:04:30.120]   [PAUSE FOR READING]
[01:04:30.120 --> 01:04:32.120]   [PAUSE FOR READING]
[01:04:32.120 --> 01:04:34.120]   [PAUSE FOR READING]
[01:04:34.120 --> 01:04:36.120]   [PAUSE FOR READING]
[01:04:36.120 --> 01:04:38.120]   [PAUSE FOR READING]
[01:04:38.120 --> 01:04:40.120]   [PAUSE FOR READING]
[01:04:40.120 --> 01:04:42.120]   [PAUSE FOR READING]
[01:04:42.120 --> 01:04:44.120]   [PAUSE FOR READING]
[01:04:44.120 --> 01:04:46.120]   [PAUSE FOR READING]
[01:04:46.120 --> 01:04:48.120]   [PAUSE FOR READING]
[01:04:48.120 --> 01:04:50.120]   [PAUSE FOR READING]
[01:04:50.120 --> 01:04:52.120]   [PAUSE FOR READING]
[01:04:52.120 --> 01:04:54.120]   [PAUSE FOR READING]
[01:04:54.120 --> 01:04:56.120]   [PAUSE FOR READING]
[01:04:56.120 --> 01:04:58.120]   [PAUSE FOR READING]
[01:04:58.120 --> 01:05:00.120]   [PAUSE FOR READING]
[01:05:00.120 --> 01:05:02.120]   [PAUSE FOR READING]
[01:05:02.120 --> 01:05:04.120]   [PAUSE FOR READING]
[01:05:04.120 --> 01:05:06.120]   [PAUSE FOR READING]
[01:05:06.120 --> 01:05:08.120]   [PAUSE FOR READING]
[01:05:08.120 --> 01:05:10.120]   [PAUSE FOR READING]
[01:05:10.120 --> 01:05:12.120]   [PAUSE FOR READING]
[01:05:12.120 --> 01:05:14.120]   [PAUSE FOR READING]
[01:05:14.120 --> 01:05:16.120]   [PAUSE FOR READING]
[01:05:16.120 --> 01:05:18.120]   [PAUSE FOR READING]
[01:05:18.120 --> 01:05:20.120]   [PAUSE FOR READING]
[01:05:20.120 --> 01:05:22.120]   [PAUSE FOR READING]
[01:05:22.120 --> 01:05:24.120]   [PAUSE FOR READING]
[01:05:24.120 --> 01:05:26.120]   [PAUSE FOR READING]
[01:05:26.120 --> 01:05:28.120]   [PAUSE FOR READING]
[01:05:28.120 --> 01:05:30.120]   [PAUSE FOR READING]
[01:05:30.120 --> 01:05:32.120]   [PAUSE FOR READING]
[01:05:32.120 --> 01:05:34.120]   [PAUSE FOR READING]
[01:05:34.120 --> 01:05:36.120]   [PAUSE FOR READING]
[01:05:36.120 --> 01:05:38.120]   [PAUSE FOR READING]
[01:05:38.120 --> 01:05:40.120]   [PAUSE FOR READING]
[01:05:40.120 --> 01:05:42.120]   [PAUSE FOR READING]
[01:05:42.120 --> 01:05:44.120]   [PAUSE FOR READING]
[01:05:44.120 --> 01:05:46.120]   [PAUSE FOR READING]
[01:05:46.120 --> 01:05:48.120]   [PAUSE FOR READING]
[01:05:48.120 --> 01:05:50.120]   [PAUSE FOR READING]
[01:05:50.120 --> 01:05:52.120]   [PAUSE FOR READING]
[01:05:52.120 --> 01:05:54.120]   [PAUSE FOR READING]
[01:05:54.120 --> 01:05:56.120]   [PAUSE FOR READING]
[01:05:56.120 --> 01:05:58.120]   [PAUSE FOR READING]
[01:05:58.120 --> 01:06:00.120]   [PAUSE FOR READING]
[01:06:00.120 --> 01:06:02.120]   [PAUSE FOR READING]
[01:06:02.120 --> 01:06:04.120]   [PAUSE FOR READING]
[01:06:04.120 --> 01:06:06.120]   [PAUSE FOR READING]
[01:06:06.120 --> 01:06:08.120]   [PAUSE FOR READING]
[01:06:08.120 --> 01:06:10.120]   [PAUSE FOR READING]
[01:06:10.120 --> 01:06:12.120]   [PAUSE FOR READING]
[01:06:12.120 --> 01:06:14.120]   [PAUSE FOR READING]
[01:06:14.120 --> 01:06:16.120]   [PAUSE FOR READING]
[01:06:16.120 --> 01:06:18.120]   [PAUSE FOR READING]
[01:06:18.120 --> 01:06:20.120]   [PAUSE FOR READING]
[01:06:20.120 --> 01:06:22.120]   [PAUSE FOR READING]
[01:06:22.120 --> 01:06:24.120]   [PAUSE FOR READING]
[01:06:24.120 --> 01:06:26.120]   [PAUSE FOR READING]
[01:06:26.120 --> 01:06:28.120]   [PAUSE FOR READING]
[01:06:28.120 --> 01:06:30.120]   [PAUSE FOR READING]
[01:06:30.120 --> 01:06:32.120]   [PAUSE FOR READING]
[01:06:32.120 --> 01:06:34.120]   [PAUSE FOR READING]
[01:06:34.120 --> 01:06:36.120]   [PAUSE FOR READING]
[01:06:36.120 --> 01:06:38.120]   [PAUSE FOR READING]
[01:06:38.120 --> 01:06:40.120]   [PAUSE FOR READING]
[01:06:40.120 --> 01:06:42.120]   [PAUSE FOR READING]
[01:06:42.120 --> 01:06:44.120]   [PAUSE FOR READING]
[01:06:44.120 --> 01:06:46.120]   [PAUSE FOR READING]
[01:06:46.120 --> 01:06:48.120]   [PAUSE FOR READING]
[01:06:48.120 --> 01:06:50.120]   [PAUSE FOR READING]
[01:06:50.120 --> 01:06:52.120]   [PAUSE FOR READING]
[01:06:52.120 --> 01:06:54.120]   [PAUSE FOR READING]
[01:06:54.120 --> 01:06:56.120]   [PAUSE FOR READING]
[01:06:56.120 --> 01:06:58.120]   [PAUSE FOR READING]
[01:06:58.120 --> 01:07:00.120]   [PAUSE FOR READING]
[01:07:00.120 --> 01:07:02.120]   [PAUSE FOR READING]
[01:07:02.120 --> 01:07:04.120]   [PAUSE FOR READING]
[01:07:04.120 --> 01:07:06.120]   [PAUSE FOR READING]
[01:07:06.120 --> 01:07:08.120]   [PAUSE FOR READING]
[01:07:08.120 --> 01:07:10.120]   [PAUSE FOR READING]
[01:07:10.120 --> 01:07:12.120]   [PAUSE FOR READING]
[01:07:12.120 --> 01:07:14.120]   [PAUSE FOR READING]
[01:07:14.120 --> 01:07:16.120]   [PAUSE FOR READING]
[01:07:16.120 --> 01:07:18.120]   [PAUSE FOR READING]
[01:07:18.120 --> 01:07:20.120]   [PAUSE FOR READING]
[01:07:20.120 --> 01:07:22.120]   [PAUSE FOR READING]
[01:07:22.120 --> 01:07:24.120]   [PAUSE FOR READING]
[01:07:24.120 --> 01:07:26.120]   [PAUSE FOR READING]
[01:07:26.120 --> 01:07:28.120]   [PAUSE FOR READING]
[01:07:28.120 --> 01:07:30.120]   [PAUSE FOR READING]
[01:07:30.120 --> 01:07:32.120]   [PAUSE FOR READING]
[01:07:32.120 --> 01:07:34.120]   [PAUSE FOR READING]
[01:07:34.120 --> 01:07:36.120]   [PAUSE FOR READING]
[01:07:36.120 --> 01:07:38.120]   [PAUSE FOR READING]
[01:07:38.120 --> 01:07:40.120]   [PAUSE FOR READING]
[01:07:40.120 --> 01:07:42.120]   [PAUSE FOR READING]
[01:07:42.120 --> 01:07:44.120]   [PAUSE FOR READING]
[01:07:44.120 --> 01:07:46.120]   [PAUSE FOR READING]
[01:07:46.120 --> 01:07:48.120]   [PAUSE FOR READING]
[01:07:48.120 --> 01:07:50.120]   [PAUSE FOR READING]
[01:07:50.120 --> 01:07:52.120]   [PAUSE FOR READING]
[01:07:52.120 --> 01:07:54.120]   [PAUSE FOR READING]
[01:07:54.120 --> 01:07:56.120]   [PAUSE FOR READING]
[01:07:56.120 --> 01:07:58.120]   [PAUSE FOR READING]
[01:07:58.120 --> 01:08:00.120]   [PAUSE FOR READING]
[01:08:00.120 --> 01:08:02.120]   [PAUSE FOR READING]
[01:08:02.120 --> 01:08:04.120]   [PAUSE FOR READING]
[01:08:04.120 --> 01:08:06.120]   [PAUSE FOR READING]
[01:08:06.120 --> 01:08:08.120]   [PAUSE FOR READING]
[01:08:08.120 --> 01:08:10.120]   [PAUSE FOR READING]
[01:08:10.120 --> 01:08:12.120]   [PAUSE FOR READING]
[01:08:12.120 --> 01:08:14.120]   [PAUSE FOR READING]
[01:08:14.120 --> 01:08:16.120]   [PAUSE FOR READING]
[01:08:16.120 --> 01:08:18.120]   [PAUSE FOR READING]
[01:08:18.120 --> 01:08:20.120]   [PAUSE FOR READING]
[01:08:20.120 --> 01:08:22.120]   [PAUSE FOR READING]
[01:08:22.120 --> 01:08:24.120]   [PAUSE FOR READING]
[01:08:24.120 --> 01:08:26.120]   [PAUSE FOR READING]
[01:08:26.120 --> 01:08:28.120]   [PAUSE FOR READING]
