
[00:00:00.000 --> 00:00:03.160]   (audience chattering)
[01:30:45.760 --> 01:30:48.920]   for individuals with ADD, ADHD, et cetera,
[01:30:48.920 --> 01:30:51.680]   drastically changes all of their behavior,
[01:30:51.680 --> 01:30:52.720]   all their capacity.
[01:30:52.720 --> 01:30:55.160]   Why am I talking about this?
[01:30:55.160 --> 01:30:58.120]   It's because here we're looking at motivation.
[01:30:58.120 --> 01:31:00.220]   The scripture is challenging us.
[01:31:00.220 --> 01:31:02.540]   We have motivation in Christ.
[01:31:02.540 --> 01:31:03.940]   We have His pure blessings.
[01:31:03.940 --> 01:31:06.880]   How does the Galatians, how does the book of Galatians
[01:31:06.880 --> 01:31:09.520]   tackle the problem of perseverance?
[01:31:09.520 --> 01:31:13.200]   He says you're free in the Lord Jesus Christ.
[01:31:13.200 --> 01:31:15.000]   He says you're part of this grand promise.
[01:31:15.000 --> 01:31:16.920]   You're children of promise.
[01:31:16.920 --> 01:31:20.800]   You have not just simply Mount, you know,
[01:31:20.800 --> 01:31:23.200]   like Mount Sinai to look for.
[01:31:23.200 --> 01:31:25.000]   You don't have an earthly mountain to look for,
[01:31:25.000 --> 01:31:26.000]   and you definitely don't have
[01:31:26.000 --> 01:31:27.720]   just simply a system to look for.
[01:31:27.720 --> 01:31:30.240]   You have the heavenly one, right?
[01:31:30.240 --> 01:31:31.360]   He gives you identity.
[01:31:31.360 --> 01:31:33.920]   He gives you hope for all eternity,
[01:31:33.920 --> 01:31:37.520]   and then He says you're actually free to love.
[01:31:37.520 --> 01:31:40.800]   You're free to serve the Lord.
[01:31:40.800 --> 01:31:43.560]   So concluding with this kind of cross-reference here,
[01:31:43.560 --> 01:31:46.600]   it says 1 Peter chapter two.
[01:31:46.600 --> 01:31:49.240]   For such is the will of God.
[01:31:49.240 --> 01:31:54.240]   For us, the motivation, internal to the will of the Lord,
[01:31:54.240 --> 01:31:56.560]   that by doing right you may silence
[01:31:56.560 --> 01:31:58.600]   the ignorance of the foolish men,
[01:31:58.600 --> 01:32:01.160]   act as free men, and do not use your freedom
[01:32:01.160 --> 01:32:03.360]   as a covering for evil,
[01:32:03.360 --> 01:32:05.720]   but use it as bond slaves of God.
[01:32:05.720 --> 01:32:08.000]   Honor all people, love the brotherhood,
[01:32:08.000 --> 01:32:11.280]   fear God, and honor the king.
[01:32:12.720 --> 01:32:16.480]   If, if we tackled, let's say for example,
[01:32:16.480 --> 01:32:18.880]   attention deficit and told a young student,
[01:32:18.880 --> 01:32:20.880]   "Dude, grow up.
[01:32:20.880 --> 01:32:23.240]   "You have to be self-motivated.
[01:32:23.240 --> 01:32:25.600]   "You have to want to succeed in life.
[01:32:25.600 --> 01:32:27.520]   "You're never gonna succeed like this.
[01:32:27.520 --> 01:32:29.480]   "Do it for yourself," right?
[01:32:29.480 --> 01:32:31.000]   What do you think would happen?
[01:32:31.000 --> 01:32:34.800]   Honestly speaking, what do you think would happen?
[01:32:34.800 --> 01:32:38.120]   Likewise, I hope, I hope you know
[01:32:38.120 --> 01:32:39.720]   that within the Christian faith,
[01:32:41.400 --> 01:32:42.880]   trying to motivate you, it's like,
[01:32:42.880 --> 01:32:44.360]   "Hey, just do it for yourself,"
[01:32:44.360 --> 01:32:47.160]   or just simply, "You can do it," or something like that.
[01:32:47.160 --> 01:32:50.960]   If you were to find a source of energy and motivation
[01:32:50.960 --> 01:32:53.640]   deep in your heart, Scripture literally says,
[01:32:53.640 --> 01:32:56.160]   "This would be an impossible task."
[01:32:56.160 --> 01:32:59.860]   But for every single one of us, we have hope,
[01:32:59.860 --> 01:33:02.800]   hope in our Savior, hope in His promise,
[01:33:02.800 --> 01:33:04.120]   hope in the mighty hand of God
[01:33:04.120 --> 01:33:07.160]   to accomplish everything that He said He will do,
[01:33:07.160 --> 01:33:10.000]   not only in all of history,
[01:33:10.000 --> 01:33:12.580]   but in your specific private life, amen?
[01:33:12.580 --> 01:33:13.420]   Let's pray.
[01:33:13.420 --> 01:33:22.260]   Heavenly Father, we thank you for the encouragement
[01:33:22.260 --> 01:33:23.620]   and challenge of your word.
[01:33:23.620 --> 01:33:28.240]   God, we do have tendencies, Lord,
[01:33:28.240 --> 01:33:32.880]   to sometimes be so self-focused,
[01:33:32.880 --> 01:33:37.720]   insulated, always preserving and protecting self.
[01:33:37.720 --> 01:33:40.680]   But God, we know that you have called us, God,
[01:33:40.680 --> 01:33:44.160]   to express what you have given to us
[01:33:44.160 --> 01:33:48.000]   in the fullness of Christ, in an outward working of love,
[01:33:48.000 --> 01:33:52.800]   a power to be vulnerable, a power to give,
[01:33:52.800 --> 01:33:57.000]   in thankfulness to lavish others with mercy,
[01:33:57.000 --> 01:34:00.640]   grace, and God, even good intention.
[01:34:00.640 --> 01:34:02.440]   So I pray, Lord, that you will encourage
[01:34:02.440 --> 01:34:04.200]   and challenge us to do so.
[01:34:04.200 --> 01:34:06.940]   God, that we would bear good fruit to your glory.
[01:34:06.940 --> 01:34:09.400]   We thank you in Christ's name, amen.
[01:34:09.400 --> 01:34:10.240]   Thanks, everyone.
[01:34:10.240 --> 01:34:13.400]   (audience applauding)
[01:34:13.400 --> 01:34:15.980]   (gentle music)
[01:34:15.980 --> 01:34:19.400]   (gentle music continues)
[01:34:19.400 --> 01:34:22.820]   (gentle music continues)
[01:34:22.820 --> 01:34:26.240]   (gentle music continues)
[01:34:26.240 --> 01:34:29.660]   (gentle music continues)
[01:34:29.660 --> 01:34:34.300]   and God, we thank you for the encouragement
[01:34:34.300 --> 01:34:38.720]   and challenge of your word, in an outward working of love,
[01:34:38.720 --> 01:34:42.040]   a power to be vulnerable, a power to give,
[01:34:42.040 --> 01:34:45.480]   in thankfulness to lavish others with mercy,
[01:34:45.480 --> 01:34:48.320]   grace, and God, even good intention.
[01:34:48.320 --> 01:34:51.160]   So I pray, Lord, that you would encourage
[01:34:51.160 --> 01:34:55.400]   and challenge us to do so, in an outward working of love,
[01:34:55.400 --> 01:34:58.840]   in thankfulness to lavish others with mercy,
[01:34:58.840 --> 01:35:01.440]   in thankfulness to lavish others with mercy,
[01:35:01.440 --> 01:35:04.440]   in thankfulness to lavish others with mercy,
[01:35:04.440 --> 01:35:07.640]   in thankfulness to lavish others with mercy,
[01:35:07.640 --> 01:35:10.980]   in thankfulness to lavish others with mercy,
[01:35:10.980 --> 01:35:14.020]   in thankfulness to lavish others with mercy,
[01:35:14.020 --> 01:35:17.080]   in thankfulness to lavish others with mercy,
[01:35:17.080 --> 01:35:20.080]   in thankfulness to lavish others with mercy,
[01:35:20.080 --> 01:35:23.080]   in thankfulness to lavish others with mercy,
[01:35:23.080 --> 01:35:26.200]   in thankfulness to lavish others with mercy,
[01:35:26.200 --> 01:35:29.040]   in thankfulness to lavish others with mercy,
[01:35:29.040 --> 01:35:32.000]   in thankfulness to lavish others with mercy,
[01:35:32.000 --> 01:35:35.040]   in thankfulness to lavish others with mercy,
[01:35:35.040 --> 01:35:38.480]   in thankfulness to lavish others with mercy,
[01:35:38.480 --> 01:35:41.640]   in thankfulness to lavish others with mercy,
[01:35:41.640 --> 01:35:44.720]   in thankfulness to lavish others with mercy,
[01:35:44.720 --> 01:35:47.920]   in thankfulness to lavish others with mercy,
[01:35:47.920 --> 01:35:51.160]   in thankfulness to lavish others with mercy,
[01:35:51.160 --> 01:35:54.120]   in thankfulness to lavish others with mercy,
[01:35:54.120 --> 01:35:57.120]   in thankfulness to lavish others with mercy,
[01:35:57.120 --> 01:36:00.120]   in thankfulness to lavish others with mercy,
[01:36:00.120 --> 01:36:03.120]   in thankfulness to lavish others with mercy,
[01:36:03.120 --> 01:36:06.140]   in thankfulness to lavish others with mercy,
[01:36:06.140 --> 01:36:09.140]   in thankfulness to lavish others with mercy,
[01:36:09.140 --> 01:36:12.140]   in thankfulness to lavish others with mercy,
[01:36:12.140 --> 01:36:15.140]   in thankfulness to lavish others with mercy,
[01:36:15.140 --> 01:36:18.140]   in thankfulness to lavish others with mercy,
[01:36:18.140 --> 01:36:21.140]   in thankfulness to lavish others with mercy,
[01:36:21.140 --> 01:36:24.140]   in thankfulness to lavish others with mercy,
[01:36:24.140 --> 01:36:27.140]   in thankfulness to lavish others with mercy,
[01:36:27.140 --> 01:36:30.140]   in thankfulness to lavish others with mercy,
[01:36:30.140 --> 01:36:33.160]   in thankfulness to lavish others with mercy,
[01:36:33.160 --> 01:36:36.160]   in thankfulness to lavish others with mercy,
[01:36:36.160 --> 01:36:39.160]   in thankfulness to lavish others with mercy,
[01:36:39.160 --> 01:36:42.160]   in thankfulness to lavish others with mercy,
[01:36:42.160 --> 01:36:45.160]   in thankfulness to lavish others with mercy,
[01:36:45.160 --> 01:36:48.160]   in thankfulness to lavish others with mercy,
[01:36:48.160 --> 01:36:51.160]   in thankfulness to lavish others with mercy,
[01:36:51.160 --> 01:36:54.160]   in thankfulness to lavish others with mercy,
[01:36:54.160 --> 01:36:57.160]   in thankfulness to lavish others with mercy,
[01:36:57.160 --> 01:37:00.180]   in thankfulness to lavish others with mercy,
[01:37:00.180 --> 01:37:03.180]   in thankfulness to lavish others with mercy,
[01:37:03.180 --> 01:37:06.180]   in thankfulness to lavish others with mercy,
[01:37:06.180 --> 01:37:09.180]   in thankfulness to lavish others with mercy,
[01:37:09.180 --> 01:37:12.180]   in thankfulness to lavish others with mercy,
[01:37:12.180 --> 01:37:15.180]   in thankfulness to lavish others with mercy,
[01:37:15.180 --> 01:37:18.180]   in thankfulness to lavish others with mercy,
[01:37:18.180 --> 01:37:21.180]   in thankfulness to lavish others with mercy,
[01:37:21.180 --> 01:37:24.180]   in thankfulness to lavish others with mercy,
[01:37:24.180 --> 01:37:27.200]   in thankfulness to lavish others with mercy,
[01:37:27.200 --> 01:37:30.200]   in thankfulness to lavish others with mercy,
[01:37:30.200 --> 01:37:33.200]   in thankfulness to lavish others with mercy,
[01:37:33.200 --> 01:37:36.200]   in thankfulness to lavish others with mercy,
[01:37:36.200 --> 01:37:39.200]   in thankfulness to lavish others with mercy,
[01:37:39.200 --> 01:37:42.200]   in thankfulness to lavish others with mercy,
[01:37:42.200 --> 01:37:45.200]   in thankfulness to lavish others with mercy,
[01:37:45.200 --> 01:37:48.200]   in thankfulness to lavish others with mercy,
[01:37:48.200 --> 01:37:51.200]   in thankfulness to lavish others with mercy,
[01:37:51.200 --> 01:37:54.220]   in thankfulness to lavish others with mercy,
[01:37:54.220 --> 01:37:57.220]   in thankfulness to lavish others with mercy,
[01:37:57.220 --> 01:38:00.220]   in thankfulness to lavish others with mercy,
[01:38:00.220 --> 01:38:03.220]   in thankfulness to lavish others with mercy,
[01:38:03.220 --> 01:38:06.220]   in thankfulness to lavish others with mercy,
[01:38:06.220 --> 01:38:09.220]   in thankfulness to lavish others with mercy,
[01:38:09.220 --> 01:38:12.220]   in thankfulness to lavish others with mercy,
[01:38:12.220 --> 01:38:15.220]   in thankfulness to lavish others with mercy,
[01:38:15.220 --> 01:38:18.220]   in thankfulness to lavish others with mercy,
[01:38:18.220 --> 01:38:21.240]   in thankfulness to lavish others with mercy,
[01:38:21.240 --> 01:38:24.240]   in thankfulness to lavish others with mercy,
[01:38:24.240 --> 01:38:27.240]   in thankfulness to lavish others with mercy,
[01:38:27.240 --> 01:38:30.240]   in thankfulness to lavish others with mercy,
[01:38:30.240 --> 01:38:33.240]   in thankfulness to lavish others with mercy.
[01:38:33.240 --> 01:38:36.240]   Thank you for joining us, and I'll leave you to your groups.
[01:38:36.240 --> 01:38:39.240]   Thank you for joining us, and I'll leave you to your groups.
[01:38:39.240 --> 01:38:42.240]   Thank you for joining us, and I'll leave you to your groups.
[01:38:42.240 --> 01:38:45.240]   Thank you for joining us, and I'll leave you to your groups.

