
[00:00:00.000 --> 00:00:02.460]   ♪ Once composed ♪
[01:01:33.400 --> 01:01:36.400]   [Music]
[01:01:37.400 --> 01:01:40.400]   [Music]
[01:01:40.400 --> 01:01:53.400]   [Music]
[01:01:53.400 --> 01:01:56.400]   [Music]
[01:01:56.400 --> 01:02:10.400]   [Music]
[01:02:10.400 --> 01:02:13.400]   [Music]
[01:02:13.400 --> 01:02:30.400]   For I receive from the Lord that which I also deliver to you,
[01:02:30.400 --> 01:02:34.400]   that the Lord Jesus in the night in which he was betrayed took bread.
[01:02:34.400 --> 01:02:37.400]   When he had given things, he broke it and said, "This is my body, which is for you.
[01:02:37.400 --> 01:02:39.400]   Do this in remembrance of me."
[01:02:39.400 --> 01:02:42.400]   In the same way, he took the cup also after supper, saying,
[01:02:42.400 --> 01:02:44.400]   "This cup is the new covenant in my blood.
[01:02:44.400 --> 01:02:48.400]   Do this as often as you drink it in remembrance of me.
[01:02:48.400 --> 01:02:51.400]   For as often as you eat this bread and drink the cup,
[01:02:51.400 --> 01:02:54.400]   you proclaim the Lord's death until he comes."
[01:02:54.400 --> 01:02:59.400]   So the communion table is meant for baptized believers.
[01:02:59.400 --> 01:03:03.400]   So it's meant to be a kind of like an anniversary,
[01:03:03.400 --> 01:03:05.400]   remembering Christ's sacrifice for us.
[01:03:05.400 --> 01:03:07.400]   So again, if you have not been baptized,
[01:03:07.400 --> 01:03:09.400]   we ask that you just kind of observe quietly,
[01:03:09.400 --> 01:03:12.400]   just watching and thinking through what's going on.
[01:03:12.400 --> 01:03:15.400]   But again, if you are a baptized believer, we ask you to participate.
[01:03:15.400 --> 01:03:20.400]   So if you can, again, now open up the top,
[01:03:20.400 --> 01:03:22.400]   and take the wafer out.
[01:03:22.400 --> 01:03:24.400]   And we're going to do it together.
[01:03:24.400 --> 01:03:25.400]   So don't put it in your mouth yet.
[01:03:25.400 --> 01:03:27.400]   We're going to do it together.
[01:03:27.400 --> 01:03:31.400]   I see you.
[01:03:31.400 --> 01:03:33.400]   Okay, so it's all open.
[01:03:33.400 --> 01:03:35.400]   Okay, let me pray for us.
[01:03:35.400 --> 01:03:37.400]   And then after we pray, we'll participate together,
[01:03:37.400 --> 01:03:38.400]   and then the worship team will lead us.
[01:03:38.400 --> 01:03:41.400]   Okay, let's pray.
[01:03:41.400 --> 01:03:47.400]   Heavenly Father, as we participate in this sacred time,
[01:03:47.400 --> 01:03:51.400]   help us, Lord God, to recognize the sacredness and holiness, Lord,
[01:03:51.400 --> 01:03:57.400]   that you have set this apart so that we would not drift from this truth.
[01:03:57.400 --> 01:04:02.400]   As Jesus commanded the disciples and told us to do this in remembrance of him,
[01:04:02.400 --> 01:04:07.400]   his sacrifice, his love, his holiness, his righteous judgment,
[01:04:07.400 --> 01:04:11.400]   and only by the grace of God that we are able to have this confidence
[01:04:11.400 --> 01:04:13.400]   to be able to draw near to you.
[01:04:13.400 --> 01:04:18.400]   Help us, Lord God, to do this in celebration, in thankfulness.
[01:04:18.400 --> 01:04:24.400]   And I pray, Father God, that the truth of the gospel will never fade in our memory,
[01:04:24.400 --> 01:04:29.400]   that you would be our greatest and most important pursuit, Lord God, this week.
[01:04:29.400 --> 01:04:33.400]   So we ask that you would bless this time and unify the church for that sake.
[01:04:33.400 --> 01:04:35.400]   In Jesus' name we pray, amen.
[01:04:35.400 --> 01:04:46.400]   Okay, so let's participate together.
[01:04:46.400 --> 01:04:54.400]   All right, let us rise as we sing our closing praise.
[01:04:54.400 --> 01:05:08.400]   [piano music]
[01:05:08.400 --> 01:05:15.400]   The mystery of the cross I cannot comprehend
[01:05:15.400 --> 01:05:23.400]   The agonies of Calvary
[01:05:23.400 --> 01:05:30.400]   You, the perfect, holy one, crushed your son
[01:05:30.400 --> 01:05:37.400]   You drink the bitter cup reserved for me
[01:05:37.400 --> 01:05:42.400]   Your blood has washed away my sin
[01:05:42.400 --> 01:05:45.400]   Jesus, thank you
[01:05:45.400 --> 01:05:49.400]   The Father's wrath completely satisfied
[01:05:49.400 --> 01:05:52.400]   Jesus, thank you
[01:05:52.400 --> 01:05:58.400]   Once your enemy, now seated at your table
[01:05:58.400 --> 01:06:05.400]   Jesus, thank you
[01:06:05.400 --> 01:06:15.400]   [piano music]
[01:06:15.400 --> 01:06:24.400]   By your perfect sacrifice I've been brought near
[01:06:24.400 --> 01:06:31.400]   Your enemy, you've made your friend
[01:06:31.400 --> 01:06:38.400]   Pouring out the riches of your glorious grace
[01:06:38.400 --> 01:06:45.400]   Your mercy and your kindness, no, no, and your blood
[01:06:45.400 --> 01:06:50.400]   Your blood has washed away my sin
[01:06:50.400 --> 01:06:52.400]   Jesus, thank you
[01:06:52.400 --> 01:06:57.400]   The Father's wrath completely satisfied
[01:06:57.400 --> 01:07:00.400]   Jesus, thank you
[01:07:00.400 --> 01:07:06.400]   Once your enemy, now seated at your table
[01:07:06.400 --> 01:07:13.400]   Jesus, thank you
[01:07:13.400 --> 01:07:22.400]   [piano music]
[01:07:22.400 --> 01:07:24.400]   Lover of my soul
[01:07:24.400 --> 01:07:30.400]   Lover of my soul
[01:07:30.400 --> 01:07:39.400]   I want to live for you
[01:07:39.400 --> 01:07:44.400]   Lover of my soul
[01:07:44.400 --> 01:07:51.400]   I want to live for you
[01:07:51.400 --> 01:07:53.400]   Lover of my soul
[01:07:53.400 --> 01:07:59.400]   Lover of my soul
[01:07:59.400 --> 01:08:07.400]   I want to live for you
[01:08:07.400 --> 01:08:12.400]   Lover of my soul
[01:08:12.400 --> 01:08:19.400]   I want to live for you
[01:08:19.400 --> 01:08:21.400]   Your blood
[01:08:21.400 --> 01:08:26.400]   Your blood has washed away my sin
[01:08:26.400 --> 01:08:28.400]   Jesus, thank you
[01:08:28.400 --> 01:08:32.400]   The Father's wrath completely satisfied
[01:08:32.400 --> 01:08:35.400]   Jesus, thank you
[01:08:35.400 --> 01:08:39.400]   Your blood has washed away my sin
[01:08:39.400 --> 01:08:42.400]   Jesus, thank you
[01:08:42.400 --> 01:08:46.400]   The Father's wrath completely satisfied
[01:08:46.400 --> 01:08:49.400]   Jesus, thank you
[01:08:49.400 --> 01:08:55.400]   Once your enemy, now seated at your table
[01:08:55.400 --> 01:09:02.400]   Jesus, thank you
[01:09:02.400 --> 01:09:16.400]   [piano music]
[01:09:16.400 --> 01:09:24.400]   So before we end, afterwards again, if you guys can help us clear out and some of you guys take the chairs
[01:09:24.400 --> 01:09:30.400]   So if you are thirsty, we have plenty of water in the back, it's really hot so make sure you don't get dehydrated
[01:09:30.400 --> 01:09:35.400]   We also have some otter pops that we want to give you to cool you off
[01:09:35.400 --> 01:09:40.400]   So I think we have enough, so make sure when you go out there and grab some otter pops
[01:09:40.400 --> 01:09:44.400]   And again, don't be ashamed, we have plenty for everybody, it's not just for children
[01:09:44.400 --> 01:09:46.400]   It's to keep you guys cool
[01:09:46.400 --> 01:09:50.400]   So as you go out there, make sure you get some before you go so that you can stay cool, alright?
[01:09:50.400 --> 01:09:52.400]   Alright, let's pray
[01:09:53.400 --> 01:09:58.400]   Heavenly Father, we thank you for your constant grace
[01:09:58.400 --> 01:10:06.400]   I thank you for, just my brothers and sisters, Lord God, in this church where we can run this race together
[01:10:06.400 --> 01:10:13.400]   We thank you Father for the privilege that we have to come before you and call you our Abba Father
[01:10:13.400 --> 01:10:18.400]   Lord, you know our weaknesses, you know how prone we are, Lord God, to drift
[01:10:18.400 --> 01:10:22.400]   So help us this week, Lord, to be anchored in Christ
[01:10:22.400 --> 01:10:31.400]   That we would passionately, with urgency, to draw near to you, Father God, more than any other endeavor in our lives
[01:10:31.400 --> 01:10:35.400]   I pray that the truth of the Gospel would grip our hearts so strongly
[01:10:35.400 --> 01:10:40.400]   That we would be gracious, we would be holy, compassionate
[01:10:40.400 --> 01:10:44.400]   In every way, Father, that we would reflect Christ in our lives
[01:10:44.400 --> 01:10:49.400]   So whether we eat or drink, truly help us, Lord God, to honor and glorify you
[01:10:49.400 --> 01:10:53.400]   Now the grace of our Lord Jesus and the fellowship of the Holy Spirit
[01:10:53.400 --> 01:10:56.400]   Eternal love of God our Father
[01:10:56.400 --> 01:11:00.400]   Rest, restore, sanctify the church for the sake of your name
[01:11:00.400 --> 01:11:02.400]   Amen
[01:11:02.400 --> 01:11:09.400]   God sent his Son
[01:11:10.400 --> 01:11:15.400]   They called him Jesus
[01:11:15.400 --> 01:11:20.400]   He came to love
[01:11:20.400 --> 01:11:25.400]   Heal and forgive
[01:11:25.400 --> 01:11:30.400]   He lived and died
[01:11:30.400 --> 01:11:36.400]   To buy my party
[01:11:36.400 --> 01:11:46.400]   An empty grave is there to prove my Savior lives
[01:11:46.400 --> 01:11:51.400]   Because he lives
[01:11:51.400 --> 01:11:56.400]   I can face tomorrow
[01:11:56.400 --> 01:12:01.400]   Because he lives
[01:12:01.400 --> 01:12:07.400]   All fear is gone
[01:12:07.400 --> 01:12:12.400]   Because I know
[01:12:12.400 --> 01:12:17.400]   He holds the future
[01:12:17.400 --> 01:12:22.400]   And life is worth the living
[01:12:22.400 --> 01:12:27.400]   Just because he lives
[01:12:28.400 --> 01:12:30.400]   Amen
[01:12:30.400 --> 01:12:43.400]   Trash cans all around so you guys can throw that in there
[01:12:43.400 --> 01:12:45.400]   Thank you
[01:12:45.400 --> 01:13:08.400]   Thank you for printing these
[01:13:08.400 --> 01:13:10.400]   No problem
[01:13:10.400 --> 01:13:13.400]   The leftovers, can you just keep it on the chair or put it right there
[01:13:13.400 --> 01:13:15.400]   I think we have right here
[01:13:15.400 --> 01:13:20.400]   God is glorious, oh God
[01:13:20.400 --> 01:13:24.400]   Engages our hearts
[01:13:24.400 --> 01:13:28.400]   May Jesus Christ be known
[01:13:28.400 --> 01:13:32.400]   Wherever we are
[01:13:32.400 --> 01:13:36.400]   We ask not for ourselves
[01:13:36.400 --> 01:13:40.400]   But for your renown
[01:13:40.400 --> 01:13:45.400]   The cross has saved us so we pray
[01:13:45.400 --> 01:13:49.400]   Your kingdom come
[01:13:49.400 --> 01:13:51.400]   Let's sing it together
[01:13:51.400 --> 01:13:55.400]   Let your kingdom come
[01:13:55.400 --> 01:13:59.400]   Let your will be done
[01:13:59.400 --> 01:14:05.400]   So that everyone might know your name
[01:14:05.400 --> 01:14:11.400]   Let your song be heard
[01:14:11.400 --> 01:14:15.400]   Everywhere on earth
[01:14:15.400 --> 01:14:19.400]   Till your sovereign word
[01:14:19.400 --> 01:14:22.400]   Call your kingdom
[01:14:22.400 --> 01:14:27.400]   Let your kingdom come
[01:14:27.400 --> 01:14:34.400]   Give us your strength
[01:14:34.400 --> 01:14:38.400]   Give us your strength, oh God
[01:14:38.400 --> 01:14:42.400]   Encourage to speak
[01:14:42.400 --> 01:14:47.400]   Perform your wondrous deeds
[01:14:47.400 --> 01:14:50.400]   Through those who are weak
[01:14:50.400 --> 01:14:55.400]   Learn, use, assess, you want
[01:14:55.400 --> 01:14:59.400]   Whatever the test
[01:14:59.400 --> 01:15:09.400]   By grace we'll preach your gospel till our dying breath
[01:15:09.400 --> 01:15:14.400]   Let your kingdom come
[01:15:14.400 --> 01:15:18.400]   Let your will be done
[01:15:18.400 --> 01:15:24.400]   So that everyone might know your name
[01:15:24.400 --> 01:15:29.400]   Let your kingdom come
[01:15:29.400 --> 01:15:34.400]   Let your will be done
[01:15:34.400 --> 01:15:39.400]   So that everyone might know your name
[01:15:39.400 --> 01:15:44.400]   Let your kingdom come
[01:15:44.400 --> 01:15:49.400]   Let your will be done
[01:15:49.400 --> 01:15:54.400]   So that everyone might know your name
[01:15:54.400 --> 01:15:59.400]   Let your kingdom come
[01:15:59.400 --> 01:16:04.400]   Let your will be done
[01:16:04.400 --> 01:16:09.400]   So that everyone might know your name
[01:16:09.400 --> 01:16:14.400]   Let your kingdom come
[01:16:14.400 --> 01:16:19.400]   [Thank you for watching.]
[01:16:19.400 --> 01:16:24.400]   [Please subscribe.]
[01:16:24.400 --> 01:16:29.400]   [More videos at www.patreon.com/Artistrength]
[01:16:29.400 --> 01:16:34.400]   [Find me on Instagram @artistrength]
[01:16:34.400 --> 01:16:39.400]   [Facebook @artistrength]
[01:16:39.400 --> 01:16:44.400]   [Twitter @artistrength]
[01:16:44.400 --> 01:16:49.400]   [Thank you for watching.]
[01:16:49.400 --> 01:16:54.400]   [Please subscribe.]
[01:16:54.400 --> 01:16:59.400]   [www.facebook.com/artistrength]
[01:16:59.400 --> 01:17:04.400]   [www.facebook.com/artistrength]
[01:17:04.400 --> 01:17:09.400]   [www.facebook.com/artistrength]
[01:17:09.400 --> 01:17:14.400]   [www.facebook.com/artistrength]
[01:17:14.400 --> 01:17:19.400]   [www.facebook.com/artistrength]
[01:17:19.400 --> 01:17:24.400]   [www.facebook.com/artistrength]
[01:17:24.400 --> 01:17:29.400]   [www.facebook.com/artistrength]
[01:17:29.400 --> 01:17:34.400]   [www.facebook.com/artistrength]
[01:17:34.400 --> 01:17:39.400]   [www.facebook.com/artistrength]
[01:17:39.400 --> 01:17:44.400]   [www.facebook.com/artistrength]
[01:17:44.400 --> 01:17:49.400]   [www.facebook.com/artistrength]
[01:17:49.400 --> 01:17:54.400]   [www.facebook.com/artistrength]
[01:17:54.400 --> 01:17:59.400]   [www.facebook.com/artistrength]
[01:17:59.400 --> 01:18:04.400]   [www.facebook.com/artistrength]
[01:18:04.400 --> 01:18:09.400]   [www.facebook.com/artistrength]
[01:18:09.400 --> 01:18:14.400]   [www.facebook.com/artistrength]
[01:18:14.400 --> 01:18:19.400]   [www.facebook.com/artistrength]
[01:18:19.400 --> 01:18:24.400]   [www.facebook.com/artistrength]
[01:18:24.400 --> 01:18:29.400]   [www.facebook.com/artistrength]
[01:18:29.400 --> 01:18:34.400]   [www.facebook.com/artistrength]
[01:18:34.400 --> 01:18:44.400]   [BLANK_AUDIO]

