
[00:00:00.000 --> 00:00:02.980]   [MUSIC PLAYING]
[01:25:37.440 --> 01:25:41.440]   [SIDE CONVERSATION]
[01:25:42.440 --> 01:25:45.440]   [SIDE CONVERSATION]
[01:25:45.440 --> 01:25:49.440]   [SIDE CONVERSATION]
[01:25:49.440 --> 01:25:53.440]   [SIDE CONVERSATION]
[01:25:53.440 --> 01:25:57.440]   [SIDE CONVERSATION]
[01:25:57.440 --> 01:26:01.440]   [SIDE CONVERSATION]
[01:26:01.440 --> 01:26:05.440]   [SIDE CONVERSATION]
[01:26:05.440 --> 01:26:09.440]   [SIDE CONVERSATION]
[01:26:10.440 --> 01:26:13.440]   [SIDE CONVERSATION]
[01:26:13.440 --> 01:26:17.440]   [SIDE CONVERSATION]
[01:26:17.440 --> 01:26:21.440]   [SIDE CONVERSATION]
[01:26:21.440 --> 01:26:25.440]   [SIDE CONVERSATION]
[01:26:25.440 --> 01:26:29.440]   [SIDE CONVERSATION]
[01:26:29.440 --> 01:26:33.440]   [SIDE CONVERSATION]
[01:26:33.440 --> 01:26:37.440]   [SIDE CONVERSATION]
[01:26:38.440 --> 01:26:41.440]   [SIDE CONVERSATION]
[01:26:41.440 --> 01:26:45.440]   [SIDE CONVERSATION]
[01:26:45.440 --> 01:26:49.440]   [SIDE CONVERSATION]
[01:26:49.440 --> 01:26:53.440]   [SIDE CONVERSATION]
[01:26:53.440 --> 01:26:57.440]   [SIDE CONVERSATION]
[01:26:57.440 --> 01:27:01.440]   [SIDE CONVERSATION]
[01:27:01.440 --> 01:27:05.440]   [SIDE CONVERSATION]
[01:27:06.440 --> 01:27:09.440]   [SIDE CONVERSATION]
[01:27:09.440 --> 01:27:13.440]   [SIDE CONVERSATION]
[01:27:13.440 --> 01:27:17.440]   [SIDE CONVERSATION]
[01:27:17.440 --> 01:27:21.440]   [SIDE CONVERSATION]
[01:27:21.440 --> 01:27:25.440]   [SIDE CONVERSATION]
[01:27:25.440 --> 01:27:29.440]   [SIDE CONVERSATION]
[01:27:29.440 --> 01:27:33.440]   [SIDE CONVERSATION]
[01:27:34.440 --> 01:27:37.440]   [SIDE CONVERSATION]
[01:27:37.440 --> 01:27:41.440]   [SIDE CONVERSATION]
[01:27:41.440 --> 01:27:45.440]   [SIDE CONVERSATION]
[01:27:45.440 --> 01:27:49.440]   [SIDE CONVERSATION]
[01:27:49.440 --> 01:27:53.440]   [SIDE CONVERSATION]
[01:27:53.440 --> 01:27:57.440]   [SIDE CONVERSATION]
[01:27:57.440 --> 01:28:01.440]   [SIDE CONVERSATION]
[01:28:02.440 --> 01:28:05.440]   [SIDE CONVERSATION]
[01:28:05.440 --> 01:28:09.440]   [SIDE CONVERSATION]
[01:28:09.440 --> 01:28:13.440]   [SIDE CONVERSATION]
[01:28:13.440 --> 01:28:17.440]   [SIDE CONVERSATION]
[01:28:17.440 --> 01:28:21.440]   [SIDE CONVERSATION]
[01:28:21.440 --> 01:28:25.440]   [SIDE CONVERSATION]
[01:28:25.440 --> 01:28:29.440]   [SIDE CONVERSATION]
[01:28:30.440 --> 01:28:33.440]   [SIDE CONVERSATION]
[01:28:33.440 --> 01:28:37.440]   [SIDE CONVERSATION]
[01:28:37.440 --> 01:28:41.440]   [SIDE CONVERSATION]
[01:28:41.440 --> 01:28:45.440]   [SIDE CONVERSATION]
[01:28:45.440 --> 01:28:49.440]   [SIDE CONVERSATION]
[01:28:49.440 --> 01:28:53.440]   [SIDE CONVERSATION]
[01:28:53.440 --> 01:28:57.440]   [SIDE CONVERSATION]
[01:28:58.440 --> 01:29:01.440]   [SIDE CONVERSATION]
[01:29:01.440 --> 01:29:05.440]   [SIDE CONVERSATION]
[01:29:05.440 --> 01:29:09.440]   [SIDE CONVERSATION]
[01:29:09.440 --> 01:29:13.440]   [SIDE CONVERSATION]
[01:29:13.440 --> 01:29:17.440]   [SIDE CONVERSATION]
[01:29:17.440 --> 01:29:21.440]   [SIDE CONVERSATION]
[01:29:21.440 --> 01:29:25.440]   [SIDE CONVERSATION]
[01:29:26.440 --> 01:29:29.440]   [SIDE CONVERSATION]
[01:29:29.440 --> 01:29:33.440]   [SIDE CONVERSATION]
[01:29:33.440 --> 01:29:37.440]   [SIDE CONVERSATION]
[01:29:37.440 --> 01:29:41.440]   [SIDE CONVERSATION]
[01:29:41.440 --> 01:29:45.440]   [SIDE CONVERSATION]
[01:29:45.440 --> 01:29:49.440]   [SIDE CONVERSATION]
[01:29:49.440 --> 01:29:53.440]   [SIDE CONVERSATION]
[01:29:54.440 --> 01:29:57.440]   [SIDE CONVERSATION]
[01:29:57.440 --> 01:30:01.440]   [SIDE CONVERSATION]
[01:30:01.440 --> 01:30:05.440]   [SIDE CONVERSATION]
[01:30:05.440 --> 01:30:09.440]   [SIDE CONVERSATION]
[01:30:09.440 --> 01:30:13.440]   [SIDE CONVERSATION]
[01:30:13.440 --> 01:30:17.440]   [SIDE CONVERSATION]
[01:30:17.440 --> 01:30:21.440]   [SIDE CONVERSATION]
[01:30:22.440 --> 01:30:25.440]   [SIDE CONVERSATION]
[01:30:25.440 --> 01:30:29.440]   [SIDE CONVERSATION]
[01:30:29.440 --> 01:30:33.440]   [SIDE CONVERSATION]
[01:30:33.440 --> 01:30:37.440]   [SIDE CONVERSATION]
[01:30:37.440 --> 01:30:41.440]   [SIDE CONVERSATION]
[01:30:41.440 --> 01:30:45.440]   [SIDE CONVERSATION]
[01:30:45.440 --> 01:30:49.440]   [SIDE CONVERSATION]
[01:30:50.440 --> 01:30:53.440]   [SIDE CONVERSATION]
[01:30:53.440 --> 01:30:57.440]   [SIDE CONVERSATION]
[01:30:57.440 --> 01:31:01.440]   [SIDE CONVERSATION]
[01:31:01.440 --> 01:31:05.440]   [SIDE CONVERSATION]
[01:31:05.440 --> 01:31:09.440]   [SIDE CONVERSATION]
[01:31:09.440 --> 01:31:13.440]   [SIDE CONVERSATION]
[01:31:13.440 --> 01:31:17.440]   [SIDE CONVERSATION]
[01:31:18.440 --> 01:31:21.440]   [SIDE CONVERSATION]
[01:31:21.440 --> 01:31:25.440]   [SIDE CONVERSATION]
[01:31:25.440 --> 01:31:29.440]   [SIDE CONVERSATION]
[01:31:29.440 --> 01:31:33.440]   [SIDE CONVERSATION]
[01:31:33.440 --> 01:31:37.440]   [SIDE CONVERSATION]
[01:31:37.440 --> 01:31:41.440]   [SIDE CONVERSATION]
[01:31:41.440 --> 01:31:45.440]   [SIDE CONVERSATION]
[01:31:46.440 --> 01:31:49.440]   [SIDE CONVERSATION]
[01:31:49.440 --> 01:31:53.440]   [SIDE CONVERSATION]
[01:31:53.440 --> 01:31:57.440]   [SIDE CONVERSATION]
[01:31:57.440 --> 01:32:01.440]   [SIDE CONVERSATION]
[01:32:01.440 --> 01:32:05.440]   [SIDE CONVERSATION]
[01:32:05.440 --> 01:32:09.440]   [SIDE CONVERSATION]
[01:32:09.440 --> 01:32:13.440]   [SIDE CONVERSATION]
[01:32:14.440 --> 01:32:17.440]   [SIDE CONVERSATION]
[01:32:17.440 --> 01:32:21.440]   [SIDE CONVERSATION]
[01:32:21.440 --> 01:32:25.440]   [SIDE CONVERSATION]
[01:32:25.440 --> 01:32:29.440]   [SIDE CONVERSATION]
[01:32:29.440 --> 01:32:33.440]   [SIDE CONVERSATION]
[01:32:33.440 --> 01:32:37.440]   [SIDE CONVERSATION]
[01:32:37.440 --> 01:32:41.440]   [SIDE CONVERSATION]
[01:32:42.440 --> 01:32:45.440]   [SIDE CONVERSATION]
[01:32:45.440 --> 01:32:49.440]   [SIDE CONVERSATION]
[01:32:49.440 --> 01:32:53.440]   [SIDE CONVERSATION]
[01:32:53.440 --> 01:32:57.440]   [SIDE CONVERSATION]
[01:32:57.440 --> 01:33:01.440]   [SIDE CONVERSATION]
[01:33:01.440 --> 01:33:05.440]   [SIDE CONVERSATION]
[01:33:05.440 --> 01:33:09.440]   [SIDE CONVERSATION]
[01:33:10.440 --> 01:33:13.440]   [SIDE CONVERSATION]
[01:33:13.440 --> 01:33:17.440]   [SIDE CONVERSATION]
[01:33:17.440 --> 01:33:21.440]   [SIDE CONVERSATION]
[01:33:21.440 --> 01:33:25.440]   [SIDE CONVERSATION]
[01:33:25.440 --> 01:33:29.440]   [SIDE CONVERSATION]
[01:33:29.440 --> 01:33:33.440]   [SIDE CONVERSATION]
[01:33:33.440 --> 01:33:37.440]   [SIDE CONVERSATION]
[01:33:38.440 --> 01:33:41.440]   [SIDE CONVERSATION]
[01:33:41.440 --> 01:33:45.440]   [SIDE CONVERSATION]
[01:33:45.440 --> 01:33:49.440]   [SIDE CONVERSATION]
[01:33:49.440 --> 01:33:53.440]   [SIDE CONVERSATION]
[01:33:53.440 --> 01:33:57.440]   [SIDE CONVERSATION]
[01:33:57.440 --> 01:34:01.440]   [SIDE CONVERSATION]
[01:34:01.440 --> 01:34:05.440]   [SIDE CONVERSATION]
[01:34:06.440 --> 01:34:09.440]   [SIDE CONVERSATION]
[01:34:09.440 --> 01:34:13.440]   [SIDE CONVERSATION]
[01:34:13.440 --> 01:34:17.440]   [SIDE CONVERSATION]
[01:34:17.440 --> 01:34:21.440]   [SIDE CONVERSATION]
[01:34:21.440 --> 01:34:25.440]   [SIDE CONVERSATION]
[01:34:25.440 --> 01:34:29.440]   [SIDE CONVERSATION]
[01:34:29.440 --> 01:34:33.440]   [SIDE CONVERSATION]
[01:34:34.440 --> 01:34:37.440]   [SIDE CONVERSATION]
[01:34:37.440 --> 01:34:41.440]   [SIDE CONVERSATION]
[01:34:41.440 --> 01:34:45.440]   [SIDE CONVERSATION]
[01:34:45.440 --> 01:34:49.440]   [SIDE CONVERSATION]
[01:34:49.440 --> 01:34:53.440]   [SIDE CONVERSATION]
[01:34:53.440 --> 01:34:57.440]   [SIDE CONVERSATION]
[01:34:57.440 --> 01:35:01.440]   [SIDE CONVERSATION]
[01:35:02.440 --> 01:35:05.440]   [SIDE CONVERSATION]
[01:35:05.440 --> 01:35:09.440]   [SIDE CONVERSATION]
[01:35:09.440 --> 01:35:13.440]   [SIDE CONVERSATION]
[01:35:13.440 --> 01:35:17.440]   [SIDE CONVERSATION]
[01:35:17.440 --> 01:35:21.440]   [SIDE CONVERSATION]
[01:35:21.440 --> 01:35:25.440]   [SIDE CONVERSATION]
[01:35:25.440 --> 01:35:29.440]   [SIDE CONVERSATION]
[01:35:30.440 --> 01:35:33.440]   [SIDE CONVERSATION]
[01:35:33.440 --> 01:35:37.440]   [SIDE CONVERSATION]
[01:35:37.440 --> 01:35:41.440]   [SIDE CONVERSATION]
[01:35:41.440 --> 01:35:45.440]   [SIDE CONVERSATION]
[01:35:45.440 --> 01:35:49.440]   [SIDE CONVERSATION]
[01:35:49.440 --> 01:35:53.440]   [SIDE CONVERSATION]
[01:35:53.440 --> 01:35:57.440]   [SIDE CONVERSATION]
[01:35:58.440 --> 01:36:01.440]   [SIDE CONVERSATION]
[01:36:01.440 --> 01:36:05.440]   [SIDE CONVERSATION]
[01:36:05.440 --> 01:36:09.440]   [SIDE CONVERSATION]
[01:36:09.440 --> 01:36:13.440]   [SIDE CONVERSATION]
[01:36:13.440 --> 01:36:17.440]   [SIDE CONVERSATION]
[01:36:17.440 --> 01:36:21.440]   [SIDE CONVERSATION]
[01:36:21.440 --> 01:36:25.440]   [SIDE CONVERSATION]
[01:36:26.440 --> 01:36:29.440]   [SIDE CONVERSATION]
[01:36:29.440 --> 01:36:33.440]   [SIDE CONVERSATION]
[01:36:33.440 --> 01:36:37.440]   [SIDE CONVERSATION]
[01:36:37.440 --> 01:36:41.440]   [SIDE CONVERSATION]
[01:36:41.440 --> 01:36:45.440]   [SIDE CONVERSATION]
[01:36:45.440 --> 01:36:49.440]   [SIDE CONVERSATION]
[01:36:49.440 --> 01:36:53.440]   [SIDE CONVERSATION]
[01:36:54.440 --> 01:36:57.440]   [SIDE CONVERSATION]
[01:36:57.440 --> 01:37:01.440]   [SIDE CONVERSATION]
[01:37:01.440 --> 01:37:05.440]   [SIDE CONVERSATION]
[01:37:05.440 --> 01:37:09.440]   [SIDE CONVERSATION]
[01:37:09.440 --> 01:37:13.440]   [SIDE CONVERSATION]
[01:37:13.440 --> 01:37:17.440]   [SIDE CONVERSATION]
[01:37:17.440 --> 01:37:21.440]   [SIDE CONVERSATION]
[01:37:22.440 --> 01:37:25.440]   [SIDE CONVERSATION]
[01:37:25.440 --> 01:37:29.440]   [SIDE CONVERSATION]
[01:37:29.440 --> 01:37:33.440]   [SIDE CONVERSATION]
[01:37:33.440 --> 01:37:37.440]   [SIDE CONVERSATION]
[01:37:37.440 --> 01:37:41.440]   [SIDE CONVERSATION]
[01:37:41.440 --> 01:37:45.440]   [SIDE CONVERSATION]
[01:37:45.440 --> 01:37:49.440]   [SIDE CONVERSATION]
[01:37:50.440 --> 01:37:53.440]   [SIDE CONVERSATION]
[01:37:53.440 --> 01:37:57.440]   [SIDE CONVERSATION]
[01:37:57.440 --> 01:38:01.440]   [SIDE CONVERSATION]
[01:38:01.440 --> 01:38:05.440]   [SIDE CONVERSATION]
[01:38:05.440 --> 01:38:09.440]   [SIDE CONVERSATION]
[01:38:09.440 --> 01:38:13.440]   [SIDE CONVERSATION]
[01:38:13.440 --> 01:38:17.440]   [SIDE CONVERSATION]
[01:38:18.440 --> 01:38:21.440]   [SIDE CONVERSATION]
[01:38:21.440 --> 01:38:25.440]   [SIDE CONVERSATION]
[01:38:25.440 --> 01:38:29.440]   [SIDE CONVERSATION]
[01:38:29.440 --> 01:38:33.440]   [SIDE CONVERSATION]
[01:38:33.440 --> 01:38:37.440]   [SIDE CONVERSATION]
[01:38:37.440 --> 01:38:41.440]   [SIDE CONVERSATION]
[01:38:41.440 --> 01:38:45.440]   [SIDE CONVERSATION]
[01:38:46.440 --> 01:38:49.440]   [SIDE CONVERSATION]
[01:38:49.440 --> 01:38:53.440]   [SIDE CONVERSATION]
[01:38:53.440 --> 01:38:57.440]   [SIDE CONVERSATION]
[01:38:57.440 --> 01:39:01.440]   [SIDE CONVERSATION]
[01:39:01.440 --> 01:39:05.440]   [SIDE CONVERSATION]
[01:39:05.440 --> 01:39:09.440]   [SIDE CONVERSATION]
[01:39:09.440 --> 01:39:13.440]   [SIDE CONVERSATION]
[01:39:14.440 --> 01:39:17.440]   [SIDE CONVERSATION]
[01:39:17.440 --> 01:39:21.440]   [SIDE CONVERSATION]
[01:39:21.440 --> 01:39:25.440]   [SIDE CONVERSATION]
[01:39:25.440 --> 01:39:29.440]   [SIDE CONVERSATION]
[01:39:29.440 --> 01:39:33.440]   [SIDE CONVERSATION]
[01:39:33.440 --> 01:39:37.440]   [SIDE CONVERSATION]
[01:39:37.440 --> 01:39:41.440]   [SIDE CONVERSATION]
[01:39:42.440 --> 01:39:45.440]   [SIDE CONVERSATION]
[01:39:45.440 --> 01:39:49.440]   [SIDE CONVERSATION]
[01:39:49.440 --> 01:39:53.440]   [SIDE CONVERSATION]
[01:39:53.440 --> 01:39:57.440]   [SIDE CONVERSATION]
[01:39:57.440 --> 01:40:01.440]   [SIDE CONVERSATION]
[01:40:01.440 --> 01:40:05.440]   [SIDE CONVERSATION]
[01:40:05.440 --> 01:40:09.440]   [SIDE CONVERSATION]
[01:40:10.440 --> 01:40:13.440]   [SIDE CONVERSATION]
[01:40:13.440 --> 01:40:17.440]   [SIDE CONVERSATION]
[01:40:17.440 --> 01:40:21.440]   [SIDE CONVERSATION]
[01:40:21.440 --> 01:40:25.440]   [SIDE CONVERSATION]
[01:40:25.440 --> 01:40:29.440]   [SIDE CONVERSATION]
[01:40:29.440 --> 01:40:33.440]   [SIDE CONVERSATION]
[01:40:33.440 --> 01:40:37.440]   [SIDE CONVERSATION]
[01:40:38.440 --> 01:40:41.440]   [SIDE CONVERSATION]
[01:40:41.440 --> 01:40:45.440]   [SIDE CONVERSATION]
[01:40:45.440 --> 01:40:49.440]   [SIDE CONVERSATION]
[01:40:49.440 --> 01:40:53.440]   [SIDE CONVERSATION]
[01:40:53.440 --> 01:40:57.440]   [SIDE CONVERSATION]
[01:40:57.440 --> 01:41:01.440]   [SIDE CONVERSATION]
[01:41:01.440 --> 01:41:05.440]   [SIDE CONVERSATION]
[01:41:06.440 --> 01:41:09.440]   [SIDE CONVERSATION]
[01:41:09.440 --> 01:41:13.440]   [SIDE CONVERSATION]
[01:41:13.440 --> 01:41:17.440]   [SIDE CONVERSATION]
[01:41:17.440 --> 01:41:21.440]   [SIDE CONVERSATION]
[01:41:21.440 --> 01:41:25.440]   [SIDE CONVERSATION]
[01:41:25.440 --> 01:41:29.440]   [SIDE CONVERSATION]
[01:41:29.440 --> 01:41:33.440]   [SIDE CONVERSATION]
[01:41:34.440 --> 01:41:37.440]   [SIDE CONVERSATION]
[01:41:37.440 --> 01:41:41.440]   [SIDE CONVERSATION]
[01:41:41.440 --> 01:41:45.440]   [SIDE CONVERSATION]
[01:41:45.440 --> 01:41:49.440]   [SIDE CONVERSATION]
[01:41:49.440 --> 01:41:53.440]   [SIDE CONVERSATION]
[01:41:53.440 --> 01:41:57.440]   [SIDE CONVERSATION]
[01:41:57.440 --> 01:42:01.440]   [SIDE CONVERSATION]
[01:42:02.440 --> 01:42:05.440]   [SIDE CONVERSATION]
[01:42:05.440 --> 01:42:09.440]   [SIDE CONVERSATION]
[01:42:09.440 --> 01:42:13.440]   [SIDE CONVERSATION]
[01:42:13.440 --> 01:42:17.440]   [SIDE CONVERSATION]
[01:42:17.440 --> 01:42:21.440]   [SIDE CONVERSATION]
[01:42:21.440 --> 01:42:25.440]   [SIDE CONVERSATION]
[01:42:25.440 --> 01:42:29.440]   [SIDE CONVERSATION]
[01:42:30.440 --> 01:42:33.440]   [SIDE CONVERSATION]
[01:42:33.440 --> 01:42:37.440]   [SIDE CONVERSATION]
[01:42:37.440 --> 01:42:41.440]   [SIDE CONVERSATION]
[01:42:41.440 --> 01:42:45.440]   [SIDE CONVERSATION]
[01:42:45.440 --> 01:42:49.440]   [SIDE CONVERSATION]
[01:42:49.440 --> 01:42:53.440]   [SIDE CONVERSATION]
[01:42:53.440 --> 01:42:57.440]   [SIDE CONVERSATION]
[01:42:58.440 --> 01:43:01.440]   [SIDE CONVERSATION]
[01:43:01.440 --> 01:43:05.440]   [SIDE CONVERSATION]
[01:43:05.440 --> 01:43:09.440]   [SIDE CONVERSATION]
[01:43:09.440 --> 01:43:13.440]   [SIDE CONVERSATION]
[01:43:13.440 --> 01:43:17.440]   [SIDE CONVERSATION]
[01:43:17.440 --> 01:43:21.440]   [SIDE CONVERSATION]
[01:43:21.440 --> 01:43:25.440]   [SIDE CONVERSATION]
[01:43:26.440 --> 01:43:29.440]   [SIDE CONVERSATION]
[01:43:29.440 --> 01:43:33.440]   [SIDE CONVERSATION]
[01:43:33.440 --> 01:43:37.440]   [SIDE CONVERSATION]
[01:43:37.440 --> 01:43:41.440]   [SIDE CONVERSATION]
[01:43:41.440 --> 01:43:45.440]   [SIDE CONVERSATION]
[01:43:45.440 --> 01:43:49.440]   [SIDE CONVERSATION]
[01:43:49.440 --> 01:43:53.440]   [SIDE CONVERSATION]
[01:43:54.440 --> 01:43:57.440]   [SIDE CONVERSATION]
[01:43:57.440 --> 01:44:01.440]   [SIDE CONVERSATION]
[01:44:01.440 --> 01:44:05.440]   [SIDE CONVERSATION]
[01:44:05.440 --> 01:44:09.440]   [SIDE CONVERSATION]
[01:44:09.440 --> 01:44:13.440]   [SIDE CONVERSATION]
[01:44:13.440 --> 01:44:17.440]   [SIDE CONVERSATION]
[01:44:17.440 --> 01:44:21.440]   [SIDE CONVERSATION]
[01:44:22.440 --> 01:44:25.440]   [SIDE CONVERSATION]
[01:44:25.440 --> 01:44:29.440]   [SIDE CONVERSATION]
[01:44:29.440 --> 01:44:33.440]   [SIDE CONVERSATION]
[01:44:33.440 --> 01:44:37.440]   [SIDE CONVERSATION]
[01:44:37.440 --> 01:44:41.440]   [SIDE CONVERSATION]
[01:44:41.440 --> 01:44:45.440]   [SIDE CONVERSATION]
[01:44:45.440 --> 01:44:49.440]   [SIDE CONVERSATION]
[01:44:50.440 --> 01:44:53.440]   [SIDE CONVERSATION]
[01:44:53.440 --> 01:44:57.440]   [SIDE CONVERSATION]
[01:44:57.440 --> 01:45:01.440]   [SIDE CONVERSATION]
[01:45:01.440 --> 01:45:05.440]   [SIDE CONVERSATION]
[01:45:05.440 --> 01:45:09.440]   [SIDE CONVERSATION]
[01:45:09.440 --> 01:45:13.440]   [SIDE CONVERSATION]
[01:45:13.440 --> 01:45:17.440]   [SIDE CONVERSATION]
[01:45:18.440 --> 01:45:21.440]   [SIDE CONVERSATION]
[01:45:21.440 --> 01:45:25.440]   [SIDE CONVERSATION]
[01:45:25.440 --> 01:45:29.440]   [SIDE CONVERSATION]
[01:45:29.440 --> 01:45:33.440]   [SIDE CONVERSATION]
[01:45:33.440 --> 01:45:37.440]   [SIDE CONVERSATION]
[01:45:37.440 --> 01:45:41.440]   [SIDE CONVERSATION]
[01:45:41.440 --> 01:45:45.440]   [SIDE CONVERSATION]
[01:45:46.440 --> 01:45:49.440]   [SIDE CONVERSATION]
[01:45:49.440 --> 01:45:53.440]   [SIDE CONVERSATION]
[01:45:53.440 --> 01:45:57.440]   [SIDE CONVERSATION]
[01:45:57.440 --> 01:46:01.440]   [SIDE CONVERSATION]
[01:46:01.440 --> 01:46:05.440]   [SIDE CONVERSATION]
[01:46:05.440 --> 01:46:09.440]   [SIDE CONVERSATION]
[01:46:09.440 --> 01:46:13.440]   [SIDE CONVERSATION]
[01:46:14.440 --> 01:46:17.440]   [SIDE CONVERSATION]
[01:46:17.440 --> 01:46:21.440]   [SIDE CONVERSATION]
[01:46:21.440 --> 01:46:25.440]   [SIDE CONVERSATION]
[01:46:25.440 --> 01:46:29.440]   [SIDE CONVERSATION]
[01:46:29.440 --> 01:46:33.440]   [SIDE CONVERSATION]
[01:46:33.440 --> 01:46:37.440]   [SIDE CONVERSATION]
[01:46:37.440 --> 01:46:41.440]   [SIDE CONVERSATION]
[01:46:42.440 --> 01:46:45.440]   [SIDE CONVERSATION]
[01:46:45.440 --> 01:46:49.440]   [SIDE CONVERSATION]
[01:46:49.440 --> 01:46:53.440]   [SIDE CONVERSATION]
[01:46:53.440 --> 01:46:57.440]   [SIDE CONVERSATION]
[01:46:57.440 --> 01:47:01.440]   [SIDE CONVERSATION]
[01:47:01.440 --> 01:47:05.440]   [SIDE CONVERSATION]
[01:47:05.440 --> 01:47:09.440]   [SIDE CONVERSATION]
[01:47:10.440 --> 01:47:13.440]   [SIDE CONVERSATION]
[01:47:13.440 --> 01:47:17.440]   [SIDE CONVERSATION]
[01:47:17.440 --> 01:47:21.440]   [SIDE CONVERSATION]
[01:47:21.440 --> 01:47:25.440]   [SIDE CONVERSATION]
[01:47:25.440 --> 01:47:29.440]   [SIDE CONVERSATION]
[01:47:29.440 --> 01:47:33.440]   [SIDE CONVERSATION]
[01:47:33.440 --> 01:47:37.440]   [SIDE CONVERSATION]
[01:47:38.440 --> 01:47:41.440]   [SIDE CONVERSATION]
[01:47:41.440 --> 01:47:45.440]   [SIDE CONVERSATION]
[01:47:45.440 --> 01:47:49.440]   [SIDE CONVERSATION]
[01:47:49.440 --> 01:47:53.440]   [SIDE CONVERSATION]
[01:47:53.440 --> 01:47:57.440]   [SIDE CONVERSATION]
[01:47:57.440 --> 01:48:01.440]   [SIDE CONVERSATION]
[01:48:01.440 --> 01:48:05.440]   [SIDE CONVERSATION]
[01:48:06.440 --> 01:48:09.440]   [SIDE CONVERSATION]
[01:48:09.440 --> 01:48:13.440]   [SIDE CONVERSATION]
[01:48:13.440 --> 01:48:17.440]   [SIDE CONVERSATION]
[01:48:17.440 --> 01:48:21.440]   [SIDE CONVERSATION]
[01:48:21.440 --> 01:48:25.440]   [SIDE CONVERSATION]
[01:48:25.440 --> 01:48:29.440]   [SIDE CONVERSATION]
[01:48:29.440 --> 01:48:33.440]   [SIDE CONVERSATION]
[01:48:34.440 --> 01:48:37.440]   [SIDE CONVERSATION]
[01:48:37.440 --> 01:48:41.440]   [SIDE CONVERSATION]
[01:48:41.440 --> 01:48:45.440]   [SIDE CONVERSATION]
[01:48:45.440 --> 01:48:49.440]   [SIDE CONVERSATION]
[01:48:49.440 --> 01:48:53.440]   [SIDE CONVERSATION]
[01:48:53.440 --> 01:48:57.440]   [SIDE CONVERSATION]
[01:48:57.440 --> 01:49:01.440]   [SIDE CONVERSATION]
[01:49:02.440 --> 01:49:05.440]   [SIDE CONVERSATION]
[01:49:05.440 --> 01:49:09.440]   [SIDE CONVERSATION]
[01:49:09.440 --> 01:49:13.440]   [SIDE CONVERSATION]
[01:49:13.440 --> 01:49:17.440]   [SIDE CONVERSATION]
[01:49:17.440 --> 01:49:21.440]   [SIDE CONVERSATION]
[01:49:21.440 --> 01:49:25.440]   [SIDE CONVERSATION]
[01:49:25.440 --> 01:49:29.440]   [SIDE CONVERSATION]
[01:49:30.440 --> 01:49:33.440]   [SIDE CONVERSATION]
[01:49:33.440 --> 01:49:37.440]   [SIDE CONVERSATION]
[01:49:37.440 --> 01:49:41.440]   [SIDE CONVERSATION]
[01:49:41.440 --> 01:49:45.440]   [SIDE CONVERSATION]
[01:49:45.440 --> 01:49:49.440]   [SIDE CONVERSATION]
[01:49:49.440 --> 01:49:53.440]   [SIDE CONVERSATION]
[01:49:53.440 --> 01:49:57.440]   [SIDE CONVERSATION]
[01:49:58.440 --> 01:50:01.440]   [SIDE CONVERSATION]
[01:50:01.440 --> 01:50:05.440]   [SIDE CONVERSATION]
[01:50:05.440 --> 01:50:09.440]   [SIDE CONVERSATION]
[01:50:09.440 --> 01:50:13.440]   [SIDE CONVERSATION]
[01:50:13.440 --> 01:50:17.440]   [SIDE CONVERSATION]
[01:50:17.440 --> 01:50:21.440]   [SIDE CONVERSATION]
[01:50:21.440 --> 01:50:25.440]   [SIDE CONVERSATION]
[01:50:26.440 --> 01:50:29.440]   [SIDE CONVERSATION]
[01:50:29.440 --> 01:50:33.440]   [SIDE CONVERSATION]
[01:50:33.440 --> 01:50:37.440]   [SIDE CONVERSATION]
[01:50:37.440 --> 01:50:41.440]   [SIDE CONVERSATION]
[01:50:41.440 --> 01:50:45.440]   [SIDE CONVERSATION]
[01:50:45.440 --> 01:50:49.440]   [SIDE CONVERSATION]
[01:50:49.440 --> 01:50:53.440]   [SIDE CONVERSATION]
[01:50:54.440 --> 01:50:57.440]   [SIDE CONVERSATION]
[01:50:57.440 --> 01:51:01.440]   [SIDE CONVERSATION]
[01:51:01.440 --> 01:51:05.440]   [SIDE CONVERSATION]
[01:51:05.440 --> 01:51:09.440]   [SIDE CONVERSATION]
[01:51:09.440 --> 01:51:13.440]   [SIDE CONVERSATION]
[01:51:13.440 --> 01:51:17.440]   [SIDE CONVERSATION]
[01:51:17.440 --> 01:51:21.440]   [SIDE CONVERSATION]
[01:51:22.440 --> 01:51:25.440]   [SIDE CONVERSATION]
[01:51:25.440 --> 01:51:29.440]   [SIDE CONVERSATION]
[01:51:29.440 --> 01:51:33.440]   [SIDE CONVERSATION]
[01:51:33.440 --> 01:51:37.440]   [SIDE CONVERSATION]
[01:51:37.440 --> 01:51:41.440]   [SIDE CONVERSATION]
[01:51:41.440 --> 01:51:45.440]   [SIDE CONVERSATION]
[01:51:45.440 --> 01:51:49.440]   [SIDE CONVERSATION]
[01:51:50.440 --> 01:51:53.440]   [SIDE CONVERSATION]
[01:51:53.440 --> 01:51:57.440]   [SIDE CONVERSATION]
[01:51:57.440 --> 01:52:01.440]   [SIDE CONVERSATION]
[01:52:01.440 --> 01:52:05.440]   [SIDE CONVERSATION]
[01:52:05.440 --> 01:52:09.440]   [SIDE CONVERSATION]
[01:52:09.440 --> 01:52:13.440]   [SIDE CONVERSATION]
