
[00:00:00.000 --> 00:00:05.000]   [ Silence ]
[00:50:15.340 --> 00:50:17.700]   no, you choose among yourself seven people
[00:50:17.700 --> 00:50:18.740]   who can handle this.
[00:50:18.740 --> 00:50:21.880]   'Cause we can't take ourselves away from the preaching
[00:50:21.880 --> 00:50:23.140]   and the praying.
[00:50:23.140 --> 00:50:23.960]   Right?
[00:50:23.960 --> 00:50:24.800]   The word and prayer.
[00:50:24.800 --> 00:50:27.000]   'Cause that's a primary thing that we're called to do.
[00:50:27.000 --> 00:50:31.660]   Now, having said that,
[00:50:31.660 --> 00:50:35.300]   you know, Rachel and Bethany,
[00:50:35.300 --> 00:50:38.060]   you know, like last couple of times,
[00:50:38.060 --> 00:50:39.580]   I'm sorry, not,
[00:50:39.580 --> 00:50:42.540]   Leah, Leah and Bethany have, you know,
[00:50:42.540 --> 00:50:44.060]   like we have some of the sisters in our church
[00:50:44.060 --> 00:50:45.220]   that have been going out on the street
[00:50:45.220 --> 00:50:46.100]   and they've always had,
[00:50:46.100 --> 00:50:48.260]   I'm already always encouraged when I see that.
[00:50:48.260 --> 00:50:50.180]   So, that's why I posted up on Facebook
[00:50:50.180 --> 00:50:53.120]   to see if more people would join them, you know.
[00:50:53.120 --> 00:50:54.620]   And it's great to see,
[00:50:54.620 --> 00:50:55.940]   like people just taking initiative
[00:50:55.940 --> 00:50:58.100]   and not just waiting for something to happen,
[00:50:58.100 --> 00:50:59.180]   but to take initiative and say,
[00:50:59.180 --> 00:51:01.460]   hey, we're just gonna go on the street, right?
[00:51:01.460 --> 00:51:02.820]   And then to share the gospel.
[00:51:02.820 --> 00:51:05.200]   So, I would like to see more of that happening
[00:51:05.200 --> 00:51:06.040]   in the church.
[00:51:06.040 --> 00:51:09.940]   Just kind of organically serve, give, you know, evangelize.
[00:51:09.940 --> 00:51:10.780]   Okay.
[00:51:10.780 --> 00:51:19.480]   Yeah, 'cause I didn't have any.
[00:51:19.480 --> 00:51:27.700]   I'll come back to that.
[00:51:27.700 --> 00:51:29.000]   Actually, that's the last question.
[00:51:29.000 --> 00:51:30.380]   Okay, I'm gonna answer this.
[00:51:30.380 --> 00:51:32.580]   Meanwhile, if you have questions,
[00:51:32.580 --> 00:51:35.440]   and this being predominantly Asian,
[00:51:35.440 --> 00:51:38.300]   normally I would just ask you to just raise your hand
[00:51:38.300 --> 00:51:39.140]   and ask the question,
[00:51:39.140 --> 00:51:42.620]   but a lot of times either you will not ask
[00:51:42.620 --> 00:51:45.100]   or sometimes you ask questions that I don't wanna answer.
[00:51:45.100 --> 00:51:47.180]   And so, I don't wanna go off topic.
[00:51:47.180 --> 00:51:48.380]   So, if you wanna write it down,
[00:51:48.380 --> 00:51:49.860]   if you have something you wanna,
[00:51:49.860 --> 00:51:51.500]   doesn't mean I'm gonna answer it.
[00:51:51.500 --> 00:51:54.540]   If I feel like this could be beneficial
[00:51:54.540 --> 00:51:56.700]   for the rest of the group, I'll try to get to it.
[00:51:56.700 --> 00:51:58.700]   But let me, while you're writing this down,
[00:51:58.700 --> 00:52:02.280]   let me just address this really quickly.
[00:52:02.280 --> 00:52:08.260]   One, I think I mentioned this last couple sermons.
[00:52:08.260 --> 00:52:10.340]   Part of the reason why there are so many pastors
[00:52:10.340 --> 00:52:15.340]   who are being led astray is that there isn't enough filter
[00:52:15.340 --> 00:52:20.780]   for people entering into ministry to begin with, right?
[00:52:20.780 --> 00:52:24.580]   So, a lot of these pastors came into the ministry
[00:52:24.580 --> 00:52:26.520]   where they shouldn't have been in ministry to begin with.
[00:52:26.520 --> 00:52:29.940]   Now, I say that because I've been in ministry
[00:52:29.940 --> 00:52:32.260]   since I was 19, 20, you know?
[00:52:32.260 --> 00:52:36.140]   And this is, I end,
[00:52:36.980 --> 00:52:38.880]   I don't know how much I'm gonna share.
[00:52:38.880 --> 00:52:43.420]   Basically, I was an undergrad Bible major.
[00:52:43.420 --> 00:52:45.500]   And so, most of my friends in undergrad
[00:52:45.500 --> 00:52:47.620]   were headed into ministry early on.
[00:52:47.620 --> 00:52:50.020]   And then, I was in seminary.
[00:52:50.020 --> 00:52:51.780]   And so, obviously, everybody in that context
[00:52:51.780 --> 00:52:53.020]   would head into ministry.
[00:52:53.020 --> 00:52:56.260]   And this is gonna sound arrogant to you,
[00:52:56.260 --> 00:52:57.740]   but I'm just being honest.
[00:52:57.740 --> 00:53:01.260]   The people that I was most discouraged by
[00:53:01.260 --> 00:53:03.840]   were people who were entering into ministry.
[00:53:03.840 --> 00:53:08.840]   And the reason why is, if we were taking a class,
[00:53:08.840 --> 00:53:13.520]   20% of the class was based upon an honor system,
[00:53:13.520 --> 00:53:15.320]   that you say you read something.
[00:53:15.320 --> 00:53:16.160]   If the professor said,
[00:53:16.160 --> 00:53:18.720]   "You have to read from Genesis to Revelation."
[00:53:18.720 --> 00:53:20.440]   And then, at the end, when you take a final,
[00:53:20.440 --> 00:53:22.320]   they ask you, "Did you read it?"
[00:53:22.320 --> 00:53:24.560]   And if you said, "No," that's 20% of your grade.
[00:53:24.560 --> 00:53:27.480]   So, if you happen to be an Asian that has to get an A,
[00:53:27.480 --> 00:53:30.420]   and you didn't read it, if you say, "No," you get a C.
[00:53:32.920 --> 00:53:36.040]   I had so many of my friends who would come out
[00:53:36.040 --> 00:53:38.440]   and answer, "Yes," and then joke about
[00:53:38.440 --> 00:53:40.340]   how they didn't read it.
[00:53:40.340 --> 00:53:42.220]   Whether it was the Bible or a book that they read,
[00:53:42.220 --> 00:53:44.000]   this was very common.
[00:53:44.000 --> 00:53:44.960]   And they would joke about it.
[00:53:44.960 --> 00:53:47.160]   And I would just stand there and say,
[00:53:47.160 --> 00:53:50.160]   "You just lied about reading the Bible.
[00:53:50.160 --> 00:53:52.520]   "Sunday school kids wouldn't do that.
[00:53:52.520 --> 00:53:55.760]   "These are pastors for teaching."
[00:53:55.760 --> 00:53:59.180]   And it was very routine that this was happening.
[00:53:59.180 --> 00:54:01.480]   They were plagiarized papers, right?
[00:54:01.480 --> 00:54:03.760]   And again, I'm not saying every pastor is like that,
[00:54:03.760 --> 00:54:07.240]   but I saw enough of it where it was very hard for me
[00:54:07.240 --> 00:54:11.720]   to just assume that these pastors had integrity.
[00:54:11.720 --> 00:54:12.960]   And so, it was hard for me.
[00:54:12.960 --> 00:54:15.680]   So, there was a period of time I stopped going
[00:54:15.680 --> 00:54:17.200]   to these pastors' fellowship
[00:54:17.200 --> 00:54:19.060]   because I came back more discouraged.
[00:54:19.060 --> 00:54:22.680]   I had another pastor friend.
[00:54:22.680 --> 00:54:23.520]   He said, "You know what?
[00:54:23.520 --> 00:54:25.280]   "This large church called me to be a pastor."
[00:54:25.280 --> 00:54:26.880]   Very gifted guy.
[00:54:26.880 --> 00:54:28.960]   Great speaker, musically talented.
[00:54:28.960 --> 00:54:33.280]   He was so good at drawing, right?
[00:54:33.280 --> 00:54:34.640]   And so, he would draw pictures.
[00:54:34.640 --> 00:54:36.320]   And like literally, I'd say, "I have this idea."
[00:54:36.320 --> 00:54:37.680]   He would draw it on the piece of paper,
[00:54:37.680 --> 00:54:39.360]   and this fantastic drawing,
[00:54:39.360 --> 00:54:41.240]   like in a matter of like 15 seconds.
[00:54:41.240 --> 00:54:42.720]   Very talented.
[00:54:42.720 --> 00:54:47.500]   He was invited to a large church to be their pastor.
[00:54:47.500 --> 00:54:50.800]   And he's told us that he's gonna go out to Korea
[00:54:50.800 --> 00:54:54.040]   and have his last fling before he enters into ministry.
[00:54:54.040 --> 00:54:56.100]   Because once he gets into that ministry,
[00:54:56.100 --> 00:54:58.940]   too many people are gonna, too many eyes are gonna be on him.
[00:54:58.940 --> 00:55:00.800]   So, I'm gonna get it out of my system
[00:55:00.800 --> 00:55:03.460]   before he goes into ministry.
[00:55:03.460 --> 00:55:07.100]   He was a pastor of a large church.
[00:55:07.100 --> 00:55:13.000]   And sad to say, if I was to tell you
[00:55:13.000 --> 00:55:16.520]   that that was a very isolated incident,
[00:55:16.520 --> 00:55:21.720]   and that would've been it, that's not the case.
[00:55:21.720 --> 00:55:23.360]   It was very common.
[00:55:23.360 --> 00:55:24.520]   When he shared that,
[00:55:24.520 --> 00:55:26.160]   imagine why he shared that with us.
[00:55:26.160 --> 00:55:29.840]   He shared that with us because nobody flinched.
[00:55:29.840 --> 00:55:33.000]   Because that was the kind of environment that it was.
[00:55:33.000 --> 00:55:37.440]   And so, there are some people in that group, okay?
[00:55:37.440 --> 00:55:38.920]   Again, I'm judging them.
[00:55:38.920 --> 00:55:40.360]   There are some people in that group
[00:55:40.360 --> 00:55:42.300]   who are seminary professors today,
[00:55:42.300 --> 00:55:44.800]   because this is 30-some years of ministry.
[00:55:44.800 --> 00:55:46.360]   Some of them have fallen out.
[00:55:46.360 --> 00:55:49.420]   Some of them are speakers in large conferences.
[00:55:49.420 --> 00:55:50.360]   Every once in a while, I walk by,
[00:55:50.360 --> 00:55:51.920]   and I see their picture on a poster.
[00:55:51.920 --> 00:55:54.220]   They were friends of mine when I was in school.
[00:55:54.220 --> 00:55:55.060]   You know?
[00:55:55.060 --> 00:55:59.700]   And I've been in ministry long enough to see everything.
[00:55:59.700 --> 00:56:04.020]   So, because I've seen enough of that,
[00:56:04.020 --> 00:56:07.440]   the way that people enter into ministry,
[00:56:07.440 --> 00:56:09.400]   there is not enough filter.
[00:56:09.400 --> 00:56:12.280]   And so, part of the reason why all this stuff is happening
[00:56:12.280 --> 00:56:14.120]   is one, is that it's not the only reason,
[00:56:14.120 --> 00:56:15.840]   but one of the big reasons is,
[00:56:15.840 --> 00:56:18.640]   there's just, the entrance into ministry is just too easy.
[00:56:18.640 --> 00:56:20.280]   Imagine if somebody wanted to be a doctor,
[00:56:20.280 --> 00:56:23.200]   and they went out and got a two-week lesson
[00:56:23.200 --> 00:56:26.120]   on how to do surgery, and they open up shop.
[00:56:26.120 --> 00:56:26.960]   You know what I mean?
[00:56:26.960 --> 00:56:28.840]   I'm not saying, I mean, it's exaggerated,
[00:56:28.840 --> 00:56:32.060]   but it's not that difficult, right?
[00:56:32.060 --> 00:56:35.320]   Secondly, though, even if,
[00:56:35.320 --> 00:56:38.000]   even if you came in with the right motive,
[00:56:38.000 --> 00:56:39.720]   with the right heart, and tried to have integrity,
[00:56:39.720 --> 00:56:43.060]   the way ministry is, there's not enough accountability.
[00:56:43.060 --> 00:56:45.520]   And once you become a pastor, you automatically,
[00:56:45.520 --> 00:56:48.960]   you're the spiritual giant of whatever group you're in.
[00:56:48.960 --> 00:56:51.200]   And then, so you end, if you happen to be in ministry
[00:56:51.200 --> 00:56:54.580]   where you elevate human cleverness,
[00:56:54.580 --> 00:56:58.200]   and you're preaching, and you're giftedness,
[00:56:58.200 --> 00:57:01.400]   you end up automatically elevated to a celebrity status,
[00:57:01.400 --> 00:57:05.060]   and from that moment on, you have to play the role, right?
[00:57:05.060 --> 00:57:07.000]   So if you have a pastor who's saying
[00:57:07.000 --> 00:57:09.880]   and preaching spiritual things, and you're playing a role,
[00:57:09.880 --> 00:57:11.840]   it's kind of like formula for disaster,
[00:57:11.840 --> 00:57:13.960]   because he's a human being, right?
[00:57:13.960 --> 00:57:14.960]   And that's why, in our church,
[00:57:14.960 --> 00:57:18.620]   we practice plurality of elders, right?
[00:57:18.620 --> 00:57:21.480]   Even though I'm the leader among the elders,
[00:57:21.480 --> 00:57:24.160]   the elders in our church have equal say, right?
[00:57:24.160 --> 00:57:26.760]   When it comes to finances, I don't get involved at all.
[00:57:26.760 --> 00:57:29.520]   Like, they have one, like, I just detach myself from that,
[00:57:29.520 --> 00:57:32.520]   just because, for accountability purposes.
[00:57:32.520 --> 00:57:34.920]   We have a weekly meeting with our leadership,
[00:57:34.920 --> 00:57:36.960]   and we ask each other, like, where's your heart?
[00:57:36.960 --> 00:57:37.800]   What's going on?
[00:57:37.800 --> 00:57:39.440]   Like, I know the ministry that we're doing,
[00:57:39.440 --> 00:57:41.660]   but what's going on behind the scene?
[00:57:41.660 --> 00:57:43.600]   With our pastors, because they're paid staff,
[00:57:43.600 --> 00:57:46.640]   we, there's accountability system where we ask each other,
[00:57:46.640 --> 00:57:50.280]   we need to know where we're at at all times.
[00:57:50.280 --> 00:57:52.640]   So every morning, we shoot out a tag saying,
[00:57:52.640 --> 00:57:54.880]   this is what I'm doing, this is who I'm meeting with,
[00:57:54.880 --> 00:57:56.920]   you know, and then this is how I'm spending my schedule.
[00:57:56.920 --> 00:57:59.820]   And again, it's not to like, I'm micromanaging everybody,
[00:57:59.820 --> 00:58:01.480]   but it's for the purpose of accountability.
[00:58:01.480 --> 00:58:03.620]   We don't have a nine to five job,
[00:58:03.620 --> 00:58:05.840]   so we're not in the office nine to five all the time,
[00:58:05.840 --> 00:58:09.120]   so we try to have accountability when we make sure.
[00:58:09.120 --> 00:58:10.840]   And then I ask the elders to look in.
[00:58:10.840 --> 00:58:13.440]   So don't look at it saying, oh, your pastor's so assumed.
[00:58:13.440 --> 00:58:16.320]   Don't assume, 'cause we're men.
[00:58:16.320 --> 00:58:17.560]   You know, we struggle with purity,
[00:58:17.560 --> 00:58:20.400]   we struggle with temptation, just like everybody else.
[00:58:20.400 --> 00:58:23.280]   So we need to have integrity,
[00:58:23.280 --> 00:58:26.000]   and the integrity is not just by determination.
[00:58:26.000 --> 00:58:28.640]   It has to be from accountability, right?
[00:58:28.640 --> 00:58:32.200]   And so I'm one person in this church.
[00:58:32.200 --> 00:58:34.120]   We have other elders and leaders.
[00:58:34.120 --> 00:58:38.000]   They are, some of them are better at certain things
[00:58:38.000 --> 00:58:39.600]   that are behind the scene.
[00:58:39.600 --> 00:58:41.240]   I just happen to be in the front.
[00:58:41.240 --> 00:58:44.040]   You know, I just happen to be the guy that most people see,
[00:58:44.040 --> 00:58:47.360]   but they're just as vital to the church as I am, right?
[00:58:47.360 --> 00:58:50.440]   I can't do 90% of what I'm doing in church
[00:58:50.440 --> 00:58:52.280]   if they weren't there supporting me.
[00:58:52.280 --> 00:58:58.560]   Does that guarantee that people aren't gonna fall?
[00:58:58.560 --> 00:59:01.760]   Even with all of that, sin is sin.
[00:59:01.760 --> 00:59:03.200]   Sin is not rational.
[00:59:03.200 --> 00:59:04.040]   Every time somebody's sinned,
[00:59:04.040 --> 00:59:06.240]   you're trying to figure out what led them to that.
[00:59:06.240 --> 00:59:07.920]   Your flesh led them to that.
[00:59:07.920 --> 00:59:09.320]   You can know all the right things,
[00:59:09.320 --> 00:59:10.600]   have all the accountability,
[00:59:10.600 --> 00:59:13.020]   and then you get tempted and you do it anyway.
[00:59:13.020 --> 00:59:14.080]   It's gonna ruin your family,
[00:59:14.080 --> 00:59:16.080]   it's gonna ruin your ministry, you know?
[00:59:16.080 --> 00:59:18.120]   It's gonna ruin your kids, your reputation,
[00:59:18.120 --> 00:59:19.640]   all the people who relied on you.
[00:59:19.640 --> 00:59:21.120]   And then you say, "I can't possibly do that,"
[00:59:21.120 --> 00:59:21.960]   and then you get right in front of it,
[00:59:21.960 --> 00:59:23.760]   and you do it anyway.
[00:59:23.760 --> 00:59:24.880]   Sin is not rational.
[00:59:24.880 --> 00:59:27.320]   Because sin is, you know all that.
[00:59:27.320 --> 00:59:30.480]   Like people who do drugs, they don't think this out.
[00:59:30.480 --> 00:59:32.600]   They know, you ask a drug addict,
[00:59:32.600 --> 00:59:35.320]   it's like, "Don't you know the consequences?"
[00:59:35.320 --> 00:59:37.560]   They know 'cause they experience it.
[00:59:37.560 --> 00:59:39.360]   But they do it anyway, right?
[00:59:39.360 --> 00:59:40.540]   So that's our flesh.
[00:59:40.540 --> 00:59:42.440]   So we can't give provision to the flesh.
[00:59:42.440 --> 00:59:44.520]   So we have to, before we get tempted,
[00:59:44.520 --> 00:59:47.780]   to make sure that we block those, right?
[00:59:47.780 --> 00:59:50.800]   So one of the things that I do for me on the internet is,
[00:59:50.800 --> 00:59:54.600]   I only go to the things that I've tagged,
[00:59:54.600 --> 00:59:56.360]   what do you call that?
[00:59:56.360 --> 00:59:57.280]   Huh?
[00:59:57.280 --> 00:59:58.480]   Bookmark, yeah.
[00:59:58.480 --> 01:00:01.020]   So the places that I go, I just bookmark.
[01:00:01.020 --> 01:00:03.040]   Because I learned early on,
[01:00:03.040 --> 01:00:05.440]   just doing random search is very dangerous.
[01:00:05.440 --> 01:00:07.520]   'Cause you don't know what's gonna come up.
[01:00:07.520 --> 01:00:09.580]   Right, so I bookmark everything that I need,
[01:00:09.580 --> 01:00:11.480]   and I just, usually if I do need something,
[01:00:11.480 --> 01:00:12.760]   I just click on the top.
[01:00:12.760 --> 01:00:14.840]   It only takes me to those places.
[01:00:14.840 --> 01:00:18.000]   Right, so you have to make provisions to make sure,
[01:00:18.000 --> 01:00:19.360]   because those things are there.
[01:00:19.360 --> 01:00:21.600]   So, you know, one is,
[01:00:21.600 --> 01:00:23.360]   some people probably shouldn't be in ministry.
[01:00:23.360 --> 01:00:25.840]   Second, you know, the way ministry is being done,
[01:00:25.840 --> 01:00:27.280]   the path usually gets isolated,
[01:00:27.280 --> 01:00:28.800]   and there's no accountability.
[01:00:28.800 --> 01:00:30.360]   And then third, even after all of that,
[01:00:30.360 --> 01:00:33.120]   we have to recognize that without the mercy of God,
[01:00:33.120 --> 01:00:35.600]   even with everything, without the mercy of God,
[01:00:35.600 --> 01:00:38.220]   you know, we can't make it, okay?
[01:00:39.680 --> 01:00:41.960]   Oh shoot, I don't have time, sorry.
[01:00:41.960 --> 01:00:45.080]   (audience laughing)
[01:00:45.080 --> 01:00:46.360]   Sorry about that.
[01:00:46.360 --> 01:00:48.080]   Okay, all right, you know,
[01:00:48.080 --> 01:00:50.000]   I'm really thankful that you guys are here,
[01:00:50.000 --> 01:00:51.760]   and I know that there's a lot more questions
[01:00:51.760 --> 01:00:53.360]   that you probably wanted to ask.
[01:00:53.360 --> 01:00:57.600]   And I mean this, you know, sincerely.
[01:00:57.600 --> 01:01:00.240]   Any Sunday, if you have any questions,
[01:01:00.240 --> 01:01:01.680]   it doesn't even have to be of the sermon.
[01:01:01.680 --> 01:01:05.320]   If you have something that you wanna ask, don't hesitate.
[01:01:05.320 --> 01:01:07.880]   You know, people have told me that I look intimidating,
[01:01:07.880 --> 01:01:09.400]   that I look angry.
[01:01:09.400 --> 01:01:11.720]   You know, people have told me that I know
[01:01:11.720 --> 01:01:13.360]   that that's my resting face.
[01:01:13.360 --> 01:01:15.880]   They call that RF something, right?
[01:01:15.880 --> 01:01:20.560]   That is not the case, even though I may look like that.
[01:01:20.560 --> 01:01:23.640]   It actually, I'm very thankful when you take the initiative
[01:01:23.640 --> 01:01:24.480]   to come and talk to me,
[01:01:24.480 --> 01:01:27.840]   because I know that there are needs that I can deal with,
[01:01:27.840 --> 01:01:29.560]   but a lot of times at the church, our side,
[01:01:29.560 --> 01:01:30.600]   I don't know what you're thinking.
[01:01:30.600 --> 01:01:32.240]   I don't know what you're struggling with.
[01:01:32.240 --> 01:01:34.280]   And so if you actually come and take the initiative
[01:01:34.280 --> 01:01:35.120]   to come talk to me,
[01:01:35.120 --> 01:01:37.080]   that would actually help me to pray for you.
[01:01:37.080 --> 01:01:39.760]   So I invite you, like, if you have other questions
[01:01:39.760 --> 01:01:41.320]   that you're just curious about,
[01:01:41.320 --> 01:01:42.840]   just come up and ask, or email me.
[01:01:42.840 --> 01:01:43.800]   We can grab coffee,
[01:01:43.800 --> 01:01:47.640]   and I can give you a more extended version, okay?
[01:01:47.640 --> 01:01:50.000]   All right, let me pray for us, and then we'll dismiss.
[01:01:50.000 --> 01:01:51.800]   Gracious Father, we thank you for this afternoon.
[01:01:51.800 --> 01:01:53.960]   We thank you for our brothers and sisters.
[01:01:53.960 --> 01:01:57.240]   And we know that I probably only just touched the surface
[01:01:57.240 --> 01:02:00.080]   of so many questions, but we pray, Father God,
[01:02:00.080 --> 01:02:03.280]   that you would help us as a church to be united in purpose,
[01:02:03.280 --> 01:02:06.360]   that even though we may be larger in size,
[01:02:06.360 --> 01:02:08.560]   teach us and give us wisdom how to build a church
[01:02:08.560 --> 01:02:11.080]   where we're truly running this race together.
[01:02:11.080 --> 01:02:13.840]   We thank you, Father Jesus, in your name we pray.
[01:02:13.840 --> 01:02:14.840]   All right, thank you.
[01:02:14.840 --> 01:02:18.000]   (audience applauding)

