
[00:00:00.000 --> 00:00:07.000]   [silence]
[01:03:28.400 --> 01:03:30.000]   your own pursuit, your own will,
[01:03:30.000 --> 01:03:33.120]   determines what you will accept and what you will reject.
[01:03:33.120 --> 01:03:37.380]   And so in every practical purpose,
[01:03:37.380 --> 01:03:39.680]   you have walked away from the faith,
[01:03:39.680 --> 01:03:41.000]   but not from the church.
[01:03:41.000 --> 01:03:46.500]   Christianity, for those people, becomes a burden.
[01:03:46.500 --> 01:03:51.400]   You hear the word of God, and outside of Jesus loves you,
[01:03:51.400 --> 01:03:53.480]   encourages you, you're gonna have eternity,
[01:03:53.480 --> 01:03:56.540]   there's hope in Christ, outside of those messages,
[01:03:56.540 --> 01:03:58.780]   every imperative becomes a burden.
[01:03:58.780 --> 01:04:03.800]   Because you don't know the gift in Christ.
[01:04:03.800 --> 01:04:09.320]   We say the gift of Christ, gift of salvation,
[01:04:09.320 --> 01:04:11.280]   is not that we get saved from hell.
[01:04:11.280 --> 01:04:14.960]   Of course the Bible says we get saved from hell.
[01:04:14.960 --> 01:04:18.880]   The gift of Christ is not the benefits.
[01:04:18.880 --> 01:04:21.880]   It's Christ himself.
[01:04:23.280 --> 01:04:25.820]   What makes heaven heaven and hell hell
[01:04:25.820 --> 01:04:28.720]   is the presence of Christ and the absence of Christ.
[01:04:28.720 --> 01:04:31.780]   If you have heaven, you have a mansion.
[01:04:31.780 --> 01:04:34.040]   If you have heaven, and you have friends.
[01:04:34.040 --> 01:04:36.560]   If you have heaven, and you have health.
[01:04:36.560 --> 01:04:40.620]   And if you have heaven, and there's no tears,
[01:04:40.620 --> 01:04:45.420]   but you don't have Christ, that's not heaven.
[01:04:45.420 --> 01:04:47.920]   Because the author of life is Christ.
[01:04:47.920 --> 01:04:52.760]   So you can have all that looks like life without Christ,
[01:04:52.760 --> 01:04:54.520]   you do not have life.
[01:04:54.520 --> 01:04:58.800]   The whole point of salvation is to restore us
[01:04:58.800 --> 01:05:00.520]   to the author of life.
[01:05:00.520 --> 01:05:04.140]   So you can come to church and mimic life,
[01:05:04.140 --> 01:05:07.960]   just like you mimic life outside.
[01:05:07.960 --> 01:05:10.480]   But if you do not know Christ,
[01:05:10.480 --> 01:05:13.940]   if your roots are not connected to the living water,
[01:05:13.940 --> 01:05:17.080]   which is Christ, you're only pretending.
[01:05:17.080 --> 01:05:21.700]   Second Corinthians four, three to four says,
[01:05:21.700 --> 01:05:23.160]   and even if our gospel is veiled,
[01:05:23.160 --> 01:05:25.280]   it is veiled to those who are perishing.
[01:05:25.280 --> 01:05:26.800]   In whose case the God of this world
[01:05:26.800 --> 01:05:28.320]   has blinded the minds of the unbelieving
[01:05:28.320 --> 01:05:30.960]   so that they may not see the light of the gospel,
[01:05:30.960 --> 01:05:33.800]   the glory of Christ, who is the image of God.
[01:05:33.800 --> 01:05:36.800]   He says when somebody who's received joy
[01:05:36.800 --> 01:05:40.200]   because they don't have root, and when they are tested,
[01:05:40.200 --> 01:05:42.480]   they found out that their faith wasn't genuine,
[01:05:42.480 --> 01:05:46.340]   and he says then the devil comes and snatches away the seed.
[01:05:47.520 --> 01:05:51.580]   Which means they are still under the authority of Satan.
[01:05:51.580 --> 01:05:55.440]   Just like it says the God of this age
[01:05:55.440 --> 01:05:57.380]   will continue to blind them.
[01:05:57.380 --> 01:06:00.700]   Now let me conclude with this.
[01:06:00.700 --> 01:06:03.500]   In Romans 12, one it says,
[01:06:03.500 --> 01:06:06.100]   therefore I urge you, brethren, by the mercies of God,
[01:06:06.100 --> 01:06:08.540]   to present your bodies as a living and holy sacrifice
[01:06:08.540 --> 01:06:11.100]   acceptable to God, which is your spiritual service
[01:06:11.100 --> 01:06:12.540]   of worship.
[01:06:12.540 --> 01:06:15.100]   Now this is after 11 chapters
[01:06:15.100 --> 01:06:17.740]   of deep exposition of the gospel.
[01:06:17.740 --> 01:06:21.720]   All of sin falls short of the glory of God.
[01:06:21.720 --> 01:06:22.960]   Tells us that you are guilty,
[01:06:22.960 --> 01:06:26.200]   whether you are with the law or without the law.
[01:06:26.200 --> 01:06:30.680]   How he saves us to free us from the slavery of sin,
[01:06:30.680 --> 01:06:33.360]   that we may become slaves of righteousness.
[01:06:33.360 --> 01:06:35.240]   There is now therefore no condemnation
[01:06:35.240 --> 01:06:37.400]   for those who are in Christ Jesus,
[01:06:37.400 --> 01:06:39.440]   that he saves us by his mercy.
[01:06:39.440 --> 01:06:43.120]   And in chapter 11, up to chapter 12,
[01:06:43.120 --> 01:06:47.520]   he basically tells us the deep understanding
[01:06:47.520 --> 01:06:50.920]   of the love of Christ, the sacrifice of Christ,
[01:06:50.920 --> 01:06:53.400]   the holiness of Christ, the wrath of Christ.
[01:06:53.400 --> 01:06:57.960]   And then, in conclusion, in view of the mercy
[01:06:57.960 --> 01:07:00.220]   of the gospel that you have heard,
[01:07:00.220 --> 01:07:02.600]   present your bodies as a living sacrifice,
[01:07:02.600 --> 01:07:06.280]   holy, acceptable, which is spiritual service of worship.
[01:07:06.280 --> 01:07:08.260]   You know what's interesting is that word for spiritual,
[01:07:08.260 --> 01:07:10.900]   in the King James Version, it says reasonable.
[01:07:12.080 --> 01:07:14.280]   In fact, if you have the NASB,
[01:07:14.280 --> 01:07:17.000]   most likely from that word spiritual,
[01:07:17.000 --> 01:07:18.800]   you'll have an asterisk or a number there,
[01:07:18.800 --> 01:07:20.520]   and if you follow that number,
[01:07:20.520 --> 01:07:23.160]   it'll say the literal interpretation
[01:07:23.160 --> 01:07:26.640]   is rational or logical.
[01:07:26.640 --> 01:07:28.520]   That's what that word means.
[01:07:28.520 --> 01:07:30.600]   Just that other translators translated spiritual
[01:07:30.600 --> 01:07:32.480]   because they thought that maybe we wouldn't understand
[01:07:32.480 --> 01:07:34.240]   what logical and rational meant.
[01:07:34.240 --> 01:07:37.480]   The King James just said rational, right, reasonable.
[01:07:37.480 --> 01:07:41.760]   But I think the understanding of it is clearer
[01:07:41.760 --> 01:07:44.080]   to interpret it exactly what it means,
[01:07:44.080 --> 01:07:48.420]   that a logical, rational response
[01:07:48.420 --> 01:07:51.280]   to somebody who's heard the word of God,
[01:07:51.280 --> 01:07:54.400]   believing that the Son of God who left everything
[01:07:54.400 --> 01:07:59.200]   to save sinners, allowed his only begotten sons
[01:07:59.200 --> 01:08:04.000]   to suffer for guilty, blasphemous people,
[01:08:04.000 --> 01:08:07.560]   that if we genuinely believe that and accept that,
[01:08:07.560 --> 01:08:11.720]   that our reasonable, rational, logical response to that
[01:08:11.720 --> 01:08:15.440]   is for us to give our lives as a living sacrifice.
[01:08:15.440 --> 01:08:19.520]   It is illogical, it is irrational
[01:08:19.520 --> 01:08:21.760]   for somebody who's professing that
[01:08:21.760 --> 01:08:23.960]   and then live like you never heard it.
[01:08:23.960 --> 01:08:28.480]   And that's what the scripture is saying.
[01:08:28.480 --> 01:08:30.120]   They may pretend, they may go through the motion,
[01:08:30.120 --> 01:08:32.000]   they may learn how to play the game,
[01:08:32.000 --> 01:08:34.240]   holding on to a form of godliness, always learning,
[01:08:34.240 --> 01:08:37.200]   never coming to the knowledge of the truth.
[01:08:37.200 --> 01:08:41.340]   They don't know Christ.
[01:08:42.300 --> 01:08:44.060]   They do not know Christ.
[01:08:44.060 --> 01:08:49.460]   The logical, rational, reasonable response
[01:08:49.460 --> 01:08:52.060]   to the things that you and I profess to know
[01:08:52.060 --> 01:08:56.180]   is to live the rest of our life pursuing more of him,
[01:08:56.180 --> 01:09:01.820]   wanting more of him, desiring to worship him,
[01:09:01.820 --> 01:09:06.580]   to be near him, to hear from him, to run to him,
[01:09:06.580 --> 01:09:08.700]   to fix our gaze upon him,
[01:09:09.800 --> 01:09:12.900]   because seeing him is what saved us.
[01:09:12.900 --> 01:09:17.560]   Believing in him is what cleansed us.
[01:09:17.560 --> 01:09:21.000]   Hoping in him is what perseveres us.
[01:09:21.000 --> 01:09:25.600]   And so these two soils, the first one is obvious.
[01:09:25.600 --> 01:09:30.360]   The second one, maybe some of you have a lump in your throat
[01:09:30.360 --> 01:09:33.600]   maybe 'cause you're convicted
[01:09:33.600 --> 01:09:35.320]   or maybe some of you are bothered.
[01:09:37.520 --> 01:09:39.040]   You say, "This legalist."
[01:09:39.040 --> 01:09:42.200]   Anytime you don't like something being said,
[01:09:42.200 --> 01:09:43.040]   he's a legalist.
[01:09:43.040 --> 01:09:44.760]   It's like, "Ah, legalist."
[01:09:44.760 --> 01:09:46.840]   Jesus hates legalists, that's you.
[01:09:46.840 --> 01:09:49.120]   Again, the question is, is it biblical?
[01:09:49.120 --> 01:09:52.800]   Look at the Bible, is it biblical?
[01:09:52.800 --> 01:09:55.240]   Did I contradict anything the Bible said?
[01:09:55.240 --> 01:09:58.120]   Now let me warn you, I'm not done with my sermon.
[01:09:58.120 --> 01:10:00.520]   I'm not done with my sermon.
[01:10:00.520 --> 01:10:02.180]   My sermon's gonna continue next week,
[01:10:02.180 --> 01:10:04.720]   and if you are part of the fourth sermon, hang on.
[01:10:07.000 --> 01:10:07.840]   Hang on.
[01:10:07.840 --> 01:10:10.800]   The fourth sermon, if you are part of the fourth sermon,
[01:10:10.800 --> 01:10:12.760]   you will find tremendous encouragement.
[01:10:12.760 --> 01:10:19.880]   If you're part of the second soil and you are bothered,
[01:10:19.880 --> 01:10:22.200]   you are really gonna be bothered next week.
[01:10:22.200 --> 01:10:25.880]   The people in the third soil are the ones
[01:10:25.880 --> 01:10:27.520]   who are really gonna be bothered
[01:10:27.520 --> 01:10:30.520]   because they're the hardest to tell.
[01:10:30.520 --> 01:10:32.560]   They're in the church.
[01:10:32.560 --> 01:10:36.060]   They might even be small group leaders.
[01:10:36.060 --> 01:10:38.640]   Oftentimes, they're even leaders in the church,
[01:10:38.640 --> 01:10:44.320]   even pastors, and that's why it's so hard,
[01:10:44.320 --> 01:10:48.720]   and we need to be careful that we don't superficially
[01:10:48.720 --> 01:10:50.400]   just throw around, "Hey, Christian, non-Christian,
[01:10:50.400 --> 01:10:51.240]   "Christian, non-Christian."
[01:10:51.240 --> 01:10:52.060]   We need to be careful.
[01:10:52.060 --> 01:10:53.360]   Jesus told us to be careful,
[01:10:53.360 --> 01:10:56.880]   but we also need to be able to discern.
[01:10:56.880 --> 01:11:04.100]   It is not, it is not judgmental and hateful and legalistic
[01:11:05.780 --> 01:11:09.100]   to sell somebody who may not be a Christian
[01:11:09.100 --> 01:11:10.440]   to examine their faith.
[01:11:10.440 --> 01:11:16.740]   It is much more hateful to have doubt over somebody's faith
[01:11:16.740 --> 01:11:20.800]   and never say anything 'cause you don't care.
[01:11:20.800 --> 01:11:24.040]   You care more about your reputation.
[01:11:24.040 --> 01:11:25.480]   You care more about their response.
[01:11:25.480 --> 01:11:28.300]   You care more how they will view you by saying this.
[01:11:28.300 --> 01:11:34.420]   It is not loving if you doubt and you say nothing.
[01:11:34.860 --> 01:11:36.100]   Now, don't be a jerk.
[01:11:36.100 --> 01:11:39.180]   Don't jump to conclusion.
[01:11:39.180 --> 01:11:40.920]   Don't be judgmental.
[01:11:40.920 --> 01:11:44.460]   Be gracious and loving and as patient as you can,
[01:11:44.460 --> 01:11:46.940]   but speak the truth in love.
[01:11:46.940 --> 01:11:50.140]   You can never compromise either.
[01:11:50.140 --> 01:11:54.180]   You speak the truth without love, they will not hear.
[01:11:54.180 --> 01:11:59.440]   You speak with love but no truth, and they will be condemned,
[01:12:00.740 --> 01:12:04.980]   and so I'm asking you to hang on, hang on,
[01:12:04.980 --> 01:12:08.700]   because these are Jesus' words,
[01:12:08.700 --> 01:12:13.700]   and hearing the word of God, I pray, yes,
[01:12:13.700 --> 01:12:15.660]   even in a Bible-teaching church,
[01:12:15.660 --> 01:12:17.060]   even if you're a member of the church,
[01:12:17.060 --> 01:12:19.520]   even if you're serving in the church,
[01:12:19.520 --> 01:12:22.340]   that we would take some time to examine,
[01:12:22.340 --> 01:12:28.440]   is my life a reasonable response
[01:12:28.440 --> 01:12:30.380]   to what I confess to believe?
[01:12:31.340 --> 01:12:32.180]   Let's pray.
[01:12:32.180 --> 01:12:40.940]   Father, we pray that the power of your word
[01:12:40.940 --> 01:12:43.260]   would grip us, grip your church,
[01:12:43.260 --> 01:12:48.820]   that we would not commit to a form, but to actual power,
[01:12:48.820 --> 01:12:53.220]   that we would not gain knowledge, but truth.
[01:12:53.220 --> 01:12:55.940]   We pray, Father God, that your word that you have ordained,
[01:12:55.940 --> 01:12:58.260]   that you have sent out, would not return
[01:12:58.260 --> 01:12:59.700]   until it has accomplished the purpose
[01:12:59.700 --> 01:13:01.300]   that you have ordained.
[01:13:01.300 --> 01:13:04.900]   May Christ, in Christ alone, be magnified.
[01:13:04.900 --> 01:13:07.140]   In Jesus' name we pray, amen.
[01:13:07.140 --> 01:13:09.240]   Let's all stand up for the closing praise.
[01:13:09.240 --> 01:13:16.060]   (gentle piano music)
[01:13:16.060 --> 01:13:19.140]   (gentle piano music)
[01:13:19.140 --> 01:13:32.780]   ♪ Oh Lord, my rock and my redeemer ♪
[01:13:32.780 --> 01:13:39.620]   ♪ Greatest treasure of my longing soul ♪
[01:13:42.620 --> 01:13:47.620]   ♪ My God, like you there is no other ♪
[01:13:47.620 --> 01:13:54.500]   ♪ True delight is found in you, Lord ♪
[01:13:54.500 --> 01:14:02.580]   ♪ Your grace, a wealth too deep to fathom ♪
[01:14:02.580 --> 01:14:10.060]   ♪ Your love exceeds the heavens' reach ♪
[01:14:11.060 --> 01:14:16.060]   ♪ Your truth, a fountain of perfect wisdom ♪
[01:14:16.060 --> 01:14:22.900]   ♪ My highest good and my unending need ♪
[01:14:37.900 --> 01:14:42.900]   ♪ Oh Lord, my rock and my redeemer ♪
[01:14:42.900 --> 01:14:50.140]   ♪ Strong defender of my weary heart ♪
[01:14:50.140 --> 01:14:58.220]   ♪ My sword to fight the coldest demon ♪
[01:14:58.220 --> 01:15:05.300]   ♪ And my shield against his hateful dart ♪
[01:15:05.300 --> 01:15:08.940]   ♪ My sword to fight the coldest demon ♪
[01:15:08.940 --> 01:15:13.940]   ♪ My song when enemies surround me ♪
[01:15:13.940 --> 01:15:21.380]   ♪ My hope when tides of sorrow rise ♪
[01:15:21.380 --> 01:15:28.820]   ♪ My joy when trials are abounding ♪
[01:15:30.420 --> 01:15:35.420]   ♪ Your faithfulness, my refuge in the night ♪
[01:15:35.420 --> 01:15:44.460]   ♪ Lord, my refuge ♪
[01:15:44.460 --> 01:15:55.180]   ♪ Oh Lord, my rock and my redeemer ♪
[01:15:57.260 --> 01:16:02.260]   ♪ Gracious Savior of my ruined life ♪
[01:16:02.260 --> 01:16:10.180]   ♪ My guilt and cross laid on your shoulders ♪
[01:16:10.180 --> 01:16:17.140]   ♪ In my place, you suffer, bled, and died ♪
[01:16:17.140 --> 01:16:25.180]   ♪ You broke the grave and left the tomb for me ♪
[01:16:25.460 --> 01:16:30.460]   ♪ You broke my bonds of sin and shame ♪
[01:16:30.460 --> 01:16:40.100]   ♪ You broke the grave and death of comfort ♪
[01:16:40.100 --> 01:16:47.660]   ♪ You broke my bonds of sin and shame ♪
[01:16:47.660 --> 01:16:55.140]   ♪ Oh Lord, my rock and my redeemer ♪
[01:16:56.140 --> 01:17:01.140]   ♪ May all my days bring glory to your name ♪
[01:17:01.140 --> 01:17:09.020]   ♪ May all my days bring glory to your name ♪
[01:17:09.020 --> 01:17:14.060]   - Let's pray.
[01:17:14.060 --> 01:17:20.060]   Father, we pray for revival.
[01:17:20.060 --> 01:17:23.900]   We pray, Father God, that you would purify the church,
[01:17:24.900 --> 01:17:27.060]   that we would be the body of Christ,
[01:17:27.060 --> 01:17:28.620]   that we would be the light, Lord God,
[01:17:28.620 --> 01:17:30.240]   as the world becomes darker.
[01:17:30.240 --> 01:17:35.340]   We pray, Father God, that you would sustain your church
[01:17:35.340 --> 01:17:37.180]   as you have promised, that the gates of Hades
[01:17:37.180 --> 01:17:39.260]   will not be able to prevail against it.
[01:17:39.260 --> 01:17:42.980]   Help us, Lord God, to follow the path that Christ walked,
[01:17:42.980 --> 01:17:46.260]   not to covet this world,
[01:17:46.260 --> 01:17:49.500]   but to covet Christ more and more each day.
[01:17:49.500 --> 01:17:52.140]   I pray that your name may be honored, glorified,
[01:17:52.980 --> 01:17:55.900]   and that you would sustain your church,
[01:17:55.900 --> 01:17:59.020]   that as you send us, that we would be the aroma of Christ
[01:17:59.020 --> 01:18:00.100]   wherever you send us.
[01:18:00.100 --> 01:18:01.980]   In Jesus' name we pray, amen.
[01:18:01.980 --> 01:18:08.380]   ♪ God sent his son ♪
[01:18:08.380 --> 01:18:13.260]   ♪ They called him Jesus ♪
[01:18:13.260 --> 01:18:18.020]   ♪ He came to love ♪
[01:18:18.020 --> 01:18:22.860]   ♪ Heal and forgive ♪
[01:18:22.860 --> 01:18:27.500]   ♪ He lived and died ♪
[01:18:27.500 --> 01:18:32.380]   ♪ To buy my pardon ♪
[01:18:32.380 --> 01:18:37.380]   ♪ An empty grave is there to put my Savior there ♪
[01:18:37.380 --> 01:18:46.820]   ♪ Because he lived ♪
[01:18:46.820 --> 01:18:51.660]   ♪ I can face tomorrow ♪
[01:18:51.660 --> 01:18:56.420]   ♪ Because he lived ♪
[01:18:56.420 --> 01:19:01.260]   ♪ All fear is gone ♪
[01:19:01.260 --> 01:19:05.980]   ♪ Because I know ♪
[01:19:05.980 --> 01:19:10.820]   ♪ He holds the future ♪
[01:19:10.820 --> 01:19:15.220]   ♪ And life is worth the living ♪
[01:19:15.220 --> 01:19:18.560]   ♪ Just because he lived ♪
[01:19:21.060 --> 01:19:21.900]   - Amen.
[01:19:21.900 --> 01:19:27.980]   (upbeat music)
[01:19:27.980 --> 01:19:48.340]   ♪ How I love the voice of Jesus ♪
[01:19:48.340 --> 01:19:52.900]   ♪ On the cross of Calvary ♪
[01:19:52.900 --> 01:19:57.500]   ♪ He declares his work is finished ♪
[01:19:57.500 --> 01:20:02.100]   ♪ He has spoken this hope to me ♪
[01:20:02.100 --> 01:20:07.100]   ♪ Though the sun had ceased its shining ♪
[01:20:07.100 --> 01:20:11.300]   ♪ Though the wall appeared as lost ♪
[01:20:11.300 --> 01:20:14.700]   ♪ Christ had triumphed over ♪

