
[00:00:00.000 --> 00:00:02.740]   (audio cuts out)
[00:55:26.000 --> 00:55:28.200]   of people's hearts so easily.
[00:55:28.200 --> 00:55:30.160]   But at the same time, on the flip side,
[00:55:30.160 --> 00:55:35.000]   if we think, oh yeah, sometimes I just don't wanna hang out
[00:55:35.000 --> 00:55:36.960]   with these people, you know?
[00:55:36.960 --> 00:55:39.880]   I just get annoyed by these guys.
[00:55:39.880 --> 00:55:41.960]   Yeah, I mean, sometimes we have the freedom
[00:55:41.960 --> 00:55:44.240]   to choose who we hang out with.
[00:55:44.240 --> 00:55:45.080]   Okay?
[00:55:45.080 --> 00:55:48.720]   But if you purposefully, intentionally,
[00:55:48.720 --> 00:55:50.760]   either because you're bitter you wanna hurt somebody,
[00:55:50.760 --> 00:55:51.800]   or either because you're bitter,
[00:55:51.800 --> 00:55:54.680]   or either because in your heart you've categorized people,
[00:55:54.680 --> 00:55:57.120]   and within the church you exercise that kind
[00:55:57.120 --> 00:56:00.960]   of behavior and attitude, I don't know, is that divisive?
[00:56:00.960 --> 00:56:05.320]   That's something for you to examine in your own heart.
[00:56:05.320 --> 00:56:06.160]   Right?
[00:56:06.160 --> 00:56:07.120]   As we learned today.
[00:56:07.120 --> 00:56:08.520]   It's not for me to call out for you,
[00:56:08.520 --> 00:56:11.200]   you need to just examine that in your own heart.
[00:56:11.200 --> 00:56:12.040]   Okay?
[00:56:12.040 --> 00:56:14.880]   Good question.
[00:56:14.880 --> 00:56:16.280]   Let's take a moment to pray.
[00:56:16.280 --> 00:56:20.000]   Father God, we thank you so much for your grace
[00:56:20.000 --> 00:56:21.040]   and your words.
[00:56:21.040 --> 00:56:27.120]   Lord, it really challenges me to look at your grace.
[00:56:27.120 --> 00:56:31.240]   That God, ah, just think about this fact
[00:56:31.240 --> 00:56:36.240]   that you would perform a miraculous sign
[00:56:36.240 --> 00:56:38.360]   that will be told through the ages,
[00:56:38.360 --> 00:56:40.280]   seen amongst the nations,
[00:56:41.280 --> 00:56:42.880]   and then people will forget.
[00:56:42.880 --> 00:56:46.000]   That you would send your son,
[00:56:46.000 --> 00:56:48.280]   that he would suffer unjustly,
[00:56:48.280 --> 00:56:50.880]   that he would die on the cross,
[00:56:50.880 --> 00:56:51.960]   and then we forget.
[00:56:51.960 --> 00:56:55.560]   Thank you God that you're patient with us,
[00:56:55.560 --> 00:56:57.840]   and Lord that you have instituted your ordinance
[00:56:57.840 --> 00:56:59.040]   that we would remember.
[00:56:59.040 --> 00:57:02.840]   Father, help us to not be so naive,
[00:57:02.840 --> 00:57:07.360]   so sinful that we would constantly not be aware
[00:57:07.360 --> 00:57:09.800]   and to not recognize what we have in the Lord.
[00:57:10.320 --> 00:57:12.480]   But help us to be thankful,
[00:57:12.480 --> 00:57:14.400]   help us truly to be grateful
[00:57:14.400 --> 00:57:17.320]   to the degree to which we will celebrate,
[00:57:17.320 --> 00:57:19.440]   to the degree to which we'll have joy.
[00:57:19.440 --> 00:57:21.160]   And that when we come to the communion table,
[00:57:21.160 --> 00:57:25.080]   we will gladly just offer up to you our lives.
[00:57:25.080 --> 00:57:26.200]   When we come to the communion table,
[00:57:26.200 --> 00:57:28.720]   it will be a joy and we will find true fellowship
[00:57:28.720 --> 00:57:31.160]   just in knowing the Lord.
[00:57:31.160 --> 00:57:32.280]   And I pray, Father God,
[00:57:32.280 --> 00:57:33.960]   that the things that we just covered tonight
[00:57:33.960 --> 00:57:36.240]   would really challenge our hearts.
[00:57:36.240 --> 00:57:38.760]   Father, I'm challenged to examine myself
[00:57:38.760 --> 00:57:43.640]   of hurtful ways that are in me,
[00:57:43.640 --> 00:57:46.520]   perhaps by me simply being so closed-minded
[00:57:46.520 --> 00:57:51.040]   or so short of sight that I don't see the people around me.
[00:57:51.040 --> 00:57:54.480]   I pray, Father God, that you'd grant us just greater grace,
[00:57:54.480 --> 00:57:56.880]   and I also pray you'd give us greater sight
[00:57:56.880 --> 00:57:59.560]   to exercise the kind of love that Christ did.
[00:57:59.560 --> 00:58:01.040]   Lord, we again wanna thank you for your word.
[00:58:01.040 --> 00:58:02.760]   It's in Christ's name, amen.

