
[00:00:00.000 --> 00:00:03.480]   [MUSIC PLAYING]
[01:12:51.120 --> 01:12:55.120]   and they're like, "Oh my goodness, look at them."
[01:12:55.120 --> 01:12:57.120]   Is that really what you want?
[01:12:57.120 --> 01:13:01.120]   You want to be under their care?
[01:13:01.120 --> 01:13:04.120]   You do realize one of the scariest things comes to us from Scripture.
[01:13:04.120 --> 01:13:07.120]   It doesn't initially sound scary, but it is.
[01:13:07.120 --> 01:13:10.120]   God says, "Then have it."
[01:13:10.120 --> 01:13:14.120]   God says, "You want that reward? Then that's all you get."
[01:13:14.120 --> 01:13:16.120]   If you think about it, that's one of the scariest things.
[01:13:16.120 --> 01:13:18.120]   God is holding our lives.
[01:13:18.120 --> 01:13:20.120]   He says He sustains everything.
[01:13:20.120 --> 01:13:23.120]   He prevents things from going into complete chaos.
[01:13:23.120 --> 01:13:30.120]   He prevents things from going into this vicious cycle to arrive at the pit of the bottom.
[01:13:30.120 --> 01:13:36.120]   For God to say, "I release you," it's a frightening thing.
[01:13:36.120 --> 01:13:38.120]   It really is.
[01:13:38.120 --> 01:13:41.120]   And what's more, God is going to warn us.
[01:13:41.120 --> 01:13:43.120]   And when you realize and you look up and you say,
[01:13:43.120 --> 01:13:46.120]   "Oh my gosh, we didn't want this. Our king is horrible,"
[01:13:46.120 --> 01:13:49.120]   He's going to say, "I will not hear you."
[01:13:49.120 --> 01:13:53.120]   In the New Testament, in Romans 1, God says, "You knew just enough.
[01:13:53.120 --> 01:13:58.120]   You knew just enough to look over and you knew I was paternal, you knew I was powerful,
[01:13:58.120 --> 01:14:00.120]   but you traded it."
[01:14:00.120 --> 01:14:02.120]   What does He say?
[01:14:02.120 --> 01:14:05.120]   He says, "So I'll give you over to your depraved mind.
[01:14:05.120 --> 01:14:09.120]   You want to commit to your lust? Then have it.
[01:14:09.120 --> 01:14:11.120]   You want to commit to your whims?
[01:14:11.120 --> 01:14:15.120]   You're going to set your own beliefs, your own rules, and your own laws?
[01:14:15.120 --> 01:14:17.120]   Then have it."
[01:14:17.120 --> 01:14:22.120]   That is such a scary place to be, brothers and sisters.
[01:14:22.120 --> 01:14:26.120]   What God does in the next movement in the story is just that.
[01:14:26.120 --> 01:14:31.120]   Go over back to 1 Samuel 8, verses 9 and 10.
[01:14:31.120 --> 01:14:33.120]   And this is what the Scripture says.
[01:14:33.120 --> 01:14:38.120]   God gave Samuel orders to listen, to warn, and then to give it.
[01:14:38.120 --> 01:14:43.120]   So in 1 Samuel 8, 9, He says, "Then listen to their voice.
[01:14:43.120 --> 01:14:51.120]   However, you shall solemnly warn them and tell them of the procedures of the king who will reign over them."
[01:14:51.120 --> 01:14:53.120]   And that reads kind of funny.
[01:14:53.120 --> 01:14:58.120]   And I will say, just as a side note, please don't think, "Oh yeah, this is what I should do."
[01:14:58.120 --> 01:15:03.120]   If you're parents in here, this is not to be like, "Yeah, you know what? My kids want that candy."
[01:15:03.120 --> 01:15:07.120]   Well, you want it? Then have it and just like shove it in their mouth, you know?
[01:15:07.120 --> 01:15:11.120]   God in His infinite fatherly wisdom is testing them.
[01:15:11.120 --> 01:15:17.120]   God in His infinite sovereignty and His prerogative is giving to them their just dessert.
[01:15:17.120 --> 01:15:23.120]   But part of His heart is being revealed because He says, "Solemnly," and it's very emphatic.
[01:15:23.120 --> 01:15:29.120]   It's like a strange wordplay where He just repeats the same thing in a beautiful way three times.
[01:15:29.120 --> 01:15:34.120]   What He says is, "Warning, you shall warn and speak."
[01:15:34.120 --> 01:15:37.120]   That's the literal way that it reads.
[01:15:37.120 --> 01:15:42.120]   "And inform them the consequences by telling them the procedure of the king," and that reads funny too.
[01:15:42.120 --> 01:15:48.120]   The way we should understand that is, tell them exactly how this is going to play out.
[01:15:48.120 --> 01:15:54.120]   If God's giving you warning, He is being so real with you, He says, "Tell them what the future holds."
[01:15:54.120 --> 01:15:56.120]   And so let's walk through that together.
[01:15:56.120 --> 01:16:04.120]   Starting from verse 10, He says, "So Samuel spoke all the words of the Lord to the people who had asked him for a king."
[01:16:04.120 --> 01:16:08.120]   He said, "This will be the procedure of the king who will reign over you.
[01:16:08.120 --> 01:16:15.120]   He will take your sons and place them for himself in his chariots among his horsemen, and they will run before his chariots."
[01:16:15.120 --> 01:16:16.120]   Whoa.
[01:16:16.120 --> 01:16:21.120]   That king, when you set him up and give him power, he's going to have your sons fight in his battles,
[01:16:21.120 --> 01:16:24.120]   and some of your sons will be like bumper cars.
[01:16:24.120 --> 01:16:27.120]   Some of your sons will be the bumper for his car.
[01:16:27.120 --> 01:16:30.120]   He's going to put them in front of his chariot.
[01:16:30.120 --> 01:16:36.120]   Verse 12, "He will appoint for himself commanders of thousands and of fifties, and some to do his plowing and reap his harvest,
[01:16:36.120 --> 01:16:40.120]   and to make his weapons of war the equipment for his chariots."
[01:16:40.120 --> 01:16:47.120]   He's going to make people fight his battles all for his own benefit to do his work and bidding.
[01:16:47.120 --> 01:16:53.120]   Verse 13, "He will also take your daughters for perfumers and cooks and bakers.
[01:16:53.120 --> 01:16:59.120]   He will take the best of your fields and your vineyards and your olive groves and give them to his servants."
[01:16:59.120 --> 01:17:02.120]   And you're thinking, "Oh my gosh, it's like taxation right now."
[01:17:02.120 --> 01:17:09.120]   Well, he mentions it later, "He will take a tenth of your seed and all your vineyards and give to his officers and his servants."
[01:17:09.120 --> 01:17:11.120]   He's going to take a tithe.
[01:17:11.120 --> 01:17:18.120]   "He will also take your male servants and your female servants and your best young men and your donkeys and use them for his work.
[01:17:18.120 --> 01:17:23.120]   He will take a tenth of your flock, and you yourselves will become his servants."
[01:17:23.120 --> 01:17:25.120]   You're going to become his slaves.
[01:17:25.120 --> 01:17:28.120]   You thought he was going to provide for you?
[01:17:28.120 --> 01:17:29.120]   Who is he?
[01:17:29.120 --> 01:17:30.120]   Who is this man?
[01:17:30.120 --> 01:17:31.120]   Give us a king.
[01:17:31.120 --> 01:17:34.120]   Oh really, who?
[01:17:34.120 --> 01:17:36.120]   It's ridiculous.
[01:17:36.120 --> 01:17:38.120]   And he tells you the future.
[01:17:38.120 --> 01:17:44.120]   You're going to give that much trust, that much power to a man instead of God?
[01:17:44.120 --> 01:17:48.120]   You're going to rely on one who is feeble?
[01:17:48.120 --> 01:17:50.120]   There's internal conflict in every man.
[01:17:50.120 --> 01:17:52.120]   We're battling our selfishness.
[01:17:52.120 --> 01:17:54.120]   Give him power.
[01:17:54.120 --> 01:17:57.120]   That battle is so hard to win.
[01:17:57.120 --> 01:17:59.120]   Watch what he says, verse 18.
[01:17:59.120 --> 01:18:15.120]   "Then, once you realize, then you will cry out in that day because your king whom you have chosen for yourselves, but the Lord will not answer you in that day."
[01:18:15.120 --> 01:18:18.120]   That's what he says in warning.
[01:18:18.120 --> 01:18:23.120]   The king, who is a greedy man, will become your oppressor.
[01:18:23.120 --> 01:18:26.120]   And he's going to do all of these crazy things.
[01:18:26.120 --> 01:18:33.120]   If you observe what those things are, it sounds like a person who thinks he is God.
[01:18:33.120 --> 01:18:34.120]   Right?
[01:18:34.120 --> 01:18:41.120]   It sounds like a person who thinks he is the focal point of why these creatures remain.
[01:18:41.120 --> 01:18:46.120]   It's a man who thinks he is at the pinnacle top.
[01:18:46.120 --> 01:18:56.120]   That's why when God says, "Do you understand what you're doing? You are rejecting me. And just as you have always done, you reject me to serve other gods."
[01:18:56.120 --> 01:19:03.120]   Don't think, "Oh, yeah, we just have these political preferences and ideas, etc, etc."
[01:19:03.120 --> 01:19:09.120]   There are forms of government that exist now and here that sound like we want a God.
[01:19:09.120 --> 01:19:13.120]   I get disturbed when I hear political pundits.
[01:19:13.120 --> 01:19:20.120]   We've got candidates saying, "You know what we need is? America needs spiritual healing. I'm going to unite all of us together."
[01:19:20.120 --> 01:19:25.120]   I'm like, "Uh-uh. You ain't my God. You're not Jesus."
[01:19:25.120 --> 01:19:27.120]   But you hear them talk like that.
[01:19:27.120 --> 01:19:37.120]   "We need to have a revival." I've heard people say that. "We need to have a revival. We've lost our identity. I'm going to give to us a sense of identity and purpose. We need all the..."
[01:19:37.120 --> 01:19:41.120]   Who are you? Who do you think you are?
[01:19:41.120 --> 01:19:46.120]   I don't see you that way. That's what I want to say to them. I talk to my TV screen sometimes.
[01:19:46.120 --> 01:19:49.120]   I don't see you that way. You know why?
[01:19:49.120 --> 01:19:52.120]   I have a king. Thank you very much.
[01:19:52.120 --> 01:19:55.120]   Thanks, but no thanks. I have a king.
[01:19:55.120 --> 01:19:58.120]   And my king is good. Amen?
[01:19:58.120 --> 01:20:00.120]   My king is perfect.
[01:20:00.120 --> 01:20:02.120]   I don't trust you that much.
[01:20:02.120 --> 01:20:05.120]   My king I trust wholeheartedly.
[01:20:05.120 --> 01:20:08.120]   He's trustworthy. He has never failed me.
[01:20:08.120 --> 01:20:11.120]   And he is patient with me.
[01:20:11.120 --> 01:20:17.120]   It's strange to me when I hear people talk about the grand old visions they have of political ideologies.
[01:20:17.120 --> 01:20:21.120]   Again, I don't mean to get into all that, but I don't know if some of you guys are fans of socialism.
[01:20:21.120 --> 01:20:25.120]   But socialism essentially is kingship in multiple forms.
[01:20:25.120 --> 01:20:27.120]   If you have a government that is king, that's socialism.
[01:20:27.120 --> 01:20:29.120]   They're going to provide for you. They're going to collect all your goods.
[01:20:29.120 --> 01:20:32.120]   And then they're going to distribute it so that everybody has an equal share.
[01:20:32.120 --> 01:20:34.120]   Bogus.
[01:20:34.120 --> 01:20:39.120]   No king has ever done that. No king body will ever do that.
[01:20:39.120 --> 01:20:42.120]   Who can do that? That's our God.
[01:20:42.120 --> 01:20:45.120]   But after all of this warning, their hearts are so set.
[01:20:45.120 --> 01:20:51.120]   Take a look at 1 Samuel 8:19-22.
[01:20:51.120 --> 01:20:56.120]   1 Samuel 8:19-22 says, "Nevertheless," this is so sad, you guys,
[01:20:56.120 --> 01:21:01.120]   "the people refused to listen to the voice of Samuel, and they said, 'No!'
[01:21:01.120 --> 01:21:05.120]   But there shall be a king over us."
[01:21:05.120 --> 01:21:10.120]   I just, I can't imagine God hearing that.
[01:21:10.120 --> 01:21:13.120]   After he gives them the warning, like, I know the future.
[01:21:13.120 --> 01:21:16.120]   Let me tell you exactly how it's going to be, and they say that.
[01:21:16.120 --> 01:21:21.120]   Verse 20, "That we also may be like all the other nations, that our king may judge us,
[01:21:21.120 --> 01:21:23.120]   and go out before us, and fight our battles.
[01:21:23.120 --> 01:21:29.120]   Now after Samuel had heard all the words of the people, he repeated them in the Lord's hearing.
[01:21:29.120 --> 01:21:34.120]   The Lord said to Samuel, 'Listen to their voice. Appoint them a king.'
[01:21:34.120 --> 01:21:38.120]   So Samuel said to the men of Israel, 'Go, every man, to his city.'
[01:21:38.120 --> 01:21:41.120]   When I read that, I cried."
[01:21:41.120 --> 01:21:48.120]   What, question, what do you think God should say to these people, right?
[01:21:48.120 --> 01:21:52.120]   The reason why I cried is because the impression that I got with was,
[01:21:52.120 --> 01:21:56.120]   "Okay, the scariest thing happened. God is done with them.
[01:21:56.120 --> 01:21:59.120]   Go, go home."
[01:21:59.120 --> 01:22:01.120]   And rightly so, what would you say?
[01:22:01.120 --> 01:22:06.120]   Thank goodness I am not God, but if I were, I would say, "I'm done.
[01:22:06.120 --> 01:22:08.120]   I've had it with you guys. This is the last time.
[01:22:08.120 --> 01:22:11.120]   That's enough. That's enough out of you.
[01:22:11.120 --> 01:22:14.120]   All this complaining, all this griping, every time I let you pray to me,
[01:22:14.120 --> 01:22:16.120]   that's all you have to say?
[01:22:16.120 --> 01:22:19.120]   I deliver you, I protect you?
[01:22:19.120 --> 01:22:22.120]   Why do I have to be the dummy here? Am I a dunce?
[01:22:22.120 --> 01:22:27.120]   Do I have to keep reaching out like this, like, 'Hello, hello, hello?'
[01:22:27.120 --> 01:22:29.120]   I'm God.
[01:22:29.120 --> 01:22:34.120]   Why do I have to ever, even once, feel your rejection?
[01:22:34.120 --> 01:22:36.120]   Forget you."
[01:22:36.120 --> 01:22:40.120]   Because I falsely thought, when he said, "Go home,"
[01:22:40.120 --> 01:22:43.120]   like every man went to his city, I cried.
[01:22:43.120 --> 01:22:46.120]   Because then they're done.
[01:22:46.120 --> 01:22:48.120]   We're done.
[01:22:48.120 --> 01:22:53.120]   Because we foolishly look to so many things for our protection, provision, and grace,
[01:22:53.120 --> 01:22:58.120]   and we forget we have this lovely King.
[01:22:58.120 --> 01:23:03.120]   But as you know, our King is good. Amen?
[01:23:03.120 --> 01:23:08.120]   Turn your Bibles over to 1 Samuel chapter 12.
[01:23:08.120 --> 01:23:17.120]   I think it's appropriate to say that it is fitting for God to be done with His people.
[01:23:17.120 --> 01:23:20.120]   It is fitting for God to have such an annoyance and frustration to say,
[01:23:20.120 --> 01:23:24.120]   "I don't want to deal with you anymore."
[01:23:24.120 --> 01:23:28.120]   But God reveals His heart in the midst of this great rejection.
[01:23:28.120 --> 01:23:31.120]   And look at what it says. 1 Samuel chapter 12.
[01:23:31.120 --> 01:23:33.120]   Samuel is speaking to the people, and he says,
[01:23:33.120 --> 01:23:38.120]   "Well, when you saw in Nahash the king of the sons of Ammon came against you,
[01:23:38.120 --> 01:23:42.120]   you said to me, 'No, but a king shall reign over us.'"
[01:23:42.120 --> 01:23:45.120]   I'm sure he didn't say it like that, but I'm just saying, putting some...
[01:23:45.120 --> 01:23:49.120]   "You shall have a king, although the Lord your God was your king.
[01:23:49.120 --> 01:23:54.120]   Now therefore, here is the king you have chosen, whom you have asked for,
[01:23:54.120 --> 01:23:59.120]   and behold, the Lord has set a king over you, so you got what you asked for," he says.
[01:23:59.120 --> 01:24:00.120]   Verse 14.
[01:24:00.120 --> 01:24:04.120]   "If you will fear the Lord and serve Him, and listen to His voice,
[01:24:04.120 --> 01:24:06.120]   and not rebel against the command of the Lord,
[01:24:06.120 --> 01:24:11.120]   then both you and also the king who reigns over you will follow the Lord your God.
[01:24:11.120 --> 01:24:13.120]   If you will not listen to the voice of the Lord,
[01:24:13.120 --> 01:24:15.120]   and not rebel against the commandment of the Lord,
[01:24:15.120 --> 01:24:19.120]   then the hand of the Lord will be against you, as it was against your fathers.
[01:24:19.120 --> 01:24:21.120]   But even now..."
[01:24:21.120 --> 01:24:23.120]   Say what?
[01:24:23.120 --> 01:24:25.120]   "But even now."
[01:24:25.120 --> 01:24:29.120]   That means you have a second chance.
[01:24:29.120 --> 01:24:32.120]   That means you still have time.
[01:24:32.120 --> 01:24:38.120]   Take your stand and see this great thing which the Lord will do before your eyes.
[01:24:38.120 --> 01:24:41.120]   Is it not wheat harvest today?
[01:24:41.120 --> 01:24:44.120]   Is it not time?
[01:24:44.120 --> 01:24:48.120]   He said, "I'll call the Lord, that He may send thunder and rain.
[01:24:48.120 --> 01:24:50.120]   Then you will know and see that your wickedness is great,
[01:24:50.120 --> 01:24:54.120]   which you have done in the sight of the Lord by asking yourself for a king."
[01:24:54.120 --> 01:24:58.120]   So Samuel called to the Lord, and the Lord sent thunder and rain that day.
[01:24:58.120 --> 01:25:01.120]   And all the people greatly feared the Lord and Samuel.
[01:25:01.120 --> 01:25:03.120]   Then all the people said to Samuel,
[01:25:03.120 --> 01:25:07.120]   "Oh, please pray for your servants to the Lord your God,
[01:25:07.120 --> 01:25:10.120]   so that we may die, for we have added to all of our sins
[01:25:10.120 --> 01:25:15.120]   this evil by asking for ourselves a king."
[01:25:15.120 --> 01:25:18.120]   Pause there. Amen.
[01:25:18.120 --> 01:25:20.120]   They start to kind of get it.
[01:25:20.120 --> 01:25:23.120]   But honestly, it's kind of.
[01:25:23.120 --> 01:25:27.120]   I don't want to be too harsh on the nation of Israel because we are such.
[01:25:27.120 --> 01:25:30.120]   In many ways, we're the same.
[01:25:30.120 --> 01:25:32.120]   But when they say, "Oh, pray for your servants."
[01:25:32.120 --> 01:25:33.120]   Oh, really?
[01:25:33.120 --> 01:25:35.120]   And when were you acting like good servants?
[01:25:35.120 --> 01:25:37.120]   Anyway, I'm just being bitter.
[01:25:37.120 --> 01:25:42.120]   But what they say is, "We did sin."
[01:25:42.120 --> 01:25:46.120]   But just as a side note, when we repent to God,
[01:25:46.120 --> 01:25:48.120]   maybe repent thoroughly.
[01:25:48.120 --> 01:25:52.120]   If you cling to your idol and you say, "God, God, I'm so sorry.
[01:25:52.120 --> 01:25:55.120]   I added to my sin," and then you just cuddle your idol,
[01:25:55.120 --> 01:25:57.120]   that's not repentance, is it?
[01:25:57.120 --> 01:26:00.120]   That's not repentance.
[01:26:00.120 --> 01:26:02.120]   But look at what the Lord says.
[01:26:02.120 --> 01:26:05.120]   That's for another sermon, but look at what the Lord says, okay?
[01:26:05.120 --> 01:26:10.120]   "And Israel, speaking, said to the people, 'Do not fear.
[01:26:10.120 --> 01:26:15.120]   You have committed all this evil, yet do not turn aside from following the Lord,
[01:26:15.120 --> 01:26:17.120]   but serve the Lord with all your heart.
[01:26:17.120 --> 01:26:21.120]   You must not turn aside, for then you would go after futile things,
[01:26:21.120 --> 01:26:25.120]   which cannot profit or deliver because they're futile.'"
[01:26:25.120 --> 01:26:27.120]   We want kings and futile things.
[01:26:27.120 --> 01:26:31.120]   We want stuff that looks all fancy, but they never deliver.
[01:26:31.120 --> 01:26:33.120]   They're always going to bust.
[01:26:33.120 --> 01:26:34.120]   And we have friends that we love.
[01:26:34.120 --> 01:26:37.120]   It's like, "Oh, my gosh, why do you want that?
[01:26:37.120 --> 01:26:38.120]   It's only going to hurt you in the end.
[01:26:38.120 --> 01:26:42.120]   Why do you keep going down that path?"
[01:26:42.120 --> 01:26:44.120]   And it's the same frustration here.
[01:26:44.120 --> 01:26:49.120]   But verse 22, "For the Lord will not abandon His people on account of His great name,
[01:26:49.120 --> 01:26:54.120]   because the Lord has been pleased to make you a people for Himself.
[01:26:54.120 --> 01:26:58.120]   Moreover, as for me, far be it from me that I should sin against the Lord
[01:26:58.120 --> 01:27:01.120]   by ceasing to pray for you.
[01:27:01.120 --> 01:27:05.120]   But I will instruct you in the good and right way."
[01:27:05.120 --> 01:27:07.120]   That's amazing, isn't it?
[01:27:07.120 --> 01:27:10.120]   Praise God.
[01:27:10.120 --> 01:27:13.120]   If the story ended with, "Yes, you have sinned," period,
[01:27:13.120 --> 01:27:17.120]   it could have ended just there.
[01:27:17.120 --> 01:27:22.120]   But the heart of our king, it's so good, isn't it?
[01:27:22.120 --> 01:27:25.120]   He says He loves us.
[01:27:25.120 --> 01:27:29.120]   And what's more, on the account of His own great name,
[01:27:29.120 --> 01:27:36.120]   by the account of His own good pleasure, our king's will is perfect.
[01:27:36.120 --> 01:27:39.120]   It's perfect towards us.
[01:27:39.120 --> 01:27:45.120]   Praise God that I am not the Lord, I am not God, and I'm not His counselor.
[01:27:45.120 --> 01:27:46.120]   Because guess what?
[01:27:46.120 --> 01:27:49.120]   If I was His counselor, I would have advised Him differently.
[01:27:49.120 --> 01:27:54.120]   I would have said, "Hey, you know this relationship you have with these people?
[01:27:54.120 --> 01:27:58.120]   How long have you been doing the same thing, expecting different results, huh?
[01:27:58.120 --> 01:28:00.120]   How about you leave?"
[01:28:00.120 --> 01:28:03.120]   I would have counseled Him otherwise.
[01:28:03.120 --> 01:28:05.120]   Why?
[01:28:05.120 --> 01:28:07.120]   He's incurring too much.
[01:28:07.120 --> 01:28:12.120]   But praise the Lord that we have a king who persists with us.
[01:28:12.120 --> 01:28:14.120]   Praise the Lord who provides us everything.
[01:28:14.120 --> 01:28:15.120]   Amen?
[01:28:15.120 --> 01:28:22.120]   Let's pray.
[01:28:22.120 --> 01:28:25.120]   Heavenly Father,
[01:28:25.120 --> 01:28:29.120]   You are the good Father who carried Your people,
[01:28:29.120 --> 01:28:33.120]   and we know that You sustain us now and today.
[01:28:33.120 --> 01:28:37.120]   Lord God, we confess sometimes we have no idea what we're asking for.
[01:28:37.120 --> 01:28:42.120]   Sometimes we think some things are so good and we want it so bad, and we want it now.
[01:28:42.120 --> 01:28:49.120]   Lord, we confess, God, that those are just foolish things we say in our ignorance.
[01:28:49.120 --> 01:28:54.120]   But what we know for certain is, God, that with You there is assurance.
[01:28:54.120 --> 01:28:58.120]   With You there is provision, power, strength, and more.
[01:28:58.120 --> 01:29:01.120]   So, God, we thank You, and we praise You as our king.
[01:29:01.120 --> 01:29:09.120]   Help us to learn what it means to walk our day as those who truly have the king of the universe in our midst,
[01:29:09.120 --> 01:29:13.120]   inside of our hearts, inside of our minds, and by faith that we dwell with You,
[01:29:13.120 --> 01:29:15.120]   so that, God, we will live this life with power.
[01:29:15.120 --> 01:29:18.120]   It's in Christ's name we pray. Amen.
[01:29:18.120 --> 01:29:22.120]   Let's all rise together.
[01:29:22.120 --> 01:29:41.120]   [music]
[01:29:41.120 --> 01:29:52.120]   Created one, the author of salvation,
[01:29:52.120 --> 01:29:58.120]   Who fought the laws of space and time,
[01:29:58.120 --> 01:30:04.120]   And fashioned worlds to His design.
[01:30:04.120 --> 01:30:12.120]   The One who made your host reveal, Hung the stars like chandeliers,
[01:30:12.120 --> 01:30:19.120]   Now burn every grain of sand, Knows the heart of every man.
[01:30:19.120 --> 01:30:30.120]   He is King forever.
[01:30:30.120 --> 01:30:44.120]   [music]
[01:30:44.120 --> 01:30:50.120]   The fortress and our strength,
[01:30:50.120 --> 01:30:57.120]   The rock on which we bend the end,
[01:30:57.120 --> 01:31:03.120]   Is gracious to His majesty.
[01:31:03.120 --> 01:31:09.120]   His power and authority's unshaken.
[01:31:09.120 --> 01:31:13.120]   Unshaken by the sins of man,
[01:31:13.120 --> 01:31:17.120]   Never changing, here I am.
[01:31:17.120 --> 01:31:20.120]   Kingdoms rise and kingdoms fall,
[01:31:20.120 --> 01:31:24.120]   His faithful unit all.
[01:31:24.120 --> 01:31:35.120]   Crown Him King forever.
[01:31:35.120 --> 01:31:50.120]   [music]
[01:31:50.120 --> 01:31:54.120]   Immortal flesh,
[01:31:54.120 --> 01:32:01.120]   Forsaken by a traitor's curse,
[01:32:01.120 --> 01:32:07.120]   The curse of sin and centuries,
[01:32:07.120 --> 01:32:11.120]   Did pierce full, holy Prince of Peace.
[01:32:11.120 --> 01:32:13.120]   Lift it up!
[01:32:13.120 --> 01:32:17.120]   Lift it high, as to the sky,
[01:32:17.120 --> 01:32:21.120]   Crucified, the Son of Man,
[01:32:21.120 --> 01:32:24.120]   Buried by the sons of man,
[01:32:24.120 --> 01:32:28.120]   Rescued by the Mother's hand,
[01:32:28.120 --> 01:32:31.120]   To reign as King forever.
[01:32:31.120 --> 01:32:35.120]   Reign as King forever.
[01:32:35.120 --> 01:32:43.120]   Reign as King forevermore.
[01:32:43.120 --> 01:32:48.120]   Eternal God of grace,
[01:32:48.120 --> 01:32:55.120]   We crown You with the highest praise.
[01:32:55.120 --> 01:33:01.120]   Sharks and saints adore,
[01:33:01.120 --> 01:33:04.120]   Your holy, holy, holy,
[01:33:04.120 --> 01:33:07.120]   One joy, one joy,
[01:33:07.120 --> 01:33:11.120]   One joy everlasting,
[01:33:11.120 --> 01:33:14.120]   All is love and good beside.
[01:33:14.120 --> 01:33:18.120]   Justice rolls and praises rise,
[01:33:18.120 --> 01:33:21.120]   At the Name of Jesus Christ.
[01:33:21.120 --> 01:33:32.120]   King of Kings forever.
[01:33:32.120 --> 01:33:34.120]   Gracias.
[01:33:34.120 --> 01:33:47.120]   King of Kings forever.
[01:33:47.120 --> 01:34:03.120]   [music]
[01:34:03.120 --> 01:34:05.120]   Now let's pray together.
[01:34:05.120 --> 01:34:07.120]   Our God, thank You.
[01:34:07.120 --> 01:34:09.120]   This morning we are reminded
[01:34:09.120 --> 01:34:11.120]   that our citizenship is with You,
[01:34:11.120 --> 01:34:13.120]   underneath Your great reign.
[01:34:13.120 --> 01:34:15.120]   Lord, it is our prayer that You would help us
[01:34:15.120 --> 01:34:18.120]   walk each day that is different.
[01:34:18.120 --> 01:34:20.120]   Help us walk differently from the world,
[01:34:20.120 --> 01:34:22.120]   for we have such hope
[01:34:22.120 --> 01:34:24.120]   in the eternity that You provide,
[01:34:24.120 --> 01:34:26.120]   under Your grace and mercies.
[01:34:26.120 --> 01:34:30.120]   And so I ask God that in the way that we live each day,
[01:34:30.120 --> 01:34:32.120]   from down to each worry,
[01:34:32.120 --> 01:34:35.120]   down to each issue or problems we face,
[01:34:35.120 --> 01:34:38.120]   God, we know that we walk with the King.
[01:34:38.120 --> 01:34:41.120]   And so now, may the love of God the Father,
[01:34:41.120 --> 01:34:44.120]   the everlasting grace of Christ our Savior,
[01:34:44.120 --> 01:34:46.120]   and the fellowship of the Holy Spirit
[01:34:46.120 --> 01:34:49.120]   be with you now and forever. Amen.
[01:34:49.120 --> 01:34:54.120]   God sent His Son,
[01:34:54.120 --> 01:34:59.120]   they called Him Jesus.
[01:34:59.120 --> 01:35:04.120]   He came to do love,
[01:35:04.120 --> 01:35:09.120]   heal and forgive.
[01:35:09.120 --> 01:35:14.120]   He lived and died
[01:35:14.120 --> 01:35:19.120]   to buy my pardon.
[01:35:19.120 --> 01:35:24.120]   An empty grave is there to
[01:35:24.120 --> 01:35:30.120]   prove my Savior lives.
[01:35:30.120 --> 01:35:35.120]   Because He lives,
[01:35:35.120 --> 01:35:40.120]   I can face tomorrow.
[01:35:40.120 --> 01:35:45.120]   Because He lives,
[01:35:45.120 --> 01:35:50.120]   all fear is gone.
[01:35:50.120 --> 01:35:55.120]   Because I know
[01:35:55.120 --> 01:36:00.120]   He holds the future
[01:36:00.120 --> 01:36:04.120]   and life is worth the living
[01:36:04.120 --> 01:36:09.120]   just because He lives.
[01:36:09.120 --> 01:36:15.120]   Spoke Your name into the night,
[01:36:15.120 --> 01:36:21.120]   and through the darkness, Your loving kindness
[01:36:21.120 --> 01:36:28.120]   saw through the shadows of my soul.
[01:36:28.120 --> 01:36:35.120]   The work is finished, the end is written.

