
[00:00:00.000 --> 00:00:02.760]   (audio cuts out)
[00:57:43.200 --> 00:57:45.120]   Because you live here.
[00:57:45.120 --> 00:57:48.000]   Because you have the privilege.
[00:57:48.000 --> 00:57:49.640]   So exercise your privilege.
[00:57:49.640 --> 00:57:52.160]   Thank God we don't live in a country
[00:57:52.160 --> 00:57:53.800]   where the government says, be quiet,
[00:57:53.800 --> 00:57:56.000]   we're gonna do what we do, you can't say anything.
[00:57:56.000 --> 00:57:59.760]   But we live in a country where actually the opinion,
[00:57:59.760 --> 00:58:03.160]   vote, and the perspective of the people matter a lot.
[00:58:03.160 --> 00:58:05.720]   One person asked me,
[00:58:05.720 --> 00:58:08.200]   oh no, but there's separation of church and state,
[00:58:08.200 --> 00:58:11.160]   and you can never cross boundaries and stuff.
[00:58:11.160 --> 00:58:13.360]   And it's like, that's foolish.
[00:58:13.360 --> 00:58:14.960]   Because to tell you honestly,
[00:58:14.960 --> 00:58:16.880]   the vast majority of the laws
[00:58:16.880 --> 00:58:21.040]   are laws that are simply, in my mind,
[00:58:21.040 --> 00:58:23.160]   dependent upon what's enforceable.
[00:58:25.440 --> 00:58:28.440]   Every law is moral, every law is ethical,
[00:58:28.440 --> 00:58:31.360]   and one of the major factors as to why it exists
[00:58:31.360 --> 00:58:32.840]   or doesn't exist is the question of,
[00:58:32.840 --> 00:58:34.160]   is it enforceable or not?
[00:58:34.160 --> 00:58:37.880]   So in either case, so that's one side.
[00:58:37.880 --> 00:58:40.720]   But the other side is, the Bible taught us
[00:58:40.720 --> 00:58:42.820]   we don't wage war against flesh and blood.
[00:58:42.820 --> 00:58:46.920]   Our battle is spiritual.
[00:58:46.920 --> 00:58:51.920]   Our battle is truly a battle of eternal trajectory.
[00:58:51.920 --> 00:58:54.520]   There's a battle for the glory of the Lord.
[00:58:55.400 --> 00:58:59.800]   And so we have to keep those two things in balance.
[00:58:59.800 --> 00:59:01.200]   Where I don't think that,
[00:59:01.200 --> 00:59:05.040]   do I think that you should give up your careers
[00:59:05.040 --> 00:59:06.080]   and go fight this battle
[00:59:06.080 --> 00:59:08.520]   just on the grounds of homosexuality?
[00:59:08.520 --> 00:59:10.720]   No, I think you're wasting your life.
[00:59:10.720 --> 00:59:13.220]   Because again, our battle is spiritual.
[00:59:13.220 --> 00:59:15.880]   That's a brief summary, I think, of what I would say.
[00:59:15.880 --> 00:59:19.880]   But obviously there's so much more to be said about it.
[00:59:19.880 --> 00:59:22.160]   But in line with that,
[00:59:23.840 --> 00:59:25.600]   actually what does matter is I've been reading
[00:59:25.600 --> 00:59:30.120]   a lot of articles about that subject to Christians.
[00:59:30.120 --> 00:59:32.920]   Where some people have written articles and said,
[00:59:32.920 --> 00:59:33.760]   hey Christians,
[00:59:33.760 --> 00:59:37.760]   the world's gonna do what it's gonna do,
[00:59:37.760 --> 00:59:40.520]   but how come you're celebrating this?
[00:59:40.520 --> 00:59:43.200]   Right?
[00:59:43.200 --> 00:59:45.080]   I think that's a legitimate question.
[00:59:45.080 --> 00:59:47.720]   A letter addressing the Christians,
[00:59:47.720 --> 00:59:50.240]   like how come you don't have an opinion?
[00:59:50.240 --> 00:59:51.480]   How come you haven't thought about it?
[00:59:51.480 --> 00:59:52.620]   How come you don't care about it?
[00:59:52.620 --> 00:59:55.360]   Or how come you are on their side?
[00:59:55.360 --> 00:59:56.360]   Right?
[00:59:56.360 --> 00:59:57.800]   'Cause that's kind of the gist
[00:59:57.800 --> 01:00:00.080]   of what this passage is saying, huh?
[01:00:00.080 --> 01:00:02.480]   It's like, now,
[01:00:02.480 --> 01:00:06.640]   Apostle Paul obviously has taught this church before
[01:00:06.640 --> 01:00:09.600]   and said, you need to be pure.
[01:00:09.600 --> 01:00:12.920]   Your church needs to be holy, you know?
[01:00:12.920 --> 01:00:16.360]   And he has said, don't associate with these pagan people
[01:00:16.360 --> 01:00:19.800]   who drink all the time, who celebrate in pagan ways,
[01:00:19.800 --> 01:00:22.560]   who swindle people, who are covetous
[01:00:22.560 --> 01:00:25.240]   and are adoratrous and all that kind of stuff.
[01:00:25.240 --> 01:00:27.680]   And then he says, let me clarify your responsibility.
[01:00:27.680 --> 01:00:30.360]   So that's the way I titled section four.
[01:00:30.360 --> 01:00:33.340]   Let me clarify your responsibility, okay?
[01:00:33.340 --> 01:00:37.960]   He says, you're responsible for your church.
[01:00:37.960 --> 01:00:41.620]   You're responsible for your brothers and sisters, right?
[01:00:41.620 --> 01:00:46.280]   So there's a sense in which I ask you this question
[01:00:46.280 --> 01:00:48.320]   in the section four, like,
[01:00:48.320 --> 01:00:50.200]   what does he mean by I don't associate
[01:00:50.200 --> 01:00:52.000]   and what's the overall command here?
[01:00:53.000 --> 01:00:55.240]   How would you summarize his overall command?
[01:00:55.240 --> 01:01:12.800]   How about,
[01:01:12.800 --> 01:01:16.640]   I'm gonna call on
[01:01:16.640 --> 01:01:20.920]   Hannah Michelle.
[01:01:21.920 --> 01:01:24.580]   (Hannah laughs)
[01:01:24.580 --> 01:01:32.960]   Okay, don't associate with the so-called brother
[01:01:32.960 --> 01:01:34.280]   who is an immoral person.
[01:01:34.280 --> 01:01:37.640]   Think about that for a moment, okay?
[01:01:37.640 --> 01:01:42.960]   This is truly a challenge.
[01:01:42.960 --> 01:01:45.080]   You know, I'm gonna admit to you guys,
[01:01:45.080 --> 01:01:47.160]   I am not a confrontational person.
[01:01:48.520 --> 01:01:52.200]   I always lean on the side of being patient with people,
[01:01:52.200 --> 01:01:54.520]   giving them time to come around,
[01:01:54.520 --> 01:01:57.740]   understanding their situation, and that's all necessary.
[01:01:57.740 --> 01:02:01.360]   But Apostle Paul is so concerned
[01:02:01.360 --> 01:02:05.380]   with the righteousness and holiness of the church.
[01:02:05.380 --> 01:02:08.200]   He says, if there's an individual
[01:02:08.200 --> 01:02:09.440]   who calls on the name of the Lord
[01:02:09.440 --> 01:02:11.800]   and considers themselves Christian,
[01:02:11.800 --> 01:02:14.280]   then what is he saying?
[01:02:15.360 --> 01:02:18.720]   You need to go to the extent of not associating with them.
[01:02:18.720 --> 01:02:24.760]   Like, whoa, is that not a kind of like a wake-up call for us?
[01:02:24.760 --> 01:02:26.160]   For me, it is.
[01:02:26.160 --> 01:02:30.000]   He says, if a brother, so-called brother,
[01:02:30.000 --> 01:02:32.040]   is sexually immoral, greedy, idolatrous,
[01:02:32.040 --> 01:02:34.920]   slanderous, drunkard, or swindler,
[01:02:34.920 --> 01:02:37.760]   he says, don't associate with that person.
[01:02:37.760 --> 01:02:40.720]   And you guys understand what don't associate
[01:02:40.720 --> 01:02:41.680]   with that person means.
[01:02:41.680 --> 01:02:43.720]   It's like, don't have regular fellowship,
[01:02:43.720 --> 01:02:45.280]   don't just shoot the breeze with that person,
[01:02:45.280 --> 01:02:47.520]   don't have social just like, oh, let's have fun together,
[01:02:47.520 --> 01:02:48.880]   that kind of stuff, right?
[01:02:48.880 --> 01:02:52.200]   But at the tail end of it,
[01:02:52.200 --> 01:02:56.640]   he would even give an extent over in verse 11.
[01:02:56.640 --> 01:02:59.120]   Don't even eat with such a one.
[01:02:59.120 --> 01:03:02.980]   Don't even sit down and do what is so common,
[01:03:02.980 --> 01:03:06.700]   you do three times a day, eat, right?
[01:03:06.700 --> 01:03:11.400]   And so, this is the part where I do wanna talk
[01:03:11.400 --> 01:03:12.880]   a little bit about church discipline,
[01:03:12.880 --> 01:03:15.480]   because this is actually one of the longest segments
[01:03:15.480 --> 01:03:18.160]   in the Bible about church discipline.
[01:03:18.160 --> 01:03:21.400]   Casting someone out, removing them from your fellowship,
[01:03:21.400 --> 01:03:24.000]   okay, this is a passage that has so many implications
[01:03:24.000 --> 01:03:25.800]   about how we practice church.
[01:03:25.800 --> 01:03:28.680]   In order for us to say, hey, leave us,
[01:03:28.680 --> 01:03:30.880]   there has to be a us, and that's part of the reason
[01:03:30.880 --> 01:03:32.800]   why we practice membership, right?
[01:03:32.800 --> 01:03:34.840]   And the way we practice membership,
[01:03:34.840 --> 01:03:36.760]   we have committed here at Berean
[01:03:36.760 --> 01:03:39.200]   that we will do everything that the Lord commands
[01:03:39.200 --> 01:03:42.360]   to the extent that we will cast out somebody
[01:03:42.360 --> 01:03:45.940]   and go all the way to the point of excommunication, right?
[01:03:45.940 --> 01:03:51.760]   Well, in this, he says, what that looks like is,
[01:03:51.760 --> 01:03:53.360]   if you come to a point where you have
[01:03:53.360 --> 01:03:56.800]   to excommunicate somebody, don't even eat with such a one.
[01:03:56.800 --> 01:03:59.640]   There was a time in our church history
[01:03:59.640 --> 01:04:02.720]   where we had to go through this entire process,
[01:04:02.720 --> 01:04:04.680]   for those of you who are new at our church,
[01:04:04.680 --> 01:04:07.600]   we have done this process at our church, you know?
[01:04:07.600 --> 01:04:11.160]   And we had to encourage the church to be strong in this,
[01:04:11.160 --> 01:04:12.640]   to have the right perspective in this,
[01:04:12.640 --> 01:04:15.360]   to have a redemptive, corrective,
[01:04:15.360 --> 01:04:19.400]   transformative agenda with this.
[01:04:19.400 --> 01:04:21.480]   But we also had to challenge people,
[01:04:21.480 --> 01:04:23.400]   but don't take this lightly either.
[01:04:23.400 --> 01:04:26.640]   Don't be like, oh, yeah, the church excommunicated you,
[01:04:26.640 --> 01:04:29.560]   but do you wanna watch a movie on Thursday?
[01:04:29.560 --> 01:04:31.320]   You can't do that.
[01:04:31.320 --> 01:04:32.160]   Why?
[01:04:32.160 --> 01:04:34.840]   Let me read you a passage here in 2 Thessalonians,
[01:04:34.840 --> 01:04:36.800]   chapter three, verse 15.
[01:04:36.800 --> 01:04:38.960]   We hear that some among you are idle.
[01:04:38.960 --> 01:04:40.800]   There are people who are not working,
[01:04:40.800 --> 01:04:43.400]   who are just bumming it.
[01:04:43.400 --> 01:04:45.200]   They are not busy, they are busybodies.
[01:04:45.200 --> 01:04:47.800]   Such people we command and urge in the Lord Jesus Christ
[01:04:47.800 --> 01:04:50.680]   to settle down and earn the bread they eat.
[01:04:50.680 --> 01:04:53.740]   And as for you, brothers, never tire of doing what is right.
[01:04:53.740 --> 01:04:56.920]   If anyone does not obey our instruction in this letter,
[01:04:56.920 --> 01:04:58.580]   take special note of him.
[01:04:58.580 --> 01:05:03.040]   Do not associate with him in order that he may feel ashamed.
[01:05:03.040 --> 01:05:07.780]   Okay, so he says here,
[01:05:09.080 --> 01:05:12.480]   do this practice of not associating with that individual
[01:05:12.480 --> 01:05:15.200]   so that he might feel ashamed.
[01:05:15.200 --> 01:05:18.160]   He has to feel things are not right.
[01:05:18.160 --> 01:05:22.080]   He has to recognize I am not right with God
[01:05:22.080 --> 01:05:24.280]   and I'm not right with God's people.
[01:05:24.280 --> 01:05:25.680]   Does that make sense?
[01:05:25.680 --> 01:05:29.200]   But if a church says, hey, church, congregation,
[01:05:29.200 --> 01:05:31.000]   membership, we're gonna get together,
[01:05:31.000 --> 01:05:32.960]   we've prayed about this, we've talked to the individual,
[01:05:32.960 --> 01:05:34.440]   we've gone through the process,
[01:05:34.440 --> 01:05:36.440]   we're excommunicating this individual,
[01:05:36.440 --> 01:05:37.680]   and members of the church are like,
[01:05:37.680 --> 01:05:39.080]   yeah, that's what the leaders are saying,
[01:05:39.080 --> 01:05:41.760]   but he's my friend and I'm gonna go hang out with him.
[01:05:41.760 --> 01:05:43.620]   We're gonna go play golf.
[01:05:43.620 --> 01:05:44.880]   We're gonna go bowling.
[01:05:44.880 --> 01:05:49.480]   You can't do that because what you're saying is
[01:05:49.480 --> 01:05:52.020]   the spiritual reality that does not matter.
[01:05:52.020 --> 01:05:55.920]   That's what you're saying.
[01:05:55.920 --> 01:05:58.720]   So again, I don't wanna belabor this point
[01:05:58.720 --> 01:06:00.820]   because we're not in the process right now,
[01:06:00.820 --> 01:06:03.120]   but the whole idea is,
[01:06:03.120 --> 01:06:06.840]   in thinking about the weight of sin
[01:06:06.840 --> 01:06:09.480]   and all that we've, oh, I just realized
[01:06:09.480 --> 01:06:11.560]   I've gone really long, all right.
[01:06:11.560 --> 01:06:15.400]   In thinking about this whole idea,
[01:06:15.400 --> 01:06:18.720]   you just realize the weight behind it, right?
[01:06:18.720 --> 01:06:21.000]   To call every single member in the church
[01:06:21.000 --> 01:06:23.860]   to adhere to this, to call every single member
[01:06:23.860 --> 01:06:25.880]   in this church to be careful in how you interact
[01:06:25.880 --> 01:06:29.440]   with that person, you just realize the weight of sin, right?
[01:06:29.440 --> 01:06:32.320]   The other passage that we have to read
[01:06:32.320 --> 01:06:35.800]   because it's so important to us is this in Matthew 18.
[01:06:35.800 --> 01:06:37.440]   If your brother sins against you,
[01:06:37.440 --> 01:06:41.520]   go and show him his fault just between the two of you.
[01:06:41.520 --> 01:06:42.740]   And so there is that principle.
[01:06:42.740 --> 01:06:45.320]   You always wanna keep it as small as possible.
[01:06:45.320 --> 01:06:46.160]   Why?
[01:06:46.160 --> 01:06:48.980]   Because if the person repents, you've won him over.
[01:06:48.980 --> 01:06:50.280]   You don't need to go tell everybody.
[01:06:50.280 --> 01:06:52.680]   You don't need to go overly shame the guy
[01:06:52.680 --> 01:06:54.160]   when he's repentant.
[01:06:54.160 --> 01:06:57.020]   So keep it in the smallest possible, just the two of you.
[01:06:57.020 --> 01:06:59.080]   If he listens, you have won your brother.
[01:06:59.080 --> 01:07:04.360]   But if he will not listen, take one or two others along
[01:07:04.360 --> 01:07:06.280]   so that every matter may be established
[01:07:06.280 --> 01:07:08.560]   by testimony of two or three witnesses.
[01:07:08.560 --> 01:07:11.600]   If he refuses to listen to them, tell it to the church.
[01:07:11.600 --> 01:07:13.560]   And if he refuses to listen to each,
[01:07:13.560 --> 01:07:15.520]   even to the church, treat him as you would
[01:07:15.520 --> 01:07:17.640]   a pagan or a tax collector.
[01:07:17.640 --> 01:07:19.640]   I tell you the truth, whatever you bind on earth
[01:07:19.640 --> 01:07:21.880]   will be bound in heaven, and whatever you loose on earth
[01:07:21.880 --> 01:07:23.340]   will be loosed in heaven.
[01:07:23.340 --> 01:07:25.720]   Again, I tell you that if two of you on earth
[01:07:25.720 --> 01:07:27.960]   agree about anything you ask for,
[01:07:27.960 --> 01:07:30.560]   it will be done for you by my Father in heaven.
[01:07:30.560 --> 01:07:33.400]   For where two or three come together in my name,
[01:07:33.400 --> 01:07:36.080]   there am I with them.
[01:07:36.080 --> 01:07:37.360]   Okay?
[01:07:37.360 --> 01:07:42.360]   So, in this passage, we just think about,
[01:07:42.360 --> 01:07:45.920]   in talking about like, what needs to take place
[01:07:45.920 --> 01:07:49.840]   in the church, I wanna say something to you guys
[01:07:49.840 --> 01:07:51.320]   as an important application.
[01:07:51.320 --> 01:07:57.320]   Sin is just as bad now as it was in the days of Moses.
[01:07:57.320 --> 01:08:02.200]   Think about that, okay?
[01:08:02.200 --> 01:08:05.720]   I read to you guys passages where someone sinned,
[01:08:05.720 --> 01:08:08.600]   and because of their sin, they were stoned
[01:08:08.600 --> 01:08:12.520]   outside the camp by people's, essentially, hands.
[01:08:12.520 --> 01:08:16.440]   People picked up stones and they actually partook
[01:08:16.440 --> 01:08:18.640]   in the judgment of that sin.
[01:08:18.640 --> 01:08:21.520]   The execution of the punishment for that sin.
[01:08:21.520 --> 01:08:26.880]   But you realize, just because we're in the New Testament,
[01:08:26.880 --> 01:08:29.700]   it has not diminished the severity of sin.
[01:08:29.700 --> 01:08:32.620]   Because, literally, Apostle Paul is quoting
[01:08:32.620 --> 01:08:34.300]   Old Testament scripture and saying,
[01:08:34.300 --> 01:08:37.440]   remove the wicked man from yourselves.
[01:08:37.440 --> 01:08:39.520]   And so, if you go with me in your Bibles
[01:08:39.520 --> 01:08:40.960]   to, let's say, Deuteronomy chapter,
[01:08:40.960 --> 01:08:42.880]   just let's do a quick run through
[01:08:42.880 --> 01:08:44.860]   of some of these passages.
[01:08:44.860 --> 01:08:46.500]   I'm gonna wrap up here with this.
[01:08:46.500 --> 01:08:50.660]   If you look at Deuteronomy 17, verse seven,
[01:08:50.660 --> 01:08:53.800]   he talks about this.
[01:08:53.800 --> 01:08:57.720]   Verse six, actually, he says, well, I'll start from
[01:08:59.500 --> 01:09:00.340]   those first five.
[01:09:00.340 --> 01:09:03.080]   "Then you shall bring out that man or that woman
[01:09:03.080 --> 01:09:05.200]   "who has done this evil deed to your gates,
[01:09:05.200 --> 01:09:06.700]   "that is, the man or the woman,
[01:09:06.700 --> 01:09:09.100]   "and you shall stone them to death.
[01:09:09.100 --> 01:09:11.540]   "On the evidence of two witnesses or three witnesses,
[01:09:11.540 --> 01:09:13.560]   "he who is to die shall be put to death.
[01:09:13.560 --> 01:09:15.520]   "He shall not be put to death on the evidence
[01:09:15.520 --> 01:09:16.620]   "of one witness.
[01:09:16.620 --> 01:09:18.860]   "The hand of the witness shall be first against him
[01:09:18.860 --> 01:09:22.100]   "to put him to death, and afterward, the hand of who?
[01:09:22.100 --> 01:09:23.020]   "All the people.
[01:09:23.020 --> 01:09:24.060]   "So you shall," what?
[01:09:24.060 --> 01:09:27.860]   "Purge the evil from your midst."
[01:09:27.860 --> 01:09:29.860]   That's repeated in the next verses.
[01:09:29.860 --> 01:09:32.460]   I'm gonna, let's go over to chapter 21, verse 21.
[01:09:32.460 --> 01:09:42.280]   And it says here, I'm gonna start reading from verse 20.
[01:09:42.280 --> 01:09:44.000]   "They shall say to the elders of the city,
[01:09:44.000 --> 01:09:46.840]   "this son of ours is stubborn and rebellious.
[01:09:46.840 --> 01:09:47.820]   "He will not obey us.
[01:09:47.820 --> 01:09:49.540]   "He is a glutton and a drunkard.
[01:09:49.540 --> 01:09:52.200]   "Then all the men of his city shall stone him to death,
[01:09:52.200 --> 01:09:54.760]   "so that you shall remove the evil from your midst,
[01:09:54.760 --> 01:09:58.920]   "and all Israel will hear it and fear."
[01:09:58.920 --> 01:10:02.100]   And fear, okay?
[01:10:02.100 --> 01:10:08.240]   There is a sense in which, at our church,
[01:10:08.240 --> 01:10:10.980]   in any Christian church, we shouldn't create
[01:10:10.980 --> 01:10:14.060]   an environment where people are afraid
[01:10:14.060 --> 01:10:18.220]   to be open and vulnerable, to be real and honest, right?
[01:10:18.220 --> 01:10:21.900]   But also, we shouldn't create an environment
[01:10:21.900 --> 01:10:24.200]   where people are not afraid to sin.
[01:10:24.620 --> 01:10:27.940]   Right?
[01:10:27.940 --> 01:10:29.860]   We should not create an environment when people,
[01:10:29.860 --> 01:10:32.300]   if they sin, they're too afraid to come out with it
[01:10:32.300 --> 01:10:34.400]   because you're just gonna destroy them
[01:10:34.400 --> 01:10:37.400]   and plaster them on the wall with rebuke and embarrassment.
[01:10:37.400 --> 01:10:42.420]   But neither should you create a community
[01:10:42.420 --> 01:10:45.420]   where it's so lax, they're not afraid to sin anymore.
[01:10:45.420 --> 01:10:50.340]   And so anybody who comes into our church,
[01:10:50.340 --> 01:10:52.500]   if they are dedicated to their sin,
[01:10:52.500 --> 01:10:54.800]   they should not feel okay being at our church.
[01:10:54.800 --> 01:10:59.280]   We should care so much about their well-being
[01:10:59.280 --> 01:11:01.320]   that they should realize it's just not okay.
[01:11:01.320 --> 01:11:03.400]   I don't feel comfortable with these people
[01:11:03.400 --> 01:11:06.040]   if they're committed to their sin.
[01:11:06.040 --> 01:11:08.480]   But if they're committed to change,
[01:11:08.480 --> 01:11:10.080]   if they're committed to transform,
[01:11:10.080 --> 01:11:12.240]   if they're committed to be sanctified,
[01:11:12.240 --> 01:11:14.240]   then they should feel absolutely,
[01:11:14.240 --> 01:11:16.760]   like perfectly fitting into this community.
[01:11:16.760 --> 01:11:18.500]   Does that make sense?
[01:11:18.500 --> 01:11:21.120]   So today we're thinking about this topic,
[01:11:21.120 --> 01:11:23.800]   Apostle Paul is addressing a scenario
[01:11:23.800 --> 01:11:25.200]   where there was sin in the church
[01:11:25.200 --> 01:11:29.020]   and the sin was heinous and he was upset.
[01:11:29.020 --> 01:11:31.160]   But he was also livid about the way
[01:11:31.160 --> 01:11:33.840]   that people were so insensitive,
[01:11:33.840 --> 01:11:35.200]   they did nothing about it.
[01:11:35.200 --> 01:11:38.800]   It's a challenge for us that we care enough
[01:11:38.800 --> 01:11:41.300]   about the standard of God and God's holiness
[01:11:41.300 --> 01:11:43.760]   that regardless of the way we make people feel,
[01:11:43.760 --> 01:11:45.800]   God's standard might be upheld.
[01:11:45.800 --> 01:11:49.460]   What's more, we should love the brother so much,
[01:11:49.460 --> 01:11:51.440]   we should mourn with him in his sin.
[01:11:51.440 --> 01:11:53.620]   This is our sin, this is our pain.
[01:11:53.620 --> 01:11:56.520]   Any questions about this passage
[01:11:56.520 --> 01:11:58.640]   or the process of discipline and stuff?
[01:11:58.640 --> 01:11:59.480]   Yes.
[01:11:59.480 --> 01:12:00.840]   - I have one.
[01:12:00.840 --> 01:12:03.240]   So when you pick a church discipline,
[01:12:03.240 --> 01:12:07.080]   it's clear what happens with somebody who's a member.
[01:12:07.080 --> 01:12:09.400]   What happens hypothetically with somebody
[01:12:09.400 --> 01:12:11.600]   who is involved in the church
[01:12:11.600 --> 01:12:14.120]   but doesn't go through the membership process yet
[01:12:14.120 --> 01:12:16.800]   and then they leave because somebody
[01:12:16.800 --> 01:12:18.880]   confronts them about a sin?
[01:12:18.880 --> 01:12:19.720]   - Yeah.
[01:12:19.720 --> 01:12:23.680]   - So in your perspective, is that still
[01:12:23.680 --> 01:12:25.500]   more or less the same situation
[01:12:25.500 --> 01:12:27.000]   in terms of like there's such a person
[01:12:27.000 --> 01:12:28.240]   who do not even eat?
[01:12:28.240 --> 01:12:29.080]   - Right.
[01:12:29.080 --> 01:12:31.920]   - So he professes to be a Christian,
[01:12:31.920 --> 01:12:34.040]   they just didn't go through the membership process.
[01:12:34.040 --> 01:12:34.880]   - Yeah.
[01:12:34.880 --> 01:12:37.960]   So two parts.
[01:12:37.960 --> 01:12:42.320]   One, because if that person is coming into the church
[01:12:42.320 --> 01:12:45.040]   as a visitor or someone who's a regular attender
[01:12:45.040 --> 01:12:47.980]   and says that they're a Christian,
[01:12:47.980 --> 01:12:50.040]   there's still our responsibility.
[01:12:50.040 --> 01:12:52.980]   So we should still go and address the individual.
[01:12:52.980 --> 01:12:55.280]   And maybe even go to the extent of saying,
[01:12:55.280 --> 01:12:57.600]   I don't know if you are a Christian,
[01:12:57.600 --> 01:12:59.320]   and help that person think through it.
[01:12:59.320 --> 01:13:02.520]   And let's say they just bounce to another church.
[01:13:02.520 --> 01:13:04.080]   Our elders have talked about this and said,
[01:13:04.080 --> 01:13:06.960]   you know it's our responsibility to contact that church
[01:13:06.960 --> 01:13:07.940]   if we find out.
[01:13:07.940 --> 01:13:11.680]   And so we have to tread carefully
[01:13:11.680 --> 01:13:16.040]   because when you talk about people and stuff like that,
[01:13:16.040 --> 01:13:18.100]   it's always kind of touchy, you know?
[01:13:18.100 --> 01:13:19.460]   So we're trying our best to again,
[01:13:19.460 --> 01:13:22.500]   to keep that principle of people who kind of need to know
[01:13:22.500 --> 01:13:24.500]   and should know and care enough to know.
[01:13:24.500 --> 01:13:27.260]   And then, but typically then it's the leaders
[01:13:27.260 --> 01:13:29.180]   of the next church that they've gone to.
[01:13:29.180 --> 01:13:31.020]   And continue just to follow up on that person
[01:13:31.020 --> 01:13:32.560]   if at all possible.
[01:13:32.560 --> 01:13:34.860]   So, but obviously we can't like practice
[01:13:34.860 --> 01:13:36.540]   that kind of excommunication.
[01:13:36.540 --> 01:13:39.860]   If the sin itself happened to be so detrimental
[01:13:39.860 --> 01:13:42.660]   that we felt like, so case by case,
[01:13:42.660 --> 01:13:45.100]   we felt like we had to address that to the church,
[01:13:45.100 --> 01:13:47.500]   then we would, yeah.
[01:13:47.500 --> 01:13:49.580]   So, yeah.
[01:13:49.580 --> 01:13:52.380]   Other questions or?
[01:13:52.380 --> 01:13:53.220]   - I have a quick question. - Yeah.
[01:13:53.220 --> 01:13:55.500]   - You know how like there's a whole positive church
[01:13:55.500 --> 01:13:58.780]   discipline for someone who like after meeting up with them,
[01:13:58.780 --> 01:14:01.820]   like they still don't turn away from the person
[01:14:01.820 --> 01:14:02.660]   that you're still living with,
[01:14:02.660 --> 01:14:04.220]   but they don't see a problem in it.
[01:14:04.220 --> 01:14:07.260]   And you're saying to like not even associate, right?
[01:14:07.260 --> 01:14:08.100]   - Yeah.
[01:14:08.100 --> 01:14:10.060]   - Through like not hanging out with them at all.
[01:14:10.060 --> 01:14:13.260]   And the purpose of that is so that they can,
[01:14:13.260 --> 01:14:15.180]   they'll be ashamed and so that ultimately
[01:14:15.180 --> 01:14:17.980]   maybe that will be restored, right?
[01:14:17.980 --> 01:14:22.500]   But, so are you, I guess in that situation,
[01:14:22.500 --> 01:14:24.100]   are you saying like to kind of just leave them alone
[01:14:24.100 --> 01:14:26.220]   so they kind of deal with it themselves,
[01:14:26.220 --> 01:14:27.700]   that you're not allowed to like support them
[01:14:27.700 --> 01:14:31.220]   or give them like, I don't know,
[01:14:31.220 --> 01:14:33.020]   just like pray for them or?
[01:14:33.020 --> 01:14:33.980]   - Oh, okay.
[01:14:33.980 --> 01:14:36.980]   So his question is like, so let's say he's gone
[01:14:36.980 --> 01:14:39.100]   through the whole process of church discipline.
[01:14:39.100 --> 01:14:40.700]   What does that leave him alone look like?
[01:14:40.700 --> 01:14:42.660]   Does that mean just like literally just leave him alone
[01:14:42.660 --> 01:14:44.100]   and hope that he comes around?
[01:14:44.100 --> 01:14:51.340]   So the whole idea of that individual being excommunicated
[01:14:51.340 --> 01:14:54.580]   is that he cannot partake in the life
[01:14:54.580 --> 01:14:56.020]   of the church anymore.
[01:14:56.020 --> 01:14:58.500]   So that person can't just come into service.
[01:14:58.500 --> 01:15:00.800]   That person can't just come into Bible study.
[01:15:00.800 --> 01:15:03.340]   And when we have church fellowship and stuff like that,
[01:15:03.340 --> 01:15:05.820]   that person is not just, hey, come on in,
[01:15:05.820 --> 01:15:07.620]   we're gonna have dinner together, right?
[01:15:07.620 --> 01:15:11.980]   So what's kind of expected of the church members
[01:15:11.980 --> 01:15:14.300]   is that if they have contact with that person,
[01:15:14.300 --> 01:15:16.720]   since the goal is redemptive,
[01:15:16.720 --> 01:15:21.540]   that the church member then continues to try to instruct
[01:15:21.540 --> 01:15:22.900]   and win that person over.
[01:15:22.900 --> 01:15:27.900]   I'm pleading with you, man, just humble yourself and repent.
[01:15:27.900 --> 01:15:30.820]   Like, I don't know why you're being so defensive, you know?
[01:15:30.820 --> 01:15:32.980]   And just talk with the individual, plead with them.
[01:15:32.980 --> 01:15:35.220]   Like, I'm not sure if you feel it,
[01:15:35.220 --> 01:15:37.420]   but you're hardening yourself and, you know,
[01:15:37.420 --> 01:15:40.500]   look at all the consequences and stuff like that, you know?
[01:15:40.500 --> 01:15:42.220]   So, yeah.
[01:15:42.220 --> 01:15:43.060]   Yes.
[01:15:43.060 --> 01:15:45.260]   Sure.
[01:15:45.260 --> 01:15:55.500]   Yeah.
[01:15:55.500 --> 01:16:06.060]   Yeah.
[01:16:06.060 --> 01:16:06.900]   Yeah.
[01:16:06.900 --> 01:16:21.900]   All right, okay.
[01:16:21.900 --> 01:16:24.460]   All righty, then I hope you guys
[01:16:24.460 --> 01:16:25.940]   have a good discussion time.
[01:16:25.940 --> 01:16:28.620]   I just try to think of some questions here about,
[01:16:28.620 --> 01:16:31.760]   you know, was there anything that was convicting and stuff?
[01:16:31.760 --> 01:16:34.780]   Just to kind of explain one of the questions,
[01:16:34.780 --> 01:16:36.980]   I kind of phrased funny.
[01:16:36.980 --> 01:16:38.580]   It's the, when do you warn a brother
[01:16:38.580 --> 01:16:40.140]   or reason with him as a parent
[01:16:40.140 --> 01:16:43.300]   or treat as a pagan or tax collector?
[01:16:43.300 --> 01:16:47.540]   So, what's really interesting, obviously, is like,
[01:16:47.540 --> 01:16:54.960]   like, yes, it does matter at what process
