
[00:00:00.000 --> 00:00:03.200]   [ Silence ]
[00:55:38.060 --> 00:55:41.020]   Like there's doctrines, there's like, you know, movements coming,
[00:55:41.020 --> 00:55:45.340]   but what erodes the church the most is not,
[00:55:45.340 --> 00:55:49.260]   is not the fighting. It's not like that, that like we're coming in,
[00:55:49.260 --> 00:55:51.060]   it's King James only. And you know,
[00:55:51.060 --> 00:55:54.900]   like it's not that cause that actually caused you to be sober because like,
[00:55:54.900 --> 00:55:56.460]   Hey, we need to answer these questions.
[00:55:56.460 --> 00:55:59.180]   Cause the study of the Bible and then address that issue.
[00:55:59.180 --> 00:56:03.020]   And it kind of gathers a church. People ask, you know,
[00:56:03.020 --> 00:56:06.460]   even about the last church discipline that we had at the church, you know,
[00:56:06.460 --> 00:56:07.740]   say, Oh, that must've been hard.
[00:56:07.740 --> 00:56:11.740]   It actually was very sanctifying in the church because it kind of solidified our
[00:56:11.740 --> 00:56:15.100]   leadership and we spent two days and it really felt like, man,
[00:56:15.100 --> 00:56:18.580]   we're in the trenches together that I'm not doing this by myself, that these,
[00:56:18.580 --> 00:56:21.660]   these other elders and leaders are, are in the trenches with me.
[00:56:21.660 --> 00:56:23.380]   So it was encouraging.
[00:56:23.380 --> 00:56:27.580]   It was the years of dealing with that by myself that that was hard.
[00:56:27.580 --> 00:56:31.260]   But this time around, you know, it wasn't, it wasn't just me, you know?
[00:56:31.260 --> 00:56:35.060]   So yes, there are stuff that are coming that I'm aware of.
[00:56:35.060 --> 00:56:40.020]   But the thing that's always on my mind is the constant drifting that,
[00:56:40.020 --> 00:56:45.060]   that we experience on a day to day basis. Um, cause just cause where we live,
[00:56:45.060 --> 00:56:49.060]   you know, that's, to me, that's the, that's the biggest problem.
[00:56:49.060 --> 00:56:51.180]   Like when you are,
[00:56:51.180 --> 00:56:56.500]   you're slipping away and you don't even realize it until you're there and then
[00:56:56.500 --> 00:57:00.820]   you try to get back and it is so hard when your heart is like,
[00:57:00.820 --> 00:57:03.980]   you know what I mean? A revival heart that you've neglected for that long.
[00:57:04.220 --> 00:57:07.140]   It's not something that happens because you went to a retreat and you heard one
[00:57:07.140 --> 00:57:11.700]   summer sermon and in years of just sticking to what's right.
[00:57:11.700 --> 00:57:13.500]   Right? Yeah.
[00:57:13.500 --> 00:57:16.020]   So if there's anything I'm concerned about more than anything else,
[00:57:16.020 --> 00:57:16.840]   it's that,
[00:57:16.840 --> 00:57:21.840]   that we don't erode and keep working on the same things that we've been working
[00:57:21.840 --> 00:57:23.060]   on all these years.
[00:57:23.060 --> 00:57:26.980]   So that's how we're going back to the basics because nothing has changed.
[00:57:26.980 --> 00:57:30.380]   We want to like the word of God, proper worship,
[00:57:30.420 --> 00:57:34.820]   loving one another and evangelizing is what we're going to keep doing.
[00:57:34.820 --> 00:57:36.420]   We'll make sure that we don't stray from that.
[00:57:36.420 --> 00:57:51.180]   Just a quick question. Like, um, I would think a few years ago we would, uh,
[00:57:51.180 --> 00:57:55.020]   we were just involved in China and then like there were the summers where like
[00:57:55.020 --> 00:57:58.740]   the majority of the churches go out. And nowadays, like now,
[00:57:58.740 --> 00:58:01.300]   it's like we're involved in several different countries.
[00:58:01.300 --> 00:58:08.380]   How would you advise us to like as like individually and also as entire
[00:58:08.380 --> 00:58:12.340]   congregation to continue to, uh, like participate and be involved in the mission?
[00:58:12.340 --> 00:58:21.500]   I mean, clearly there is a growing desire, um, in India for sure.
[00:58:21.500 --> 00:58:24.340]   Because even now, like we didn't,
[00:58:24.340 --> 00:58:27.940]   we had to close it before we even opened it because there's, you know,
[00:58:27.980 --> 00:58:32.060]   and people know that we're not going into a safe area. This is not like a, you know,
[00:58:32.060 --> 00:58:36.700]   walk through the park and, and I'm like deliberately scaring people, you know,
[00:58:36.700 --> 00:58:39.940]   it's like you have to take your things in order and make sure your bank account,
[00:58:39.940 --> 00:58:41.860]   everything's, you know, um,
[00:58:41.860 --> 00:58:46.580]   but I'm encouraged to see people like want to be challenged and to participate
[00:58:46.580 --> 00:58:50.220]   in God's work. And there's a lot of people who desire that, you know,
[00:58:50.220 --> 00:58:53.980]   when we were going to China, you know, like there was a stirring excitement.
[00:58:53.980 --> 00:58:58.220]   You guys were young, it was easily mobilized and we were,
[00:58:58.220 --> 00:59:01.500]   we had momentum for like five, six, seven years in a row where we built
[00:59:01.500 --> 00:59:05.660]   relationships. So I don't think our church had a heart for China itself.
[00:59:05.660 --> 00:59:09.980]   We had a heart for the people that we met in China because they became friends,
[00:59:09.980 --> 00:59:12.420]   you know, and so as a result of that,
[00:59:12.420 --> 00:59:14.660]   that we wanted to go and meet them and follow up with them.
[00:59:14.660 --> 00:59:17.620]   Right now there's a little bit of a disconnect because we don't have that right
[00:59:17.620 --> 00:59:22.260]   now. You know, it's like the idea of China, idea of Japan. And then India,
[00:59:22.260 --> 00:59:25.500]   there's a more of a connection because we know the pastors. Um,
[00:59:25.500 --> 00:59:28.460]   at some point I think that's going to get reconnected once our missionaries
[00:59:28.460 --> 00:59:31.820]   settled down and they do work and we're going to end up like supporting them.
[00:59:31.820 --> 00:59:32.580]   Um,
[00:59:32.580 --> 00:59:35.860]   but we're in a different stage where we were going out helping other
[00:59:35.860 --> 00:59:38.300]   missionaries who are, who are established.
[00:59:38.300 --> 00:59:41.180]   And then we were doing support work and then when we switched that from
[00:59:41.180 --> 00:59:42.380]   supporting our missionaries,
[00:59:42.380 --> 00:59:45.180]   but they were going through transition because they're not established.
[00:59:45.180 --> 00:59:47.620]   So during that transition period, we,
[00:59:47.620 --> 00:59:50.860]   it was harder for us to connect with the students because they were
[00:59:50.860 --> 00:59:54.700]   transitioning. So I think at some point once they get settled in,
[00:59:54.700 --> 00:59:59.340]   it'd be easier to know what we're doing, you know, but, but now it's going to,
[00:59:59.340 --> 01:00:02.140]   we have to wait for them to get settled in and then to get into,
[01:00:02.140 --> 01:00:05.540]   jump into that, whether that's in Japan or, or in China. Uh,
[01:00:05.540 --> 01:00:08.540]   I would encourage you to, you know, if you have opportunities,
[01:00:08.540 --> 01:00:11.940]   especially when you're younger and you're not, you know,
[01:00:11.940 --> 01:00:13.580]   you're not bound physically because of,
[01:00:13.580 --> 01:00:17.260]   of children and that kind of stuff to take advantage of that. You know,
[01:00:17.620 --> 01:00:22.620]   one thing I really enjoy, like what Pastor Peter was able to do,
[01:00:22.620 --> 01:00:26.140]   like once he had two kids,
[01:00:26.140 --> 01:00:29.260]   the part of the reason why he couldn't do that is because of where he is in
[01:00:29.260 --> 01:00:32.500]   stage in life. You know, he, he's seen all of these things,
[01:00:32.500 --> 01:00:36.660]   but he can't do that anymore because he has to leave his kids half the time,
[01:00:36.660 --> 01:00:40.900]   you know? So if you're young and you're free, you know,
[01:00:40.900 --> 01:00:41.980]   take advantage of that.
[01:00:41.980 --> 01:00:46.180]   And instead of just using that to go travel and see beautiful things, you know,
[01:00:46.620 --> 01:00:49.940]   again, there's nothing wrong with that, but take that opportunity to see,
[01:00:49.940 --> 01:00:55.020]   you know, even if it's just to see like what's going on and you're hard for
[01:00:55.020 --> 01:00:57.260]   Japan, you're hard for China, you're hard for India.
[01:00:57.260 --> 01:01:01.300]   It's not going to come from here is when you actually rub shoulders,
[01:01:01.300 --> 01:01:02.780]   eat food with them, sit down and,
[01:01:02.780 --> 01:01:05.860]   and fellowship with them and they become friends. Man,
[01:01:05.860 --> 01:01:09.620]   India was such a foreign weird place and it still is,
[01:01:09.620 --> 01:01:11.660]   but India is not as strange.
[01:01:11.660 --> 01:01:15.220]   Not because the country has become less weird is because we become friends with
[01:01:15.220 --> 01:01:19.180]   those pastors. So when I think of India now, I don't think of idolatry and,
[01:01:19.180 --> 01:01:22.660]   you know, and those temples. Now I think of those pastors.
[01:01:22.660 --> 01:01:25.260]   So now it doesn't seem as strange because of them.
[01:01:25.260 --> 01:01:28.180]   So if you want a heart for missions,
[01:01:28.180 --> 01:01:32.260]   you have to open the doors to rub shoulders with those people. Okay.
[01:01:32.260 --> 01:01:35.780]   Let me end with this. And then, so some of you guys who need to go can go,
[01:01:35.780 --> 01:01:38.100]   and then we can, if you want to stick around and ask them questions,
[01:01:38.100 --> 01:01:41.340]   I'll stick around and I'll just, I'll just say this,
[01:01:41.460 --> 01:01:45.700]   like all this stuff going on at church and ministry missions and all this stuff
[01:01:45.700 --> 01:01:50.180]   and all of these things are important. I, I really like,
[01:01:50.180 --> 01:01:53.060]   and I was just praying that even this morning, you know,
[01:01:53.060 --> 01:01:58.060]   and I was like really praying that I want our church to know that Jesus that
[01:01:58.060 --> 01:02:06.340]   saved me and all these years he's been faithful to me.
[01:02:06.340 --> 01:02:09.860]   That's it. That's it.
[01:02:10.740 --> 01:02:12.500]   I'm not trying to raise up people.
[01:02:12.500 --> 01:02:15.980]   I don't have this grand vision of like I want to have all these churches and
[01:02:15.980 --> 01:02:19.220]   evangelize the world. And all of these things are commanded in scripture.
[01:02:19.220 --> 01:02:26.460]   But you know, like what makes my heartbeat,
[01:02:26.460 --> 01:02:31.460]   what makes me want to keep doing what I'm doing is I want you to see who Jesus
[01:02:31.460 --> 01:02:36.300]   is. Not that I have such a perfect vision of him,
[01:02:37.820 --> 01:02:42.820]   but the Christ that I've come to know, I can't help but to love him.
[01:02:42.820 --> 01:02:47.180]   Know what I mean? Even more than my wife,
[01:02:47.180 --> 01:02:51.340]   even more than my kids. It's hard to explain,
[01:02:51.340 --> 01:02:54.620]   but he means everything to me.
[01:02:54.620 --> 01:03:00.380]   And I feel like if people can come to see that, if I can just,
[01:03:00.380 --> 01:03:05.820]   if I can just kind of like take what he's shown me and I wish I was,
[01:03:05.980 --> 01:03:07.340]   I was more articulate.
[01:03:07.340 --> 01:03:11.740]   Sometimes I wish I could write songs because I feel like they can express
[01:03:11.740 --> 01:03:14.180]   themselves so much better. Sometimes I feel like I could,
[01:03:14.180 --> 01:03:19.100]   I wish I could paint because the painters can like take what's in their mind and
[01:03:19.100 --> 01:03:22.060]   the heart, just put it onto canvas and people can see that.
[01:03:22.060 --> 01:03:27.420]   And my way of doing is through preaching, you know, but I, I,
[01:03:27.420 --> 01:03:32.140]   I wish my desire for our churches to see that Christ.
[01:03:33.020 --> 01:03:37.380]   And if you, if you love him, like he is,
[01:03:37.380 --> 01:03:40.700]   he's lovable. I think evangelism will happen.
[01:03:40.700 --> 01:03:44.820]   Discipleship will happen. Like mission will happen. Church will happen.
[01:03:44.820 --> 01:03:49.060]   Fellowship will happen, you know, because when you love something,
[01:03:49.060 --> 01:03:53.380]   you naturally want to share it. Yeah. So all this other stuff,
[01:03:53.380 --> 01:03:55.700]   I'm trying to figure it out myself. You know,
[01:03:55.700 --> 01:03:57.340]   I was talking to Pastor Aaron and he's like, you know,
[01:03:57.340 --> 01:04:00.220]   I thought I knew what I was doing. Now the church is at 230.
[01:04:00.220 --> 01:04:02.940]   I have no idea what I'm doing, you know, and I said, good,
[01:04:02.940 --> 01:04:07.940]   then we can fellowship because I don't know either, you know,
[01:04:07.940 --> 01:04:11.340]   so that's my conclusion. Let me pray for us.
[01:04:11.340 --> 01:04:14.220]   And then if you have any other questions, well, I'll stick around.
[01:04:14.220 --> 01:04:17.420]   Heavenly Father, we thank you so much.
[01:04:17.420 --> 01:04:21.900]   And I thank you for my brothers and sisters here in this room and the work that
[01:04:21.900 --> 01:04:23.540]   you are already doing in their hearts.
[01:04:23.540 --> 01:04:26.940]   I thank you Lord God that you've sovereignly brought them to our church,
[01:04:27.620 --> 01:04:29.180]   that we can share our lives together,
[01:04:29.180 --> 01:04:33.380]   that even in our weakness we can cover over each other. Lord,
[01:04:33.380 --> 01:04:38.740]   we have no idea what you have planned in the future,
[01:04:38.740 --> 01:04:44.500]   but you've been so faithful to us all these years. Lord God,
[01:04:44.500 --> 01:04:49.500]   you know my sins, you know, my weakness,
[01:04:49.500 --> 01:04:51.780]   you know, Father God,
[01:04:51.780 --> 01:04:55.660]   just how helpless our church would be if it was dependent upon any man.
[01:04:57.100 --> 01:04:59.900]   I, we thank you, Father God, that you seek your own glory.
[01:04:59.900 --> 01:05:02.180]   And as a result of that,
[01:05:02.180 --> 01:05:05.860]   we were able to live and enjoy Father God,
[01:05:05.860 --> 01:05:07.540]   all the promises that you've given us.
[01:05:07.540 --> 01:05:11.940]   I thank you for my brothers and sisters here. I pray Father God,
[01:05:11.940 --> 01:05:15.220]   for all of us, including myself, that you would open our eyes,
[01:05:15.220 --> 01:05:20.220]   that we may see a clear and clear vision of the loveliness of Christ,
[01:05:20.220 --> 01:05:25.660]   that all that we do may simply be a reasonable response of the grace that you
[01:05:25.660 --> 01:05:29.260]   give us. Thank you, Father. In Jesus name we pray. Amen.
[01:05:29.580 --> 01:05:30.420]   Amen.
[01:05:31.420 --> 01:05:32.220]   Right.
[01:05:32.220 --> 01:05:42.220]   [BLANK_AUDIO]

