
[00:00:00.000 --> 00:00:02.740]   (audio cuts out)
[00:54:49.000 --> 00:54:52.840]   We've gotta be very careful about these things,
[00:54:52.840 --> 00:54:54.360]   because they're not sinful things,
[00:54:54.360 --> 00:54:56.200]   and that makes it more dangerous,
[00:54:56.200 --> 00:54:58.720]   because the enemy is very clever in these things.
[00:54:58.720 --> 00:55:02.160]   Our goal is God's glory,
[00:55:02.160 --> 00:55:06.240]   and our goal takes into consideration all spiritual truths.
[00:55:06.240 --> 00:55:09.540]   The dying world, the prowling enemy,
[00:55:09.540 --> 00:55:11.040]   the weakness of my flesh,
[00:55:11.040 --> 00:55:15.240]   and who I truly am and what I really live for
[00:55:15.240 --> 00:55:17.000]   and who I truly love.
[00:55:17.000 --> 00:55:19.800]   These things are all stuff that we need to think through.
[00:55:19.800 --> 00:55:23.000]   We need to not just go along with the program,
[00:55:23.000 --> 00:55:25.760]   like new movie comes out, oh, we're supposed to watch it.
[00:55:25.760 --> 00:55:27.720]   New device, oh, we're supposed to purchase it.
[00:55:27.720 --> 00:55:31.520]   New car, you know, like, oh, well, yeah, anyway.
[00:55:31.520 --> 00:55:33.760]   I was gonna go into that, but I'm not.
[00:55:33.760 --> 00:55:36.920]   If someone goes on vacation, we all go there.
[00:55:36.920 --> 00:55:37.880]   Sometimes we feel that way.
[00:55:37.880 --> 00:55:40.160]   Why is everyone in Hawaii right now?
[00:55:40.160 --> 00:55:43.120]   Well, I guess I better plan that for two years or whatever.
[00:55:43.120 --> 00:55:46.680]   None of this is wrong, but we need to stay sober together,
[00:55:46.680 --> 00:55:50.160]   because those things become very distracting,
[00:55:50.160 --> 00:55:52.560]   and ultimately, it's not just distracting,
[00:55:52.560 --> 00:55:54.560]   it causes in us rebellious hearts.
[00:55:55.400 --> 00:55:58.440]   The best way to do this, don't judge one another.
[00:55:58.440 --> 00:56:01.120]   Don't look at Instagram, be like,
[00:56:01.120 --> 00:56:04.600]   oh, what the, you spend your money on those things?
[00:56:04.600 --> 00:56:07.720]   You spiritually insober person, don't do that.
[00:56:07.720 --> 00:56:11.560]   But as a church, we walk together,
[00:56:11.560 --> 00:56:13.920]   and we really say our mindset is the same.
[00:56:13.920 --> 00:56:18.720]   Can I end this off here in 1 Peter 4, verse seven,
[00:56:18.720 --> 00:56:19.640]   before we pray?
[00:56:21.080 --> 00:56:25.960]   And I don't know about you, but for me,
[00:56:25.960 --> 00:56:29.960]   it's been very clear that even here in our church,
[00:56:29.960 --> 00:56:32.760]   there's been a lot going on the last few months,
[00:56:32.760 --> 00:56:35.840]   and there's a lot to pray for.
[00:56:35.840 --> 00:56:39.760]   And, you know, this passage here,
[00:56:39.760 --> 00:56:41.080]   Pastor Peter brought it out once
[00:56:41.080 --> 00:56:43.440]   during a Friday night praise and prayer.
[00:56:43.440 --> 00:56:46.440]   Let me read it for us, and then let's talk about it first,
[00:56:46.440 --> 00:56:47.280]   just a second.
[00:56:47.280 --> 00:56:49.680]   The end of all things is near, chapter four, verse seven.
[00:56:49.680 --> 00:56:51.360]   1 Peter 4, verse seven, I'm not gonna have it up here,
[00:56:51.360 --> 00:56:53.840]   so you're gonna need to turn there.
[00:56:53.840 --> 00:56:56.080]   The end of all things is near.
[00:56:56.080 --> 00:56:59.840]   Therefore, be of sound judgment and sober spirit
[00:56:59.840 --> 00:57:02.120]   for the purpose of prayer.
[00:57:02.120 --> 00:57:04.920]   So a lot of times we pray for soberness, right?
[00:57:04.920 --> 00:57:06.760]   But here what it says, it flips it upside down,
[00:57:06.760 --> 00:57:09.320]   and it says you need to be sober in order to pray.
[00:57:09.320 --> 00:57:13.440]   So we need to be sober, and when we're sober,
[00:57:13.440 --> 00:57:15.320]   you know what happens?
[00:57:15.320 --> 00:57:16.840]   Just, you can't help but pray.
[00:57:18.440 --> 00:57:19.880]   You guys have been feeling things, right?
[00:57:19.880 --> 00:57:21.840]   Like, you guys have been hearing and seeing,
[00:57:21.840 --> 00:57:24.560]   and you know there's been a lot of crazy things happening
[00:57:24.560 --> 00:57:26.200]   to a lot of people at our church.
[00:57:26.200 --> 00:57:32.240]   And I hope what happens is soberness is happening.
[00:57:32.240 --> 00:57:34.600]   And what did it cause you to do personally?
[00:57:34.600 --> 00:57:36.280]   Didn't it cause you to pray?
[00:57:36.280 --> 00:57:41.080]   And I'm so thankful sometimes when trials hit,
[00:57:41.080 --> 00:57:45.040]   because it causes us to remember that that's reality,
[00:57:45.040 --> 00:57:49.240]   and it causes us to spark us out of our sleepiness.
[00:57:49.240 --> 00:57:55.240]   Now, I'm gonna shortly close us in prayer,
[00:57:55.240 --> 00:57:57.640]   but I'd like us to all pray,
[00:57:57.640 --> 00:58:00.360]   and we're gonna spend a slightly extended time
[00:58:00.360 --> 00:58:02.600]   in prayer today.
[00:58:02.600 --> 00:58:04.900]   And one of the things, as you might have heard,
[00:58:04.900 --> 00:58:09.960]   Stanley and Christina Sue, they lost their baby
[00:58:09.960 --> 00:58:13.520]   that's just a few months old, died very tragically,
[00:58:13.520 --> 00:58:17.920]   unexpectedly, we're not sure the reason why.
[00:58:17.920 --> 00:58:22.120]   And it's been very shocking,
[00:58:22.120 --> 00:58:25.400]   and even personally for me when I heard the news,
[00:58:25.400 --> 00:58:29.040]   you know, their child was about the age of my youngest,
[00:58:29.040 --> 00:58:31.640]   and they need our prayers.
[00:58:31.640 --> 00:58:36.560]   And I know that they're really fighting and struggling,
[00:58:36.560 --> 00:58:39.560]   and they're really looking to see,
[00:58:39.560 --> 00:58:43.160]   to look soberly at the situation.
[00:58:43.880 --> 00:58:47.040]   But I wanna ask us as a church to pray for them.
[00:58:47.040 --> 00:58:50.160]   Her name was Kaylee, just a few months old, again.
[00:58:50.160 --> 00:58:54.520]   And pray for Stanley, and pray for Christina.
[00:58:54.520 --> 00:58:57.320]   And on top of that, though,
[00:58:57.320 --> 00:58:59.280]   there's a lot of different health conditions.
[00:58:59.280 --> 00:59:02.240]   We have people who are struggling with different things.
[00:59:02.240 --> 00:59:03.920]   You know, you all know.
[00:59:03.920 --> 00:59:05.760]   In your own lives, you know right now,
[00:59:05.760 --> 00:59:09.440]   there might be people who have contracted cancer,
[00:59:09.440 --> 00:59:14.280]   or who lost a loved one.
[00:59:14.280 --> 00:59:16.400]   There are people who have recently had
[00:59:16.400 --> 00:59:18.920]   people close to them commit suicide.
[00:59:18.920 --> 00:59:20.280]   There's so many things.
[00:59:20.280 --> 00:59:24.520]   Would you take a moment today,
[00:59:24.520 --> 00:59:27.680]   as you look and cast this wide vision
[00:59:27.680 --> 00:59:29.960]   upon your life right now,
[00:59:29.960 --> 00:59:32.440]   and try to be sober in your view
[00:59:32.440 --> 00:59:34.240]   of everything that's going on?
[00:59:34.240 --> 00:59:36.960]   And the fact that right now it's Christmas time,
[00:59:36.960 --> 00:59:39.040]   where it's all about the holiday drinks,
[00:59:39.040 --> 00:59:42.240]   lights, the carols, we love Christmas music.
[00:59:42.240 --> 00:59:47.240]   And honestly, it causes in a lot of us drunkenness.
[00:59:47.240 --> 00:59:51.920]   And would you and us all together
[00:59:51.920 --> 00:59:54.840]   kinda sober up today, and let's look at our lives,
[00:59:54.840 --> 00:59:57.880]   and can we spend an extended amount of time
[00:59:57.880 --> 01:00:00.200]   praying together, praying on behalf
[01:00:00.200 --> 01:00:01.240]   of some of these families,
[01:00:01.240 --> 01:00:05.000]   and praying on behalf of our family in Christ here?
[01:00:05.000 --> 01:00:06.920]   And so let me close with some prayer.
[01:00:06.920 --> 01:00:08.200]   Afterwards, I'm gonna walk down,
[01:00:08.200 --> 01:00:10.160]   and that's gonna be your cue to go ahead
[01:00:10.160 --> 01:00:11.520]   and pray on your own.
[01:00:11.520 --> 01:00:14.640]   And then we'll move on after that.
[01:00:14.640 --> 01:00:15.480]   Let's pray.
[01:00:15.480 --> 01:00:18.480]   Heavenly Father,
[01:00:18.480 --> 01:00:22.440]   thank you so much
[01:00:22.440 --> 01:00:28.880]   that in high places and low places,
[01:00:28.880 --> 01:00:32.360]   that when things feel so wrong,
[01:00:32.360 --> 01:00:34.880]   and things feel like everything's going right,
[01:00:36.760 --> 01:00:39.280]   that when it's easy to be happy and joyful,
[01:00:39.280 --> 01:00:41.380]   and when it's hard to be happy and joyful,
[01:00:41.380 --> 01:00:45.340]   Father, we are called to the same call of sobriety.
[01:00:45.340 --> 01:00:48.900]   God, that both of those places,
[01:00:48.900 --> 01:00:51.540]   if we are not content and satisfied in Christ alone,
[01:00:51.540 --> 01:00:57.360]   God, we will lose our heads, we will lose our hearts.
[01:00:57.360 --> 01:01:02.280]   And so God, I pray that for Berean Community Church,
[01:01:02.280 --> 01:01:03.320]   in the midst of a season
[01:01:03.320 --> 01:01:04.920]   that's supposed to be all about Christ,
[01:01:04.920 --> 01:01:07.700]   help us not to be a people who just say it verbally.
[01:01:07.700 --> 01:01:12.720]   But God, that it's all about Christ for us
[01:01:12.720 --> 01:01:14.040]   every minute of every day.
[01:01:14.040 --> 01:01:17.600]   Whether by life or by death,
[01:01:17.600 --> 01:01:20.980]   Christ is exalted, and that we rejoice.
[01:01:20.980 --> 01:01:23.720]   We pray, God, for our families
[01:01:23.720 --> 01:01:25.320]   who are struggling with things.
[01:01:25.320 --> 01:01:27.960]   God, we pray for the Siouxs.
[01:01:27.960 --> 01:01:30.940]   God, let them be able to say that.
[01:01:34.100 --> 01:01:36.700]   Whether by life or by death, Christ is exalted.
[01:01:36.700 --> 01:01:40.880]   Help them to trust in you.
[01:01:40.880 --> 01:01:44.360]   Help them to believe in the God they've come to know.
[01:01:44.360 --> 01:01:50.980]   The regular truths that we say you are good
[01:01:50.980 --> 01:01:52.840]   and you are sovereign and you do all things
[01:01:52.840 --> 01:01:54.580]   for the good of those who love you.
[01:01:54.580 --> 01:01:58.640]   I pray, Lord, that it be girded now,
[01:01:58.640 --> 01:02:00.120]   and that you teach them to trust in you
[01:02:00.120 --> 01:02:02.280]   with all their hearts,
[01:02:02.280 --> 01:02:04.780]   and they would not lean on their own understanding.
[01:02:04.780 --> 01:02:07.500]   Help them, God, to acknowledge you.
[01:02:07.500 --> 01:02:10.580]   Would you give them your peace
[01:02:10.580 --> 01:02:13.800]   as they lift up to you their petitions and supplications,
[01:02:13.800 --> 01:02:18.040]   and fill them with an eternal gratitude.
[01:02:18.040 --> 01:02:20.100]   And I pray, God, for our church,
[01:02:20.100 --> 01:02:23.320]   that we too would come alongside families like this.
[01:02:23.320 --> 01:02:25.420]   We know there's a lot going on.
[01:02:25.420 --> 01:02:28.180]   And I pray, Father, that we would be sober people
[01:02:28.180 --> 01:02:30.080]   who would be able to spiritually appraise
[01:02:30.080 --> 01:02:32.100]   and evaluate our own lives
[01:02:32.100 --> 01:02:34.880]   as well as everything that's going on around.
[01:02:34.880 --> 01:02:36.460]   That our perspective is eternal,
[01:02:36.460 --> 01:02:38.100]   and so the things we partake in,
[01:02:38.100 --> 01:02:40.940]   the things we invest in are always eternal.
[01:02:40.940 --> 01:02:42.380]   And Father, help us not to just do it
[01:02:42.380 --> 01:02:45.320]   in the places that are easy for us to surrender,
[01:02:45.320 --> 01:02:48.420]   but God, help us to give up our entire lives again.
[01:02:48.420 --> 01:02:49.940]   Help us remember, Lord, that yes,
[01:02:49.940 --> 01:02:52.180]   this is a call that was from the past,
[01:02:52.180 --> 01:02:55.540]   but Lord, even today, would you anew that conviction,
[01:02:55.540 --> 01:02:57.420]   and help us, Lord, to respond,
[01:02:57.420 --> 01:02:59.960]   and not just agree with the concept of surrender,
[01:02:59.960 --> 01:03:01.400]   but that we would submit now to you
[01:03:01.400 --> 01:03:04.140]   and bow the knee before our Lord and our King.
[01:03:04.140 --> 01:03:05.580]   In Jesus' name we pray, amen.
[01:03:05.580 --> 01:03:08.000]   (blows kiss)
[01:03:08.000 --> 01:03:10.420]   (blows kiss)
[01:03:10.420 --> 01:03:12.840]   (blows kiss)
[01:03:12.840 --> 01:03:17.820]   www.circlelineartschool.com

