
[00:00:00.000 --> 00:00:02.580]   (gentle music)
[01:05:18.160 --> 01:05:20.080]   And this is what we celebrate.
[01:05:20.920 --> 01:05:23.760]   When we do not recognize this,
[01:05:23.760 --> 01:05:27.480]   we just come to church,
[01:05:27.480 --> 01:05:29.840]   check off the things that we're obligated to do,
[01:05:29.840 --> 01:05:33.120]   and yet there's no joy in our lives.
[01:05:33.120 --> 01:05:35.320]   You notice that he doesn't say we will come to Zion,
[01:05:35.320 --> 01:05:39.020]   but he says we have come to Zion, we have come.
[01:05:39.020 --> 01:05:42.640]   Heaven is the ultimate fulfillment
[01:05:42.640 --> 01:05:44.800]   of what he already started.
[01:05:44.800 --> 01:05:48.120]   So we don't live in misery until we get to heaven.
[01:05:48.120 --> 01:05:49.600]   That life is restored now.
[01:05:49.600 --> 01:05:52.160]   Here, but not fully fulfilled yet.
[01:05:52.160 --> 01:05:55.680]   So the greatest evidence of true salvation
[01:05:55.680 --> 01:05:58.040]   is the worship that God inspires
[01:05:58.040 --> 01:05:59.520]   because of what he has done.
[01:05:59.520 --> 01:06:04.720]   You know, you and I live
[01:06:04.720 --> 01:06:07.240]   in one of the richest places in the world.
[01:06:07.240 --> 01:06:11.040]   Even if you live in a one bedroom apartment
[01:06:11.040 --> 01:06:14.780]   in the worst neighborhoods in this area, in Orange County,
[01:06:14.780 --> 01:06:18.240]   you're still living in the most expensive place in the world.
[01:06:18.240 --> 01:06:20.280]   And I'm not just talking about in our generation,
[01:06:20.280 --> 01:06:22.360]   in all the generations put together.
[01:06:22.360 --> 01:06:25.000]   The kind of access that we have.
[01:06:25.000 --> 01:06:29.480]   Boba is a luxury that poor people,
[01:06:29.480 --> 01:06:31.200]   go to Africa and ask them, you wanna get some boba?
[01:06:31.200 --> 01:06:32.800]   I said, boba, what's boba?
[01:06:32.800 --> 01:06:35.560]   Well, I gotta go with garage sale.
[01:06:35.560 --> 01:06:37.380]   Garage sale, what's garage sale?
[01:06:37.380 --> 01:06:41.200]   Internet, huh, I heard of it.
[01:06:43.820 --> 01:06:48.820]   And yet, more than not, people live in want.
[01:06:48.820 --> 01:06:50.820]   I don't have enough.
[01:06:50.820 --> 01:06:53.820]   'Cause we get on the internet,
[01:06:53.820 --> 01:06:56.660]   or we come to church and we compare ourselves
[01:06:56.660 --> 01:06:58.260]   with people who have a bit more than we have.
[01:06:58.260 --> 01:07:03.060]   And though we are rich beyond the imagination
[01:07:03.060 --> 01:07:05.700]   of the rest of the world, we live every day thinking,
[01:07:05.700 --> 01:07:07.300]   only if I had a little bit more.
[01:07:07.300 --> 01:07:11.860]   But we do the same thing spiritually.
[01:07:13.180 --> 01:07:15.120]   The Bible says that everything that you and I need
[01:07:15.120 --> 01:07:17.020]   for a life of godliness has been given to us
[01:07:17.020 --> 01:07:19.120]   in the knowledge of his son, Jesus Christ.
[01:07:19.120 --> 01:07:22.820]   Everything that you and I need has been given to us
[01:07:22.820 --> 01:07:24.940]   in the riches of his glory,
[01:07:24.940 --> 01:07:28.660]   and yet most Christians live their lives thinking,
[01:07:28.660 --> 01:07:30.280]   only if I had more.
[01:07:30.280 --> 01:07:33.780]   Only if I had better community.
[01:07:33.780 --> 01:07:35.040]   Only if I had better teaching.
[01:07:35.040 --> 01:07:37.320]   Only if I had better this and better that.
[01:07:37.320 --> 01:07:42.060]   Not realizing what it is that we have in Christ.
[01:07:42.920 --> 01:07:45.600]   So instead of worshiping, we crumble.
[01:07:45.600 --> 01:07:50.340]   You see, if we don't realize what we have been saved from
[01:07:50.340 --> 01:07:55.340]   in Sinai, we come to Zion and we're bored.
[01:07:55.340 --> 01:08:02.900]   And sad to say, this is the state of our generation.
[01:08:02.900 --> 01:08:05.740]   Christians who profess the right things with their mouth,
[01:08:05.740 --> 01:08:07.980]   but bored in their walk with God.
[01:08:07.980 --> 01:08:09.960]   So worship is an obligation.
[01:08:09.960 --> 01:08:11.940]   Discipleship is an obligation.
[01:08:11.940 --> 01:08:13.480]   Sharing is an obligation.
[01:08:13.480 --> 01:08:14.740]   Prayer is an obligation.
[01:08:14.740 --> 01:08:18.380]   What do I have to do to help me belong to this community?
[01:08:18.380 --> 01:08:20.900]   Yet, what does Jesus say?
[01:08:20.900 --> 01:08:23.580]   There's gonna come a time where he's not gonna be asking,
[01:08:23.580 --> 01:08:26.500]   are you worshiping this mountain or that mountain?
[01:08:26.500 --> 01:08:28.920]   But he's seeking people who will worship him
[01:08:28.920 --> 01:08:31.300]   in spirit and in truth.
[01:08:31.300 --> 01:08:34.220]   Let me conclude with this,
[01:08:34.220 --> 01:08:36.900]   because this is one of my favorite passages,
[01:08:36.900 --> 01:08:38.820]   and those of you who've been in our church for a while,
[01:08:38.820 --> 01:08:40.360]   you know, I've read this so many times,
[01:08:40.360 --> 01:08:42.280]   but I'm gonna read to you again.
[01:08:42.280 --> 01:08:45.100]   It's this whole drama of the gospel
[01:08:45.100 --> 01:08:48.000]   that is portrayed in the book of Revelations chapter five.
[01:08:48.000 --> 01:08:51.500]   In verse one it says, "I saw in the right hand of him
[01:08:51.500 --> 01:08:53.700]   "who sat on the throne a book written inside
[01:08:53.700 --> 01:08:56.240]   "and on the back, sealed up with seven seals."
[01:08:56.240 --> 01:08:57.620]   Well, this book he's referring to
[01:08:57.620 --> 01:08:59.020]   in other passages in Revelation
[01:08:59.020 --> 01:09:01.620]   is referred to as the book of life.
[01:09:01.620 --> 01:09:04.500]   And the book of life basically is,
[01:09:04.500 --> 01:09:06.460]   who can be at Zion?
[01:09:06.460 --> 01:09:08.260]   That's basically what it is.
[01:09:08.260 --> 01:09:10.680]   Who can be in the presence of this holy God?
[01:09:10.680 --> 01:09:13.260]   And he says, "And I saw a strong angel
[01:09:13.260 --> 01:09:14.240]   "proclaim with a loud voice,
[01:09:14.240 --> 01:09:16.720]   "'Who is worthy to open up the book and break its seal?'"
[01:09:16.720 --> 01:09:18.420]   In other words, who can take a look,
[01:09:18.420 --> 01:09:19.600]   who can be added to this?
[01:09:19.600 --> 01:09:21.980]   "No one in heaven or on earth or under the earth
[01:09:21.980 --> 01:09:24.480]   "was able to open the book or to look into it.
[01:09:24.480 --> 01:09:26.880]   "Then I began to weep greatly
[01:09:26.880 --> 01:09:29.140]   "because no one was found worthy to open the book
[01:09:29.140 --> 01:09:30.780]   "or to look into it."
[01:09:30.780 --> 01:09:32.820]   In other words, oh, what a wretched man.
[01:09:32.820 --> 01:09:36.160]   There's no hope, no one can open it up.
[01:09:37.460 --> 01:09:39.160]   Verse five, "And one of the elders said to me,
[01:09:39.160 --> 01:09:41.000]   "Stop weeping.
[01:09:41.000 --> 01:09:43.220]   "Behold, the lion that is from the tribe of Judah,
[01:09:43.220 --> 01:09:46.060]   "the root of David, has overcome,
[01:09:46.060 --> 01:09:50.140]   "as so as to open the book and its seven seals."
[01:09:50.140 --> 01:09:52.300]   So he says the lion of Judah is coming.
[01:09:52.300 --> 01:09:54.900]   He is able, no one else is able but the lion of Judah.
[01:09:54.900 --> 01:09:57.700]   And clearly he's referring to Jesus.
[01:09:57.700 --> 01:10:01.260]   The lion of Judah is the Messiah that's going to come.
[01:10:01.260 --> 01:10:02.300]   He says he will come.
[01:10:02.300 --> 01:10:06.860]   And so John turns his head to look for the lion of Judah
[01:10:06.860 --> 01:10:08.780]   and verse six says, "And I saw between the throne
[01:10:08.780 --> 01:10:11.040]   "with the four living creatures, the elders,
[01:10:11.040 --> 01:10:14.740]   "a lamb standing as if slain.
[01:10:14.740 --> 01:10:17.840]   "Having seven horns and seven eyes,
[01:10:17.840 --> 01:10:19.400]   "which are the seven spirits of God,
[01:10:19.400 --> 01:10:20.780]   "sent out into all the earth.
[01:10:20.780 --> 01:10:23.300]   "And he came and took the book out of the right hand of him
[01:10:23.300 --> 01:10:24.560]   "who sat on the throne.
[01:10:24.560 --> 01:10:25.740]   "When he had taken the book,
[01:10:25.740 --> 01:10:27.700]   "the four living creatures and the 24 elders
[01:10:27.700 --> 01:10:29.400]   "fell down before the lamb,
[01:10:29.400 --> 01:10:32.440]   "each one holding a harp and golden bowls full of incense,
[01:10:32.440 --> 01:10:33.680]   "which are prayers of the saints.
[01:10:33.680 --> 01:10:36.340]   "And they sang a new song."
[01:10:37.340 --> 01:10:42.340]   Man, lion of Judah, he turns to look for the lion
[01:10:42.340 --> 01:10:46.860]   and he sees the lamb.
[01:10:46.860 --> 01:10:51.200]   Because we could not go to the lion,
[01:10:51.200 --> 01:10:55.580]   he came as a lamb and covered us with his blood.
[01:10:55.580 --> 01:11:01.820]   And it is this picture that is portrayed for us
[01:11:01.820 --> 01:11:05.220]   that causes him to break out in worship
[01:11:06.300 --> 01:11:08.780]   and singing a new song.
[01:11:08.780 --> 01:11:13.280]   This is a description of the church.
[01:11:13.280 --> 01:11:17.460]   This is a description of the church.
[01:11:17.460 --> 01:11:20.940]   People who have seen the glory of the gospel of Jesus Christ
[01:11:20.940 --> 01:11:25.940]   can help themselves, but to break out in worship,
[01:11:25.940 --> 01:11:28.180]   not because it's time to worship,
[01:11:28.180 --> 01:11:30.960]   not because they prepared a great set,
[01:11:30.960 --> 01:11:33.720]   not because we heard a great message,
[01:11:34.780 --> 01:11:37.300]   but because we're before a great God.
[01:11:37.300 --> 01:11:41.680]   Why would you do this for us?
[01:11:41.680 --> 01:11:46.500]   Why would you send your only begotten son?
[01:11:46.500 --> 01:11:50.320]   I know my sins better than you do.
[01:11:50.320 --> 01:11:54.260]   I can pick any period of my life,
[01:11:54.260 --> 01:11:55.900]   even after I became a Christian,
[01:11:55.900 --> 01:11:58.060]   that I would have easily been disqualified.
[01:11:58.060 --> 01:12:01.660]   And you know your sins better than anybody else.
[01:12:03.220 --> 01:12:06.460]   You know what you do in secret.
[01:12:06.460 --> 01:12:10.940]   You know the compromises that you fall into.
[01:12:10.940 --> 01:12:13.640]   You know how easily you get entangled with this world.
[01:12:13.640 --> 01:12:16.180]   You know how much you hated God
[01:12:16.180 --> 01:12:17.820]   because he didn't answer your prayers
[01:12:17.820 --> 01:12:20.260]   and things didn't work out the way you wanted to.
[01:12:20.260 --> 01:12:23.920]   And yet he continues to invite us to come.
[01:12:23.920 --> 01:12:27.060]   Why would he do that?
[01:12:27.060 --> 01:12:29.420]   Why would he do that?
[01:12:29.420 --> 01:12:33.020]   That's the church.
[01:12:33.900 --> 01:12:38.900]   Church filled with people who have no answer to his love.
[01:12:38.900 --> 01:12:42.700]   And so we sing a new song.
[01:12:42.700 --> 01:12:48.420]   A song that can never be inspired by anything in this world.
[01:12:48.420 --> 01:12:51.440]   No amount of young love,
[01:12:51.440 --> 01:12:55.780]   no amount of love and treasures in this world
[01:12:55.780 --> 01:12:59.820]   that would inspire you like the gospel of Jesus Christ.
[01:12:59.820 --> 01:13:02.480]   That's the Zion.
[01:13:03.480 --> 01:13:04.680]   That he's referring to.
[01:13:04.680 --> 01:13:08.120]   And that's why we need to understand Sinai.
[01:13:08.120 --> 01:13:11.840]   Because his invitation is to Zion.
[01:13:11.840 --> 01:13:15.480]   I actually wanna sing a new song with you.
[01:13:15.480 --> 01:13:18.560]   It's not a new song, it's actually an old song.
[01:13:18.560 --> 01:13:20.260]   In fact, everything I know is old.
[01:13:20.260 --> 01:13:24.600]   Amazing Grace, written by John Newton.
[01:13:24.600 --> 01:13:29.600]   Former slave trader, by his own admission,
[01:13:29.600 --> 01:13:30.920]   was worst of sinners.
[01:13:30.920 --> 01:13:33.580]   And I think, humanly speaking, we could agree.
[01:13:33.580 --> 01:13:39.720]   He lived his adult life doing horrendous things
[01:13:39.720 --> 01:13:41.420]   for slave trading.
[01:13:41.420 --> 01:13:46.600]   And on one of his journeys, the boat hits a storm
[01:13:46.600 --> 01:13:51.360]   and the ship's about to sink.
[01:13:51.360 --> 01:13:54.000]   As he's in the water, he begs God for mercy.
[01:13:54.000 --> 01:13:57.160]   If you save me from this, I will repent and serve you.
[01:13:57.160 --> 01:13:58.880]   And that's exactly what happens.
[01:13:58.880 --> 01:14:01.720]   Doesn't happen overnight, but he kept his promise.
[01:14:01.720 --> 01:14:03.960]   He repents, he lets go of the slave trade.
[01:14:03.960 --> 01:14:05.680]   In fact, he lives the rest of his life
[01:14:05.680 --> 01:14:07.680]   fighting slave trading because he understands
[01:14:07.680 --> 01:14:09.120]   the evil of slave trading.
[01:14:09.120 --> 01:14:13.920]   He's the man behind William Wilberforce
[01:14:13.920 --> 01:14:17.320]   who fought against slavery in England.
[01:14:17.320 --> 01:14:22.320]   And so he writes a song, Amazing Grace,
[01:14:22.320 --> 01:14:24.520]   to basically as a testimony of his life.
[01:14:26.500 --> 01:14:30.140]   It starts, "Amazing grace, how sweet the sound."
[01:14:30.140 --> 01:14:33.620]   You know, we say that word, amazing grace, so often,
[01:14:33.620 --> 01:14:37.260]   but we don't take enough time to actually ask,
[01:14:37.260 --> 01:14:38.500]   is it really amazing?
[01:14:38.500 --> 01:14:41.940]   Is it just words that we say?
[01:14:41.940 --> 01:14:45.660]   I think when he penned it, he knew.
[01:14:45.660 --> 01:14:51.880]   He knew how amazing that he would save a wretch like me.
[01:14:51.880 --> 01:14:54.620]   You know, we may look at that and say,
[01:14:54.620 --> 01:14:57.020]   well, I never traded slaves,
[01:14:57.020 --> 01:15:01.880]   and I didn't do anything to deserve to go to jail.
[01:15:01.880 --> 01:15:04.900]   But in the presence of this holy God,
[01:15:04.900 --> 01:15:07.660]   our testimony is no different.
[01:15:07.660 --> 01:15:10.280]   Amazing grace, how sweet the sound
[01:15:10.280 --> 01:15:12.300]   that saved a wretch like me.
[01:15:12.300 --> 01:15:14.300]   I once was loved, but now I'm found,
[01:15:14.300 --> 01:15:16.040]   was blind, but now I see.
[01:15:16.040 --> 01:15:20.420]   'Twas grace that taught my heart to fear,
[01:15:20.420 --> 01:15:22.540]   and grace my fears relieved.
[01:15:22.900 --> 01:15:27.180]   I mean, it's so profound.
[01:15:27.180 --> 01:15:33.740]   He said the fact that he recognized the terror of God
[01:15:33.740 --> 01:15:35.240]   was the grace of God.
[01:15:35.240 --> 01:15:39.580]   And it was that same grace that relieved him
[01:15:39.580 --> 01:15:41.640]   from that fear that he can get to Zion.
[01:15:41.640 --> 01:15:45.020]   How precious did that grace appear
[01:15:45.020 --> 01:15:47.180]   the hour I first believed.
[01:15:47.180 --> 01:15:51.460]   Maybe many of us can remember
[01:15:51.460 --> 01:15:54.620]   the first hour we believed, right?
[01:15:54.620 --> 01:15:56.900]   How much he meant for us.
[01:15:56.900 --> 01:15:59.340]   We broke out into songs.
[01:15:59.340 --> 01:16:02.180]   But so many years of being concerned for life,
[01:16:02.180 --> 01:16:05.860]   raising children, so many years have gone by,
[01:16:05.860 --> 01:16:08.360]   and we can't confess that that's where we are now.
[01:16:08.360 --> 01:16:11.940]   How precious did the grace appear
[01:16:11.940 --> 01:16:13.780]   the hour I first believed.
[01:16:13.780 --> 01:16:17.760]   Remember the height from which you had fallen.
[01:16:17.760 --> 01:16:20.260]   Repent and do the things that you did at first.
[01:16:21.340 --> 01:16:24.320]   And it's a call back to our first love.
[01:16:24.320 --> 01:16:26.740]   The Lord hath promised good to me.
[01:16:26.740 --> 01:16:28.780]   His word my hope secures.
[01:16:28.780 --> 01:16:33.780]   He will my shield portion be as long as life endures.
[01:16:33.780 --> 01:16:35.940]   He's our mediator.
[01:16:35.940 --> 01:16:36.780]   He protects us.
[01:16:36.780 --> 01:16:38.060]   His blood covers us.
[01:16:38.060 --> 01:16:42.060]   When we've been there 10,000 years, Zion,
[01:16:42.060 --> 01:16:45.520]   bright shining as the sun,
[01:16:45.520 --> 01:16:48.660]   we've no less days to sing God's praise
[01:16:48.660 --> 01:16:50.340]   than when we first begun.
[01:16:51.180 --> 01:16:54.040]   That this new song is never gonna get old.
[01:16:54.040 --> 01:16:56.940]   It's never gonna get old.
[01:16:56.940 --> 01:17:00.140]   10,000 years and we've just begun.
[01:17:00.140 --> 01:17:04.660]   And this is a man who understands God's grace.
[01:17:04.660 --> 01:17:08.580]   This is why it's so important for us
[01:17:08.580 --> 01:17:11.200]   to recognize the full counsel of God.
[01:17:11.200 --> 01:17:14.980]   That we know what it is that we have in Christ
[01:17:14.980 --> 01:17:17.540]   so that we may worship him in spirit and in truth.
[01:17:18.520 --> 01:17:21.440]   If you would stand up with us
[01:17:21.440 --> 01:17:23.200]   and then we're gonna have our praise team
[01:17:23.200 --> 01:17:25.120]   lead us in this song.
[01:17:25.120 --> 01:17:27.240]   So I know this is a song that we probably sung
[01:17:27.240 --> 01:17:28.320]   many, many times,
[01:17:28.320 --> 01:17:32.960]   but I pray that you would sing this with a renewed fervor,
[01:17:32.960 --> 01:17:35.200]   understanding the words that this would not just be
[01:17:35.200 --> 01:17:37.360]   a song that we sing, but our own testimony.
[01:17:37.360 --> 01:17:38.180]   Amen.
[01:17:38.180 --> 01:17:52.360]   (gentle music)
[01:17:52.360 --> 01:17:58.320]   Amazing grace.
[01:17:58.320 --> 01:18:03.820]   ♪ Amazing grace ♪
[01:18:03.820 --> 01:18:08.620]   ♪ How sweet the sound ♪
[01:18:08.620 --> 01:18:13.620]   ♪ That saved a wretch like me ♪
[01:18:13.620 --> 01:18:22.780]   ♪ I once was lost ♪
[01:18:22.780 --> 01:18:27.540]   ♪ But now am found ♪
[01:18:27.540 --> 01:18:32.540]   ♪ Was blind but now I see ♪
[01:18:32.540 --> 01:18:37.540]   ♪ Was blind but now I see ♪
[01:18:37.540 --> 01:18:46.620]   ♪ 'Twas grace that taught my heart to fear ♪
[01:18:46.620 --> 01:18:56.140]   ♪ And grace my fears relieved ♪
[01:19:00.580 --> 01:19:05.000]   ♪ How precious did that grace appear ♪
[01:19:05.000 --> 01:19:13.800]   ♪ The hour I first believed ♪
[01:19:13.800 --> 01:19:30.180]   ♪ The Lord has promised good ♪
[01:19:30.180 --> 01:19:33.900]   ♪ To me ♪
[01:19:33.900 --> 01:19:38.900]   ♪ His word my hope secures ♪
[01:19:38.900 --> 01:19:48.300]   ♪ He will my shield and portion be ♪
[01:19:48.300 --> 01:19:56.320]   ♪ As long as life endures ♪
[01:19:56.320 --> 01:19:59.900]   ♪ As long as life endures ♪
[01:20:21.520 --> 01:20:26.520]   ♪ And we've been there 10,000 years ♪
[01:20:26.520 --> 01:20:35.680]   ♪ Bright shining as the sun ♪
[01:20:35.680 --> 01:20:45.080]   ♪ We've no less days to sing God's praise ♪
[01:20:49.680 --> 01:20:53.260]   ♪ Than when we first begun ♪
[01:20:53.260 --> 01:20:59.180]   No less days.
[01:20:59.180 --> 01:21:04.180]   ♪ We've no less days to sing God's praise ♪
[01:21:04.180 --> 01:21:12.540]   ♪ Than when we first begun ♪
[01:21:19.040 --> 01:21:20.020]   Amen, let's pray.
[01:21:20.020 --> 01:21:27.560]   First Peter 2.6, for this is contained in scripture.
[01:21:27.560 --> 01:21:31.860]   Behold, I lay in Zion a chosen stone,
[01:21:31.860 --> 01:21:34.360]   a precious cornerstone,
[01:21:34.360 --> 01:21:38.000]   and he who believes in him will not be disappointed.
[01:21:38.000 --> 01:21:43.000]   Lord, we pray that you would continue to open our ears,
[01:21:43.000 --> 01:21:44.820]   that we may hear your voice
[01:21:44.820 --> 01:21:48.920]   and to know the hope that we have in Christ.
[01:21:48.920 --> 01:21:50.640]   Know, Lord God, the precious gift
[01:21:50.640 --> 01:21:53.240]   that we have been given in his name,
[01:21:53.240 --> 01:21:55.700]   that we may dwell in your presence forever.
[01:21:55.700 --> 01:21:59.160]   I pray, Father God, that this truth would transform us,
[01:21:59.160 --> 01:22:01.240]   renew us, motivate us,
[01:22:01.240 --> 01:22:03.000]   that wherever it is that you send us this week,
[01:22:03.000 --> 01:22:05.320]   that we may be his witness.
[01:22:05.320 --> 01:22:07.080]   In Jesus' name we pray, amen.
[01:22:07.080 --> 01:22:13.480]   ♪ God sent his son ♪
[01:22:13.920 --> 01:22:18.920]   ♪ They called him Jesus ♪
[01:22:18.920 --> 01:22:24.440]   ♪ He came to love ♪
[01:22:24.440 --> 01:22:29.880]   ♪ Heal and forgive ♪
[01:22:29.880 --> 01:22:35.360]   ♪ He lived and died ♪
[01:22:35.360 --> 01:22:40.760]   ♪ To buy my poor bit ♪
[01:22:41.400 --> 01:22:46.400]   ♪ An empty grave is there to put my Savior's lips ♪
[01:22:46.400 --> 01:22:57.640]   ♪ Because he lives ♪
[01:22:57.640 --> 01:23:03.240]   ♪ I can face tomorrow ♪
[01:23:03.240 --> 01:23:08.800]   ♪ Because he lives ♪
[01:23:09.400 --> 01:23:14.400]   ♪ All fear is gone ♪
[01:23:14.400 --> 01:23:20.040]   ♪ Because I know ♪
[01:23:20.040 --> 01:23:25.600]   ♪ He holds the future ♪
[01:23:25.600 --> 01:23:31.200]   ♪ And life is worth the living ♪
[01:23:31.200 --> 01:23:34.540]   ♪ Just because he lives ♪
[01:23:38.640 --> 01:23:39.480]   Amen.
[01:23:39.480 --> 01:24:01.640]   (upbeat music)
[01:24:01.640 --> 01:24:04.640]   (people chattering)
[01:24:04.640 --> 01:24:07.220]   (upbeat music)
[01:24:07.220 --> 01:24:09.800]   (upbeat music)
[01:24:09.800 --> 01:24:12.380]   (upbeat music)
[01:24:12.380 --> 01:24:14.960]   (upbeat music)
[01:24:15.560 --> 01:24:18.140]   (upbeat music)
[01:24:18.140 --> 01:24:19.900]   (sighs)

