
[00:00:00.000 --> 00:00:06.920]   [BLANK_AUDIO]
[00:57:18.580 --> 00:57:20.900]   I just said dog, okay?
[00:57:20.900 --> 00:57:23.900]   The reason why is because she's my wife.
[00:57:23.900 --> 00:57:25.740]   (audience laughing)
[00:57:25.740 --> 00:57:28.740]   She hangs out with me and I always say, what's up, dog?
[00:57:28.740 --> 00:57:31.100]   (audience laughing)
[00:57:31.100 --> 00:57:36.100]   So I'm building myself into her
[00:57:36.100 --> 00:57:39.340]   to where we are even saying the same language.
[00:57:39.340 --> 00:57:41.300]   When it comes to music, right?
[00:57:41.300 --> 00:57:42.540]   I'm a black man, dude.
[00:57:42.540 --> 00:57:44.460]   We do not listen to country music.
[00:57:44.460 --> 00:57:46.540]   Why do I like country music?
[00:57:46.540 --> 00:57:48.020]   Why do I like country music?
[00:57:48.020 --> 00:57:52.100]   'Cause my wife is being built into me.
[00:57:52.100 --> 00:57:52.940]   (audience laughing)
[00:57:52.940 --> 00:57:55.460]   My friends know I like country music.
[00:57:55.460 --> 00:57:57.140]   And this is being taken, oh man.
[00:57:57.140 --> 00:58:00.140]   (audience laughing)
[00:58:00.140 --> 00:58:04.380]   I never forget, as we were just journeying through
[00:58:04.380 --> 00:58:07.660]   our marriage, Ruth was saying things like this to me.
[00:58:07.660 --> 00:58:09.900]   It's not just your life, Ray.
[00:58:09.900 --> 00:58:12.980]   What you do impacts me.
[00:58:12.980 --> 00:58:16.060]   What you say changes me.
[00:58:16.060 --> 00:58:19.180]   Where you go affects me.
[00:58:19.180 --> 00:58:24.180]   Your life is my life for good or for ill.
[00:58:24.180 --> 00:58:26.420]   And this is true.
[00:58:26.420 --> 00:58:31.060]   See, and here's also, this concept is where
[00:58:31.060 --> 00:58:33.460]   conflict can arise.
[00:58:33.460 --> 00:58:38.460]   It's hard to build yourself into someone else.
[00:58:38.460 --> 00:58:41.100]   Me, I'm a decisive person.
[00:58:41.100 --> 00:58:45.940]   My wife is analytical, an analytical theater.
[00:58:45.940 --> 00:58:49.060]   So she takes a long time to make decisions.
[00:58:49.060 --> 00:58:50.420]   Me, I'm decisive.
[00:58:50.420 --> 00:58:53.580]   I see, I put it together, it's like boom.
[00:58:53.580 --> 00:58:55.220]   Let's move in this direction.
[00:58:55.220 --> 00:58:59.060]   But praise God that my wife is an analytical individual.
[00:58:59.060 --> 00:59:02.540]   Because one time we were signing up for medical insurance
[00:59:02.540 --> 00:59:05.260]   and I was looking at this and I was being my decisive self.
[00:59:05.260 --> 00:59:07.220]   Like oh, let's go with this one, boom, boom.
[00:59:07.220 --> 00:59:08.780]   Press click, send, and we done.
[00:59:08.780 --> 00:59:09.980]   She's like, oh no, no, no, no.
[00:59:09.980 --> 00:59:12.100]   And I'm like, honey, you always take forever
[00:59:12.100 --> 00:59:12.940]   to make decisions.
[00:59:12.940 --> 00:59:14.140]   Why are you analyzing everything?
[00:59:14.140 --> 00:59:14.980]   Let's just.
[00:59:14.980 --> 00:59:17.780]   And then finally, I said, okay, let's just,
[00:59:17.780 --> 00:59:19.020]   I'll hear what you say.
[00:59:19.020 --> 00:59:21.020]   All right, do, do, do, do, do, do, send.
[00:59:21.020 --> 00:59:23.740]   Ooh, we just saved $400.
[00:59:23.740 --> 00:59:24.900]   (audience laughing)
[00:59:24.900 --> 00:59:25.740]   Ooh.
[00:59:25.740 --> 00:59:30.900]   Man, I'm so glad in that moment that I built you into me.
[00:59:30.900 --> 00:59:32.300]   (audience laughing)
[00:59:32.300 --> 00:59:34.140]   All right, we have four children.
[00:59:34.140 --> 00:59:34.980]   Okay.
[00:59:34.980 --> 00:59:38.380]   After the fourth, my wife was saying, man,
[00:59:38.380 --> 00:59:41.020]   you know what, I think, or while she was pregnant
[00:59:41.020 --> 00:59:42.300]   with the fourth, she's like, man, I think I'm gonna
[00:59:42.300 --> 00:59:43.540]   keep having babies.
[00:59:44.700 --> 00:59:48.340]   Ooh, man, that's kind of rough, okay.
[00:59:48.340 --> 00:59:51.060]   All right, well, we'll see what the Lord has.
[00:59:51.060 --> 00:59:54.020]   So she goes to the laborer, she's on the bed,
[00:59:54.020 --> 00:59:56.700]   and she's pushing, right, all the pain and everything,
[00:59:56.700 --> 00:59:57.540]   and ah, listen up.
[00:59:57.540 --> 00:59:59.140]   And I was like, I was just kind of hitting the honey,
[00:59:59.140 --> 01:00:00.340]   you still gonna have more kids?
[01:00:00.340 --> 01:00:01.180]   (audience laughing)
[01:00:01.180 --> 01:00:03.300]   Don't talk to me right now, I'm trying to do my business,
[01:00:03.300 --> 01:00:05.140]   I'm trying to push this thing out, right?
[01:00:05.140 --> 01:00:08.460]   And then, she pushed that, she pushed the baby out,
[01:00:08.460 --> 01:00:10.140]   she's kind of still a pain in the ass saying,
[01:00:10.140 --> 01:00:12.140]   you know, I think we should probably, she's like,
[01:00:12.140 --> 01:00:13.860]   yeah, no, I don't wanna do this again.
[01:00:13.860 --> 01:00:14.700]   (audience laughing)
[01:00:14.700 --> 01:00:17.060]   'Cause she did no epidurals, my wife was a soldier,
[01:00:17.060 --> 01:00:19.780]   all four of them, she just pushed them out, right?
[01:00:19.780 --> 01:00:21.420]   And so she's like, no, I don't wanna do this,
[01:00:21.420 --> 01:00:22.900]   and I'm like, all right, cool, I got her,
[01:00:22.900 --> 01:00:24.740]   I don't wanna arm her back in pain,
[01:00:24.740 --> 01:00:25.980]   we're not having more kids?
[01:00:25.980 --> 01:00:27.780]   Yeah, doctor, tie it up, tie it up.
[01:00:27.780 --> 01:00:28.620]   (audience laughing)
[01:00:28.620 --> 01:00:31.300]   And tear it up right now, we gonna be decisive.
[01:00:31.300 --> 01:00:32.140]   (audience laughing)
[01:00:32.140 --> 01:00:34.380]   That's it, make a decision.
[01:00:34.380 --> 01:00:38.620]   And my wife said, I'm glad you made that decision.
[01:00:38.620 --> 01:00:39.700]   (audience laughing)
[01:00:39.700 --> 01:00:41.780]   I'm glad you're decisive, honey.
[01:00:41.780 --> 01:00:45.020]   Respect versus mercy, I'm a respect guy, that's why I am.
[01:00:45.020 --> 01:00:46.780]   When I come to the room, if it's time to roll,
[01:00:46.780 --> 01:00:48.860]   it's time to roll, that's just how it is with my kids,
[01:00:48.860 --> 01:00:49.700]   and they know it.
[01:00:49.700 --> 01:00:51.100]   If you're watching something, I don't care
[01:00:51.100 --> 01:00:53.460]   if we're right in the middle of a sentence
[01:00:53.460 --> 01:00:55.020]   that you're watching, if I walk in and say,
[01:00:55.020 --> 01:00:58.420]   cut the TV off, I'll be in the middle of a dog-gone sentence,
[01:00:58.420 --> 01:01:00.380]   cut it off, done.
[01:01:00.380 --> 01:01:04.860]   My wife, this is what she asks when we walk in the room,
[01:01:04.860 --> 01:01:09.620]   she asks the kids, how much longer do you guys have left?
[01:01:09.620 --> 01:01:12.660]   I don't care how much longer they got left.
[01:01:12.660 --> 01:01:15.000]   I want the TV off right now.
[01:01:15.000 --> 01:01:17.380]   - Amen.
[01:01:17.380 --> 01:01:18.200]   - Amen.
[01:01:18.200 --> 01:01:19.040]   (audience laughing)
[01:01:19.040 --> 01:01:19.860]   Amen.
[01:01:19.860 --> 01:01:23.540]   But when she's the mercy guy, girl,
[01:01:23.540 --> 01:01:29.300]   she feels bad that they're in the middle of a sentence.
[01:01:29.300 --> 01:01:31.100]   So she just, ah, okay.
[01:01:31.100 --> 01:01:35.740]   So I'm learning to build that mercy side into me
[01:01:35.740 --> 01:01:38.180]   that didn't already exist.
[01:01:39.180 --> 01:01:40.260]   Right?
[01:01:40.260 --> 01:01:42.180]   I mean, my wife is the mercy person,
[01:01:42.180 --> 01:01:44.180]   and she's stretching me, because I'm not,
[01:01:44.180 --> 01:01:45.620]   even to be confident.
[01:01:45.620 --> 01:01:48.260]   And so my wife, one day she saw this girl
[01:01:48.260 --> 01:01:49.580]   out in the middle of the street arguing
[01:01:49.580 --> 01:01:53.220]   with her gangbanger boyfriend, and what does she do?
[01:01:53.220 --> 01:01:56.700]   She goes outside to the argument.
[01:01:56.700 --> 01:02:00.060]   She's not from the hood.
[01:02:00.060 --> 01:02:02.500]   You don't do that.
[01:02:02.500 --> 01:02:05.700]   What you do is, you close the door, clap, clap, bop,
[01:02:05.700 --> 01:02:07.860]   and you act like you ain't seeing nothing.
[01:02:07.860 --> 01:02:08.900]   (audience laughing)
[01:02:08.900 --> 01:02:11.100]   You put the windows down, and it's all good.
[01:02:11.100 --> 01:02:16.420]   No, she goes out there with gangbanger boyfriend
[01:02:16.420 --> 01:02:19.300]   and girlfriend, and ended up developing a relationship
[01:02:19.300 --> 01:02:22.020]   with that girl, and brought her to the Lord
[01:02:22.020 --> 01:02:23.980]   and all kind of other things.
[01:02:23.980 --> 01:02:28.140]   That's what's on her mercy side, that built into me,
[01:02:28.140 --> 01:02:29.620]   which that would have never happened.
[01:02:29.620 --> 01:02:30.900]   And look at that.
[01:02:30.900 --> 01:02:33.700]   This girl's in the kingdom, just because of the way
[01:02:33.700 --> 01:02:35.500]   my wife is and her disposition.
[01:02:35.500 --> 01:02:37.420]   Okay?
[01:02:38.340 --> 01:02:40.500]   I'm a respect guy, I expect yes, dad.
[01:02:40.500 --> 01:02:42.140]   That's what I always tell people, yes, dad.
[01:02:42.140 --> 01:02:43.940]   When I say something, yes, dad.
[01:02:43.940 --> 01:02:44.980]   Yes, dad, yes, mom.
[01:02:44.980 --> 01:02:45.820]   That's the way it works.
[01:02:45.820 --> 01:02:48.660]   I'll go, that's how, when my wife,
[01:02:48.660 --> 01:02:50.900]   she's a justice person, so when I say something,
[01:02:50.900 --> 01:02:55.140]   she's saying, okay, you guys can say, may I say something.
[01:02:55.140 --> 01:02:58.620]   May I say, instead of saying yes, dad, may I say something.
[01:02:58.620 --> 01:03:01.100]   I'm like, you don't need to say nothing but yes, dad.
[01:03:01.100 --> 01:03:04.100]   (audience laughing)
[01:03:05.420 --> 01:03:09.020]   So, the dance of marriage, right?
[01:03:09.020 --> 01:03:11.940]   You see, oneness, that's not easy.
[01:03:11.940 --> 01:03:16.380]   That's rough, because you're building someone else into you.
[01:03:16.380 --> 01:03:19.300]   And so that's why a lot of times you got swollen feet,
[01:03:19.300 --> 01:03:20.780]   as you step on each other's feet.
[01:03:20.780 --> 01:03:24.140]   But as the years go by, you learn the rhythm.
[01:03:24.140 --> 01:03:27.980]   You get it over time, as you build yourselves
[01:03:27.980 --> 01:03:29.460]   into each other.
[01:03:29.460 --> 01:03:31.660]   And this is the reality of oneness.
[01:03:31.660 --> 01:03:32.500]   Here it is.
[01:03:34.180 --> 01:03:37.940]   I am becoming the me that I was designed to be
[01:03:37.940 --> 01:03:39.220]   because of her.
[01:03:39.220 --> 01:03:44.260]   I am becoming the me that I was designed to be
[01:03:44.260 --> 01:03:46.700]   because of him.
[01:03:46.700 --> 01:03:50.700]   The moment you get married, you are not the person yet
[01:03:50.700 --> 01:03:52.980]   that God designed you to be.
[01:03:52.980 --> 01:03:57.860]   You are becoming who he designed you to be.
[01:03:57.860 --> 01:04:01.300]   A totally different you.
[01:04:02.300 --> 01:04:05.380]   (audience laughing)
[01:04:05.380 --> 01:04:07.620]   And as I kind of gave those analogies,
[01:04:07.620 --> 01:04:10.540]   that's what makes it so difficult oneness.
[01:04:10.540 --> 01:04:14.900]   And that is what can also cause for sometimes,
[01:04:14.900 --> 01:04:16.180]   you to get to a point where you're saying,
[01:04:16.180 --> 01:04:18.780]   you know what, I'm tired of you stepping on my feet.
[01:04:18.780 --> 01:04:20.980]   I'm tired of that.
[01:04:20.980 --> 01:04:24.060]   Because it becomes a challenge.
[01:04:24.060 --> 01:04:26.900]   Because sometimes the kids don't need to say something,
[01:04:26.900 --> 01:04:28.300]   and they need to just say yes, dad.
[01:04:28.300 --> 01:04:30.140]   And sometimes they do need to say something
[01:04:30.140 --> 01:04:31.660]   and not just say yes, dad.
[01:04:31.660 --> 01:04:33.220]   But if we keep getting it wrong,
[01:04:33.220 --> 01:04:35.620]   you stepping on my feet, I'm stepping on your feet,
[01:04:35.620 --> 01:04:37.260]   and it's like, dude, do you see my feet?
[01:04:37.260 --> 01:04:39.220]   They're swollen, and so I'm ready to hit the door
[01:04:39.220 --> 01:04:41.900]   because you keep stepping on my feet.
[01:04:41.900 --> 01:04:45.940]   And that's why Paul then gives us verse 31,
[01:04:45.940 --> 01:04:48.500]   where he says, back to Ephesians.
[01:04:48.500 --> 01:04:55.060]   Therefore a man shall leave his father and mother,
[01:04:55.060 --> 01:04:58.100]   and what are those two words, you guys?
[01:04:58.100 --> 01:04:59.420]   Hold fast.
[01:04:59.420 --> 01:05:05.740]   You see, oneness cannot be without permanence.
[01:05:05.740 --> 01:05:13.060]   Permanence is the promise of future love,
[01:05:13.060 --> 01:05:17.660]   regardless of future feelings or circumstance.
[01:05:17.660 --> 01:05:20.860]   You see, permanence creates the safety
[01:05:20.860 --> 01:05:23.260]   for oneness to become.
[01:05:23.260 --> 01:05:26.100]   Because when you look at me and you tell me,
[01:05:26.100 --> 01:05:27.700]   I'm gonna hold fast.
[01:05:27.700 --> 01:05:30.660]   No matter how many times you step on my feet,
[01:05:30.660 --> 01:05:32.260]   I'm not going anywhere.
[01:05:32.260 --> 01:05:36.420]   No matter how swollen, how sore, how discontent I am
[01:05:36.420 --> 01:05:38.820]   with the fact that you can't get the rhythm
[01:05:38.820 --> 01:05:41.700]   that I keep saying go left and you go right,
[01:05:41.700 --> 01:05:42.940]   I'm not going anywhere.
[01:05:42.940 --> 01:05:47.100]   If it takes us a lifetime to get this dance right,
[01:05:47.100 --> 01:05:50.180]   I'm gonna hold fast.
[01:05:50.180 --> 01:05:56.180]   Believe that word hold fast, the Greek is glu.
[01:05:56.180 --> 01:05:58.020]   That's what it can be translated as.
[01:05:58.020 --> 01:06:01.700]   I'm gonna be glued to you in all the seasons of life,
[01:06:01.700 --> 01:06:04.580]   when I'm happy with you and when I can't stand your guts.
[01:06:04.580 --> 01:06:07.100]   When you're meeting my expectations
[01:06:07.100 --> 01:06:09.340]   or when you are failing miserably.
[01:06:09.340 --> 01:06:15.580]   Studies show this, two thirds of unhappy marriages
[01:06:15.580 --> 01:06:18.100]   will become happy in five years
[01:06:18.100 --> 01:06:22.820]   simply if people stay married, that's it.
[01:06:22.820 --> 01:06:24.780]   Just hold fast.
[01:06:25.660 --> 01:06:30.660]   So the nature of marriage is oneness and permanence.
[01:06:30.660 --> 01:06:34.340]   So now we get to my third point.
[01:06:34.340 --> 01:06:37.620]   The first point is the nature of roles,
[01:06:37.620 --> 01:06:41.460]   submission, loving, nurture, cherish.
[01:06:41.460 --> 01:06:45.300]   The nature of the relationship that God designed in marriage,
[01:06:45.300 --> 01:06:47.620]   the nature of that is what?
[01:06:47.620 --> 01:06:49.620]   Oneness, permanence.
[01:06:49.620 --> 01:06:52.140]   Now the question becomes is,
[01:06:52.140 --> 01:06:55.060]   when those two things combine,
[01:06:55.060 --> 01:06:57.940]   what is marriage in light of eternity?
[01:06:57.940 --> 01:07:00.700]   That's what this is all about.
[01:07:00.700 --> 01:07:05.180]   What is marriage ultimately in light of eternity?
[01:07:05.180 --> 01:07:09.140]   This is the why now.
[01:07:09.140 --> 01:07:12.420]   I had you guys in the survey, you gave me all kind of whys.
[01:07:12.420 --> 01:07:17.420]   This why has to, must, trump them all.
[01:07:17.420 --> 01:07:20.060]   If you will ultimately experience
[01:07:20.060 --> 01:07:22.900]   the kind of anchor that God wants you to have
[01:07:22.900 --> 01:07:25.540]   in your marriage, it's in verse 32.
[01:07:25.540 --> 01:07:29.740]   This mystery is profound and I'm saying
[01:07:29.740 --> 01:07:34.740]   that it refers to Christ and the church.
[01:07:34.740 --> 01:07:43.260]   For the first time in all of recorded history,
[01:07:43.260 --> 01:07:48.820]   history, eternity, past, Genesis,
[01:07:48.820 --> 01:07:53.820]   Genesis chapter two, when God first instituted marriage,
[01:07:53.820 --> 01:07:58.380]   it was unknown from that point all the way
[01:07:58.380 --> 01:08:02.580]   through the thousands of years that led up to Jesus.
[01:08:02.580 --> 01:08:06.140]   Now we finally see what marriage is all about.
[01:08:06.140 --> 01:08:10.100]   It's a mystery until now.
[01:08:10.100 --> 01:08:12.660]   And he says it is profound.
[01:08:12.660 --> 01:08:14.980]   The word of the Greek is mega.
[01:08:14.980 --> 01:08:16.980]   It's great.
[01:08:16.980 --> 01:08:18.700]   So this is weight.
[01:08:18.700 --> 01:08:21.020]   You gotta feel it land.
[01:08:21.020 --> 01:08:22.900]   Paul is landing now.
[01:08:22.900 --> 01:08:27.740]   Submission, cherish, nourish, land.
[01:08:27.740 --> 01:08:35.820]   The primary and eternal reality about your marriage
[01:08:35.820 --> 01:08:41.980]   is that it is designed to reflect one thing,
[01:08:41.980 --> 01:08:46.340]   Christ and the church.
[01:08:48.060 --> 01:08:51.740]   That's why marriage exists.
[01:08:51.740 --> 01:08:56.540]   You see that movie Princess Bride,
[01:08:56.540 --> 01:08:59.580]   I was looking up some quotes about love.
[01:08:59.580 --> 01:09:02.900]   Princess Bride, I'm gonna look at you smiling.
[01:09:02.900 --> 01:09:05.820]   Princess Bride, I can't stand that.
[01:09:05.820 --> 01:09:08.820]   (audience laughing)
[01:09:08.820 --> 01:09:14.300]   He says this, "Death cannot stop true love.
[01:09:14.300 --> 01:09:18.420]   "All it can do is delay it for a while."
[01:09:18.420 --> 01:09:19.660]   That is Harrison.
[01:09:19.660 --> 01:09:22.300]   (audience laughing)
[01:09:22.300 --> 01:09:26.980]   "Death does stop true love horizontally."
[01:09:26.980 --> 01:09:31.700]   Here's another quote from the notebook.
[01:09:31.700 --> 01:09:35.020]   Ooh, yeah.
[01:09:35.020 --> 01:09:37.100]   So it's not gonna be easy.
[01:09:37.100 --> 01:09:38.620]   It's gonna be really hard.
[01:09:38.620 --> 01:09:41.620]   We're gonna have to work all at this every day.
[01:09:41.620 --> 01:09:44.060]   But I wanna do that because I want you.
[01:09:44.060 --> 01:09:46.780]   I want all of you forever.
[01:09:46.780 --> 01:09:48.500]   You and me every day.
[01:09:48.500 --> 01:09:54.900]   It's not gonna be you and me every day forever.
[01:09:54.900 --> 01:09:58.980]   It's not men, women, sorry.
[01:09:58.980 --> 01:10:01.980]   You will not be married in heaven.
[01:10:01.980 --> 01:10:08.220]   The only reason marriage exists
[01:10:08.220 --> 01:10:12.180]   is to display the relationship
[01:10:12.180 --> 01:10:16.900]   that Jesus Christ will have with you forever.
[01:10:16.900 --> 01:10:24.100]   Marriage exists to display the gospel in living color.
[01:10:24.100 --> 01:10:28.260]   And your mission is to display that picture
[01:10:28.260 --> 01:10:31.380]   until death does you part.
[01:10:31.380 --> 01:10:32.220]   Why?
[01:10:32.220 --> 01:10:38.900]   The reason for commitment and dedication to your roles.
[01:10:40.460 --> 01:10:44.860]   The nature of your relationship as oneness and permanence
[01:10:44.860 --> 01:10:46.740]   exists for one reason,
[01:10:46.740 --> 01:10:49.980]   to be a living drama of the gospel.
[01:10:49.980 --> 01:10:55.420]   Wives, here's your role in light of eternity.
[01:10:55.420 --> 01:10:58.060]   This is why the chiastic structure.
[01:10:58.060 --> 01:11:02.420]   This is why Paul put, A, wives submit to your husbands,
[01:11:02.420 --> 01:11:04.500]   and then all the way down, again,
[01:11:04.500 --> 01:11:06.460]   wives submit to your husbands.
[01:11:06.460 --> 01:11:09.180]   That's why in verse 33, he concludes it to say,
[01:11:09.180 --> 01:11:11.060]   you gotta respect your husbands.
[01:11:11.060 --> 01:11:13.300]   Why is he carrying so much weight?
[01:11:13.300 --> 01:11:16.740]   Why is he belaboring your role as a wife to submit?
[01:11:16.740 --> 01:11:21.820]   One, as Kathy Keller puts it,
[01:11:21.820 --> 01:11:27.500]   both women and men get to play the Jesus role in marriage.
[01:11:27.500 --> 01:11:32.500]   Ladies, Jesus in his sacrificial submission to the Father.
[01:11:32.500 --> 01:11:36.100]   You get to play that role.
[01:11:37.500 --> 01:11:39.900]   So that we can see what it looks like
[01:11:39.900 --> 01:11:42.500]   for Jesus to submit to the Father.
[01:11:42.500 --> 01:11:46.820]   One writer wrote, as a woman, I already have a Jesus role.
[01:11:46.820 --> 01:11:50.740]   The sacrificial gifting of my submission to my husband.
[01:11:50.740 --> 01:11:54.180]   Should I try to grasp for his Jesus role?
[01:11:54.180 --> 01:11:57.900]   Should I try to swap my Jesus role for his?
[01:11:57.900 --> 01:11:59.580]   To what end?
[01:11:59.580 --> 01:12:04.420]   If Jesus being equal with God did not grasp for his equality
[01:12:04.420 --> 01:12:06.740]   but instead submitted himself to the plan
[01:12:06.740 --> 01:12:10.420]   and the Father, should I as my husband's equal
[01:12:10.420 --> 01:12:11.700]   grasp for mine?
[01:12:11.700 --> 01:12:16.260]   You have a Jesus role, ladies.
[01:12:16.260 --> 01:12:19.820]   And here's the thing, we can't see that
[01:12:19.820 --> 01:12:21.660]   unless you live out your role.
[01:12:21.660 --> 01:12:25.340]   Here's another one.
[01:12:25.340 --> 01:12:28.540]   Your role, give us a picture of the church.
[01:12:28.540 --> 01:12:31.140]   Why is that so vital?
[01:12:31.140 --> 01:12:31.980]   Watch this.
[01:12:31.980 --> 01:12:36.300]   When we marginalize submission in marriage,
[01:12:36.300 --> 01:12:38.740]   we dull a certain reflection.
[01:12:38.740 --> 01:12:40.140]   And here it is.
[01:12:40.140 --> 01:12:42.100]   If we don't talk about submission, ladies,
[01:12:42.100 --> 01:12:45.060]   it becomes the, oh, it's the devil term.
[01:12:45.060 --> 01:12:46.700]   It's the devil term, right?
[01:12:46.700 --> 01:12:51.220]   Being a feministic, you know, I can do what you can do.
[01:12:51.220 --> 01:12:55.580]   I'm not any, look, so submission, no, no, no, no, no, no.
[01:12:55.580 --> 01:12:58.300]   Church, we have to retain that language.
[01:12:58.300 --> 01:13:01.340]   We have to retain that language.
[01:13:01.340 --> 01:13:03.420]   The world can do what it wants,
[01:13:03.420 --> 01:13:05.220]   but let's not start letting that stuff
[01:13:05.220 --> 01:13:06.620]   infiltrate the church.
[01:13:06.620 --> 01:13:07.740]   And here's why.
[01:13:07.740 --> 01:13:11.420]   Because the notion of submission over time
[01:13:11.420 --> 01:13:12.660]   will become foreign.
[01:13:12.660 --> 01:13:16.740]   And therefore, then, the world needs to know
[01:13:16.740 --> 01:13:20.380]   that there is a divine order and authority.
[01:13:20.380 --> 01:13:23.020]   That Jesus Christ is King of kings
[01:13:23.020 --> 01:13:24.580]   and he's Lord of lords.
[01:13:24.580 --> 01:13:27.140]   And that he is seated at the right hand of the Father,
[01:13:27.140 --> 01:13:31.460]   far above all rule, authority, power, and dominion.
[01:13:31.460 --> 01:13:34.700]   And everything is in subjection to his feet.
[01:13:34.700 --> 01:13:38.700]   And submission puts that glorious picture on display,
[01:13:38.700 --> 01:13:40.700]   ladies, if you don't do that,
[01:13:40.700 --> 01:13:43.460]   we don't get to see the glory of the name Christ Jesus.
[01:13:43.460 --> 01:13:49.500]   That's why he presses on you guys.
[01:13:49.500 --> 01:13:54.700]   Because the glory of the authority of Jesus
[01:13:54.700 --> 01:13:58.060]   over the church is seen through the way
[01:13:58.060 --> 01:13:59.780]   you submit to your husband.
[01:14:00.100 --> 01:14:01.700]   And we gotta see it.
[01:14:01.700 --> 01:14:04.180]   And guess what?
[01:14:04.180 --> 01:14:06.500]   Only you can do that, ladies.
[01:14:06.500 --> 01:14:07.780]   Realize that?
[01:14:07.780 --> 01:14:10.580]   If you don't do that, then we lose that picture.
[01:14:10.580 --> 01:14:15.020]   Therefore, we lose a measure of the glory of God
[01:14:15.020 --> 01:14:17.060]   that we can view and see in this world.
[01:14:17.060 --> 01:14:19.740]   Amen.
[01:14:19.740 --> 01:14:22.020]   Your role in light of eternity.
[01:14:22.020 --> 01:14:24.140]   Verse 25,
[01:14:24.140 --> 01:14:29.140]   "As Christ loved the church and gave himself up for her."
[01:14:29.140 --> 01:14:33.820]   Verse 29, "For no one ever hateth his own flesh,
[01:14:33.820 --> 01:14:35.740]   but nourishes it and cherisheth it,
[01:14:35.740 --> 01:14:40.740]   as Christ does the church."
[01:14:40.740 --> 01:14:46.540]   The world needs to be governed by the church.
[01:14:46.540 --> 01:14:48.500]   The church is the authority.
[01:14:48.500 --> 01:14:50.100]   The church is the authority.
[01:14:50.100 --> 01:14:51.700]   The church is the authority.
[01:14:51.700 --> 01:14:55.780]   The world needs to be gospel, fellas, in your love.
[01:14:55.780 --> 01:15:00.460]   The way we get to see what it looks like
[01:15:00.460 --> 01:15:03.780]   in living color, for Jesus to love the church
[01:15:03.780 --> 01:15:06.220]   because we didn't see it, we weren't there,
[01:15:06.220 --> 01:15:11.060]   is the way you nourish and cherish the wife.
[01:15:11.060 --> 01:15:14.700]   'Cause he nourished the church with his own blood.
[01:15:14.700 --> 01:15:17.060]   He led with initiative, saying,
[01:15:17.060 --> 01:15:20.140]   "You gotta deny yourself, take up your cross,
[01:15:20.140 --> 01:15:21.620]   and follow me."
[01:15:21.620 --> 01:15:24.300]   He cherished her so much that he died for her,
[01:15:24.300 --> 01:15:27.660]   taking nine of his nails in his hands to bleed for her.
[01:15:27.660 --> 01:15:31.940]   He took 40 lashes minus one, and he grieved for her.
[01:15:31.940 --> 01:15:35.980]   The world needs to see that picture of sacrificial love.
[01:15:35.980 --> 01:15:39.620]   And if you don't live that out,
[01:15:39.620 --> 01:15:42.620]   then we lose a picture of the glory of the gospel.
[01:15:42.620 --> 01:15:48.260]   What about the nature of marriage in light of eternity?
[01:15:48.260 --> 01:15:50.540]   Oneness, permanence.
[01:15:50.540 --> 01:15:51.620]   What about oneness?
[01:15:51.620 --> 01:15:54.700]   Read John chapter 17.
[01:15:54.700 --> 01:15:58.700]   It is one of the most intimate displays
[01:15:58.700 --> 01:16:02.460]   of the relationship between God, the Father,
[01:16:02.460 --> 01:16:04.460]   the Spirit, and the Son.
[01:16:04.460 --> 01:16:06.780]   Primarily the Father and the Son.
[01:16:06.780 --> 01:16:09.660]   And he uses all of this oneness language.
[01:16:09.660 --> 01:16:14.660]   I in you, and you in me, that we are one,
[01:16:14.660 --> 01:16:17.260]   that they might be one, and you are one.
[01:16:17.260 --> 01:16:20.460]   It is extremely profound and poetic.
[01:16:20.460 --> 01:16:22.620]   In the way in which Jesus describes it.
[01:16:22.620 --> 01:16:29.300]   Listen, the whole idea of the Trinity, three in one,
[01:16:29.300 --> 01:16:31.980]   is not just a theological concept
[01:16:31.980 --> 01:16:34.500]   that we can examine in a test tube,
[01:16:34.500 --> 01:16:36.460]   or in some theological book.
[01:16:36.460 --> 01:16:43.140]   God's intimacy, and what it looks like
[01:16:43.140 --> 01:16:47.460]   for him to be triune, and yet one,
[01:16:47.460 --> 01:16:50.420]   the depth to experience what that is,
[01:16:50.420 --> 01:16:54.580]   to see it, has been given in the privilege of marriage.
[01:16:54.580 --> 01:16:59.660]   As you build yourself into each other
[01:16:59.660 --> 01:17:03.580]   as distinct individuals, and yet still display
[01:17:03.580 --> 01:17:06.340]   the oneness, as I look at you and watch,
[01:17:06.340 --> 01:17:10.740]   our understanding of the Trinity is enhanced.
[01:17:10.740 --> 01:17:13.860]   The glory of the Trinity is enhanced.
[01:17:13.860 --> 01:17:16.140]   It's no longer a theological concept,
[01:17:16.140 --> 01:17:18.980]   but I can actually see what it looks like
[01:17:18.980 --> 01:17:21.340]   for God to be three in one.
[01:17:21.340 --> 01:17:25.060]   What about hold fast?
[01:17:25.060 --> 01:17:27.660]   What is holding fast and permanence in my returning?
[01:17:27.660 --> 01:17:30.940]   Horizontal cleaving between a man and a woman.
[01:17:30.940 --> 01:17:33.620]   When you cleave and you hold fast,
[01:17:33.620 --> 01:17:35.620]   it's to draw the world's attention
[01:17:35.620 --> 01:17:37.140]   to the fact that God in Christ
[01:17:37.140 --> 01:17:39.260]   has glued himself to his church.
[01:17:39.260 --> 01:17:42.740]   It's designed for us to see in living color,
