
[00:00:00.000 --> 00:00:02.500]   (organ music)
[01:18:22.780 --> 01:18:32.780]   [music]
[01:18:32.780 --> 01:18:35.780]   [music]
[01:18:35.780 --> 01:18:45.780]   [music]
[01:18:45.780 --> 01:18:55.780]   [music]
[01:18:55.780 --> 01:18:58.780]   [music]
[01:18:58.780 --> 01:19:08.780]   [music]
[01:19:08.780 --> 01:19:18.780]   [music]
[01:19:18.780 --> 01:19:21.780]   [music]
[01:19:21.780 --> 01:19:31.780]   [music]
[01:19:31.780 --> 01:19:41.780]   [music]
[01:19:41.780 --> 01:19:44.780]   [music]
[01:19:44.780 --> 01:19:54.780]   [music]
[01:19:54.780 --> 01:20:06.780]   [music]
[01:20:06.780 --> 01:20:09.780]   [music]
[01:20:09.780 --> 01:20:19.780]   [music]
[01:20:19.780 --> 01:20:29.780]   [music]
[01:20:29.780 --> 01:20:32.780]   [music]
[01:20:32.780 --> 01:20:42.780]   [music]
[01:20:42.780 --> 01:20:53.780]   [music]
[01:20:53.780 --> 01:20:56.780]   [music]
[01:20:56.780 --> 01:21:06.780]   [music]
[01:21:06.780 --> 01:21:16.780]   [music]
[01:21:16.780 --> 01:21:19.780]   [music]
[01:21:19.780 --> 01:21:29.780]   [music]
[01:21:29.780 --> 01:21:41.780]   [music]
[01:21:41.780 --> 01:21:44.780]   [music]
[01:21:44.780 --> 01:21:54.780]   [music]
[01:21:54.780 --> 01:22:04.780]   [music]
[01:22:04.780 --> 01:22:07.780]   [music]
[01:22:07.780 --> 01:22:16.780]   [music]
[01:22:16.780 --> 01:22:25.780]   [music]
[01:22:26.780 --> 01:22:29.780]   [music]
[01:22:29.780 --> 01:22:38.780]   [music]
[01:22:38.780 --> 01:22:50.780]   [music]
[01:22:50.780 --> 01:22:53.780]   [music]
[01:22:53.780 --> 01:23:03.780]   [music]
[01:23:03.780 --> 01:23:13.780]   [music]
[01:23:13.780 --> 01:23:16.780]   [music]
[01:23:16.780 --> 01:23:26.780]   [music]
[01:23:26.780 --> 01:23:36.780]   [music]
[01:23:36.780 --> 01:23:39.780]   [music]
[01:23:39.780 --> 01:23:49.780]   [music]
[01:23:49.780 --> 01:23:59.780]   [music]
[01:23:59.780 --> 01:24:02.780]   [music]
[01:24:02.780 --> 01:24:12.780]   [music]
[01:24:12.780 --> 01:24:22.780]   [music]
[01:24:22.780 --> 01:24:25.780]   [music]
[01:24:25.780 --> 01:24:31.780]   [music]
[01:24:31.780 --> 01:24:43.780]   [music]
[01:24:44.780 --> 01:24:47.780]   [music]
[01:25:11.780 --> 01:25:14.780]   [music]
[01:25:14.780 --> 01:25:20.780]   [music]
[01:25:20.780 --> 01:25:26.780]   [music]
[01:25:26.780 --> 01:25:34.780]   [music]
[01:25:35.780 --> 01:25:38.780]   [music]
[01:25:38.780 --> 01:25:47.780]   [music]
[01:25:47.780 --> 01:25:55.780]   [music]
[01:25:56.780 --> 01:25:59.780]   [music]
[01:25:59.780 --> 01:26:08.780]   [music]
[01:26:08.780 --> 01:26:18.780]   [music]
[01:26:18.780 --> 01:26:21.780]   [music]
[01:26:21.780 --> 01:26:31.780]   [music]
[01:26:31.780 --> 01:26:41.780]   [music]
[01:26:41.780 --> 01:26:44.780]   [music]
[01:26:44.780 --> 01:26:53.780]   [music]
[01:26:53.780 --> 01:27:02.780]   [music]
[01:27:03.780 --> 01:27:06.780]   [music]
[01:27:06.780 --> 01:27:15.780]   [music]
[01:27:15.780 --> 01:27:27.780]   [music]
[01:27:27.780 --> 01:27:30.780]   [music]
[01:27:30.780 --> 01:27:39.780]   [music]
[01:27:39.780 --> 01:27:48.780]   [music]
[01:27:49.780 --> 01:27:52.780]   [music]
[01:27:52.780 --> 01:28:01.780]   [music]
[01:28:01.780 --> 01:28:12.780]   [music]
[01:28:13.780 --> 01:28:16.780]   [music]
[01:28:16.780 --> 01:28:25.780]   [music]
[01:28:25.780 --> 01:28:35.780]   [music]
[01:28:35.780 --> 01:28:38.780]   [music]
[01:28:38.780 --> 01:28:47.780]   [music]
[01:28:47.780 --> 01:28:56.780]   [music]
[01:28:57.780 --> 01:29:00.780]   [music]
[01:29:00.780 --> 01:29:09.780]   [music]
[01:29:09.780 --> 01:29:21.780]   [music]
[01:29:21.780 --> 01:29:24.780]   [music]
[01:29:24.780 --> 01:29:34.780]   [music]
[01:29:34.780 --> 01:29:44.780]   [music]
[01:29:44.780 --> 01:29:47.780]   [music]
[01:29:47.780 --> 01:29:57.780]   [music]
[01:29:57.780 --> 01:30:09.780]   [music]
[01:30:09.780 --> 01:30:12.780]   [music]
[01:30:12.780 --> 01:30:22.780]   [music]
[01:30:22.780 --> 01:30:32.780]   [music]
[01:30:32.780 --> 01:30:35.780]   [music]
[01:30:35.780 --> 01:30:45.780]   [music]
[01:30:45.780 --> 01:30:57.780]   [music]
[01:30:57.780 --> 01:31:00.780]   [music]
[01:31:00.780 --> 01:31:10.780]   [music]
[01:31:10.780 --> 01:31:22.780]   [music]
[01:31:22.780 --> 01:31:25.780]   [music]
[01:31:25.780 --> 01:31:35.780]   [music]
[01:31:35.780 --> 01:31:47.780]   [music]
[01:31:47.780 --> 01:31:50.780]   [music]
[01:31:50.780 --> 01:32:00.780]   [music]
[01:32:00.780 --> 01:32:10.780]   [music]
[01:32:10.780 --> 01:32:13.780]   [music]
[01:32:13.780 --> 01:32:23.780]   [music]
[01:32:23.780 --> 01:32:35.780]   [music]
[01:32:35.780 --> 01:32:38.780]   [music]
[01:32:38.780 --> 01:32:48.780]   [music]
[01:32:48.780 --> 01:33:00.780]   [music]
[01:33:00.780 --> 01:33:03.780]   [music]
[01:33:03.780 --> 01:33:13.780]   [music]
[01:33:13.780 --> 01:33:23.780]   [music]
[01:33:23.780 --> 01:33:26.780]   [music]
[01:33:26.780 --> 01:33:36.780]   [music]
[01:33:36.780 --> 01:33:46.780]   [music]
[01:33:46.780 --> 01:33:49.780]   [music]
[01:33:49.780 --> 01:33:59.780]   [music]
[01:33:59.780 --> 01:34:09.780]   [music]
[01:34:09.780 --> 01:34:12.780]   [music]
[01:34:12.780 --> 01:34:22.780]   [music]
[01:34:22.780 --> 01:34:32.780]   [music]
[01:34:33.780 --> 01:34:36.780]   [music]
[01:34:36.780 --> 01:34:52.780]   [music]
[01:34:53.780 --> 01:34:56.780]   [music]
[01:34:56.780 --> 01:35:05.780]   [music]
[01:35:05.780 --> 01:35:17.780]   [music]
[01:35:17.780 --> 01:35:20.780]   [music]
[01:35:20.780 --> 01:35:31.780]   [music]
[01:35:31.780 --> 01:35:44.780]   [music]
[01:35:44.780 --> 01:35:47.780]   [music]
[01:35:47.780 --> 01:35:57.780]   [music]
[01:35:57.780 --> 01:36:09.780]   [music]
[01:36:09.780 --> 01:36:12.780]   [music]
[01:36:12.780 --> 01:36:22.780]   [music]
[01:36:22.780 --> 01:36:32.780]   [music]
[01:36:32.780 --> 01:36:35.780]   [music]
[01:36:35.780 --> 01:36:46.780]   [music]
[01:36:46.780 --> 01:36:59.780]   [music]
[01:36:59.780 --> 01:37:02.780]   [music]
[01:37:02.780 --> 01:37:12.780]   [music]
[01:37:12.780 --> 01:37:23.780]   [music]
[01:37:24.780 --> 01:37:27.780]   [music]
[01:37:27.780 --> 01:37:40.780]   [music]
[01:37:40.780 --> 01:37:50.780]   [music]
[01:37:50.780 --> 01:37:53.780]   [music]
[01:37:53.780 --> 01:38:05.780]   [music]
[01:38:05.780 --> 01:38:18.780]   [music]
[01:38:19.780 --> 01:38:22.780]   [music]
[01:38:22.780 --> 01:38:31.780]   [music]
[01:38:31.780 --> 01:38:42.780]   [music]
[01:38:42.780 --> 01:38:45.780]   [music]
[01:38:45.780 --> 01:38:55.780]   [music]
[01:38:55.780 --> 01:39:09.780]   [music]
[01:39:09.780 --> 01:39:12.780]   [music]
[01:39:12.780 --> 01:39:24.780]   [music]
[01:39:24.780 --> 01:39:37.780]   [music]
[01:39:37.780 --> 01:39:40.780]   [music]
[01:39:40.780 --> 01:39:50.780]   [music]
[01:39:50.780 --> 01:40:00.780]   [music]
[01:40:00.780 --> 01:40:03.780]   [music]
[01:40:03.780 --> 01:40:13.780]   [music]
[01:40:13.780 --> 01:40:23.780]   [music]
[01:40:23.780 --> 01:40:26.780]   [music]
[01:40:26.780 --> 01:40:36.780]   [music]
[01:40:36.780 --> 01:40:46.780]   [music]
[01:40:47.780 --> 01:40:50.780]   [music]
[01:40:50.780 --> 01:41:06.780]   [music]
[01:41:06.780 --> 01:41:09.780]   [music]
[01:41:09.780 --> 01:41:27.780]   [music]
[01:41:28.780 --> 01:41:31.780]   [music]
[01:41:31.780 --> 01:41:40.780]   [music]
[01:41:40.780 --> 01:41:50.780]   [music]
[01:41:51.780 --> 01:41:54.780]   [music]
[01:41:54.780 --> 01:42:03.780]   [music]
[01:42:03.780 --> 01:42:13.780]   [music]
[01:42:14.780 --> 01:42:17.780]   [music]
[01:42:17.780 --> 01:42:30.780]   [music]
[01:42:30.780 --> 01:42:33.780]   [music]
[01:42:33.780 --> 01:42:43.780]   [music]
[01:42:43.780 --> 01:42:53.780]   [music]
[01:42:53.780 --> 01:42:56.780]   [music]
[01:42:56.780 --> 01:43:06.780]   [music]
[01:43:06.780 --> 01:43:16.780]   [music]
[01:43:16.780 --> 01:43:19.780]   [music]
[01:43:19.780 --> 01:43:29.780]   [music]
[01:43:29.780 --> 01:43:41.780]   [music]
[01:43:41.780 --> 01:43:44.780]   [music]
[01:43:44.780 --> 01:43:57.780]   [music]
[01:43:57.780 --> 01:44:08.780]   [music]
[01:44:08.780 --> 01:44:11.780]   [music]
[01:44:11.780 --> 01:44:21.780]   [music]
[01:44:21.780 --> 01:44:29.780]   [music]
[01:44:37.780 --> 01:44:40.780]   [music]
[01:44:40.780 --> 01:44:50.780]   [music]
[01:44:50.780 --> 01:45:01.780]   [music]
[01:45:02.780 --> 01:45:05.780]   [music]
[01:45:05.780 --> 01:45:14.780]   [music]
[01:45:14.780 --> 01:45:26.780]   [music]
[01:45:27.780 --> 01:45:30.780]   [music]
[01:45:30.780 --> 01:45:39.780]   [music]
[01:45:39.780 --> 01:45:51.780]   [music]
[01:45:51.780 --> 01:45:54.780]   [music]
[01:45:54.780 --> 01:46:04.780]   [music]
[01:46:04.780 --> 01:46:15.780]   [music]
[01:46:16.780 --> 01:46:19.780]   [music]
[01:46:19.780 --> 01:46:28.780]   [music]
[01:46:28.780 --> 01:46:38.780]   [music]
[01:46:39.780 --> 01:46:42.780]   [music]
[01:46:42.780 --> 01:46:51.780]   [music]
[01:46:51.780 --> 01:47:03.780]   [music]
[01:47:03.780 --> 01:47:06.780]   [music]
[01:47:06.780 --> 01:47:16.780]   [music]
[01:47:16.780 --> 01:47:26.780]   [music]
[01:47:26.780 --> 01:47:29.780]   [music]
[01:47:29.780 --> 01:47:39.780]   [music]
[01:47:39.780 --> 01:47:49.780]   [music]
[01:47:49.780 --> 01:47:52.780]   [music]
[01:47:52.780 --> 01:48:02.780]   [music]
[01:48:02.780 --> 01:48:12.780]   [music]
[01:48:12.780 --> 01:48:15.780]   [music]
[01:48:15.780 --> 01:48:25.780]   [music]
[01:48:25.780 --> 01:48:37.780]   [music]
[01:48:38.780 --> 01:48:41.780]   [music]
[01:48:41.780 --> 01:48:50.780]   [music]
[01:48:50.780 --> 01:49:01.780]   [music]
[01:49:01.780 --> 01:49:04.780]   [music]
[01:49:04.780 --> 01:49:14.780]   [music]
[01:49:14.780 --> 01:49:24.780]   [music]
[01:49:25.780 --> 01:49:28.780]   [music]
[01:49:28.780 --> 01:49:39.780]   [music]
[01:49:39.780 --> 01:49:48.780]   [music]
[01:49:49.780 --> 01:49:52.780]   [music]
[01:49:52.780 --> 01:50:01.780]   [music]
[01:50:01.780 --> 01:50:11.780]   [music]
[01:50:12.780 --> 01:50:15.780]   [music]
[01:50:15.780 --> 01:50:24.780]   [music]
[01:50:24.780 --> 01:50:34.780]   [music]
[01:50:34.780 --> 01:50:37.780]   [music]
[01:50:37.780 --> 01:50:47.780]   [music]
[01:50:47.780 --> 01:50:59.780]   [music]
[01:50:59.780 --> 01:51:02.780]   [music]
[01:51:02.780 --> 01:51:13.780]   [music]
[01:51:13.780 --> 01:51:26.780]   [music]
[01:51:26.780 --> 01:51:29.780]   [music]
[01:51:29.780 --> 01:51:40.780]   [music]
[01:51:40.780 --> 01:51:50.780]   [music]
[01:51:51.780 --> 01:51:54.780]   [music]
[01:51:54.780 --> 01:52:05.780]   [music]
[01:52:05.780 --> 01:52:16.780]   You're more than welcome to continue to stay and pray if you wanted to,
[01:52:16.780 --> 01:52:20.780]   but for the rest of us, if you can stand up with us for our closing praise.
[01:52:20.780 --> 01:52:26.780]   [music]
[01:52:26.780 --> 01:52:29.780]   [music]
[01:52:50.780 --> 01:52:53.780]   [music]
[01:52:53.780 --> 01:53:03.780]   [music]
[01:53:03.780 --> 01:53:13.780]   [music]
[01:53:14.780 --> 01:53:17.780]   [music]
[01:53:17.780 --> 01:53:26.780]   [music]
[01:53:42.780 --> 01:53:45.780]   [music]
[01:53:45.780 --> 01:53:55.780]   [music]
[01:54:11.780 --> 01:54:14.780]   [music]
[01:54:14.780 --> 01:54:24.780]   [music]
[01:54:24.780 --> 01:54:35.780]   [music]
[01:54:36.780 --> 01:54:39.780]   [music]
[01:54:39.780 --> 01:54:48.780]   [music]
[01:54:48.780 --> 01:54:58.780]   [music]
[01:54:58.780 --> 01:55:01.780]   [music]
[01:55:01.780 --> 01:55:07.780]   [music]
[01:55:07.780 --> 01:55:13.780]   [music]
[01:55:13.780 --> 01:55:20.780]   [music]
[01:55:27.780 --> 01:55:30.780]   [music]
[01:55:30.780 --> 01:55:40.780]   [music]
[01:55:40.780 --> 01:55:50.780]   [music]
[01:55:51.780 --> 01:55:54.780]   [music]
[01:55:54.780 --> 01:56:03.780]   [music]
[01:56:03.780 --> 01:56:13.780]   [music]
[01:56:14.780 --> 01:56:17.780]   [music]
[01:56:17.780 --> 01:56:26.780]   [music]
[01:56:26.780 --> 01:56:36.780]   [music]
[01:56:37.780 --> 01:56:40.780]   [music]
[01:56:40.780 --> 01:56:49.780]   [music]
[01:56:49.780 --> 01:57:00.780]   Let's pray.
[01:57:00.780 --> 01:57:04.780]   Father, it's because of your compassion for us
[01:57:04.780 --> 01:57:08.780]   that you reconcile to us through the gospel.
[01:57:08.780 --> 01:57:11.780]   Oh God, that we have certainty
[01:57:11.780 --> 01:57:15.780]   because of your resurrection.
[01:57:15.780 --> 01:57:17.780]   We celebrate you, Lord,
[01:57:17.780 --> 01:57:21.780]   for you are faithful to us when we're unfaithful.
[01:57:21.780 --> 01:57:25.780]   You're gracious to us when we're undeserving.
[01:57:25.780 --> 01:57:29.780]   God, I thank you that you continue, Lord, to
[01:57:29.780 --> 01:57:33.780]   use your spirit to empower your church.
[01:57:33.780 --> 01:57:37.780]   Lord God, as we've been encouraged
[01:57:37.780 --> 01:57:42.780]   to move away from callousness to soberness,
[01:57:42.780 --> 01:57:46.780]   for we ask for brokenness day to day,
[01:57:46.780 --> 01:57:50.780]   an evaluation of where our heart is,
[01:57:50.780 --> 01:57:54.780]   must be done, Lord God, constantly,
[01:57:54.780 --> 01:57:59.780]   for we are prone to wander with so many distractions around us.
[01:57:59.780 --> 01:58:03.780]   Give us the strength that we need, that only you can provide.
[01:58:03.780 --> 01:58:06.780]   Lord God, help us to be sober-minded
[01:58:06.780 --> 01:58:10.780]   and not engage in things, Lord God, that will
[01:58:10.780 --> 01:58:12.780]   take us away from you.
[01:58:12.780 --> 01:58:18.780]   Lord, help us to be disciplined as well as empowered
[01:58:18.780 --> 01:58:22.780]   to dwell on whatever is good,
[01:58:22.780 --> 01:58:25.780]   whatever is perfect, whatever is ultimately your will.
[01:58:25.780 --> 01:58:29.780]   So I pray for our congregation,
[01:58:29.780 --> 01:58:34.780]   every person in this room, Lord God, that we walk out of this place
[01:58:34.780 --> 01:58:39.780]   filled with joy because we know, Lord God, that we are your children
[01:58:39.780 --> 01:58:43.780]   and that you are a faithful God who takes care of us
[01:58:43.780 --> 01:58:46.780]   and has been compassionate and loving towards us.
[01:58:46.780 --> 01:58:51.780]   Help us in return worship you and love you with all our heart, soul, mind, and strength.
[01:58:51.780 --> 01:58:56.780]   We thank you, Lord God, for this time it's in Christ's name we pray. Amen.
[01:58:56.780 --> 01:58:58.780]   You are dismissed.
[01:58:59.780 --> 01:59:01.780]   Oh.
[01:59:01.780 --> 01:59:07.780]   Can you, those of you, maybe help us put back some of the chairs that would be here.

