
[00:00:00.000 --> 00:00:02.300]   (coughing)
[01:12:53.800 --> 01:12:55.800]   not simply as a source of things,
[01:12:55.800 --> 01:12:58.800]   but rather that He himself is our all in all.
[01:12:58.800 --> 01:13:01.800]   And what's more, in every circumstance and situation,
[01:13:01.800 --> 01:13:04.800]   we look up, not with pragmatic eyes,
[01:13:04.800 --> 01:13:06.800]   not with our own logical eyes,
[01:13:06.800 --> 01:13:08.800]   not with our own senses,
[01:13:08.800 --> 01:13:10.800]   but with absolute trust.
[01:13:10.800 --> 01:13:12.800]   Let's take a moment to pray.
[01:13:12.800 --> 01:13:19.800]   Heavenly Father,
[01:13:19.800 --> 01:13:22.800]   we do want to take time to thank you.
[01:13:22.800 --> 01:13:24.800]   Our hearts are filled with gratitude.
[01:13:24.800 --> 01:13:26.800]   God, we do count our blessings.
[01:13:26.800 --> 01:13:29.800]   Lord, we take a moment to look at our lives
[01:13:29.800 --> 01:13:31.800]   in the grace that you've poured out.
[01:13:31.800 --> 01:13:33.800]   We take a look at our whole church,
[01:13:33.800 --> 01:13:35.800]   the people you have provided, the provisions,
[01:13:35.800 --> 01:13:37.800]   the teaching, the love, the grace,
[01:13:37.800 --> 01:13:39.800]   the fellowship, and more.
[01:13:39.800 --> 01:13:41.800]   But ultimately, God, we know
[01:13:41.800 --> 01:13:45.800]   there is absolutely, God, no one like you,
[01:13:45.800 --> 01:13:49.800]   and to have you is everything.
[01:13:49.800 --> 01:13:52.800]   We know, Father God, we could lose the world.
[01:13:52.800 --> 01:13:54.800]   People can take it away.
[01:13:54.800 --> 01:13:56.800]   We could even lose our health.
[01:13:56.800 --> 01:13:58.800]   We could lose our own senses.
[01:13:58.800 --> 01:14:01.800]   And yet, to have you means we have it all.
[01:14:01.800 --> 01:14:03.800]   And I pray then, Father God,
[01:14:03.800 --> 01:14:05.800]   from knowing this and from having faith
[01:14:05.800 --> 01:14:07.800]   and trusting in you,
[01:14:07.800 --> 01:14:10.800]   you would grant to us an overwhelming joy
[01:14:10.800 --> 01:14:12.800]   and peace in our lives.
[01:14:12.800 --> 01:14:14.800]   We thank you this in Christ's name. Amen.
[01:14:14.800 --> 01:14:18.800]   Let us all rise for the closing praise.
[01:14:18.800 --> 01:14:23.800]   (gentle music)
[01:14:23.800 --> 01:14:42.800]   ♪ There's no one like you, my Lord ♪
[01:14:44.800 --> 01:14:49.800]   ♪ No one could take your place ♪
[01:14:49.800 --> 01:14:55.800]   ♪ My heart beats to worship you ♪
[01:14:55.800 --> 01:15:02.800]   ♪ I live just to see your face ♪
[01:15:02.800 --> 01:15:08.800]   ♪ There's no one like you, my Lord ♪
[01:15:10.800 --> 01:15:15.800]   ♪ No one could take your place ♪
[01:15:15.800 --> 01:15:21.800]   ♪ There's no one like you, my Lord ♪
[01:15:21.800 --> 01:15:28.800]   ♪ No one like you ♪
[01:15:28.800 --> 01:15:34.800]   ♪ You are, you are my God ♪
[01:15:36.800 --> 01:15:41.800]   ♪ You're everything to me ♪
[01:15:41.800 --> 01:15:48.800]   ♪ There's no one like you, my Lord ♪
[01:15:48.800 --> 01:15:55.800]   ♪ No one like you ♪
[01:15:55.800 --> 01:16:02.800]   ♪ You are my God ♪
[01:16:03.800 --> 01:16:08.800]   ♪ You're everything to me ♪
[01:16:08.800 --> 01:16:15.800]   ♪ There's no one like you, my Lord ♪
[01:16:15.800 --> 01:16:22.800]   ♪ No one like you ♪
[01:16:22.800 --> 01:16:28.800]   ♪ There's no one like you, my Lord ♪
[01:16:30.800 --> 01:16:35.800]   ♪ No one could take your place ♪
[01:16:35.800 --> 01:16:42.800]   ♪ I long for your presence, Lord ♪
[01:16:42.800 --> 01:16:48.800]   ♪ To serve you is my reward ♪
[01:16:48.800 --> 01:16:55.800]   ♪ There's no one like you, my Lord ♪
[01:16:57.800 --> 01:17:02.800]   ♪ No one could take your place ♪
[01:17:02.800 --> 01:17:08.800]   ♪ There's no one like you, my Lord ♪
[01:17:08.800 --> 01:17:15.800]   ♪ No one like you ♪
[01:17:15.800 --> 01:17:22.800]   ♪ You are my God ♪
[01:17:23.800 --> 01:17:28.800]   ♪ You're everything to me ♪
[01:17:28.800 --> 01:17:35.800]   ♪ There's no one like you, my Lord ♪
[01:17:35.800 --> 01:17:42.800]   ♪ No one like you ♪
[01:17:42.800 --> 01:17:49.800]   ♪ You are my God ♪
[01:17:50.800 --> 01:17:55.800]   ♪ You're everything to me ♪
[01:17:55.800 --> 01:18:02.800]   ♪ There's no one like you, my Lord ♪
[01:18:02.800 --> 01:18:09.800]   ♪ No one like you ♪
[01:18:09.800 --> 01:18:11.800]   ♪ You are my God ♪
[01:18:11.800 --> 01:18:16.800]   ♪ You are my God ♪
[01:18:17.800 --> 01:18:22.800]   ♪ You're everything to me ♪
[01:18:22.800 --> 01:18:29.800]   ♪ There's no one like you, my Lord ♪
[01:18:29.800 --> 01:18:36.800]   ♪ No one like you ♪
[01:18:36.800 --> 01:18:43.800]   ♪ You are my God ♪
[01:18:44.800 --> 01:18:49.800]   ♪ You're everything to me ♪
[01:18:49.800 --> 01:18:56.800]   ♪ There's no one like you, my Lord ♪
[01:18:56.800 --> 01:19:01.800]   ♪ No one like you ♪
[01:19:01.800 --> 01:19:07.800]   - Amen, let's pray.
[01:19:07.800 --> 01:19:12.800]   Heavenly Father, as a congregation gathered,
[01:19:12.800 --> 01:19:17.800]   we lift to you our praises and our thanksgiving.
[01:19:17.800 --> 01:19:21.800]   God, we are so grateful for every single thing
[01:19:21.800 --> 01:19:23.800]   you have granted to us in life.
[01:19:23.800 --> 01:19:25.800]   We are so grateful, Father God,
[01:19:25.800 --> 01:19:29.800]   for all the common mercies, daily grace,
[01:19:29.800 --> 01:19:32.800]   everything God knew every morning from your hand.
[01:19:32.800 --> 01:19:37.800]   But also, Lord God, we are so grateful just to have you.
[01:19:37.800 --> 01:19:40.800]   We want to say to you, Lord, I wish, Father God,
[01:19:40.800 --> 01:19:42.800]   that our faith will continue to grow in such a way
[01:19:42.800 --> 01:19:45.800]   where we can say, God, to the world,
[01:19:45.800 --> 01:19:47.800]   try it, take away anything.
[01:19:47.800 --> 01:19:49.800]   Take away the friends, take away the luxuries,
[01:19:49.800 --> 01:19:51.800]   take away all the provisions.
[01:19:51.800 --> 01:19:54.800]   God, we are so secure in you.
[01:19:54.800 --> 01:19:57.800]   And I pray, Father God, that you would continue then
[01:19:57.800 --> 01:20:01.800]   to work in us in such a way that we are drawn so close,
[01:20:01.800 --> 01:20:03.800]   Father God, that we have all the hope
[01:20:03.800 --> 01:20:05.800]   and all the promise we need.
[01:20:05.800 --> 01:20:07.800]   We thank you again this day, Lord, it's in Christ's name.
[01:20:07.800 --> 01:20:08.800]   Amen.
[01:20:08.800 --> 01:20:10.800]   [MUSIC - "GOD SENT HIS SON"]
[01:20:10.800 --> 01:20:12.800]   (SINGING) God sent his son.
[01:20:12.800 --> 01:20:18.800]   They called him Jesus.
[01:20:18.800 --> 01:20:23.800]   He came to earth.
[01:20:23.800 --> 01:20:29.800]   He looked for pain.
[01:20:29.800 --> 01:20:34.800]   He lived and died.
[01:20:35.800 --> 01:20:46.800]   To buy my heart, an empty grave is there to hold.
[01:20:46.800 --> 01:21:01.800]   But save your lens, because immense I can face tomorrow.
[01:21:02.800 --> 01:21:13.800]   Because he lives, all fear is gone.
[01:21:13.800 --> 01:21:24.800]   Because I know he holds the future.
[01:21:24.800 --> 01:21:34.800]   And life is worth the living just because he lives.
[01:21:34.800 --> 01:21:35.800]   Because he lives.
[01:21:58.800 --> 01:22:08.800]   The radiance of the Father before the dawn of time,
[01:22:08.800 --> 01:22:14.800]   you spoke and all creation came to be.
[01:22:19.800 --> 01:22:29.800]   The molecules and planets reveal your great design.
[01:22:29.800 --> 01:22:35.800]   And everyone was made so we could see.
[01:22:35.800 --> 01:22:40.800]   So we could see.
[01:22:44.800 --> 01:22:54.800]   You are the glorious Christ, the greatest of all delights.
[01:22:54.800 --> 01:23:00.800]   Your power is unequal, your love beyond all heights.
[01:23:00.800 --> 01:23:10.800]   No greater sacrifice when you lay down your life.
[01:23:10.800 --> 01:23:16.800]   We join the song of angels who praise your day and night.
[01:23:16.800 --> 01:23:17.800]   Glorious Christ.
[01:23:27.800 --> 01:23:37.800]   You left the air of heaven to breathe the dust of earth
[01:23:37.800 --> 01:23:43.800]   and dwell among the outcast and poor.
[01:23:43.800 --> 01:23:49.800]   You came--
[01:23:49.800 --> 01:23:53.800]   Test, test, test.
[01:23:53.800 --> 01:23:54.800]   Thank you.
[01:23:54.800 --> 01:23:56.800]   [MUSIC PLAYING]
[01:23:56.800 --> 01:24:04.800]   All right.
[01:24:04.800 --> 01:24:08.800]   Let's try the last song, just the intro.
[01:24:08.800 --> 01:24:09.800]   So let's try it.
[01:24:09.800 --> 01:24:12.800]   It counts, and then come in all together.
[01:24:12.800 --> 01:24:14.800]   [CHATTER]
[01:24:14.800 --> 01:24:27.800]   [MUSIC PLAYING]
[01:24:41.800 --> 01:24:42.800]   I think it sounds fine.
[01:24:42.800 --> 01:24:52.800]   Are you talking about, like, rhythmically, or like--
[01:24:52.800 --> 01:25:01.800]   did you want to try playing something different?
[01:25:01.800 --> 01:25:07.800]   I mean, I think it sounds fine the way it is.
[01:25:07.800 --> 01:25:09.800]   [MUSIC PLAYING]
[01:25:09.800 --> 01:25:16.800]   All right.
[01:25:16.800 --> 01:25:17.800]   One more time.
[01:25:17.800 --> 01:25:24.800]   [MUSIC PLAYING]
[01:25:34.800 --> 01:25:37.800]   There's no one like you.
[01:25:37.800 --> 01:25:39.800]   [MUSIC PLAYING]
[01:25:40.800 --> 01:25:41.800]   That's really good.
[01:25:41.800 --> 01:25:42.800]   I mean, I'm just--
[01:25:42.800 --> 01:25:44.800]   for me, I'm just holding the D. I mean, I could do--
[01:25:44.800 --> 01:25:46.800]   [MUSIC PLAYING]
[01:26:06.800 --> 01:26:08.800]   But it doesn't-- I mean, for me, it's fine.
[01:26:08.800 --> 01:26:09.800]   It doesn't sound right to you.
[01:26:09.800 --> 01:26:10.300]   I mean--
[01:26:10.300 --> 01:26:11.800]   [MUSIC PLAYING]
[01:26:11.800 --> 01:26:19.300]   I mean, for me, like, my--
[01:26:19.300 --> 01:26:20.800]   I was thinking for this to show up,
[01:26:20.800 --> 01:26:22.800]   it was going to be very, very sublime.
[01:26:22.800 --> 01:26:23.800]   I mean, I would--
[01:26:23.800 --> 01:26:25.800]   I didn't mean it to be something like that,
[01:26:25.800 --> 01:26:26.800]   but to, like, kind of--
[01:26:26.800 --> 01:26:28.800]   [CHATTER]
[01:26:28.800 --> 01:26:30.800]   [MUSIC PLAYING]
[01:26:30.800 --> 01:26:44.800]   Which other song do you want to do?
[01:26:44.800 --> 01:26:46.800]   [MUSIC PLAYING]
[01:26:56.800 --> 01:26:58.800]   Oh, chorus of the song?
[01:26:58.800 --> 01:26:59.800]   OK.
[01:26:59.800 --> 01:27:00.800]   Let's try that.
[01:27:00.800 --> 01:27:02.800]   [MUSIC PLAYING]
[01:27:02.800 --> 01:27:05.800]   Go.
[01:27:05.800 --> 01:27:07.800]   One, two.
[01:27:07.800 --> 01:27:09.800]   (SINGING) You are my God.
[01:27:09.800 --> 01:27:16.800]   You're everything to me.
[01:27:16.800 --> 01:27:24.800]   There's no one like you, my Lord.
[01:27:25.800 --> 01:27:29.800]   No one like you.
[01:27:29.800 --> 01:27:36.800]   You are my God.
[01:27:36.800 --> 01:27:42.800]   You're everything to me.
[01:27:42.800 --> 01:27:51.800]   There's no one like you, my Lord.
[01:27:53.800 --> 01:27:56.800]   No one like you.
[01:27:56.800 --> 01:28:04.800]   [CHATTER]
[01:28:04.800 --> 01:28:09.800]   I mean--
[01:28:09.800 --> 01:28:11.800]   [MUSIC PLAYING]
[01:28:12.800 --> 01:28:14.800]   [CHATTER]
[01:28:14.800 --> 01:28:16.800]   [MUSIC PLAYING]
[01:28:16.800 --> 01:28:33.300]   All right.
[01:28:33.300 --> 01:28:34.800]   Yeah, we'll create--
[01:28:34.800 --> 01:28:36.800]   [MUSIC PLAYING]
[01:28:36.800 --> 01:28:38.800]   [CHATTER]
[01:28:38.800 --> 01:29:01.800]   [MUSIC PLAYING]
[01:29:02.800 --> 01:29:04.800]   [CHATTER]
[01:29:05.800 --> 01:29:07.800]   [MUSIC PLAYING]
[01:29:08.800 --> 01:29:10.800]   [CHATTER]
[01:29:11.800 --> 01:29:13.800]   [MUSIC PLAYING]
[01:29:13.800 --> 01:29:15.800]   [CHATTER]
[01:29:15.800 --> 01:29:17.800]   [MUSIC PLAYING]
[01:29:18.800 --> 01:29:20.800]   [CHATTER]
[01:29:20.800 --> 01:29:22.800]   [MUSIC PLAYING]
[01:29:22.800 --> 01:29:24.800]   [CHATTER]
[01:29:24.800 --> 01:29:26.800]   [MUSIC PLAYING]
[01:29:27.800 --> 01:29:29.800]   [CHATTER]
[01:29:29.800 --> 01:29:31.800]   [MUSIC PLAYING]
[01:29:32.800 --> 01:29:34.800]   [CHATTER]
[01:29:34.800 --> 01:29:36.800]   [MUSIC PLAYING]
[01:29:37.800 --> 01:29:39.800]   [CHATTER]
[01:29:39.800 --> 01:29:41.800]   [MUSIC PLAYING]
[01:29:42.800 --> 01:29:44.800]   [CHATTER]
[01:29:44.800 --> 01:29:46.800]   [MUSIC PLAYING]
[01:29:47.800 --> 01:29:49.800]   [CHATTER]
[01:29:49.800 --> 01:29:51.800]   [MUSIC PLAYING]
[01:29:51.800 --> 01:29:53.800]   [CHATTER]
[01:29:53.800 --> 01:29:55.800]   [MUSIC PLAYING]
[01:29:55.800 --> 01:29:57.800]   [CHATTER]
[01:29:57.800 --> 01:29:59.800]   [MUSIC PLAYING]
[01:29:59.800 --> 01:30:01.800]   [CHATTER]
[01:30:01.800 --> 01:30:03.800]   [MUSIC PLAYING]
[01:30:03.800 --> 01:30:05.800]   [CHATTER]
[01:30:05.800 --> 01:30:07.800]   [MUSIC PLAYING]
[01:30:07.800 --> 01:30:09.800]   [CHATTER]
[01:30:09.800 --> 01:30:11.800]   [MUSIC PLAYING]
[01:30:11.800 --> 01:30:13.800]   [CHATTER]
[01:30:13.800 --> 01:30:15.800]   [MUSIC PLAYING]
[01:30:15.800 --> 01:30:17.800]   [CHATTER]
[01:30:17.800 --> 01:30:19.800]   [MUSIC PLAYING]
[01:30:19.800 --> 01:30:21.800]   [CHATTER]
[01:30:21.800 --> 01:30:23.800]   [MUSIC PLAYING]
[01:30:23.800 --> 01:30:25.800]   [CHATTER]
[01:30:25.800 --> 01:30:27.800]   [MUSIC PLAYING]
[01:30:27.800 --> 01:30:29.800]   [CHATTER]
[01:30:29.800 --> 01:30:31.800]   [MUSIC PLAYING]
[01:30:31.800 --> 01:30:33.800]   [CHATTER]
[01:30:33.800 --> 01:30:35.800]   [MUSIC PLAYING]
[01:30:35.800 --> 01:30:37.800]   [CHATTER]
[01:30:37.800 --> 01:30:39.800]   [MUSIC PLAYING]
[01:30:39.800 --> 01:30:41.800]   [CHATTER]
[01:30:41.800 --> 01:30:43.800]   [MUSIC PLAYING]
[01:30:43.800 --> 01:30:45.800]   [CHATTER]
[01:30:45.800 --> 01:30:47.800]   [MUSIC PLAYING]
[01:30:47.800 --> 01:30:49.800]   [CHATTER]
[01:30:49.800 --> 01:30:51.800]   [MUSIC PLAYING]
[01:30:51.800 --> 01:30:53.800]   [CHATTER]
[01:30:53.800 --> 01:30:55.800]   [MUSIC PLAYING]
[01:30:55.800 --> 01:30:57.800]   [CHATTER]
[01:30:57.800 --> 01:30:59.800]   [MUSIC PLAYING]
[01:30:59.800 --> 01:31:01.800]   [CHATTER]
[01:31:01.800 --> 01:31:03.800]   [MUSIC PLAYING]
[01:31:03.800 --> 01:31:05.800]   [CHATTER]
[01:31:05.800 --> 01:31:07.800]   [MUSIC PLAYING]
[01:31:07.800 --> 01:31:09.800]   [CHATTER]
[01:31:09.800 --> 01:31:11.800]   [MUSIC PLAYING]
[01:31:11.800 --> 01:31:13.800]   [CHATTER]
[01:31:13.800 --> 01:31:15.800]   [MUSIC PLAYING]
[01:31:15.800 --> 01:31:17.800]   [CHATTER]
[01:31:17.800 --> 01:31:19.800]   [MUSIC PLAYING]
[01:31:19.800 --> 01:31:21.800]   [CHATTER]
[01:31:21.800 --> 01:31:23.800]   [MUSIC PLAYING]
[01:31:23.800 --> 01:31:25.800]   [CHATTER]
[01:31:25.800 --> 01:31:27.800]   [MUSIC PLAYING]
[01:31:27.800 --> 01:31:29.800]   [CHATTER]
[01:31:29.800 --> 01:31:31.800]   [MUSIC PLAYING]
[01:31:31.800 --> 01:31:33.800]   [CHATTER]
[01:31:33.800 --> 01:31:35.800]   [MUSIC PLAYING]
[01:31:35.800 --> 01:31:37.800]   [CHATTER]
[01:31:37.800 --> 01:31:39.800]   [MUSIC PLAYING]
[01:31:39.800 --> 01:31:41.800]   [CHATTER]
[01:31:41.800 --> 01:31:43.800]   [MUSIC PLAYING]
[01:31:43.800 --> 01:31:45.800]   [CHATTER]
[01:31:45.800 --> 01:31:47.800]   [MUSIC PLAYING]
[01:31:47.800 --> 01:31:49.800]   [CHATTER]
[01:31:49.800 --> 01:31:51.800]   [MUSIC PLAYING]
[01:31:51.800 --> 01:31:53.800]   [CHATTER]
[01:31:53.800 --> 01:31:55.800]   [MUSIC PLAYING]
[01:31:55.800 --> 01:31:57.800]   [CHATTER]
[01:31:57.800 --> 01:31:59.800]   [MUSIC PLAYING]
[01:31:59.800 --> 01:32:01.800]   [CHATTER]
[01:32:01.800 --> 01:32:03.800]   [MUSIC PLAYING]
[01:32:03.800 --> 01:32:05.800]   [CHATTER]
[01:32:05.800 --> 01:32:07.800]   [MUSIC PLAYING]
[01:32:07.800 --> 01:32:09.800]   [CHATTER]
[01:32:09.800 --> 01:32:11.800]   [MUSIC PLAYING]
[01:32:11.800 --> 01:32:13.800]   [CHATTER]
[01:32:13.800 --> 01:32:15.800]   [MUSIC PLAYING]
[01:32:15.800 --> 01:32:17.800]   [CHATTER]
[01:32:17.800 --> 01:32:19.800]   [MUSIC PLAYING]
[01:32:19.800 --> 01:32:21.800]   [CHATTER]
[01:32:21.800 --> 01:32:23.800]   [MUSIC PLAYING]
[01:32:23.800 --> 01:32:25.800]   [CHATTER]
[01:32:25.800 --> 01:32:27.800]   [MUSIC PLAYING]
[01:32:27.800 --> 01:32:29.800]   [CHATTER]
[01:32:29.800 --> 01:32:31.800]   [MUSIC PLAYING]
[01:32:31.800 --> 01:32:33.800]   [CHATTER]
[01:32:33.800 --> 01:32:35.800]   [MUSIC PLAYING]
[01:32:35.800 --> 01:32:37.800]   [CHATTER]
[01:32:37.800 --> 01:32:39.800]   [MUSIC PLAYING]
[01:32:39.800 --> 01:32:41.800]   [CHATTER]
[01:32:41.800 --> 01:32:43.800]   [MUSIC PLAYING]
[01:32:43.800 --> 01:32:45.800]   [CHATTER]
[01:32:45.800 --> 01:32:47.800]   [MUSIC PLAYING]
[01:32:47.800 --> 01:32:49.800]   [CHATTER]
[01:32:49.800 --> 01:32:51.800]   [MUSIC PLAYING]
[01:32:51.800 --> 01:32:53.800]   [CHATTER]
[01:32:53.800 --> 01:32:55.800]   [MUSIC PLAYING]
[01:32:55.800 --> 01:32:57.800]   [CHATTER]
[01:32:57.800 --> 01:32:59.800]   [MUSIC PLAYING]
[01:32:59.800 --> 01:33:01.800]   [CHATTER]
[01:33:01.800 --> 01:33:03.800]   [MUSIC PLAYING]
[01:33:03.800 --> 01:33:05.800]   [CHATTER]
[01:33:05.800 --> 01:33:07.800]   [MUSIC PLAYING]
[01:33:07.800 --> 01:33:09.800]   [CHATTER]
[01:33:09.800 --> 01:33:11.800]   [MUSIC PLAYING]
[01:33:11.800 --> 01:33:13.800]   [CHATTER]
[01:33:13.800 --> 01:33:15.800]   [MUSIC PLAYING]
[01:33:15.800 --> 01:33:17.800]   [CHATTER]
[01:33:17.800 --> 01:33:19.800]   [MUSIC PLAYING]
[01:33:19.800 --> 01:33:21.800]   [CHATTER]
[01:33:21.800 --> 01:33:23.800]   [MUSIC PLAYING]
[01:33:23.800 --> 01:33:25.800]   [CHATTER]
[01:33:25.800 --> 01:33:27.800]   [MUSIC PLAYING]
[01:33:27.800 --> 01:33:29.800]   [CHATTER]
[01:33:29.800 --> 01:33:31.800]   [MUSIC PLAYING]
[01:33:31.800 --> 01:33:33.800]   [CHATTER]
[01:33:33.800 --> 01:33:35.800]   [MUSIC PLAYING]
[01:33:35.800 --> 01:33:37.800]   [CHATTER]
[01:33:37.800 --> 01:33:39.800]   [MUSIC PLAYING]
[01:33:39.800 --> 01:33:41.800]   [CHATTER]
[01:33:41.800 --> 01:33:43.800]   [MUSIC PLAYING]
[01:33:43.800 --> 01:33:45.800]   [CHATTER]
[01:33:45.800 --> 01:33:47.800]   [MUSIC PLAYING]
[01:33:47.800 --> 01:33:49.800]   [CHATTER]
[01:33:49.800 --> 01:33:51.800]   [MUSIC PLAYING]
[01:33:51.800 --> 01:33:53.800]   [CHATTER]
[01:33:53.800 --> 01:33:55.800]   [MUSIC PLAYING]
[01:33:55.800 --> 01:33:57.800]   [CHATTER]
[01:33:57.800 --> 01:33:59.800]   [MUSIC PLAYING]
[01:33:59.800 --> 01:34:01.800]   [CHATTER]
[01:34:01.800 --> 01:34:03.800]   [MUSIC PLAYING]
[01:34:03.800 --> 01:34:05.800]   [CHATTER]
[01:34:05.800 --> 01:34:07.800]   [MUSIC PLAYING]
[01:34:07.800 --> 01:34:09.800]   [CHATTER]
[01:34:09.800 --> 01:34:11.800]   [MUSIC PLAYING]
[01:34:11.800 --> 01:34:13.800]   [CHATTER]
[01:34:13.800 --> 01:34:15.800]   [MUSIC PLAYING]
[01:34:15.800 --> 01:34:17.800]   [CHATTER]
[01:34:17.800 --> 01:34:19.800]   [MUSIC PLAYING]
[01:34:19.800 --> 01:34:21.800]   [CHATTER]
[01:34:21.800 --> 01:34:23.800]   [MUSIC PLAYING]
[01:34:23.800 --> 01:34:25.800]   [CHATTER]
[01:34:25.800 --> 01:34:27.800]   [MUSIC PLAYING]
[01:34:27.800 --> 01:34:29.800]   [CHATTER]
[01:34:29.800 --> 01:34:31.800]   [MUSIC PLAYING]
[01:34:31.800 --> 01:34:33.800]   [CHATTER]
[01:34:33.800 --> 01:34:35.800]   [MUSIC PLAYING]
[01:34:35.800 --> 01:34:37.800]   [CHATTER]
[01:34:37.800 --> 01:34:39.800]   [MUSIC PLAYING]
[01:34:39.800 --> 01:34:41.800]   [CHATTER]
[01:34:41.800 --> 01:34:43.800]   [MUSIC PLAYING]
[01:34:43.800 --> 01:34:45.800]   [CHATTER]
[01:34:45.800 --> 01:34:47.800]   [MUSIC PLAYING]
[01:34:47.800 --> 01:34:49.800]   [CHATTER]
[01:34:49.800 --> 01:34:51.800]   [MUSIC PLAYING]
[01:34:51.800 --> 01:34:53.800]   [CHATTER]
[01:34:53.800 --> 01:34:55.800]   [MUSIC PLAYING]
[01:34:55.800 --> 01:34:57.800]   [CHATTER]
[01:34:57.800 --> 01:34:59.800]   [MUSIC PLAYING]
[01:34:59.800 --> 01:35:01.800]   [CHATTER]
[01:35:01.800 --> 01:35:03.800]   [MUSIC PLAYING]
[01:35:03.800 --> 01:35:05.800]   [CHATTER]
[01:35:05.800 --> 01:35:07.800]   [MUSIC PLAYING]
[01:35:07.800 --> 01:35:09.800]   [CHATTER]
[01:35:09.800 --> 01:35:11.800]   [MUSIC PLAYING]
[01:35:11.800 --> 01:35:13.800]   [CHATTER]
[01:35:13.800 --> 01:35:15.800]   [MUSIC PLAYING]
[01:35:15.800 --> 01:35:17.800]   [CHATTER]
[01:35:17.800 --> 01:35:19.800]   [MUSIC PLAYING]
[01:35:19.800 --> 01:35:21.800]   [CHATTER]
[01:35:21.800 --> 01:35:23.800]   [MUSIC PLAYING]
[01:35:23.800 --> 01:35:25.800]   [CHATTER]
[01:35:25.800 --> 01:35:27.800]   [MUSIC PLAYING]
[01:35:27.800 --> 01:35:29.800]   [CHATTER]
[01:35:29.800 --> 01:35:31.800]   [MUSIC PLAYING]
[01:35:31.800 --> 01:35:33.800]   [CHATTER]
[01:35:33.800 --> 01:35:35.800]   [MUSIC PLAYING]
[01:35:35.800 --> 01:35:37.800]   [CHATTER]
[01:35:37.800 --> 01:35:39.800]   [MUSIC PLAYING]
[01:35:39.800 --> 01:35:41.800]   [CHATTER]
[01:35:41.800 --> 01:35:43.800]   [MUSIC PLAYING]
[01:35:43.800 --> 01:35:45.800]   [CHATTER]
[01:35:45.800 --> 01:35:47.800]   [MUSIC PLAYING]
[01:35:47.800 --> 01:35:49.800]   [CHATTER]
[01:35:49.800 --> 01:35:51.800]   [MUSIC PLAYING]
[01:35:51.800 --> 01:35:53.800]   [CHATTER]
[01:35:53.800 --> 01:35:55.800]   [MUSIC PLAYING]
[01:35:55.800 --> 01:35:57.800]   [CHATTER]
[01:35:57.800 --> 01:35:59.800]   [MUSIC PLAYING]
[01:35:59.800 --> 01:36:01.800]   [CHATTER]
[01:36:01.800 --> 01:36:03.800]   [MUSIC PLAYING]
[01:36:03.800 --> 01:36:05.800]   [CHATTER]
[01:36:05.800 --> 01:36:07.800]   [MUSIC PLAYING]
[01:36:07.800 --> 01:36:09.800]   [CHATTER]
[01:36:09.800 --> 01:36:11.800]   [MUSIC PLAYING]
[01:36:11.800 --> 01:36:13.800]   [CHATTER]
[01:36:13.800 --> 01:36:15.800]   [MUSIC PLAYING]
[01:36:15.800 --> 01:36:17.800]   [CHATTER]
[01:36:17.800 --> 01:36:19.800]   [MUSIC PLAYING]
[01:36:19.800 --> 01:36:21.800]   [CHATTER]
[01:36:21.800 --> 01:36:23.800]   [MUSIC PLAYING]
[01:36:23.800 --> 01:36:25.800]   [CHATTER]
[01:36:25.800 --> 01:36:27.800]   [MUSIC PLAYING]
[01:36:27.800 --> 01:36:29.800]   [CHATTER]
[01:36:29.800 --> 01:36:31.800]   [MUSIC PLAYING]
[01:36:31.800 --> 01:36:33.800]   [CHATTER]
[01:36:33.800 --> 01:36:35.800]   [MUSIC PLAYING]
[01:36:35.800 --> 01:36:37.800]   [CHATTER]
[01:36:37.800 --> 01:36:39.800]   [MUSIC PLAYING]
[01:36:39.800 --> 01:36:41.800]   [CHATTER]
[01:36:41.800 --> 01:36:43.800]   [MUSIC PLAYING]
[01:36:43.800 --> 01:36:45.800]   [CHATTER]
[01:36:45.800 --> 01:36:47.800]   [MUSIC PLAYING]
[01:36:47.800 --> 01:36:49.800]   [CHATTER]
[01:36:49.800 --> 01:36:51.800]   [MUSIC PLAYING]
[01:36:51.800 --> 01:36:53.800]   [CHATTER]
[01:36:53.800 --> 01:36:55.800]   [MUSIC PLAYING]
[01:36:55.800 --> 01:36:57.800]   [CHATTER]
[01:36:57.800 --> 01:36:59.800]   [MUSIC PLAYING]
[01:36:59.800 --> 01:37:01.800]   [CHATTER]
[01:37:01.800 --> 01:37:03.800]   [MUSIC PLAYING]
[01:37:03.800 --> 01:37:05.800]   [CHATTER]
[01:37:05.800 --> 01:37:07.800]   [MUSIC PLAYING]
[01:37:07.800 --> 01:37:09.800]   [CHATTER]
[01:37:09.800 --> 01:37:11.800]   [MUSIC PLAYING]
[01:37:11.800 --> 01:37:13.800]   [CHATTER]
[01:37:13.800 --> 01:37:15.800]   [MUSIC PLAYING]
[01:37:15.800 --> 01:37:17.800]   [CHATTER]
[01:37:17.800 --> 01:37:19.800]   [MUSIC PLAYING]
[01:37:19.800 --> 01:37:21.800]   [CHATTER]
[01:37:21.800 --> 01:37:23.800]   [MUSIC PLAYING]
[01:37:23.800 --> 01:37:25.800]   [CHATTER]
[01:37:25.800 --> 01:37:27.800]   [MUSIC PLAYING]
[01:37:27.800 --> 01:37:29.800]   [CHATTER]
