
[00:00:00.000 --> 00:00:15.340]   ♪ ♪
[01:18:02.680 --> 01:18:06.140]   That's like unbelievable.
[01:18:06.140 --> 01:18:10.440]   People of God who saw miracles with their own hands,
[01:18:10.440 --> 01:18:12.920]   who crossed over the Red Sea,
[01:18:12.920 --> 01:18:16.480]   who've eaten miraculous bread and quail,
[01:18:17.360 --> 01:18:20.960]   they've seen the 10 plagues, God conquering the enemies,
[01:18:20.960 --> 01:18:23.000]   that they are going to degenerate to the point
[01:18:23.000 --> 01:18:25.760]   where they're going to practice cannibalism
[01:18:25.760 --> 01:18:27.320]   to their own children.
[01:18:27.320 --> 01:18:30.720]   It's unbelievable that they would fall this far.
[01:18:30.720 --> 01:18:32.360]   If you read anything about the Old Testament,
[01:18:32.360 --> 01:18:35.580]   you know that this actually happened in Israel's history.
[01:18:35.580 --> 01:18:37.160]   This actually happened in Israel's history,
[01:18:37.160 --> 01:18:38.580]   exactly as God said.
[01:18:38.580 --> 01:18:42.640]   Further on, he says, anyone who's left in verse 39,
[01:18:42.640 --> 01:18:45.680]   so those of you who may be left will rot away
[01:18:45.680 --> 01:18:48.360]   because of their iniquity in the lands of the enemies
[01:18:48.360 --> 01:18:50.720]   and also because of the iniquities of their forefathers,
[01:18:50.720 --> 01:18:53.180]   they will rot away with them.
[01:18:53.180 --> 01:18:57.320]   As horrendous as this thing is,
[01:18:57.320 --> 01:19:01.760]   does this remind you of anything else in the scripture?
[01:19:01.760 --> 01:19:06.080]   Judgment sevenfold, sevenfold, sevenfold, sevenfold?
[01:19:06.080 --> 01:19:08.400]   Yeah, Book of Revelation.
[01:19:08.400 --> 01:19:11.160]   Book of Revelation tells us
[01:19:11.160 --> 01:19:15.580]   that the judgment starts with seven seals.
[01:19:16.260 --> 01:19:17.100]   And at the end of that,
[01:19:17.100 --> 01:19:18.740]   there's gonna be seven trumpet judgments.
[01:19:18.740 --> 01:19:21.020]   And after that, there's gonna be seven bowl judgments.
[01:19:21.020 --> 01:19:24.740]   And every judgment is increasing in manner
[01:19:24.740 --> 01:19:28.020]   year after year after year after year.
[01:19:28.020 --> 01:19:31.060]   So all that he is warning them to the nation of Israel,
[01:19:31.060 --> 01:19:33.460]   all that has happened to the nation of Israel,
[01:19:33.460 --> 01:19:35.140]   all was a shadow,
[01:19:35.140 --> 01:19:39.900]   shadow of the reality that's coming at the end.
[01:19:39.900 --> 01:19:43.380]   So if you obey and repent, this will happen,
[01:19:43.380 --> 01:19:45.560]   but if you do not, here's what's coming.
[01:19:45.560 --> 01:19:49.460]   But if you notice, every one of these warnings
[01:19:49.460 --> 01:19:52.920]   ultimately is to bring them to repentance.
[01:19:52.920 --> 01:19:56.420]   If after you've seen this and you do not repent,
[01:19:56.420 --> 01:19:58.260]   if after the suffering you do not repent,
[01:19:58.260 --> 01:20:01.340]   if after you experience hardship, you do not repent,
[01:20:01.340 --> 01:20:05.180]   after you've gone all that and you still will not repent,
[01:20:05.180 --> 01:20:07.140]   the true judgment doesn't come with warning,
[01:20:07.140 --> 01:20:09.020]   it just happens.
[01:20:09.020 --> 01:20:10.460]   The white throne judgment comes
[01:20:10.460 --> 01:20:11.940]   and there's not a lot of talk after that
[01:20:11.940 --> 01:20:12.980]   because it's over.
[01:20:13.740 --> 01:20:16.700]   Because either you're in heaven or hell at that point.
[01:20:16.700 --> 01:20:19.980]   And so all of this is role-playing
[01:20:19.980 --> 01:20:22.940]   for the gospel that we are preaching today.
[01:20:22.940 --> 01:20:27.080]   In Galatians chapter three, 10 through 13,
[01:20:27.080 --> 01:20:29.700]   Apostle Paul summarizes all of this and he says this,
[01:20:29.700 --> 01:20:32.140]   "For as many as are of the works of the law
[01:20:32.140 --> 01:20:34.460]   "are under a curse.
[01:20:34.460 --> 01:20:36.160]   "For it is written, cursed is everyone
[01:20:36.160 --> 01:20:38.100]   "who does not abide by all things
[01:20:38.100 --> 01:20:41.140]   "written in the book of the law to perform them.
[01:20:41.140 --> 01:20:42.920]   "Now that no one is justified by the law
[01:20:42.920 --> 01:20:45.200]   "before God is evident,
[01:20:45.200 --> 01:20:46.600]   "for the righteous man shall live by faith.
[01:20:46.600 --> 01:20:48.320]   "However, the law is not of faith.
[01:20:48.320 --> 01:20:50.820]   "On the contrary, he who practices them shall live by them."
[01:20:50.820 --> 01:20:52.880]   And then verse 13,
[01:20:52.880 --> 01:20:55.520]   "Christ redeemed us from the curse of the law,
[01:20:55.520 --> 01:20:59.120]   "having become a curse for us.
[01:20:59.120 --> 01:21:00.760]   "For it is written, cursed is everyone
[01:21:00.760 --> 01:21:03.260]   "who hangs on a tree."
[01:21:03.260 --> 01:21:06.180]   All that drama of the sacrifices,
[01:21:06.180 --> 01:21:08.660]   all that drama of the day of atonement.
[01:21:08.660 --> 01:21:11.820]   Every single year, sacrificing that goat
[01:21:11.820 --> 01:21:14.780]   and then allowing that scapegoat to go.
[01:21:14.780 --> 01:21:16.740]   All of it was to point to what Christ
[01:21:16.740 --> 01:21:18.420]   was going to do on the cross.
[01:21:18.420 --> 01:21:21.820]   That he became the curse for us
[01:21:21.820 --> 01:21:25.540]   so that we might become the righteousness of God.
[01:21:25.540 --> 01:21:28.660]   And that's what he means in Isaiah 53,
[01:21:28.660 --> 01:21:31.860]   in the Old Testament, speaking about their Messiah,
[01:21:31.860 --> 01:21:35.300]   he was despised and forsaken of men,
[01:21:35.300 --> 01:21:38.420]   a man of sorrows and acquainted with grief.
[01:21:38.940 --> 01:21:41.500]   And like one from whom men hide their face,
[01:21:41.500 --> 01:21:44.900]   he was despised and we did not esteem him.
[01:21:44.900 --> 01:21:47.740]   Surely our griefs he himself bore,
[01:21:47.740 --> 01:21:49.620]   our sorrows he carried,
[01:21:49.620 --> 01:21:52.200]   our curse he carried.
[01:21:52.200 --> 01:21:55.460]   Yet we ourselves esteemed him stricken,
[01:21:55.460 --> 01:21:58.420]   smitten of God and afflicted.
[01:21:58.420 --> 01:22:05.100]   Years ago, before my father passed away,
[01:22:05.100 --> 01:22:07.820]   he had a heart attack.
[01:22:08.500 --> 01:22:11.100]   And so we took him to a hospital in Corona
[01:22:11.100 --> 01:22:14.260]   and he was there probably about 10 days recovering.
[01:22:14.260 --> 01:22:16.540]   And so we were bringing him back home
[01:22:16.540 --> 01:22:18.540]   and I happened to live in Corona at that time.
[01:22:18.540 --> 01:22:20.020]   And so we had a nice backyard,
[01:22:20.020 --> 01:22:23.980]   so we kind of let my dad rest there in front of the pool,
[01:22:23.980 --> 01:22:27.060]   just enjoying and just relaxing before he can go home.
[01:22:27.060 --> 01:22:29.820]   And so by that time, our children were very young.
[01:22:29.820 --> 01:22:32.220]   So my oldest was probably no more than four,
[01:22:32.220 --> 01:22:33.260]   at most five years old,
[01:22:33.260 --> 01:22:35.660]   and they didn't know how to swim yet.
[01:22:35.660 --> 01:22:36.860]   And so after we were resting,
[01:22:36.860 --> 01:22:41.500]   we all went inside to eat and only Jeremy, my oldest,
[01:22:41.500 --> 01:22:43.500]   my father was sitting outside.
[01:22:43.500 --> 01:22:47.420]   And as we're inside, we hear this large splash.
[01:22:47.420 --> 01:22:49.340]   And we knew it wasn't Jeremy
[01:22:49.340 --> 01:22:51.060]   because it was a pretty large splash.
[01:22:51.060 --> 01:22:53.380]   And then we all in shock went out
[01:22:53.380 --> 01:22:55.020]   thinking something bad happened.
[01:22:55.020 --> 01:22:59.660]   And we got out just in time to see my dad in the pool,
[01:22:59.660 --> 01:23:02.760]   pulling Jeremy out of the water, right?
[01:23:02.760 --> 01:23:06.140]   And again, he had a heart attack and he was coming,
[01:23:06.140 --> 01:23:09.020]   he was just resting in our home and he was soaking wet.
[01:23:09.020 --> 01:23:12.540]   And so we saw him grab him from the back of his shirt
[01:23:12.540 --> 01:23:14.540]   and just pulling him out of the water.
[01:23:14.540 --> 01:23:15.780]   So obviously we're all shocked.
[01:23:15.780 --> 01:23:17.540]   And if my dad wasn't sitting there,
[01:23:17.540 --> 01:23:19.140]   Jeremy would have drowned.
[01:23:19.140 --> 01:23:20.620]   He said, my dad just turned his head.
[01:23:20.620 --> 01:23:22.660]   He said he was in the water just floating like this
[01:23:22.660 --> 01:23:23.760]   and didn't know what to do.
[01:23:23.760 --> 01:23:25.520]   So he would have drowned.
[01:23:25.520 --> 01:23:27.700]   So we're all in shock.
[01:23:27.700 --> 01:23:29.900]   You know, it's like, oh my gosh, is Jeremy okay?
[01:23:29.900 --> 01:23:31.140]   Oh my gosh, is my dad okay?
[01:23:31.140 --> 01:23:32.540]   And we're trying to take care of them.
[01:23:32.540 --> 01:23:34.660]   Jeremy comes out of the water and he shakes off the water.
[01:23:34.660 --> 01:23:36.860]   He turns around and says, thanks, Harabuji.
[01:23:36.860 --> 01:23:38.060]   And then he just walks in.
[01:23:38.060 --> 01:23:40.460]   (audience laughing)
[01:23:40.460 --> 01:23:42.700]   He had no idea what happened.
[01:23:42.700 --> 01:23:44.980]   He almost died.
[01:23:44.980 --> 01:23:47.340]   If Harabuji wasn't sitting there, he would have drowned
[01:23:47.340 --> 01:23:48.580]   'cause we're all inside.
[01:23:48.580 --> 01:23:52.740]   And all he knew is like, thanks, Harabuji.
[01:23:52.740 --> 01:23:54.740]   And he just walked inside, just changed his clothes,
[01:23:54.740 --> 01:23:57.340]   went out playing and ate and ran with the other kids.
[01:23:57.340 --> 01:24:01.040]   And to this day, like we freaked out because of that.
[01:24:01.040 --> 01:24:02.940]   So we started locking our doors
[01:24:02.940 --> 01:24:04.580]   and we made sure none of our kids went out.
[01:24:04.580 --> 01:24:07.060]   They said, we're never gonna buy a house
[01:24:07.060 --> 01:24:08.420]   with a swimming pool again.
[01:24:08.420 --> 01:24:10.780]   Because we were so shocked by that.
[01:24:10.780 --> 01:24:13.060]   We were traumatized by that experience.
[01:24:13.060 --> 01:24:14.900]   But Jeremy is like, thanks, Harabuji.
[01:24:14.900 --> 01:24:19.940]   Now, because he was young, he was a kid,
[01:24:19.940 --> 01:24:23.620]   he didn't know what just happened.
[01:24:23.620 --> 01:24:27.020]   And to this day, he doesn't have any traumatic experiences.
[01:24:27.020 --> 01:24:28.700]   I asked him after the first service, do you remember that?
[01:24:28.700 --> 01:24:30.140]   He's like, oh yeah.
[01:24:30.140 --> 01:24:31.100]   (audience laughing)
[01:24:31.100 --> 01:24:32.340]   You know, you almost died.
[01:24:32.340 --> 01:24:33.220]   He's like, yeah.
[01:24:33.780 --> 01:24:34.860]   (audience laughing)
[01:24:34.860 --> 01:24:36.340]   'Cause it wasn't traumatic for him.
[01:24:36.340 --> 01:24:38.960]   He just got a lot of attention that day.
[01:24:38.960 --> 01:24:42.620]   The reason why I share this is because
[01:24:42.620 --> 01:24:45.300]   what is the purpose of the crescendo?
[01:24:45.300 --> 01:24:47.400]   Is to bring attention to the peak.
[01:24:47.400 --> 01:24:51.700]   See, everything that God has been doing
[01:24:51.700 --> 01:24:54.160]   was to prepare for what he was doing at the cross
[01:24:54.160 --> 01:24:55.540]   so that we don't just come along and say,
[01:24:55.540 --> 01:24:58.140]   you know, God loved you, has a wonderful plan for your life
[01:24:58.140 --> 01:24:58.980]   and he died.
[01:24:58.980 --> 01:25:00.460]   He said, oh, okay, thank you.
[01:25:02.420 --> 01:25:06.620]   Part of the reason why the sacrifice of Christ
[01:25:06.620 --> 01:25:11.460]   and him taking the curse upon himself
[01:25:11.460 --> 01:25:14.380]   is because we don't fully understand the curse
[01:25:14.380 --> 01:25:18.060]   that we are under without Christ.
[01:25:18.060 --> 01:25:20.620]   Everything that he mentions there
[01:25:20.620 --> 01:25:23.420]   about lacking peace, working hard,
[01:25:23.420 --> 01:25:26.440]   and everything turning into thorns and thistles.
[01:25:26.440 --> 01:25:29.140]   Enemies coming after us, pestilence coming,
[01:25:29.140 --> 01:25:33.140]   fear of death, meaninglessness.
[01:25:33.140 --> 01:25:35.900]   All of this is a description of mankind
[01:25:35.900 --> 01:25:40.140]   outside of Christ that you and I deserved.
[01:25:40.140 --> 01:25:43.260]   And he played this drama out in the nation of Israel
[01:25:43.260 --> 01:25:45.900]   year after year after year,
[01:25:45.900 --> 01:25:49.260]   animal after animal after animal,
[01:25:49.260 --> 01:25:51.660]   so that it would be so saturated in their psyche
[01:25:51.660 --> 01:25:54.820]   that when Christ came, that they understood
[01:25:54.820 --> 01:25:57.780]   that he came to take away that from me.
[01:25:59.020 --> 01:26:02.940]   So that at his death, there would be celebration and praise.
[01:26:02.940 --> 01:26:07.020]   But because the nation of Israel did not understand,
[01:26:07.020 --> 01:26:09.060]   they praised him going to the cross,
[01:26:09.060 --> 01:26:11.360]   but they abandoned him when he was at the cross
[01:26:11.360 --> 01:26:13.860]   'cause they did not understand what was happening.
[01:26:13.860 --> 01:26:17.180]   But the question is, do you understand?
[01:26:17.180 --> 01:26:22.260]   Do we understand that everything that was written here
[01:26:22.260 --> 01:26:24.300]   was ultimately for us?
[01:26:25.280 --> 01:26:30.280]   So that we would respond to him by saying, "Hallelujah.
[01:26:30.280 --> 01:26:34.280]   "Thank you for saving me."
[01:26:34.280 --> 01:26:35.600]   Do you remember?
[01:26:35.600 --> 01:26:39.440]   Do you remember what it was like before you knew Christ?
[01:26:39.440 --> 01:26:41.440]   Have you forgotten?
[01:26:41.440 --> 01:26:45.360]   Maybe some of you just kinda grew up in the church
[01:26:45.360 --> 01:26:47.200]   and maybe there's a deep memory,
[01:26:47.200 --> 01:26:50.920]   but I think most of us have some recollection
[01:26:50.920 --> 01:26:54.200]   what it was like when you didn't know Jesus.
[01:26:55.200 --> 01:26:57.920]   How desperate you were.
[01:26:57.920 --> 01:27:00.560]   How lonely you were.
[01:27:00.560 --> 01:27:03.320]   How hurt you were.
[01:27:03.320 --> 01:27:06.460]   How bitter you were.
[01:27:06.460 --> 01:27:08.040]   How angry you were.
[01:27:08.040 --> 01:27:10.960]   Maybe some of us have forgotten
[01:27:10.960 --> 01:27:13.960]   what it is that we have been saved from
[01:27:13.960 --> 01:27:16.040]   and what it is that we have been saved to.
[01:27:16.040 --> 01:27:19.920]   And that's the whole point of what he's been trying,
[01:27:19.920 --> 01:27:21.060]   saying all this time.
[01:27:21.060 --> 01:27:23.340]   Why would you go back to the old system
[01:27:23.340 --> 01:27:26.640]   when all of that was to prepare you to bring you to Christ?
[01:27:26.640 --> 01:27:29.560]   All of Hebrew is to prepare for this passage
[01:27:29.560 --> 01:27:32.280]   so that you and I can understand
[01:27:32.280 --> 01:27:36.960]   and celebrate and to worship.
[01:27:36.960 --> 01:27:38.100]   That's what he means when he says,
[01:27:38.100 --> 01:27:41.640]   "Live up to the gospel that's been given to you.
[01:27:41.640 --> 01:27:44.240]   "Don't ever forget.
[01:27:44.240 --> 01:27:47.120]   "Don't ever forget."
[01:27:47.120 --> 01:27:49.320]   That's why he says, "Because Christ has done this
[01:27:49.320 --> 01:27:52.520]   "and he took the curse that you and I deserved,"
[01:27:52.520 --> 01:27:53.800]   he says in verse 13 and 14,
[01:27:53.800 --> 01:27:57.460]   "so let us go out to him outside the camp,
[01:27:57.460 --> 01:27:59.460]   "bearing his reproach.
[01:27:59.460 --> 01:28:01.740]   "For here we do not have a lasting city,
[01:28:01.740 --> 01:28:04.840]   "but we are seeking the city which is to come."
[01:28:04.840 --> 01:28:07.800]   As Christ came outside the camp,
[01:28:07.800 --> 01:28:11.660]   he turned what ought to have been a curse
[01:28:11.660 --> 01:28:14.140]   into the greatest blessing of mankind.
[01:28:14.140 --> 01:28:19.120]   He took what anybody, every time in the Old Testament
[01:28:19.120 --> 01:28:21.560]   when it says he was taken outside the camp,
[01:28:21.560 --> 01:28:24.080]   that was the ultimate judgment to any Israelite.
[01:28:24.080 --> 01:28:27.560]   That you can be reprimanded,
[01:28:27.560 --> 01:28:28.800]   you can be disciplined for a period,
[01:28:28.800 --> 01:28:31.440]   but once they go outside the camp, there's no hope.
[01:28:31.440 --> 01:28:35.360]   So every time, only the harshest punishments
[01:28:35.360 --> 01:28:37.220]   were given outside the camp.
[01:28:37.220 --> 01:28:40.680]   And it was not by accident that Jesus was dragged
[01:28:40.680 --> 01:28:42.800]   outside of camp at Golgotha.
[01:28:42.800 --> 01:28:46.340]   And he says, "As he was crucified,
[01:28:46.340 --> 01:28:49.480]   "as he took on the curse,
[01:28:49.480 --> 01:28:52.200]   "as he took on our sins,
[01:28:52.200 --> 01:28:55.180]   "he reverses this curse at the cross,
[01:28:55.180 --> 01:28:57.500]   "and he turns it into a blessing."
[01:28:57.500 --> 01:29:00.960]   Drinking the blood and eating the flesh,
[01:29:00.960 --> 01:29:03.320]   as Jesus says in John chapter 16,
[01:29:03.320 --> 01:29:06.120]   would have been the most sacrilegious thing
[01:29:06.120 --> 01:29:09.880]   that a Jewish rabbi would ask of his disciples.
[01:29:09.880 --> 01:29:11.860]   And yet he says, "If you do not eat of my flesh
[01:29:11.860 --> 01:29:12.700]   "and drink of my blood,
[01:29:12.700 --> 01:29:14.320]   "you have no relationship with me."
[01:29:14.320 --> 01:29:16.720]   So he took one of the most sacrilegious things
[01:29:16.720 --> 01:29:21.080]   and turned it into a place of life.
[01:29:21.080 --> 01:29:24.520]   He says, "He who seeks to be the greatest
[01:29:24.520 --> 01:29:27.060]   "in the kingdom of God will be the least."
[01:29:27.060 --> 01:29:29.380]   Think about how much we're trying so hard
[01:29:29.380 --> 01:29:32.700]   to get ahead in life, to buy a better house,
[01:29:32.700 --> 01:29:34.200]   to have better vacations,
[01:29:34.200 --> 01:29:36.200]   and we get trapped in this rat race,
[01:29:36.200 --> 01:29:41.200]   and Jesus comes in, and he turns this rat race upside down.
[01:29:41.200 --> 01:29:43.920]   And he who tries to be the greatest will be the least,
[01:29:43.920 --> 01:29:46.060]   and he who is the least will be the greatest
[01:29:46.060 --> 01:29:47.320]   in the kingdom of God.
[01:29:47.320 --> 01:29:51.340]   We try so hard to live and make something of ourselves,
[01:29:51.340 --> 01:29:53.020]   and he says, "He who finds his life will lose it.
[01:29:53.020 --> 01:29:56.600]   "He who loses his life for my sake will find it."
[01:29:56.600 --> 01:30:02.660]   Only Christ has that power to change the curse of man
[01:30:02.660 --> 01:30:03.920]   into the blessing of God.
[01:30:03.920 --> 01:30:10.280]   Those of you guys who are old enough remember
[01:30:10.280 --> 01:30:13.840]   the disaster that happened in Chernobyl reactor.
[01:30:13.840 --> 01:30:15.160]   Some of you guys may have read about it,
[01:30:15.160 --> 01:30:16.680]   some of you guys lived through it.
[01:30:16.680 --> 01:30:19.120]   Not that you were there, but you're old enough
[01:30:19.120 --> 01:30:20.680]   to remember when that happened.
[01:30:20.680 --> 01:30:25.960]   In 1986, April 26th, one of the reactors blew up,
[01:30:25.960 --> 01:30:28.280]   and all kinds of radiation leaked out
[01:30:28.280 --> 01:30:29.620]   of this nuclear reactor.
[01:30:29.620 --> 01:30:34.840]   And out of that, over 31 people died directly,
[01:30:34.840 --> 01:30:36.340]   and since then, they have counted.
[01:30:36.340 --> 01:30:37.820]   They believe it's much more than this,
[01:30:37.820 --> 01:30:42.040]   but they said that over 20,000 people contracted cancer
[01:30:42.040 --> 01:30:43.760]   as a direct result of this leak.
[01:30:44.720 --> 01:30:48.440]   Over 40 years later, they're still afraid.
[01:30:48.440 --> 01:30:51.780]   They don't know how long this effect's going to be.
[01:30:51.780 --> 01:30:54.600]   But to this day, they're not gonna plant there,
[01:30:54.600 --> 01:30:56.840]   'cause they don't know how much radiation
[01:30:56.840 --> 01:30:58.280]   is still stuck on the ground,
[01:30:58.280 --> 01:31:00.040]   because it didn't just affect the air.
[01:31:00.040 --> 01:31:02.240]   It affected the building, it affected the cattle,
[01:31:02.240 --> 01:31:04.840]   it affected the roads, it affected the plants.
[01:31:04.840 --> 01:31:06.180]   It affected everything.
[01:31:06.180 --> 01:31:10.780]   So even 40 years later, you would be out of your mind
[01:31:10.780 --> 01:31:12.640]   to buy property there.
[01:31:12.640 --> 01:31:14.480]   But if you see pictures of Chernobyl,
[01:31:14.480 --> 01:31:16.120]   they've been trying hard.
[01:31:16.120 --> 01:31:17.760]   They rebuilt the infrastructure,
[01:31:17.760 --> 01:31:20.960]   they rebuilt the buildings.
[01:31:20.960 --> 01:31:23.500]   They're trying to get people to come back.
[01:31:23.500 --> 01:31:25.080]   And the property's cheap.
[01:31:25.080 --> 01:31:27.320]   You can understand why it would be so cheap.
[01:31:27.320 --> 01:31:30.520]   But they can't get people to come back.
[01:31:30.520 --> 01:31:31.440]   Nobody in their right mind,
[01:31:31.440 --> 01:31:33.360]   unless they were born into that,
[01:31:33.360 --> 01:31:35.700]   no one's gonna move to Chernobyl.
[01:31:35.700 --> 01:31:38.240]   Only missionaries would go a place like that
[01:31:38.240 --> 01:31:39.980]   to bring the gospel.
[01:31:39.980 --> 01:31:44.280]   We can understand why people would not move there.
[01:31:44.280 --> 01:31:46.920]   We can understand why people would not invest there.
[01:31:46.920 --> 01:31:51.340]   Because it's been affected by radiation.
[01:31:51.340 --> 01:31:57.080]   When he says, "Christ went outside the camp
[01:31:57.080 --> 01:31:58.640]   "to reverse this curse,
[01:31:58.640 --> 01:32:01.440]   "and he invites us all to come outside the camp,"
[01:32:01.440 --> 01:32:03.280]   he's basically telling us,
[01:32:03.280 --> 01:32:07.440]   all of creation is under the condemnation of this sin.
[01:32:07.440 --> 01:32:09.940]   It's under a curse.
[01:32:09.940 --> 01:32:12.920]   So why would you invest and build
[01:32:12.920 --> 01:32:14.440]   and place your hope,
[01:32:14.440 --> 01:32:16.440]   no matter how cheap the property is?
[01:32:16.440 --> 01:32:20.120]   'Cause all of this is condemned.
[01:32:20.120 --> 01:32:22.320]   That's exactly what it says in Romans 8, 20 to 24.
[01:32:22.320 --> 01:32:25.120]   "For the creation was subjected to futility,
[01:32:25.120 --> 01:32:27.980]   "not willingly, but because of him who subjected it,
[01:32:27.980 --> 01:32:31.580]   "in hope that the creation itself also will be set free
[01:32:31.580 --> 01:32:32.740]   "from its slavery to corruption,
[01:32:32.740 --> 01:32:36.180]   "into the freedom of the glory of the children of God."
[01:32:36.180 --> 01:32:39.500]   All of creation has been directly affected
[01:32:39.500 --> 01:32:41.240]   by the sin of mankind.
[01:32:41.240 --> 01:32:44.080]   And he said, "God will restore it when man is restored."
[01:32:44.080 --> 01:32:48.480]   And that's why he says, "Come out.
[01:32:48.480 --> 01:32:49.480]   "Come out."
[01:32:49.480 --> 01:32:52.060]   If you recognize the curse of mankind,
[01:32:52.060 --> 01:32:53.240]   he said, "Come out."
[01:32:53.240 --> 01:32:56.440]   Because the place that you envy,
[01:32:56.440 --> 01:32:58.200]   the place that you covet,
[01:32:58.200 --> 01:33:00.240]   the place that you are putting your hope in
[01:33:00.240 --> 01:33:01.920]   has been condemned
[01:33:01.920 --> 01:33:06.420]   until he restores it when he comes back.
[01:33:06.420 --> 01:33:09.560]   So in other words, invest in eternity.
[01:33:09.560 --> 01:33:10.760]   Come out.
[01:33:11.760 --> 01:33:16.240]   How much of our struggle and anxiety,
[01:33:16.240 --> 01:33:19.320]   marriage problems, relational issues
[01:33:19.320 --> 01:33:24.240]   are directly linked to us coveting this condemned world?
[01:33:24.240 --> 01:33:29.480]   See, the Israelites, they prided themselves of Jerusalem.
[01:33:29.480 --> 01:33:31.600]   This is the city of God.
[01:33:31.600 --> 01:33:35.720]   This is where the Messiah's going to come.
[01:33:35.720 --> 01:33:37.080]   And that's why they were celebrating,
[01:33:37.080 --> 01:33:39.320]   "Hosanna, hosanna," when Christ came.
[01:33:39.320 --> 01:33:42.920]   Because they thought he was going to reconquer Jerusalem
[01:33:42.920 --> 01:33:44.440]   in the name of God,
[01:33:44.440 --> 01:33:47.640]   and they were going to be the top dog.
[01:33:47.640 --> 01:33:49.560]   And when Jesus gave himself up,
[01:33:49.560 --> 01:33:52.140]   they could not understand.
[01:33:52.140 --> 01:33:55.320]   Why would you do that?
[01:33:55.320 --> 01:33:57.120]   You're finally gonna answer our prayers.
[01:33:57.120 --> 01:34:00.500]   Finally, we're gonna be on the top.
[01:34:00.500 --> 01:34:03.320]   And Jesus becomes a servant to the point of death.
[01:34:03.320 --> 01:34:07.840]   They did not understand that our real sin,
[01:34:07.840 --> 01:34:10.440]   our real problem was not the economy,
[01:34:10.440 --> 01:34:14.020]   was not the Roman government, but it's ourselves.
[01:34:14.020 --> 01:34:19.560]   We have been corrupted by our own sins.
[01:34:19.560 --> 01:34:23.460]   And the only answer to that is Christ crucified.
[01:34:23.460 --> 01:34:27.040]   That's why he says in 1 Corinthians 15, 19,
[01:34:27.040 --> 01:34:30.120]   he says, "If we have hoped in Christ in this life only,
[01:34:30.120 --> 01:34:32.960]   "we are all men most to be pitied."
[01:34:32.960 --> 01:34:34.840]   To come out.
[01:34:36.960 --> 01:34:37.800]   To come out.
[01:34:37.800 --> 01:34:43.960]   Even if you work hard, make the right investments,
[01:34:43.960 --> 01:34:47.640]   put away enough money, and you become wildly successful,
[01:34:47.640 --> 01:34:49.920]   and you become the top dog,
[01:34:49.920 --> 01:34:53.440]   we become the top dog on a dong hill.
[01:34:53.440 --> 01:34:56.400]   That has been condemned.
[01:34:56.400 --> 01:35:00.760]   The reason why I think some of us
[01:35:00.760 --> 01:35:03.580]   don't get affected by this is either
[01:35:03.580 --> 01:35:06.640]   we have been so saturated with temptation of this world,
[01:35:06.640 --> 01:35:09.900]   and it's become so mundane
[01:35:09.900 --> 01:35:14.040]   that it's hard for us to muster up any emotions
[01:35:14.040 --> 01:35:16.460]   because we've become so inoculated
[01:35:16.460 --> 01:35:19.460]   by the truth that we profess to believe.
[01:35:19.460 --> 01:35:24.400]   Or we don't really believe this.
[01:35:24.400 --> 01:35:29.120]   And we're trying to pretend like we believe it.
[01:35:29.120 --> 01:35:32.820]   So we're trying to pretend and go through the motions.
[01:35:33.820 --> 01:35:37.660]   But if you really believe this, how can this not affect you?
[01:35:37.660 --> 01:35:41.540]   How can we be so concerned
[01:35:41.540 --> 01:35:45.600]   about making it in this world?
[01:35:45.600 --> 01:35:51.500]   How can we be so concerned about building on land
[01:35:51.500 --> 01:35:54.080]   that is contaminated by radiation?
[01:35:54.080 --> 01:35:57.860]   Come out.
[01:35:57.860 --> 01:36:00.620]   Come out.
[01:36:00.620 --> 01:36:02.380]   Come to Christ.
[01:36:02.380 --> 01:36:03.900]   Find His refuge in Him.
[01:36:03.900 --> 01:36:07.840]   Embrace the Christ who reversed this curse.
[01:36:07.840 --> 01:36:10.820]   In Hebrews 11, 13 to 16, it says,
[01:36:10.820 --> 01:36:14.740]   all these, all these men and women of faith have died
[01:36:14.740 --> 01:36:17.340]   without receiving the promise, but having seen them,
[01:36:17.340 --> 01:36:19.340]   and having welcomed them from a distance,
[01:36:19.340 --> 01:36:21.540]   and having confessed that they were strangers
[01:36:21.540 --> 01:36:24.340]   and exiles on the earth, for those who say such things
[01:36:24.340 --> 01:36:28.140]   make it clear that they are seeking a country of their own.
[01:36:28.140 --> 01:36:31.260]   And indeed, if they had been thinking of that country
[01:36:31.260 --> 01:36:32.300]   from which they went out,
[01:36:32.300 --> 01:36:35.040]   they would have had opportunity to return.
[01:36:35.040 --> 01:36:40.060]   But as it is, they desire a better country,
[01:36:40.060 --> 01:36:41.340]   that is, a heavenly one.
[01:36:41.340 --> 01:36:43.780]   Therefore, God is not ashamed to be called their God,
[01:36:43.780 --> 01:36:46.740]   for He has prepared a city for them.
[01:36:46.740 --> 01:36:53.060]   Let's live consistent with what we profess.
[01:36:53.060 --> 01:36:56.740]   Because the whole world sees it.
[01:36:56.740 --> 01:37:00.440]   You know, when we live in hypocrisy,
[01:37:01.240 --> 01:37:04.760]   everybody else notices first before we do.
[01:37:04.760 --> 01:37:08.360]   We sing songs, memorize scripture, we celebrate,
[01:37:08.360 --> 01:37:10.320]   we tell people to come to church,
[01:37:10.320 --> 01:37:12.860]   but non-Christians see right through our hypocrisy.
