
[00:00:00.000 --> 00:00:07.000]   [Music]
[01:01:02.540 --> 01:01:05.940]   "Today, you will deny me three times."
[01:01:05.940 --> 01:01:09.520]   Not only would he fail, he will fail miserably.
[01:01:09.520 --> 01:01:12.000]   And he will fail in a grander scale
[01:01:12.000 --> 01:01:13.540]   than all the other disciples.
[01:01:13.540 --> 01:01:15.360]   'Cause he was there, and he said,
[01:01:15.360 --> 01:01:17.440]   "I don't know him," to his face.
[01:01:17.440 --> 01:01:20.680]   After everything that Jesus has done,
[01:01:20.680 --> 01:01:23.960]   after spending three years walking with him,
[01:01:23.960 --> 01:01:25.120]   talking with him,
[01:01:25.120 --> 01:01:29.240]   showing, seeing all the miracles that he saw firsthand,
[01:01:29.240 --> 01:01:32.920]   and when it came down to
[01:01:32.920 --> 01:01:38.360]   when Jesus needed his disciples the most,
[01:01:38.360 --> 01:01:40.040]   they failed him miserably.
[01:01:40.040 --> 01:01:43.360]   So I remember looking at this passage,
[01:01:43.360 --> 01:01:45.600]   and doing quiet time as a young Christian,
[01:01:45.600 --> 01:01:47.200]   I said, "I don't get this."
[01:01:47.200 --> 01:01:50.120]   He said, "I said, 'I will pray for you,
[01:01:50.120 --> 01:01:51.760]   "'for you won't fail,'"
[01:01:51.760 --> 01:01:54.120]   and then he said, "But you will fail miserably."
[01:01:54.120 --> 01:01:57.320]   And it dawned on me,
[01:01:57.320 --> 01:02:00.360]   when he said, "I pray you wouldn't fail,"
[01:02:00.360 --> 01:02:02.640]   he's not talking about this failure.
[01:02:02.640 --> 01:02:05.840]   He was telling him to get up.
[01:02:07.840 --> 01:02:10.360]   When you fail, get back up.
[01:02:10.360 --> 01:02:15.680]   When you're disappointed in yourself,
[01:02:15.680 --> 01:02:18.520]   and you feel like you've exhausted his love for you,
[01:02:18.520 --> 01:02:20.360]   get back up.
[01:02:20.360 --> 01:02:22.560]   Get back up.
[01:02:22.560 --> 01:02:27.020]   Jesus says, "If you confess your sins,
[01:02:27.020 --> 01:02:28.480]   "he is faithful and just to forgive you
[01:02:28.480 --> 01:02:30.260]   "of all your unrighteousness."
[01:02:30.260 --> 01:02:34.000]   He already knew, 'cause he has all knowledge,
[01:02:34.000 --> 01:02:35.660]   past, present, and future.
[01:02:37.040 --> 01:02:40.760]   You know, all these years of doing ministry,
[01:02:40.760 --> 01:02:45.760]   you know, I have years and years of scars in my heart,
[01:02:45.760 --> 01:02:50.440]   memories of pain, of dealing with sinners, like you.
[01:02:50.440 --> 01:02:52.960]   Yeah, I'm talking about you.
[01:02:52.960 --> 01:02:58.960]   But with all the stuff that I can think of,
[01:02:58.960 --> 01:03:00.800]   my greatest struggle hasn't been you.
[01:03:00.800 --> 01:03:05.280]   My greatest struggle has always been me.
[01:03:06.960 --> 01:03:08.260]   My own corruption.
[01:03:08.260 --> 01:03:12.480]   My own greed, my own coveting, my own lust.
[01:03:12.480 --> 01:03:17.600]   Trying to remain in Christ, trying to persevere,
[01:03:17.600 --> 01:03:21.520]   trying to practice the love that he gave me,
[01:03:21.520 --> 01:03:23.680]   and struggling to practice this.
[01:03:23.680 --> 01:03:27.560]   And there've been time and time again,
[01:03:27.560 --> 01:03:30.960]   not simply because I'm disappointed in the church,
[01:03:30.960 --> 01:03:32.440]   but this is too hard for me.
[01:03:32.440 --> 01:03:36.520]   And yet I persevere because I know
[01:03:36.520 --> 01:03:39.540]   that it is not my righteousness that calls me up here.
[01:03:39.540 --> 01:03:44.040]   I persevere because of his righteousness.
[01:03:44.040 --> 01:03:47.840]   I stand here and tell you of his mercy,
[01:03:47.840 --> 01:03:52.080]   of his endurance, of his justification,
[01:03:52.080 --> 01:03:54.960]   of his sanctification, of his glorification.
[01:03:54.960 --> 01:04:01.560]   So his love for us is immutable, does not change.
[01:04:03.440 --> 01:04:07.200]   Preserved with power, based upon all knowledge.
[01:04:07.200 --> 01:04:12.320]   That's why he says, "Fix your eyes upon Jesus,
[01:04:12.320 --> 01:04:15.160]   "the author, the beginner, and the finisher,
[01:04:15.160 --> 01:04:17.280]   "the perfecter of our faith."
[01:04:17.280 --> 01:04:20.240]   That's why the only way we can persevere
[01:04:20.240 --> 01:04:22.800]   if we're anchored to this God, amen?
[01:04:22.800 --> 01:04:25.160]   Anchored to this God.
[01:04:25.160 --> 01:04:27.520]   I don't know where you are in your faith.
[01:04:27.520 --> 01:04:30.500]   I don't know what discouragement you brought into this room.
[01:04:30.500 --> 01:04:31.760]   I don't know what frustration,
[01:04:31.760 --> 01:04:32.600]   I don't know what bitterness
[01:04:32.600 --> 01:04:34.480]   that you may have brought into this room.
[01:04:34.480 --> 01:04:37.700]   But the only way that you and I will persevere
[01:04:37.700 --> 01:04:40.640]   is recognizing Jesus Christ,
[01:04:40.640 --> 01:04:44.180]   who is the same yesterday, today, and forever.
[01:04:44.180 --> 01:04:46.400]   And we will persevere in him.
[01:04:46.400 --> 01:04:47.240]   Let's pray.
[01:04:47.240 --> 01:04:56.520]   Gracious Father, we come before you
[01:04:56.520 --> 01:05:00.140]   needing your mercy and grace.
[01:05:01.920 --> 01:05:04.120]   Remembering, Lord God, when you called us.
[01:05:04.120 --> 01:05:08.080]   Knowing, Father, that it is only by your grace
[01:05:08.080 --> 01:05:11.280]   that we are able to be covered by your blood.
[01:05:11.280 --> 01:05:16.360]   I pray, Father God, if we've drifted from that,
[01:05:16.360 --> 01:05:19.720]   we have forgotten the preciousness
[01:05:19.720 --> 01:05:23.140]   of what Christ has done for us and who he is to us.
[01:05:23.140 --> 01:05:27.760]   Help us to remember the height from which we have fallen,
[01:05:27.760 --> 01:05:31.360]   to repent and redo the things that you've given us
[01:05:31.360 --> 01:05:33.480]   that we may remain in him, continue with him,
[01:05:33.480 --> 01:05:36.780]   trust him, follow him, and to be anchored with him.
[01:05:36.780 --> 01:05:40.400]   That we may bear all fruit for the sake of your name.
[01:05:40.400 --> 01:05:43.400]   Lord, we eagerly wait for the coming of Christ.
[01:05:43.400 --> 01:05:46.480]   Like despite all our weaknesses, Lord,
[01:05:46.480 --> 01:05:49.320]   that you challenge us to persevere.
[01:05:49.320 --> 01:05:52.840]   If we have fallen as you challenged, Peter,
[01:05:52.840 --> 01:05:54.160]   help us, Lord, to get up.
[01:05:54.160 --> 01:05:57.780]   Help us, Lord God, to ask for forgiveness,
[01:05:57.780 --> 01:06:00.400]   to be restored and persevere
[01:06:00.400 --> 01:06:02.200]   by the grace that you've given us,
[01:06:02.200 --> 01:06:04.640]   past, present, and future.
[01:06:04.640 --> 01:06:06.400]   In Jesus' name we pray, amen.
[01:06:06.400 --> 01:06:09.520]   Let's all stand up for the closing praise.
[01:06:09.520 --> 01:06:15.160]   (gentle piano music)
[01:06:15.160 --> 01:06:16.040]   - As we continue our worship,
[01:06:16.040 --> 01:06:18.160]   let us sing of his great faithfulness.
[01:06:18.160 --> 01:06:21.240]   (gentle piano music)
[01:06:21.240 --> 01:06:35.420]   ♪ Great is thy faithfulness ♪
[01:06:35.420 --> 01:06:40.280]   ♪ O God my Father ♪
[01:06:40.280 --> 01:06:44.960]   ♪ There is no shadow ♪
[01:06:44.960 --> 01:06:49.800]   ♪ Turning with thee ♪
[01:06:49.800 --> 01:06:53.400]   ♪ Thou changest not ♪
[01:06:53.400 --> 01:06:58.400]   ♪ Thy compassions they fail not ♪
[01:06:58.400 --> 01:07:03.000]   ♪ As thou hast been ♪
[01:07:03.000 --> 01:07:08.000]   ♪ Thou forever will be ♪
[01:07:11.520 --> 01:07:16.280]   ♪ Great is thy faithfulness ♪
[01:07:16.280 --> 01:07:21.080]   ♪ Great is thy faithfulness ♪
[01:07:21.080 --> 01:07:25.080]   ♪ Morning by morning ♪
[01:07:25.080 --> 01:07:30.080]   ♪ New mercies I see ♪
[01:07:30.080 --> 01:07:34.720]   ♪ All I have needed ♪
[01:07:34.720 --> 01:07:39.720]   ♪ Thy hand hath provided ♪
[01:07:40.320 --> 01:07:45.120]   ♪ Great is thy faithfulness ♪
[01:07:45.120 --> 01:07:47.700]   ♪ Lord unto me ♪
[01:07:47.700 --> 01:07:55.080]   - Summer and winter.
[01:07:55.080 --> 01:08:01.960]   ♪ Summer and winter ♪
[01:08:01.960 --> 01:08:06.680]   ♪ And springtime and harvest ♪
[01:08:06.680 --> 01:08:10.320]   ♪ The moon and stars ♪
[01:08:10.320 --> 01:08:15.320]   ♪ In their courses above ♪
[01:08:15.320 --> 01:08:20.360]   ♪ Joined with all nature ♪
[01:08:20.360 --> 01:08:25.360]   ♪ In manifold witness ♪
[01:08:25.360 --> 01:08:30.720]   ♪ To thy great faithfulness ♪
[01:08:30.720 --> 01:08:35.200]   ♪ Mercy and love ♪
[01:08:35.200 --> 01:08:37.920]   ♪ Great is thy faithfulness ♪
[01:08:37.920 --> 01:08:42.680]   ♪ Great is thy faithfulness ♪
[01:08:42.680 --> 01:08:47.480]   ♪ Great is thy faithfulness ♪
[01:08:47.480 --> 01:08:51.520]   ♪ Morning by morning ♪
[01:08:51.520 --> 01:08:56.520]   ♪ New mercies I see ♪
[01:08:56.520 --> 01:09:01.080]   ♪ All I have needed ♪
[01:09:01.080 --> 01:09:06.080]   ♪ Thy hand hath provided ♪
[01:09:06.080 --> 01:09:11.520]   ♪ Great is thy faithfulness ♪
[01:09:11.520 --> 01:09:14.100]   ♪ Lord unto me ♪
[01:09:14.100 --> 01:09:22.260]   - Pardon for sin.
[01:09:22.260 --> 01:09:28.560]   ♪ Pardon for sin ♪
[01:09:28.560 --> 01:09:33.200]   ♪ Grace that endureth ♪
[01:09:33.200 --> 01:09:37.160]   ♪ Thy own dear presence ♪
[01:09:37.160 --> 01:09:42.160]   ♪ To cheer and to guide ♪
[01:09:42.160 --> 01:09:46.360]   ♪ Strength for today ♪
[01:09:46.360 --> 01:09:51.360]   ♪ And bright hope for tomorrow ♪
[01:09:51.360 --> 01:09:55.960]   ♪ Blessings of mine ♪
[01:09:55.960 --> 01:10:00.960]   ♪ With 10,000 beside ♪
[01:10:00.960 --> 01:10:06.640]   ♪ Great is thy faithfulness ♪
[01:10:06.640 --> 01:10:11.400]   ♪ Great is thy faithfulness ♪
[01:10:11.400 --> 01:10:15.400]   ♪ Morning by morning ♪
[01:10:15.400 --> 01:10:20.400]   ♪ New mercies I see ♪
[01:10:20.400 --> 01:10:25.040]   ♪ All I have needed ♪
[01:10:25.040 --> 01:10:30.040]   ♪ Thy hand hath provided ♪
[01:10:30.040 --> 01:10:35.360]   ♪ Great is thy faithfulness ♪
[01:10:35.360 --> 01:10:40.160]   ♪ Great is thy faithfulness ♪
[01:10:40.160 --> 01:10:45.000]   ♪ Great is thy faithfulness ♪
[01:10:45.000 --> 01:10:47.580]   ♪ Lord unto me ♪
[01:10:54.320 --> 01:10:55.160]   - Let's pray.
[01:10:55.160 --> 01:10:58.920]   Hebrews chapter 6, 17 to 20.
[01:10:58.920 --> 01:11:01.440]   In the same way God desiring even more to show
[01:11:01.440 --> 01:11:02.800]   to the heirs of the promise,
[01:11:02.800 --> 01:11:05.160]   the unchangeableness of his purpose,
[01:11:05.160 --> 01:11:06.920]   interpose with an oath,
[01:11:06.920 --> 01:11:08.400]   so that by two unchangeable things
[01:11:08.400 --> 01:11:10.920]   in which it is impossible for God to lie,
[01:11:10.920 --> 01:11:13.640]   we who have taken refuge would have strong encouragement
[01:11:13.640 --> 01:11:16.320]   to take hold of the hope set before us.
[01:11:16.320 --> 01:11:18.680]   This hope we have as an anchor of the soul,
[01:11:18.680 --> 01:11:21.180]   a hope both sure and steadfast,
[01:11:21.180 --> 01:11:23.400]   one which enters within the veil,
[01:11:23.400 --> 01:11:25.960]   where Jesus has entered as a forerunner for us,
[01:11:25.960 --> 01:11:28.700]   having become a high priest forever,
[01:11:28.700 --> 01:11:31.740]   according to the order of Melchizedek.
[01:11:31.740 --> 01:11:35.640]   Heavenly Father, help us Lord God to remain sober,
[01:11:35.640 --> 01:11:37.920]   to be anchored in Christ,
[01:11:37.920 --> 01:11:40.440]   knowing Father God that this world will pass away,
[01:11:40.440 --> 01:11:42.680]   that no matter how much we covet,
[01:11:42.680 --> 01:11:44.880]   no matter how much we desire,
[01:11:44.880 --> 01:11:46.960]   that at the end of the day, Father God,
[01:11:46.960 --> 01:11:49.760]   that only the things that are eternal that matters,
[01:11:49.760 --> 01:11:53.000]   help us Lord this week to fix our eyes upon Christ,
[01:11:53.000 --> 01:11:55.520]   to be anchored in him and not to drift,
[01:11:55.520 --> 01:11:58.360]   that not only us, but all that is around us,
[01:11:58.360 --> 01:12:01.180]   all the people Lord God that you have placed in our lives,
[01:12:01.180 --> 01:12:03.000]   that they too will know
[01:12:03.000 --> 01:12:05.960]   that there is hope in the name of Jesus Christ.
[01:12:05.960 --> 01:12:08.800]   May your name be magnified wherever you send us this week.
[01:12:08.800 --> 01:12:10.780]   In Jesus' name we pray, amen.
[01:12:10.780 --> 01:12:17.240]   ♪ God sent his son ♪
[01:12:17.240 --> 01:12:22.240]   ♪ They called him Jesus ♪
[01:12:22.280 --> 01:12:26.920]   ♪ He came to love ♪
[01:12:26.920 --> 01:12:31.720]   ♪ He lay in for fear ♪
[01:12:31.720 --> 01:12:36.440]   ♪ He lived and died ♪
[01:12:36.440 --> 01:12:41.360]   ♪ To buy my pardon ♪
[01:12:41.360 --> 01:12:46.360]   ♪ An empty grave is there to prove ♪
[01:12:46.360 --> 01:12:50.920]   ♪ My Savior lived ♪
[01:12:50.920 --> 01:12:55.680]   ♪ Because he lived ♪
[01:12:55.680 --> 01:13:00.520]   ♪ I can face tomorrow ♪
[01:13:00.520 --> 01:13:05.320]   ♪ Because he lived ♪
[01:13:05.320 --> 01:13:10.000]   ♪ All fear is gone ♪
[01:13:10.000 --> 01:13:14.840]   ♪ Because I know ♪
[01:13:14.840 --> 01:13:19.640]   ♪ He holds the future ♪
[01:13:19.640 --> 01:13:23.960]   ♪ And life is worth the living ♪
[01:13:23.960 --> 01:13:27.300]   ♪ Just because he lived ♪

