
[00:00:00.000 --> 00:00:02.160]   (silence)
[00:46:21.340 --> 00:46:23.180]   and your family, engage them with God's love,
[00:46:23.180 --> 00:46:25.340]   with the gospel, with kindness, with generosity,
[00:46:25.340 --> 00:46:26.180]   you know what happens?
[00:46:26.180 --> 00:46:28.380]   When you're missing, they're gonna go, "Where's John?
[00:46:28.380 --> 00:46:29.220]   "Where's Sam?
[00:46:29.220 --> 00:46:31.020]   "Where's Lisa?"
[00:46:31.020 --> 00:46:31.940]   Because they're gonna miss you,
[00:46:31.940 --> 00:46:35.540]   because they realize without you, something's missing.
[00:46:35.540 --> 00:46:37.060]   It is that grace, it is that goodness,
[00:46:37.060 --> 00:46:41.100]   it is the life of Christ that he has placed in you.
[00:46:41.100 --> 00:46:45.860]   I wanna end with this passage, Matthew 25, verse 31.
[00:46:45.860 --> 00:46:47.580]   Again, remember, today's parable
[00:46:47.580 --> 00:46:49.100]   is really like a futuristic parable.
[00:46:49.100 --> 00:46:51.660]   He's telling us the framework of our life,
[00:46:51.660 --> 00:46:53.620]   and what will our picture look like, right?
[00:46:53.620 --> 00:46:55.460]   So Matthew 25, literally, it is,
[00:46:55.460 --> 00:46:57.540]   we're getting a glimpse of the end.
[00:46:57.540 --> 00:46:59.980]   Says this, 25, verse 31.
[00:46:59.980 --> 00:47:02.060]   When the Son of Man comes in his glory,
[00:47:02.060 --> 00:47:03.580]   and all the angels with him,
[00:47:03.580 --> 00:47:06.580]   then he will sit on his glorious throne, here is the king.
[00:47:06.580 --> 00:47:09.260]   Before him will be gathered all the nations,
[00:47:09.260 --> 00:47:11.460]   and he will separate people one from another,
[00:47:11.460 --> 00:47:14.740]   as a shepherd separates the sheep from the goats.
[00:47:14.740 --> 00:47:16.740]   And he will place the sheep on his right,
[00:47:16.740 --> 00:47:18.740]   and the goats on the left.
[00:47:18.740 --> 00:47:20.700]   Then the king will say to those on his right,
[00:47:20.700 --> 00:47:23.380]   come, you who are blessed by my Father,
[00:47:23.380 --> 00:47:25.500]   inherit the kingdom.
[00:47:25.500 --> 00:47:28.300]   I give you the kingdom.
[00:47:28.300 --> 00:47:31.620]   Prepared for you from the foundation of the world.
[00:47:31.620 --> 00:47:34.580]   For I was hungry, and you gave me food.
[00:47:34.580 --> 00:47:37.180]   You see, giving food is sharing your minna.
[00:47:37.180 --> 00:47:39.340]   I was thirsty, and you gave me drink.
[00:47:39.340 --> 00:47:40.340]   Drink is a minna.
[00:47:40.340 --> 00:47:42.860]   I was a stranger, and you welcomed me.
[00:47:42.860 --> 00:47:44.320]   I was naked, and you clothed me.
[00:47:44.320 --> 00:47:45.980]   I was sick, and you visited me.
[00:47:45.980 --> 00:47:47.900]   I was in prison, and you came to me,
[00:47:47.900 --> 00:47:49.700]   visiting and coming to see somebody.
[00:47:49.700 --> 00:47:51.940]   That is a powerful minna.
[00:47:51.940 --> 00:47:53.660]   Then the righteous will answer him, saying,
[00:47:53.660 --> 00:47:55.100]   Lord, when did we see you hungry,
[00:47:55.100 --> 00:47:57.660]   and feed you, or thirsty, or give you drink?
[00:47:57.660 --> 00:47:58.900]   And when did we see you a stranger,
[00:47:58.900 --> 00:48:01.140]   and welcome you, or naked, and clothe you?
[00:48:01.140 --> 00:48:03.860]   And when did we see you sick, or in prison, and visit you?
[00:48:03.860 --> 00:48:05.140]   And the king will answer them,
[00:48:05.140 --> 00:48:07.980]   truly I say to you, as you did it to one of the least
[00:48:07.980 --> 00:48:11.460]   of these my brothers, you did it to me.
[00:48:11.460 --> 00:48:13.060]   You see, these sheep,
[00:48:13.060 --> 00:48:14.780]   they were not even looking for a reward.
[00:48:14.780 --> 00:48:16.100]   They were not even looking like, where's Jesus?
[00:48:16.100 --> 00:48:18.220]   Let me do this, so I can get something from Jesus.
[00:48:18.220 --> 00:48:21.180]   They were just simply being faithful, obedient, and loving,
[00:48:21.180 --> 00:48:22.560]   because of the love and the faithfulness
[00:48:22.560 --> 00:48:24.780]   they had received from God.
[00:48:24.780 --> 00:48:28.260]   If you know that God has given you his son, salvation,
[00:48:28.260 --> 00:48:30.460]   forgiven you of your sins, given you the Holy Spirit,
[00:48:30.460 --> 00:48:32.180]   given you the word of God, the community,
[00:48:32.180 --> 00:48:36.260]   he has blessed you beyond imagination already.
[00:48:36.260 --> 00:48:38.340]   Then just live it out by sharing that with others,
[00:48:38.340 --> 00:48:39.820]   the love of God.
[00:48:39.820 --> 00:48:41.020]   Just live it out.
[00:48:41.020 --> 00:48:42.820]   Because God says at the end,
[00:48:42.820 --> 00:48:45.340]   he wants to say to you, well done,
[00:48:45.340 --> 00:48:46.980]   good and faithful servant.
[00:48:46.980 --> 00:48:48.660]   You've been faithful with very little,
[00:48:48.660 --> 00:48:50.220]   now receive much.
[00:48:50.220 --> 00:48:51.060]   Your reward is great.
[00:48:51.060 --> 00:48:52.900]   You know, I believe with all my heart,
[00:48:52.900 --> 00:48:54.340]   that each of you in this room,
[00:48:54.340 --> 00:48:56.020]   that there is a sphere of influence
[00:48:56.020 --> 00:48:59.080]   that God wants you to really impact.
[00:48:59.080 --> 00:49:00.940]   I believe that this church's body,
[00:49:00.940 --> 00:49:03.900]   that you guys can impact this area powerfully,
[00:49:03.900 --> 00:49:07.060]   as you each decide, Lord, I'm gonna live,
[00:49:07.060 --> 00:49:09.320]   and I'm gonna engage with your love, your grace,
[00:49:09.320 --> 00:49:10.540]   the life you've given to me.
[00:49:10.540 --> 00:49:12.020]   And not only that, but this is what I hope you all
[00:49:12.020 --> 00:49:13.540]   will do for each other.
[00:49:13.540 --> 00:49:14.660]   That you will be praying for each other,
[00:49:14.660 --> 00:49:16.620]   and say, Lord, if you're gonna bless me with five cities,
[00:49:16.620 --> 00:49:18.260]   I pray that you will bless my brother and my sister
[00:49:18.260 --> 00:49:19.780]   with 10 cities, bless them.
[00:49:19.780 --> 00:49:22.860]   Be men and women of generosity, of blessing,
[00:49:22.860 --> 00:49:24.500]   even as God has blessed you.
[00:49:24.500 --> 00:49:25.340]   Let's pray.
[00:49:25.340 --> 00:49:27.220]   Oh, sorry, here is a picture, actual picture of that guy.
[00:49:27.220 --> 00:49:28.060]   Sorry.
[00:49:28.060 --> 00:49:31.060]   So I took that picture out, and I superimposed it,
[00:49:31.060 --> 00:49:32.460]   but this is who he really is.
[00:49:32.460 --> 00:49:33.800]   He gave his life to really invest
[00:49:33.800 --> 00:49:35.900]   into international students and be a blessing.
[00:49:35.900 --> 00:49:37.140]   And this will be his reward.
[00:49:37.140 --> 00:49:38.380]   This will be his reward.
[00:49:38.380 --> 00:49:40.380]   The meaningfulness of his life well lived.
[00:49:40.380 --> 00:49:41.740]   Well, let's pray together.

