
[00:00:00.000 --> 00:00:03.160]   (audience chattering)
[01:36:50.560 --> 01:36:52.980]   if we just loved you so much,
[01:36:52.980 --> 01:36:55.940]   and if we experienced the satisfaction
[01:36:55.940 --> 01:36:58.480]   of being in Christ in such a way,
[01:36:58.480 --> 01:37:00.480]   God, we know the secret of being content
[01:37:00.480 --> 01:37:02.920]   in every single situation.
[01:37:02.920 --> 01:37:04.480]   Lord, there would be a lot of drama
[01:37:04.480 --> 01:37:06.920]   and a lot of pain we could avoid.
[01:37:06.920 --> 01:37:11.920]   In this letter, they're receiving so much harsh rebuke,
[01:37:12.260 --> 01:37:16.440]   a tone of urgency, and in many ways, a shaking up,
[01:37:16.440 --> 01:37:18.440]   because, God, they succumb to the pressures
[01:37:18.440 --> 01:37:21.200]   of wanting to belong to a certain sect
[01:37:21.200 --> 01:37:23.280]   of self-righteous people.
[01:37:23.280 --> 01:37:26.960]   I pray, Father God, that we would be humble enough to know
[01:37:26.960 --> 01:37:29.440]   we are all susceptible to that.
[01:37:29.440 --> 01:37:31.640]   And then, God, in humility, help us
[01:37:31.640 --> 01:37:34.640]   just to pursue Christ with everything we have.
[01:37:34.640 --> 01:37:36.800]   I ask that, God, we would voluntarily
[01:37:36.800 --> 01:37:41.140]   and we would readily be identified with Christ,
[01:37:41.140 --> 01:37:43.480]   whatever consequences it may mean.
[01:37:43.480 --> 01:37:45.520]   And in that way, Lord, I pray that our church
[01:37:45.520 --> 01:37:47.680]   would be pleasing in your sight.
[01:37:47.680 --> 01:37:50.600]   We thank you, it's in Christ's name, amen.
[01:37:50.600 --> 01:37:54.440]   Listen, because we hit upon a couple different things,
[01:37:54.440 --> 01:37:58.520]   I am gonna take just like two, three minutes of questions.
[01:37:58.520 --> 01:37:59.720]   Do you guys have any questions
[01:37:59.720 --> 01:38:01.020]   about the stuff we covered today,
[01:38:01.020 --> 01:38:05.600]   including the, you know, are we the New Testament Israel,
[01:38:05.600 --> 01:38:07.200]   or things like that?
[01:38:09.520 --> 01:38:11.420]   The passage in the Book of Galatians
[01:38:11.420 --> 01:38:14.080]   that was difficult for you guys?
[01:38:14.080 --> 01:38:21.400]   Please know that, yes.
[01:38:21.400 --> 01:38:27.260]   Go ahead, just yell it out, I'll hear you.
[01:38:27.340 --> 01:38:30.260]   (faintly speaking)
[01:38:30.260 --> 01:38:31.260]  , yeah.
[01:38:31.260 --> 01:38:34.180]   (faintly speaking)
[01:38:59.780 --> 01:39:02.020]   Yeah, so do you guys hear the question?
[01:39:02.020 --> 01:39:04.660]   Back in the portion where it was giving us
[01:39:04.660 --> 01:39:08.700]   the trail of thought, we have like freedom,
[01:39:08.700 --> 01:39:12.040]   there's Hagar, there's et cetera, and then he mentions,
[01:39:12.040 --> 01:39:13.180]   but if you think about it,
[01:39:13.180 --> 01:39:16.540]   like you follow the context of that line he was saying,
[01:39:16.540 --> 01:39:19.580]   there is a physical Jerusalem, right?
[01:39:19.580 --> 01:39:21.980]   But also there's like physical Mount Sinai,
[01:39:21.980 --> 01:39:23.920]   physical da-da-da-da-da.
[01:39:23.920 --> 01:39:27.460]   And if an individual, that line is talking about,
[01:39:27.460 --> 01:39:30.420]   there are people who believe, like having, right?
[01:39:30.420 --> 01:39:32.780]   Like physical blessings,
[01:39:32.780 --> 01:39:34.860]   there are people who believe in solutions of,
[01:39:34.860 --> 01:39:37.340]   if I take a trip to the Mecca, you know?
[01:39:37.340 --> 01:39:40.740]   It'd be very similar to seeking earthly blessings
[01:39:40.740 --> 01:39:42.380]   and finding earthly security
[01:39:42.380 --> 01:39:44.900]   because you have earthly things.
[01:39:44.900 --> 01:39:46.060]   And he's trying to make the point,
[01:39:46.060 --> 01:39:47.740]   you're free from all that.
[01:39:47.740 --> 01:39:50.540]   There is a heavenly mindedness, a spiritual mindedness,
[01:39:50.540 --> 01:39:51.440]   right?
[01:39:51.440 --> 01:39:54.100]   So the point that I'm making is,
[01:39:54.100 --> 01:39:56.900]   if you want to use that argument to, let's say,
[01:39:56.900 --> 01:40:01.900]   draw an analogy to why the New Testament church is Israel,
[01:40:01.900 --> 01:40:04.660]   there's like a need for a greater line
[01:40:04.660 --> 01:40:07.900]   because those two thoughts are actually quite separate,
[01:40:07.900 --> 01:40:08.740]   right?
[01:40:08.740 --> 01:40:10.100]   The point that he's making
[01:40:10.100 --> 01:40:13.820]   versus the question of our identity,
[01:40:13.820 --> 01:40:15.680]   they're two separate lines.
[01:40:15.680 --> 01:40:16.780]   Does that make sense?
[01:40:16.780 --> 01:40:20.980]   Okay, we could talk after.
[01:40:20.980 --> 01:40:22.720]   Okay, cool.
[01:40:22.720 --> 01:40:25.440]   Well, you know, how about we do it this way?
[01:40:25.440 --> 01:40:27.040]   If you guys have questions and stuff like that,
[01:40:27.040 --> 01:40:28.060]   please feel free to ask.
[01:40:28.060 --> 01:40:33.060]   That's kind of a quite long running question and debate,
[01:40:33.060 --> 01:40:34.860]   right?
[01:40:34.860 --> 01:40:38.740]   And in some sense, in my mind, it's very simple, right?
[01:40:38.740 --> 01:40:43.560]   We get to receive the blessings.
[01:40:43.560 --> 01:40:45.240]   Amazing, right?
[01:40:45.240 --> 01:40:48.360]   God fulfills all of his promises to them.
[01:40:48.360 --> 01:40:49.520]   Amazing.
[01:40:49.520 --> 01:40:50.460]   That's it.
[01:40:50.460 --> 01:40:52.400]   But the questions,
[01:40:52.400 --> 01:40:55.060]   because we're trying to reconcile so much of scripture,
[01:40:55.060 --> 01:40:57.480]   I understand there's room for debate there.
[01:40:57.480 --> 01:40:59.780]   Please know that our doors are open to you, okay?
[01:40:59.780 --> 01:41:02.680]   Well, I'll turn it over to Pastor Peter for announcements.
[01:41:02.680 --> 01:41:14.000]   Can we thank Pastor Mark for leading us this?
[01:41:14.000 --> 01:41:17.160]   [audience applauding]
[01:41:23.560 --> 01:41:26.560]   It takes a lot to prepare just for the Bible study,
[01:41:26.560 --> 01:41:28.900]   so when you guys get a chance,
[01:41:28.900 --> 01:41:30.180]   please say thank you to Pastor Mark
[01:41:30.180 --> 01:41:33.320]   for leading us through the latter three chapters.
[01:41:33.320 --> 01:41:35.580]   This is our final Bible study,
[01:41:35.580 --> 01:41:38.560]   so I do have a few announcements to make,
[01:41:38.560 --> 01:41:40.940]   and then just a couple reminders, okay?
[01:41:40.940 --> 01:41:45.580]   The FAM245 Barbecue is this Saturday,
[01:41:45.580 --> 01:41:47.460]   so if you guys have been married three years and under,
[01:41:47.460 --> 01:41:49.240]   that's for you.
[01:41:49.240 --> 01:41:52.620]   The Women's Softball, the fellowship is on Sunday,
[01:41:52.620 --> 01:41:54.200]   but there's been a change.
[01:41:54.200 --> 01:41:57.380]   It isn't at T. Winkle Park.
[01:41:57.380 --> 01:42:01.340]   It's at Steve Ambrese Park in Orange,
[01:42:01.340 --> 01:42:03.700]   so if you guys, if you're a lady
[01:42:03.700 --> 01:42:05.900]   and you already were planning to do softball,
[01:42:05.900 --> 01:42:07.100]   you guys should already know this.
[01:42:07.100 --> 01:42:11.860]   If not, just go on our app and then find the contact people,
[01:42:11.860 --> 01:42:13.940]   and then they'll let you know.
[01:42:13.940 --> 01:42:17.340]   Next week, we aren't meeting on Wednesday for Bible study,
[01:42:17.340 --> 01:42:20.020]   but we are gonna meet for praise and prayer,
[01:42:20.020 --> 01:42:23.220]   and the praise and prayers weren't just
[01:42:23.220 --> 01:42:25.940]   for like a break from the Bible study.
[01:42:25.940 --> 01:42:28.900]   It was actually a time where we get together, really,
[01:42:28.900 --> 01:42:32.440]   to pray corporately for things,
[01:42:32.440 --> 01:42:35.500]   so it's just as important as the Bible study, right?
[01:42:35.500 --> 01:42:38.420]   And this year's theme is pray in the spirit,
[01:42:38.420 --> 01:42:42.180]   and so not just for the summer, but going forward,
[01:42:42.180 --> 01:42:45.780]   if there's a praise and prayer, please do prioritize that,
[01:42:45.780 --> 01:42:48.440]   'cause that's the only time that we really get together
[01:42:48.440 --> 01:42:51.740]   on a monthly basis just to lift up the needs of the church.
[01:42:51.740 --> 01:42:53.900]   (silence)
[01:42:53.900 --> 01:42:56.060]   (silence)
[01:42:56.060 --> 01:42:58.220]   (silence)
[01:42:58.220 --> 01:43:00.380]   (silence)
[01:43:00.380 --> 01:43:02.540]   (silence)
[01:43:02.540 --> 01:43:04.700]   (silence)
[01:43:04.700 --> 01:43:06.860]   (silence)
[01:43:06.860 --> 01:43:09.020]   (silence)
[01:43:09.020 --> 01:43:11.180]   (silence)
[01:43:11.180 --> 01:43:13.340]   (silence)
[01:43:13.340 --> 01:43:15.500]   (silence)
[01:43:15.500 --> 01:43:17.660]   (silence)
[01:43:17.660 --> 01:43:19.820]   (silence)
[01:43:19.820 --> 01:43:21.980]   (silence)
[01:43:21.980 --> 01:43:24.140]   (silence)
[01:43:24.140 --> 01:43:26.300]   (silence)
[01:43:26.300 --> 01:43:28.460]   (silence)
[01:43:28.460 --> 01:43:30.620]   (silence)
[01:43:30.620 --> 01:43:32.780]   (silence)
[01:43:32.780 --> 01:43:34.940]   (silence)
[01:43:34.940 --> 01:43:37.100]   (silence)
[01:43:37.100 --> 01:43:39.260]   (silence)
[01:43:39.420 --> 01:43:41.580]   (silence)
[01:43:41.580 --> 01:43:43.740]   (silence)
[01:43:43.740 --> 01:43:45.900]   (silence)
[01:43:45.900 --> 01:43:48.060]   (silence)
[01:43:48.060 --> 01:43:50.220]   (silence)
[01:43:50.220 --> 01:43:52.380]   (silence)
[01:43:52.380 --> 01:43:54.540]   (silence)
[01:43:54.540 --> 01:43:56.700]   (silence)
[01:43:56.860 --> 01:43:59.020]   (silence)
[01:43:59.180 --> 01:44:01.180]   (silence)
[01:44:01.180 --> 01:44:11.180]   (silence)
[01:44:11.180 --> 01:44:19.180]   (silence)
[01:44:19.180 --> 01:44:25.180]   (silence)
[01:44:25.340 --> 01:44:27.340]   (silence)
[01:44:27.340 --> 01:44:29.500]   (silence)
[01:44:29.500 --> 01:44:31.660]   (silence)
[01:44:31.660 --> 01:44:33.820]   (silence)
[01:44:33.820 --> 01:44:35.980]   (silence)
[01:44:35.980 --> 01:44:38.140]   (silence)
[01:44:38.140 --> 01:44:40.300]   (silence)
[01:44:40.300 --> 01:44:42.460]   (silence)
[01:44:42.460 --> 01:44:44.620]   (silence)
[01:44:44.620 --> 01:44:46.780]   (silence)
[01:44:46.780 --> 01:44:48.940]   (silence)
[01:44:48.940 --> 01:44:51.100]   (silence)
[01:44:51.100 --> 01:45:01.100]   [BLANK_AUDIO]

