
[00:00:00.000 --> 00:00:02.580]   (gentle music)
[01:05:57.360 --> 01:06:01.500]   A bruised reed he will not break,
[01:06:01.500 --> 01:06:04.860]   and a dimly burning wick he will not extinguish.
[01:06:04.860 --> 01:06:08.040]   He will faithfully bring forth justice.
[01:06:08.040 --> 01:06:12.540]   See that part in verse two and three
[01:06:12.540 --> 01:06:16.140]   doesn't fit what we think justice is.
[01:06:16.140 --> 01:06:21.780]   He came and he offered his life.
[01:06:22.780 --> 01:06:24.940]   The only just human being,
[01:06:24.940 --> 01:06:29.700]   the only righteous being that has ever lived on this earth,
[01:06:29.700 --> 01:06:34.100]   the only one who had the right to say no justice, no peace.
[01:06:34.100 --> 01:06:37.460]   Only person who walked this earth
[01:06:37.460 --> 01:06:41.760]   who could justly say no justice, no peace,
[01:06:41.760 --> 01:06:45.080]   absorbed our sins.
[01:06:45.080 --> 01:06:48.420]   And as it says in 1 Peter 3, 18,
[01:06:48.420 --> 01:06:50.640]   for Christ also died for sins once for all,
[01:06:50.640 --> 01:06:54.300]   the just for the unjust,
[01:06:54.300 --> 01:06:56.620]   so that he might bring us to God,
[01:06:56.620 --> 01:06:59.780]   having put forth to death in the flesh,
[01:06:59.780 --> 01:07:02.000]   but made alive in the spirit.
[01:07:02.000 --> 01:07:07.660]   The greatest injustice on earth
[01:07:07.660 --> 01:07:11.580]   was experienced by Christ, the only just.
[01:07:11.580 --> 01:07:16.060]   The just for the unjust.
[01:07:17.980 --> 01:07:21.580]   You know, people are saying, why don't we march?
[01:07:21.580 --> 01:07:24.680]   I don't have any problem with marching.
[01:07:24.680 --> 01:07:27.960]   If you see racism, you should call it out.
[01:07:27.960 --> 01:07:31.640]   If something is wrong, we should not stay silent.
[01:07:31.640 --> 01:07:36.000]   But I've heard people say,
[01:07:36.000 --> 01:07:38.960]   is all we're going to do preach the gospel?
[01:07:38.960 --> 01:07:43.720]   And I hear some people say that,
[01:07:43.720 --> 01:07:46.320]   even from pastors, I hear people saying that.
[01:07:47.320 --> 01:07:51.420]   Do you not realize that that's why we preach the gospel
[01:07:51.420 --> 01:07:52.500]   in the first place?
[01:07:52.500 --> 01:07:58.240]   Social justice and the gospel are not two separate things.
[01:07:58.240 --> 01:08:02.320]   We preach the gospel because the gospel
[01:08:02.320 --> 01:08:05.040]   is the only answer to racism.
[01:08:05.040 --> 01:08:10.980]   The Jews want signs, the Greek want wisdom.
[01:08:10.980 --> 01:08:14.180]   And the reason why they want signs and they want wisdom
[01:08:14.180 --> 01:08:16.540]   is because that's what they think power is.
[01:08:16.540 --> 01:08:19.800]   But Paul says, we preach Christ crucified.
[01:08:19.800 --> 01:08:22.760]   Foolishness to those who are perishing,
[01:08:22.760 --> 01:08:25.520]   but to those who are being saved,
[01:08:25.520 --> 01:08:28.000]   the power of God and the wisdom of God.
[01:08:28.000 --> 01:08:30.700]   Do you believe this?
[01:08:30.700 --> 01:08:36.300]   Especially now, as the world is chanting,
[01:08:36.300 --> 01:08:39.260]   because they think they know the answer.
[01:08:39.260 --> 01:08:43.160]   As Christians whose eyes have been opened
[01:08:43.160 --> 01:08:45.440]   to the glory of the gospel of Jesus Christ.
[01:08:45.440 --> 01:08:50.720]   Justice can only be found when Christ
[01:08:50.720 --> 01:08:51.940]   is established as King.
[01:08:51.940 --> 01:08:55.280]   And true peace, true shalom,
[01:08:55.280 --> 01:08:58.240]   will only come to us by the grace,
[01:08:58.240 --> 01:09:01.920]   by the blood and the body broken for us.
[01:09:01.920 --> 01:09:04.640]   This morning, we're going to participate in this communion.
[01:09:04.640 --> 01:09:08.920]   And so I want you guys to take this.
[01:09:08.920 --> 01:09:11.160]   And again, it's going to be a little bit different.
[01:09:11.160 --> 01:09:13.920]   And I apologize for those of you who are home.
[01:09:13.920 --> 01:09:17.560]   The reason why we don't do this for when we're separated
[01:09:17.560 --> 01:09:19.920]   is because part of the significance
[01:09:19.920 --> 01:09:21.380]   and the meaning behind the communion
[01:09:21.380 --> 01:09:22.800]   is the gathering of believers.
[01:09:22.800 --> 01:09:24.820]   Jesus says, when you are together to do this
[01:09:24.820 --> 01:09:26.360]   in remembrance of me.
[01:09:26.360 --> 01:09:30.800]   And so we want to make sure that the meaning behind this
[01:09:30.800 --> 01:09:33.400]   is our unity, our physical gathering
[01:09:33.400 --> 01:09:36.580]   to express our unity in Christ.
[01:09:36.580 --> 01:09:40.300]   And so we hope that this is the first and last time
[01:09:40.300 --> 01:09:42.120]   we do this for those of you who are at home.
[01:09:42.120 --> 01:09:44.160]   Hopefully you can join us the next time.
[01:09:44.160 --> 01:09:46.600]   But if you can take the lid off.
[01:09:46.600 --> 01:09:50.400]   And I was told that some people in first service
[01:09:50.400 --> 01:09:53.560]   didn't know that there is a little wafer inside.
[01:09:53.560 --> 01:09:56.080]   Okay, so if you didn't get to the wafer,
[01:09:56.080 --> 01:09:59.460]   if you look at the top, there's a little bread.
[01:09:59.460 --> 01:10:03.200]   And there's a reason why we don't do this normally
[01:10:03.200 --> 01:10:05.800]   because this is much harder than I thought.
[01:10:05.800 --> 01:10:09.720]   First service, it just came right out.
[01:10:09.720 --> 01:10:12.120]   Okay, all right, there it goes.
[01:10:12.120 --> 01:10:17.280]   So if you take this, representing the body of Christ
[01:10:17.280 --> 01:10:20.360]   and the blood of Christ, as we participate in this,
[01:10:20.360 --> 01:10:25.840]   that we're uniting in expressing
[01:10:25.840 --> 01:10:28.080]   that our hope is found in Christ.
[01:10:28.080 --> 01:10:29.320]   So don't take it yet, okay?
[01:10:29.320 --> 01:10:30.880]   We're gonna do it all together.
[01:10:30.880 --> 01:10:33.680]   That our hope is found in Christ.
[01:10:33.680 --> 01:10:36.000]   That we establish him as the King of righteousness,
[01:10:36.000 --> 01:10:38.200]   King of justice, and King of peace.
[01:10:39.120 --> 01:10:40.660]   And that we are united.
[01:10:40.660 --> 01:10:42.320]   We're not divided by our politics.
[01:10:42.320 --> 01:10:45.400]   We're not divided by which side that we take
[01:10:45.400 --> 01:10:49.040]   'cause ultimately, we're united in Christ.
[01:10:49.040 --> 01:10:49.920]   He's the answer.
[01:10:49.920 --> 01:10:54.920]   It's okay for us to feel injustice.
[01:10:54.920 --> 01:10:59.140]   We should feel compassionate for those who are oppressed.
[01:10:59.140 --> 01:11:02.000]   Those people who are hurting,
[01:11:02.000 --> 01:11:04.800]   even if we have different opinions, it's okay to do that.
[01:11:04.800 --> 01:11:08.400]   But do not join the crowds.
[01:11:09.320 --> 01:11:14.320]   In chanting and wanting a form of a Messiah
[01:11:14.320 --> 01:11:17.000]   that you think you're gonna revolutionize the world.
[01:11:17.000 --> 01:11:19.540]   Only Jesus has that power.
[01:11:19.540 --> 01:11:23.040]   So as we participate in this communion and this bread,
[01:11:23.040 --> 01:11:24.920]   let's be united in Christ,
[01:11:24.920 --> 01:11:27.920]   expressing what he has done and being thankful.
[01:11:27.920 --> 01:11:31.200]   Let me read for us in 1 Corinthians 11:23,
[01:11:31.200 --> 01:11:33.600]   for I received from the Lord that which I also delivered
[01:11:33.600 --> 01:11:35.720]   to you, that the Lord Jesus in the night
[01:11:35.720 --> 01:11:38.600]   in which he was betrayed took bread.
[01:11:38.600 --> 01:11:40.400]   When he had given thanks, he broke it and said,
[01:11:40.400 --> 01:11:41.860]   this is my body which is for you.
[01:11:41.860 --> 01:11:44.340]   Do this in remembrance of me.
[01:11:44.340 --> 01:11:46.660]   In the same way, he took the cup also after supper,
[01:11:46.660 --> 01:11:49.640]   saying, this cup is a new covenant in my blood.
[01:11:49.640 --> 01:11:52.920]   Do this as often as you drink it in remembrance of me.
[01:11:52.920 --> 01:11:54.660]   So let me pray for us and after that,
[01:11:54.660 --> 01:11:56.960]   we'll participate together, okay?
[01:11:56.960 --> 01:12:00.380]   Heavenly Father, we thank you for allowing us
[01:12:00.380 --> 01:12:02.600]   to participate in this sacred event.
[01:12:03.800 --> 01:12:08.560]   Remembering again that our hope is founded on Christ
[01:12:08.560 --> 01:12:11.440]   because of what he has done for us on the cross
[01:12:11.440 --> 01:12:13.600]   and because of his new resurrected life, Lord God,
[01:12:13.600 --> 01:12:15.740]   that our hope is firmly planted in him.
[01:12:15.740 --> 01:12:20.280]   I pray especially now, there's so much anger and division
[01:12:20.280 --> 01:12:23.040]   in our world, especially in our country.
[01:12:23.040 --> 01:12:24.820]   Help us, Lord God, to be a light.
[01:12:24.820 --> 01:12:28.720]   Help us, Lord God, to show the world
[01:12:28.720 --> 01:12:31.600]   that there is hope in the name of Jesus.
[01:12:31.600 --> 01:12:33.960]   As you sent your only begotten son,
[01:12:33.960 --> 01:12:39.340]   that the just may justify the unjust.
[01:12:39.340 --> 01:12:44.920]   I pray that this celebration of this sacred time
[01:12:44.920 --> 01:12:49.340]   cause us to be united and to be committed,
[01:12:49.340 --> 01:12:52.280]   that we may spread the gospel
[01:12:52.280 --> 01:12:55.840]   and to be of the almighty love of Christ wherever we go.
[01:12:55.840 --> 01:12:57.440]   In Jesus' name we pray, amen.
[01:12:59.160 --> 01:13:02.240]   (gentle piano music)
[01:13:02.240 --> 01:13:06.500]   (pastor and congregation clapping)
[01:13:06.500 --> 01:13:30.160]   As we close out our communion,
[01:13:30.160 --> 01:13:32.520]   why don't we all stand for our closing praise?
[01:13:32.520 --> 01:13:39.440]   (gentle piano music)
[01:13:39.440 --> 01:13:52.520]   ♪ Before the throne of God above ♪
[01:13:52.520 --> 01:13:57.240]   ♪ I have a strong and perfect plane ♪
[01:13:57.240 --> 01:14:02.000]   ♪ A great high priest whose name is love ♪
[01:14:02.000 --> 01:14:06.640]   ♪ Whoever lives and pleads for me ♪
[01:14:06.640 --> 01:14:11.360]   ♪ My name is graven on his hand ♪
[01:14:11.360 --> 01:14:16.160]   ♪ My name is written on his heart ♪
[01:14:16.160 --> 01:14:20.880]   ♪ I know that while in heaven he stands ♪
[01:14:20.880 --> 01:14:25.640]   ♪ No tongue can bid me thank thee, Father ♪
[01:14:25.640 --> 01:14:30.640]   ♪ No tongue can bid me thank thee, Father ♪
[01:14:30.640 --> 01:14:43.840]   ♪ When Satan tempts me to despair ♪
[01:14:43.840 --> 01:14:48.560]   ♪ He tells me of the guilt within ♪
[01:14:48.560 --> 01:14:53.320]   ♪ Upward I look and see him there ♪
[01:14:53.320 --> 01:14:58.080]   ♪ Who made an end to all my because ♪
[01:14:58.080 --> 01:15:02.760]   ♪ Because the sinless Savior died ♪
[01:15:02.760 --> 01:15:07.520]   ♪ My sinful soul is counted free ♪
[01:15:07.520 --> 01:15:12.240]   ♪ For God the just is satisfied ♪
[01:15:12.240 --> 01:15:17.000]   ♪ To look on him and pardon me ♪
[01:15:17.000 --> 01:15:21.000]   ♪ To look on him and pardon me ♪
[01:15:21.000 --> 01:15:23.600]   (gentle music)
[01:15:23.600 --> 01:15:35.040]   ♪ Hold him there in the risen land ♪
[01:15:35.040 --> 01:15:39.760]   ♪ My perfect spotless righteousness ♪
[01:15:39.760 --> 01:15:44.480]   ♪ The great unchangeable I am ♪
[01:15:44.480 --> 01:15:49.200]   ♪ The king of glory and the one with ♪
[01:15:49.200 --> 01:15:54.000]   ♪ One with himself I cannot die ♪
[01:15:54.000 --> 01:15:58.720]   ♪ My soul is purchased by his blood ♪
[01:15:58.720 --> 01:16:03.440]   ♪ My life is here to win Christ on high ♪
[01:16:03.440 --> 01:16:08.160]   ♪ With Christ my Savior and my God ♪
[01:16:08.160 --> 01:16:10.080]   ♪ With Christ my Savior ♪
[01:16:10.080 --> 01:16:12.920]   ♪ One with himself ♪
[01:16:12.920 --> 01:16:17.640]   ♪ One with himself I cannot die ♪
[01:16:17.640 --> 01:16:22.360]   ♪ My soul is purchased by his blood ♪
[01:16:22.360 --> 01:16:27.120]   ♪ My life is here to win Christ on high ♪
[01:16:27.120 --> 01:16:31.920]   ♪ With Christ my Savior and my God ♪
[01:16:31.920 --> 01:16:36.240]   ♪ With Christ my Savior and my God ♪
[01:16:36.240 --> 01:16:38.840]   (gentle music)
[01:16:38.840 --> 01:16:51.520]   - Our benediction comes from Isaiah 11, verse three to four.
[01:16:51.520 --> 01:16:53.080]   And he will delight in the fear of the Lord
[01:16:53.080 --> 01:16:55.800]   and he will not judge by what his eyes see,
[01:16:55.800 --> 01:16:58.780]   nor make a decision by what his ears hear.
[01:16:58.780 --> 01:17:01.300]   But with righteousness he will judge the poor
[01:17:01.300 --> 01:17:04.640]   and decide with fairness for the afflicted of the earth.
[01:17:04.640 --> 01:17:07.440]   And he will strike the earth with the rod of his mouth
[01:17:07.440 --> 01:17:10.240]   and with the breath of his lips he will slay the wicked.
[01:17:10.240 --> 01:17:16.000]   Heavenly Father, we entrust our mind,
[01:17:16.000 --> 01:17:21.100]   our hearts, our generation,
[01:17:21.100 --> 01:17:27.900]   our black brothers and sisters, police officers,
[01:17:27.900 --> 01:17:32.120]   the politicians, our leaders.
[01:17:33.480 --> 01:17:35.320]   We lift them all to you, Father God.
[01:17:35.320 --> 01:17:39.620]   You are sovereign and you are our only answer.
[01:17:39.620 --> 01:17:43.760]   Help us to submit to you, amen.
[01:17:43.760 --> 01:17:50.800]   ♪ God sent his son ♪
[01:17:50.800 --> 01:17:56.080]   ♪ They called him Jesus ♪
[01:17:56.080 --> 01:18:01.520]   ♪ He came to us ♪
[01:18:01.880 --> 01:18:06.880]   ♪ For our ill and for him ♪
[01:18:06.880 --> 01:18:12.240]   ♪ He lived and died ♪
[01:18:12.240 --> 01:18:17.300]   ♪ To buy my pardon ♪
[01:18:17.300 --> 01:18:22.600]   ♪ An empty grave is there to ♪
[01:18:22.600 --> 01:18:28.280]   ♪ My Savior our lift ♪
[01:18:28.440 --> 01:18:33.440]   ♪ Because he lived ♪
[01:18:33.440 --> 01:18:38.620]   ♪ I can face tomorrow ♪
[01:18:38.620 --> 01:18:43.880]   ♪ Because he lived ♪
[01:18:43.880 --> 01:18:49.240]   ♪ All fear is gone ♪
[01:18:49.240 --> 01:18:54.680]   ♪ Because I know ♪
[01:18:54.880 --> 01:18:59.880]   ♪ He holds the future ♪
[01:18:59.880 --> 01:19:05.280]   ♪ And life is worth the living ♪
[01:19:05.280 --> 01:19:08.700]   ♪ Just because he lived ♪
[01:19:08.700 --> 01:19:21.100]   - I gave some announcements.
[01:19:23.800 --> 01:19:26.540]   ♪ Oh, sovereign God ♪
[01:19:26.540 --> 01:19:29.200]   ♪ Oh, matchless King ♪
[01:19:29.200 --> 01:19:31.840]   ♪ The saints adore ♪
[01:19:31.840 --> 01:19:34.480]   ♪ The angels sing ♪
[01:19:34.480 --> 01:19:37.160]   ♪ And fall before ♪
[01:19:37.160 --> 01:19:39.880]   ♪ The throne of grace ♪
[01:19:39.880 --> 01:19:42.540]   ♪ To you belongs ♪
[01:19:42.540 --> 01:19:47.540]   ♪ The highest praise ♪
[01:19:47.540 --> 01:19:50.560]   ♪ These sufferings ♪
[01:19:50.560 --> 01:19:53.240]   ♪ This passing time ♪
[01:19:53.240 --> 01:19:55.880]   ♪ Under your wings ♪
[01:19:55.880 --> 01:19:58.560]   ♪ I will abide ♪
[01:19:58.560 --> 01:20:03.560]   ♪ And every enemy shall flee ♪
[01:20:03.560 --> 01:20:06.640]   ♪ You are my hope ♪
[01:20:06.640 --> 01:20:11.640]   ♪ And victory ♪
[01:20:11.640 --> 01:20:15.120]   ♪ Praise the Father ♪
[01:20:15.120 --> 01:20:17.680]   ♪ Praise the Son ♪
[01:20:17.680 --> 01:20:20.440]   ♪ Praise the Spirit ♪
[01:20:20.440 --> 01:20:23.000]   ♪ Three in one ♪
[01:20:23.000 --> 01:20:24.880]   ♪ Clothed in past ♪

