
[00:00:00.000 --> 00:00:08.320]   Amazing grace, how sweet the sound.
[01:27:37.400 --> 01:27:40.400]   that's going to be a little bit challenging to articulate an answer for.
[01:27:40.400 --> 01:27:44.400]   Secondly, "Did Paul really need no confirmation or affirmation
[01:27:44.400 --> 01:27:46.400]   from the other apostles?"
[01:27:46.400 --> 01:27:48.400]   Paul uses some strong language.
[01:27:48.400 --> 01:27:50.400]   "Those men added nothing."
[01:27:50.400 --> 01:27:52.400]   Jeez.
[01:27:52.400 --> 01:27:54.400]   So he's pretty like brazen.
[01:27:54.400 --> 01:27:56.400]   Okay?
[01:27:57.400 --> 01:27:59.400]   And then in verse 11, he starts out by saying,
[01:27:59.400 --> 01:28:02.400]   "I opposed Cephas to his face.
[01:28:02.400 --> 01:28:04.400]   He stood condemned."
[01:28:04.400 --> 01:28:07.400]   What is that?
[01:28:07.400 --> 01:28:10.400]   So these are going to be uncomfortable questions
[01:28:10.400 --> 01:28:14.400]   that I probably will not satisfactorily be able to answer for you,
[01:28:14.400 --> 01:28:18.400]   but that's going to be kind of percolating and just bothering you.
[01:28:18.400 --> 01:28:20.400]   So it's okay.
[01:28:20.400 --> 01:28:23.400]   So when I get to this chapter, or this passage,
[01:28:25.400 --> 01:28:28.400]   the first thing I try to do with this is just memorize it
[01:28:28.400 --> 01:28:31.400]   and just let it go through my head.
[01:28:31.400 --> 01:28:33.400]   Okay?
[01:28:33.400 --> 01:28:37.400]   And then after I memorize it, I actually will map it out.
[01:28:37.400 --> 01:28:39.400]   Okay?
[01:28:39.400 --> 01:28:41.400]   So this is how I mapped out this section.
[01:28:41.400 --> 01:28:43.400]   So anything that was related to the gospel,
[01:28:43.400 --> 01:28:45.400]   I had a lot more in the previous Bible studies,
[01:28:45.400 --> 01:28:47.400]   I would do it in blue.
[01:28:47.400 --> 01:28:50.400]   And there's this duality of the agency of man,
[01:28:50.400 --> 01:28:53.400]   the agency of God, and whatever is touched upon
[01:28:54.400 --> 01:28:56.400]   whenever Paul touches upon one of those two things,
[01:28:56.400 --> 01:28:58.400]   I just highlighted it in the green.
[01:28:58.400 --> 01:29:00.400]   Okay?
[01:29:00.400 --> 01:29:02.400]   Hopefully you guys can kind of see that.
[01:29:02.400 --> 01:29:07.400]   And then anything related to Judaism, circumcision, Israel,
[01:29:07.400 --> 01:29:09.400]   I did this, I tried to do this for the whole,
[01:29:09.400 --> 01:29:11.400]   all six chapters.
[01:29:11.400 --> 01:29:13.400]   Okay?
[01:29:13.400 --> 01:29:14.400]   I would just highlight it in yellow.
[01:29:14.400 --> 01:29:18.400]   Things related to election, salvation, or calling in the gray.
[01:29:21.400 --> 01:29:26.400]   And then important grammatical words or like trigger words,
[01:29:26.400 --> 01:29:28.400]   I highlighted that in the red.
[01:29:28.400 --> 01:29:31.400]   So the first part, the "for I would have you know,"
[01:29:31.400 --> 01:29:33.400]   that's almost like Paul saying,
[01:29:33.400 --> 01:29:35.400]   "Let me make something very, very clear to you."
[01:29:35.400 --> 01:29:37.400]   That's kind of a figure of speech.
[01:29:37.400 --> 01:29:39.400]   So I highlighted that in the red.
[01:29:39.400 --> 01:29:44.400]   And then after this entire like testimony of who Paul was,
[01:29:44.400 --> 01:29:46.400]   he says, "But when God."
[01:29:46.400 --> 01:29:48.400]   So that's actually pretty important.
[01:29:48.400 --> 01:29:50.400]   Because you're seeing a changed man.
[01:29:50.400 --> 01:29:51.400]   Okay?
[01:29:51.400 --> 01:29:57.400]   And then Jesus reveals, or God reveals his son to Paul,
[01:29:57.400 --> 01:29:59.400]   "So that."
[01:29:59.400 --> 01:30:02.400]   The word "so that" in the Bible is very important.
[01:30:02.400 --> 01:30:06.400]   Because that always gives you a reason why something was done.
[01:30:06.400 --> 01:30:08.400]   Would you guys, do you guys understand that?
[01:30:08.400 --> 01:30:10.400]   So "so that" is super important.
[01:30:10.400 --> 01:30:12.400]   He didn't just save Paul.
[01:30:12.400 --> 01:30:15.400]   He didn't just reveal Jesus and Paul.
[01:30:15.400 --> 01:30:18.400]   He did it for a specific purpose.
[01:30:19.400 --> 01:30:21.400]   And then the significant places,
[01:30:21.400 --> 01:30:23.400]   I just underlined it,
[01:30:23.400 --> 01:30:26.400]   Jerusalem, Arabia, and Damascus.
[01:30:26.400 --> 01:30:28.400]   And that's how I map it out.
[01:30:28.400 --> 01:30:31.400]   And I brought out to the very front,
[01:30:31.400 --> 01:30:35.400]   I received it, I did not consult.
[01:30:35.400 --> 01:30:37.400]   Okay?
[01:30:37.400 --> 01:30:39.400]   Because that's going to be kind of an important overarching theme.
[01:30:39.400 --> 01:30:41.400]   So that's how I map it out.
[01:30:41.400 --> 01:30:43.400]   This is not like an exact science.
[01:30:43.400 --> 01:30:47.400]   Whatever helps you just figure out
[01:30:48.400 --> 01:30:51.400]   just flow, follow through the flow of thought.
[01:30:51.400 --> 01:30:55.400]   This is an exercise that I would encourage you to do.
[01:30:55.400 --> 01:30:57.400]   So the first thing I want to talk about today
[01:30:57.400 --> 01:31:00.400]   is going to be the former manner of life in Judaism.
[01:31:00.400 --> 01:31:03.400]   And then I'm going to be looking at the "but when God."
[01:31:03.400 --> 01:31:05.400]   Okay?
[01:31:05.400 --> 01:31:09.400]   And so this might be the only time I actually go into Paul's
[01:31:09.400 --> 01:31:11.400]   former way of life
[01:31:11.400 --> 01:31:16.400]   with you guys, since this is the first of this section.
[01:31:17.400 --> 01:31:19.400]   So the first thing I actually did was,
[01:31:19.400 --> 01:31:21.400]   I copied and pasted
[01:31:21.400 --> 01:31:27.400]   Paul's autobiographical little accounts of himself.
[01:31:27.400 --> 01:31:29.400]   Okay?
[01:31:29.400 --> 01:31:31.400]   I mean, you don't need to be able to read it.
[01:31:31.400 --> 01:31:33.400]   I'm just showing it to you.
[01:31:33.400 --> 01:31:35.400]   So Philippians 3, 1 Corinthians 15, 1 Timothy 1,
[01:31:35.400 --> 01:31:38.400]   these are the things that Paul said about his former way of life.
[01:31:38.400 --> 01:31:41.400]   And then I highlighted things that were not in Galatians.
[01:31:41.400 --> 01:31:43.400]   Okay?
[01:31:44.400 --> 01:31:47.400]   And then I went through all of the Acts accounts
[01:31:47.400 --> 01:31:49.400]   that talked about Paul.
[01:31:49.400 --> 01:31:51.400]   So he talks about himself when it comes to,
[01:31:51.400 --> 01:31:53.400]   he's talking to King Arigarpa,
[01:31:53.400 --> 01:31:55.400]   he's giving little accounts of himself.
[01:31:55.400 --> 01:31:57.400]   So I copied and pasted those,
[01:31:57.400 --> 01:32:00.400]   and I just highlighted as much as I could.
[01:32:00.400 --> 01:32:02.400]   Okay?
[01:32:02.400 --> 01:32:04.400]   And what I discovered is,
[01:32:04.400 --> 01:32:06.400]   some of the stuff don't line up.
[01:32:06.400 --> 01:32:09.400]   The timing of certain things don't line up.
[01:32:09.400 --> 01:32:11.400]   It doesn't mean that's not true.
[01:32:11.400 --> 01:32:13.400]   It doesn't mean it's a contradiction.
[01:32:13.400 --> 01:32:14.400]   It's just hard to synchronize it.
[01:32:14.400 --> 01:32:16.400]   And that's okay.
[01:32:16.400 --> 01:32:18.400]   Okay?
[01:32:18.400 --> 01:32:20.400]   And so our temptation is to try to piece everything
[01:32:20.400 --> 01:32:22.400]   into these little sections,
[01:32:22.400 --> 01:32:24.400]   but you don't need to do that.
[01:32:24.400 --> 01:32:26.400]   There's a lot of questions that cannot be answered.
[01:32:26.400 --> 01:32:28.400]   All right?
[01:32:28.400 --> 01:32:30.400]   So I do this on my notes,
[01:32:30.400 --> 01:32:32.400]   and then I'll highlight for you
[01:32:32.400 --> 01:32:34.400]   certain things that Paul talks about
[01:32:34.400 --> 01:32:36.400]   in his former way of life
[01:32:36.400 --> 01:32:38.400]   that were not written in Galatians.
[01:32:38.400 --> 01:32:40.400]   He's circumcised on the eighth day.
[01:32:40.400 --> 01:32:42.400]   He goes by the book.
[01:32:42.400 --> 01:32:43.400]   He's a man of the Gentiles.
[01:32:43.400 --> 01:32:45.400]   He's a man of the Gentiles.
[01:32:45.400 --> 01:32:47.400]   He's a man of the Gentiles.
[01:32:47.400 --> 01:32:49.400]   He's a man of the Gentiles.
[01:32:49.400 --> 01:32:51.400]   He's a man of the Gentiles.
[01:32:51.400 --> 01:32:53.400]   He's a man of the Gentiles.
[01:32:53.400 --> 01:32:55.400]   He's a man of the Gentiles.
[01:32:55.400 --> 01:32:57.400]   He's a man of the Gentiles.
[01:32:57.400 --> 01:32:59.400]   He's a man of the Gentiles.
[01:32:59.400 --> 01:33:01.400]   He's a man of the Gentiles.
[01:33:01.400 --> 01:33:03.400]   He's a man of the Gentiles.
[01:33:03.400 --> 01:33:05.400]   He's a man of the Gentiles.
[01:33:05.400 --> 01:33:07.400]   He's a man of the Gentiles.
[01:33:07.400 --> 01:33:09.400]   He's a man of the Gentiles.
[01:33:09.400 --> 01:33:11.400]   He's a man of the Gentiles.
[01:33:11.400 --> 01:33:12.400]   Right?
[01:33:12.400 --> 01:33:14.400]   He thought he was in the right.
[01:33:14.400 --> 01:33:17.400]   He called himself
[01:33:17.400 --> 01:33:19.400]   acting in ignorance,
[01:33:19.400 --> 01:33:21.400]   acting in unbelief.
[01:33:21.400 --> 01:33:23.400]   But when he was actually ravaging the church,
[01:33:23.400 --> 01:33:25.400]   he would not have said that he was acting in unbelief.
[01:33:25.400 --> 01:33:27.400]   He would not have said he was acting in ignorance.
[01:33:27.400 --> 01:33:29.400]   Right?
[01:33:29.400 --> 01:33:31.400]   So I just kind of highlighted that and read for you.
[01:33:31.400 --> 01:33:34.400]   And then if I look through the book of Acts,
[01:33:34.400 --> 01:33:37.400]   there were certain things that I discovered about Paul
[01:33:37.400 --> 01:33:39.400]   that is helpful for me.
[01:33:40.400 --> 01:33:42.400]   One, he had authority to imprison
[01:33:42.400 --> 01:33:45.400]   and sometimes even oversee execution.
[01:33:45.400 --> 01:33:47.400]   Okay, whatever that means.
[01:33:47.400 --> 01:33:49.400]   Okay?
[01:33:49.400 --> 01:33:51.400]   And that happened a lot.
[01:33:51.400 --> 01:33:53.400]   He ravaged the church.
[01:33:53.400 --> 01:33:55.400]   That's a very strong word,
[01:33:55.400 --> 01:33:57.400]   to ravage a church.
[01:33:57.400 --> 01:33:59.400]   But that's what he did.
[01:33:59.400 --> 01:34:01.400]   He spoke and he understood Hebrew.
[01:34:01.400 --> 01:34:04.400]   Okay?
[01:34:04.400 --> 01:34:06.400]   That's significant because it actually gets brought up.
[01:34:06.400 --> 01:34:08.400]   And then he heard a voice in Hebrew.
[01:34:09.400 --> 01:34:11.400]   And then Paul spoke to the people in the Hebrew dialect.
[01:34:11.400 --> 01:34:13.400]   And they're like, "Oh!" Right?
[01:34:13.400 --> 01:34:15.400]   So he speaks and understands Hebrew.
[01:34:15.400 --> 01:34:19.400]   He is born and raised in Cilicia.
[01:34:19.400 --> 01:34:23.400]   If you look at Galatians next week's passage,
[01:34:23.400 --> 01:34:25.400]   later,
[01:34:25.400 --> 01:34:28.400]   "Then I returned to the regions of Syria and Cilicia."
[01:34:28.400 --> 01:34:30.400]   He goes home
[01:34:30.400 --> 01:34:33.400]   where he celebrated.
[01:34:33.400 --> 01:34:36.400]   So I go, "Huh, that might be of interest."
[01:34:37.400 --> 01:34:40.400]   He's educated under Gamaliel from the youth up.
[01:34:40.400 --> 01:34:42.400]   He has a zeal for God.
[01:34:42.400 --> 01:34:44.400]   And he's an outstanding Pharisee.
[01:34:44.400 --> 01:34:46.400]   So these are things that you guys have already probably
[01:34:46.400 --> 01:34:49.400]   intuitively gathered in terms of info.
[01:34:49.400 --> 01:34:52.400]   But it helps to just put it all out on a piece of paper.
[01:34:52.400 --> 01:34:54.400]   Right?
[01:34:54.400 --> 01:34:56.400]   "For you have heard of my former manner of life in Judaism,
[01:34:56.400 --> 01:34:59.400]   "how I used to persecute the church of God
[01:34:59.400 --> 01:35:01.400]   "beyond measure and try to destroy it."
[01:35:01.400 --> 01:35:03.400]   The first thought I had is,
[01:35:03.400 --> 01:35:05.400]   would he have called it the church of God
[01:35:06.400 --> 01:35:07.400]   when he was persecuting them?
[01:35:07.400 --> 01:35:09.400]   Probably not.
[01:35:09.400 --> 01:35:12.400]   Paul was acting in zeal,
[01:35:12.400 --> 01:35:14.400]   in passion,
[01:35:14.400 --> 01:35:16.400]   to destroy the church.
[01:35:16.400 --> 01:35:18.400]   He was self-righteous.
[01:35:18.400 --> 01:35:21.400]   And he was trying to just obliterate and wipe out
[01:35:21.400 --> 01:35:23.400]   this church
[01:35:23.400 --> 01:35:26.400]   for what he thought were noble purposes.
[01:35:26.400 --> 01:35:29.400]   Okay?
[01:35:29.400 --> 01:35:32.400]   And so it makes me just kind of think of a tangential application question.
[01:35:32.400 --> 01:35:34.400]   How many times do people who say,
[01:35:35.400 --> 01:35:36.400]   "I love God, I love Jesus,"
[01:35:36.400 --> 01:35:39.400]   but they're like attacking the church nonstop today?
[01:35:39.400 --> 01:35:41.400]   One way or the other.
[01:35:41.400 --> 01:35:44.400]   They're acting in,
[01:35:44.400 --> 01:35:47.400]   like they believe themselves to be in the right,
[01:35:47.400 --> 01:35:50.400]   but they're persecuting the church of God perhaps from within.
[01:35:50.400 --> 01:35:54.400]   Is that something that some of us in this room are doing?
[01:35:54.400 --> 01:35:56.400]   So those are thoughts that I have.
[01:35:56.400 --> 01:35:58.400]   Okay?
[01:35:58.400 --> 01:36:00.400]   So in Paul,
[01:36:00.400 --> 01:36:02.400]   in persecuting the church of God,
[01:36:03.400 --> 01:36:05.400]   I just copied and pasted some of the verses
[01:36:05.400 --> 01:36:07.400]   that describe it.
[01:36:07.400 --> 01:36:09.400]   Saul was in hearty agreement
[01:36:09.400 --> 01:36:11.400]   putting Stephen to death.
[01:36:11.400 --> 01:36:13.400]   Saul began ravaging the church.
[01:36:13.400 --> 01:36:17.400]   Now Saul's still breathing threats and murder.
[01:36:17.400 --> 01:36:20.400]   And then Paul talks about himself,
[01:36:20.400 --> 01:36:22.400]   "I persecuted this way to the death,
[01:36:22.400 --> 01:36:25.400]   binding and putting both men and women into prisons.
[01:36:25.400 --> 01:36:28.400]   I punished them often in all the synagogues.
[01:36:28.400 --> 01:36:31.400]   I tried to force them to blaspheme
[01:36:32.400 --> 01:36:34.400]   and being furiously enraged at them."
[01:36:34.400 --> 01:36:36.400]   That's interesting.
[01:36:36.400 --> 01:36:39.400]   If I were just to say, "I'm enraged at Daniel,"
[01:36:39.400 --> 01:36:41.400]   that's a pretty strong word in and of itself.
[01:36:41.400 --> 01:36:43.400]   But if I'm like furiously enraged,
[01:36:43.400 --> 01:36:45.400]   that's like I'm almost insane.
[01:36:45.400 --> 01:36:47.400]   Right?
[01:36:47.400 --> 01:36:49.400]   So Paul uses very strong words.
[01:36:49.400 --> 01:36:52.400]   He hated the church.
[01:36:52.400 --> 01:36:55.400]   And later it says,
[01:36:55.400 --> 01:36:58.400]   "Being more extremely zealous."
[01:36:58.400 --> 01:37:00.400]   So this guy was a fanatic.
[01:37:01.400 --> 01:37:02.400]   He was a nut.
[01:37:02.400 --> 01:37:04.400]   He was passionate.
[01:37:04.400 --> 01:37:07.400]   Okay?
[01:37:07.400 --> 01:37:09.400]   And he was doing it all wrong.
[01:37:09.400 --> 01:37:12.400]   "But when God..."
[01:37:12.400 --> 01:37:17.400]   So that's a very important "but" in the scriptures.
[01:37:17.400 --> 01:37:19.400]   That's a very important time marker.
[01:37:19.400 --> 01:37:21.400]   Okay?
[01:37:21.400 --> 01:37:24.400]   Paul was running 100 miles an hour this way,
[01:37:24.400 --> 01:37:26.400]   and then God redirected him.
[01:37:26.400 --> 01:37:28.400]   Now he's going the other way.
[01:37:30.400 --> 01:37:33.400]   "Who had set me apart even from my mother's womb."
[01:37:33.400 --> 01:37:36.400]   That kind of is reminiscent of like how Isaiah,
[01:37:36.400 --> 01:37:40.400]   how Jeremiah were like set apart for a specific purpose,
[01:37:40.400 --> 01:37:42.400]   right, to preach.
[01:37:42.400 --> 01:37:46.400]   But set apart just means to fix as a boundary,
[01:37:46.400 --> 01:37:48.400]   to determine beforehand.
[01:37:48.400 --> 01:37:50.400]   Are we set apart?
[01:37:50.400 --> 01:37:53.400]   Hopefully you say yes.
[01:37:53.400 --> 01:37:55.400]   Okay?
[01:37:55.400 --> 01:37:57.400]   And then here's a word, "calling."
[01:37:59.400 --> 01:38:00.400]   And what is a calling?
[01:38:00.400 --> 01:38:02.400]   It refers to the whole complex of events,
[01:38:02.400 --> 01:38:04.400]   including repentance and faith,
[01:38:04.400 --> 01:38:06.400]   by which a lost sinner is converted to Christ.
[01:38:06.400 --> 01:38:10.400]   So he is set apart from the womb,
[01:38:10.400 --> 01:38:15.400]   and then he is called for the purpose of preaching.
[01:38:15.400 --> 01:38:18.400]   Okay?
[01:38:18.400 --> 01:38:22.400]   So I have a couple verses here that my mind went to,
[01:38:22.400 --> 01:38:24.400]   Ephesians 1, 4 through 5.
[01:38:24.400 --> 01:38:26.400]   "Just as he chose us in him
[01:38:27.400 --> 01:38:29.400]   "before the foundation of the world,"
[01:38:29.400 --> 01:38:31.400]   not from even before my mother existed.
[01:38:31.400 --> 01:38:33.400]   Okay?
[01:38:33.400 --> 01:38:35.400]   "From before the foundation of the world
[01:38:35.400 --> 01:38:37.400]   "that we would be holy and blameless before him,
[01:38:37.400 --> 01:38:40.400]   "in love he predestined us to adoption as sons
[01:38:40.400 --> 01:38:42.400]   "through Jesus Christ to himself
[01:38:42.400 --> 01:38:45.400]   "according to the kind intention of his will."
[01:38:45.400 --> 01:38:48.400]   God's election and predestination
[01:38:48.400 --> 01:38:51.400]   are hard to argue against in Scripture.
[01:38:51.400 --> 01:38:54.400]   Okay, Revelation 13, 8.
[01:38:55.400 --> 01:38:57.400]   "All who dwell on the earth will worship him
[01:38:57.400 --> 01:39:00.400]   "and everyone whose name has not been written
[01:39:00.400 --> 01:39:02.400]   "from the foundation of the world
[01:39:02.400 --> 01:39:04.400]   "in the book of life of the Lamb who has been slain."
[01:39:04.400 --> 01:39:09.400]   So the book of the life of the Lamb who has been slain
[01:39:09.400 --> 01:39:11.400]   was written from when?
[01:39:11.400 --> 01:39:14.400]   Before the foundation of the world.
[01:39:14.400 --> 01:39:17.400]   Okay, so God ordained this.
[01:39:17.400 --> 01:39:19.400]   Okay?
[01:39:19.400 --> 01:39:22.400]   So if you've been set apart,
[01:39:22.400 --> 01:39:24.400]   you've been set apart from before time began.
[01:39:24.400 --> 01:39:26.400]   This is what the Scriptures teach us.
[01:39:26.400 --> 01:39:28.400]   Amen?
[01:39:28.400 --> 01:39:30.400]   Hallelujah.
[01:39:30.400 --> 01:39:33.400]   God, there's nothing that's out of his control.
[01:39:33.400 --> 01:39:36.400]   And what are we set apart for?
[01:39:36.400 --> 01:39:38.400]   Okay, Ephesians 2, 10.
[01:39:38.400 --> 01:39:40.400]   "For we are his workmanship created in Christ Jesus
[01:39:40.400 --> 01:39:42.400]   "for good works which God prepared beforehand
[01:39:42.400 --> 01:39:44.400]   "so that we would walk in them."
[01:39:44.400 --> 01:39:46.400]   And so here's the application.
[01:39:46.400 --> 01:39:51.400]   Be diligent to make your calling and your election sure.
[01:39:51.400 --> 01:39:52.400]   Right?
[01:39:52.400 --> 01:39:54.400]   A lot of the times people get kind of,
[01:39:54.400 --> 01:39:57.400]   "Well, if God predestined, what if I'm not predestined?"
[01:39:57.400 --> 01:40:02.400]   Like, that's a very arrogant statement.
[01:40:02.400 --> 01:40:04.400]   Okay?
[01:40:04.400 --> 01:40:06.400]   While it is still called today
[01:40:06.400 --> 01:40:08.400]   and you have an opportunity to repent today,
[01:40:08.400 --> 01:40:10.400]   if you hear your voice, do not harden your hearts
[01:40:10.400 --> 01:40:12.400]   as your forefathers did in the wilderness.
[01:40:12.400 --> 01:40:16.400]   So our application really is to make
[01:40:16.400 --> 01:40:18.400]   our calling and election sure.
[01:40:19.400 --> 01:40:23.400]   So I'm going back to Paul.
[01:40:23.400 --> 01:40:29.400]   So I look through just all the Acts accounts
[01:40:29.400 --> 01:40:33.400]   and I see that he's converted.
[01:40:33.400 --> 01:40:35.400]   And how is he converted?
[01:40:35.400 --> 01:40:37.400]   Saul sees a light from heaven,
[01:40:37.400 --> 01:40:41.400]   brighter than the sun it says in some of the accounts.
[01:40:41.400 --> 01:40:43.400]   He hears a voice.
[01:40:43.400 --> 01:40:45.400]   Is Paul the only one who sees the light?
[01:40:45.400 --> 01:40:48.400]   No, there's people with him.
[01:40:48.400 --> 01:40:49.400]   Okay?
[01:40:49.400 --> 01:40:51.400]   But they don't quite discern the voice.
[01:40:51.400 --> 01:40:56.400]   He hears get up and go on into Damascus.
[01:40:56.400 --> 01:40:58.400]   Ananias, who's terrified of Paul,
[01:40:58.400 --> 01:41:02.400]   God sends him to minister to Saul.
[01:41:02.400 --> 01:41:05.400]   And then Paul returns to Jerusalem temple,
[01:41:05.400 --> 01:41:07.400]   falls into a trance,
[01:41:07.400 --> 01:41:12.400]   and he immediately gets up after he's baptized,
[01:41:12.400 --> 01:41:15.400]   he preaches, and then day one,
[01:41:15.400 --> 01:41:17.400]   people are out to get him, to kill him.
[01:41:17.400 --> 01:41:21.400]   Two plots against his life happen right then in Jerusalem.
[01:41:21.400 --> 01:41:23.400]   So when Paul says in Galatians,
[01:41:23.400 --> 01:41:25.400]   I did not go to Jerusalem,
[01:41:25.400 --> 01:41:27.400]   the question I have is like, but he's in Jerusalem.
[01:41:27.400 --> 01:41:29.400]   Right?
[01:41:29.400 --> 01:41:31.400]   Is that a contradiction
[01:41:31.400 --> 01:41:33.400]   or is that just a different time marker?
[01:41:33.400 --> 01:41:35.400]   So that's a question that I'm going to have in my head
[01:41:35.400 --> 01:41:37.400]   over the next several sessions.
[01:41:37.400 --> 01:41:40.400]   And then do you know who helps Saul get away
[01:41:40.400 --> 01:41:42.400]   from the murderer plots?
[01:41:42.400 --> 01:41:44.400]   His former disciples.
[01:41:45.400 --> 01:41:46.400]   And it makes me wonder,
[01:41:46.400 --> 01:41:49.400]   I wonder what that conversation would have been like.
[01:41:49.400 --> 01:41:51.400]   Saul's like, I believe in Jesus.
[01:41:51.400 --> 01:41:54.400]   And all of his former disciples,
[01:41:54.400 --> 01:41:58.400]   there was probably a lot of confusion.
[01:41:58.400 --> 01:42:00.400]   But they let him down the basket,
[01:42:00.400 --> 01:42:03.400]   and then he goes away.
[01:42:03.400 --> 01:42:05.400]   So there's a lot of stuff,
[01:42:05.400 --> 01:42:07.400]   if you actually look through the Acts accounts,
[01:42:07.400 --> 01:42:09.400]   that give you additional detail
[01:42:09.400 --> 01:42:11.400]   that will help you when you're reading Galatians.
[01:42:11.400 --> 01:42:14.400]   So Acts chapter 26, verse 16 to 18,
[01:42:14.400 --> 01:42:17.400]   "But get up and stand on your feet,
[01:42:17.400 --> 01:42:21.400]   "for this purpose I have appeared to you,
[01:42:21.400 --> 01:42:24.400]   "to appoint you a minister and a witness,
[01:42:24.400 --> 01:42:27.400]   "not only to the things which you have seen,
[01:42:27.400 --> 01:42:31.400]   "but also to the things in which I will appear to you."
[01:42:31.400 --> 01:42:33.400]   These are the words of Jesus.
[01:42:33.400 --> 01:42:35.400]   "Rescuing you from the Jewish people
[01:42:35.400 --> 01:42:37.400]   "and from the Gentiles,
[01:42:37.400 --> 01:42:39.400]   "to whom I am sending you,
[01:42:39.400 --> 01:42:41.400]   "for what purpose?
[01:42:41.400 --> 01:42:43.400]   "To open their eyes so that they may see,
[01:42:43.400 --> 01:42:44.400]   "to open their eyes so that they may turn
[01:42:44.400 --> 01:42:46.400]   "from darkness to light,
[01:42:46.400 --> 01:42:48.400]   "from the dominion of Satan to God,
[01:42:48.400 --> 01:42:51.400]   "that they may receive forgiveness of sins
[01:42:51.400 --> 01:42:53.400]   "and an inheritance among those
[01:42:53.400 --> 01:42:56.400]   "who have been sanctified by faith in me."
[01:42:56.400 --> 01:42:59.400]   So this is Paul's so that.
[01:42:59.400 --> 01:43:01.400]   Okay?
[01:43:01.400 --> 01:43:03.400]   "But when God, who had set me apart from my mother's womb
[01:43:03.400 --> 01:43:05.400]   "and called me through his grace,
[01:43:05.400 --> 01:43:08.400]   "was pleased to reveal his Son in me."
[01:43:08.400 --> 01:43:11.400]   Like that so that is very important.
[01:43:12.400 --> 01:43:14.400]   So then I would ask you,
[01:43:14.400 --> 01:43:17.400]   are you saved?
[01:43:17.400 --> 01:43:20.400]   If you are saved,
[01:43:20.400 --> 01:43:22.400]   what are you saved for?
[01:43:22.400 --> 01:43:25.400]   What is your so that?
[01:43:25.400 --> 01:43:30.400]   Biblical illiteracy will produce
[01:43:30.400 --> 01:43:33.400]   very weak answers to this so that.
[01:43:33.400 --> 01:43:36.400]   I am saved so that I can be in heaven.
[01:43:36.400 --> 01:43:39.400]   I am saved so that I can avoid hell.
[01:43:39.400 --> 01:43:41.400]   I have been saved so that I can have a baby.
[01:43:41.400 --> 01:43:42.400]   I have been saved so that I can have
[01:43:42.400 --> 01:43:44.400]   a better life here on earth.
[01:43:44.400 --> 01:43:46.400]   I have been saved so that my life
[01:43:46.400 --> 01:43:48.400]   can have purpose and meaning.
[01:43:48.400 --> 01:43:50.400]   Is that a biblical so that?
[01:43:50.400 --> 01:43:55.400]   What have you been set apart and called for?
[01:43:55.400 --> 01:43:57.400]   Is an application question
[01:43:57.400 --> 01:44:00.400]   that's important for us to think about.
[01:44:00.400 --> 01:44:02.400]   Okay?
[01:44:02.400 --> 01:44:05.400]   And one thing that's really cool about Paul,
[01:44:05.400 --> 01:44:07.400]   and this is kind of something to keep
[01:44:07.400 --> 01:44:10.400]   on the back burner when we were looking at Galatians,
[01:44:10.400 --> 01:44:13.400]   but by the grace of God, I am what I am.
[01:44:13.400 --> 01:44:17.400]   And his grace toward me did not prove vain,
[01:44:17.400 --> 01:44:20.400]   but I labored even more
[01:44:20.400 --> 01:44:23.400]   than all of the other apostles,
[01:44:23.400 --> 01:44:26.400]   yet not I, but the grace of God with me.
[01:44:26.400 --> 01:44:31.400]   Did Paul work hard?
[01:44:31.400 --> 01:44:35.400]   Absolutely.
[01:44:35.400 --> 01:44:39.400]   Did he work hard to earn righteousness or salvation?
[01:44:39.400 --> 01:44:44.400]   No, but the grace of God,
[01:44:44.400 --> 01:44:47.400]   which set him apart, called him, saved him,
[01:44:47.400 --> 01:44:51.400]   ignited his righteous life.
[01:44:51.400 --> 01:44:54.400]   And that's an important thought to keep in mind
[01:44:54.400 --> 01:44:56.400]   when we're going over Galatians.
[01:44:56.400 --> 01:44:58.400]   Okay?
[01:44:58.400 --> 01:45:00.400]   And then in that like zeal that Paul now has
[01:45:00.400 --> 01:45:02.400]   for Jesus and for the church,
[01:45:02.400 --> 01:45:04.400]   you also see him actually growing in humility.
[01:45:04.400 --> 01:45:06.400]   So something that's really cool,
[01:45:06.400 --> 01:45:08.400]   if you look through Paul's descriptions of himself,
[01:45:08.400 --> 01:45:09.400]   1 Corinthians is a little bit earlier
[01:45:09.400 --> 01:45:13.400]   when he writes in verse eight,
[01:45:13.400 --> 01:45:15.400]   he says, "I am the least of all the apostles."
[01:45:15.400 --> 01:45:17.400]   In Ephesians 3, eight,
[01:45:17.400 --> 01:45:19.400]   which is one of his prison epistles,
[01:45:19.400 --> 01:45:21.400]   he actually calls himself,
[01:45:21.400 --> 01:45:23.400]   "I am like the least of all the Christians.
[01:45:23.400 --> 01:45:25.400]   "I am the least of all the saints."
[01:45:25.400 --> 01:45:27.400]   And toward the end of his life,
[01:45:27.400 --> 01:45:29.400]   when he's writing to Timothy,
[01:45:29.400 --> 01:45:31.400]   he actually says, "I am the chief of sinners."
[01:45:31.400 --> 01:45:35.400]   So I think as Paul grows in his faith,
[01:45:36.400 --> 01:45:38.400]   he's seeing more and more and more
[01:45:38.400 --> 01:45:41.400]   of the depravity that God saved him out of.
