
[00:00:00.000 --> 00:00:10.000]   [MUSIC]
[01:00:01.600 --> 01:00:05.080]   is as a slave to Christ, right?
[01:00:05.080 --> 01:00:10.680]   Versus one of the great sins that men deal with is pride,
[01:00:10.680 --> 01:00:12.200]   how much pride comes out.
[01:00:12.200 --> 01:00:14.080]   Another sin that men deal with is anger,
[01:00:14.080 --> 01:00:16.800]   how much of our temper do we control, okay?
[01:00:16.800 --> 01:00:20.840]   'Cause we get offended and mad pretty quickly, right?
[01:00:20.840 --> 01:00:25.280]   So how did you size this stuff, okay?
[01:00:25.280 --> 01:00:27.560]   But it's the same question for church.
[01:00:27.560 --> 01:00:31.040]   A church has to be dedicated to the glory of God
[01:00:31.040 --> 01:00:33.440]   through all of its programs.
[01:00:33.440 --> 01:00:36.200]   A church has to be dedicated, therefore,
[01:00:36.200 --> 01:00:38.840]   to the teaching of truth,
[01:00:38.840 --> 01:00:40.520]   because without the teaching of truth,
[01:00:40.520 --> 01:00:41.560]   you're never gonna connect,
[01:00:41.560 --> 01:00:43.360]   and so right there, I'm gonna stop
[01:00:43.360 --> 01:00:47.160]   because you already know BCC class one.
[01:00:47.160 --> 01:00:50.160]   We have a fourfold vision that is utterly important
[01:00:50.160 --> 01:00:53.000]   to the Christian faith and their involvement in a church,
[01:00:53.000 --> 01:00:53.960]   right?
[01:00:53.960 --> 01:00:55.200]   So that being the case,
[01:00:55.200 --> 01:00:59.880]   you have to size those pieces appropriately,
[01:00:59.880 --> 01:01:02.320]   and then after sizing those pieces, you realize,
[01:01:02.320 --> 01:01:04.280]   okay, but the church, actually,
[01:01:04.280 --> 01:01:07.580]   I differ on the topic of eschatology.
[01:01:07.580 --> 01:01:11.840]   The church, I differ on the topic of spiritual gifts.
[01:01:11.840 --> 01:01:14.120]   The church, I differ on X, Y, and Z,
[01:01:14.120 --> 01:01:16.200]   and you find that as a significant amount of thing
[01:01:16.200 --> 01:01:17.600]   that you want to leave.
[01:01:17.600 --> 01:01:19.240]   There are plenty of people who come to church.
[01:01:19.240 --> 01:01:22.000]   You guys know that I oversee the membership process.
[01:01:22.000 --> 01:01:23.320]   I've sat down with them, prayed with them,
[01:01:23.320 --> 01:01:25.080]   and said, "The Lord bless you."
[01:01:25.080 --> 01:01:26.680]   As a brother of a brother,
[01:01:26.680 --> 01:01:29.160]   what a joy to just connect with you in this way.
[01:01:29.160 --> 01:01:30.560]   I wanna bless you on your way.
[01:01:30.560 --> 01:01:32.000]   Let me recommend you to this church
[01:01:32.000 --> 01:01:35.280]   that I know has strong biblical doctrine
[01:01:35.280 --> 01:01:36.640]   'cause that's so important.
[01:01:36.640 --> 01:01:37.840]   Let me recommend you to this church
[01:01:37.840 --> 01:01:40.080]   because that pastor, I know him, he's my friend,
[01:01:40.080 --> 01:01:42.640]   and he cares about the soul of the church and congregation.
[01:01:42.640 --> 01:01:44.280]   He wants to grow you.
[01:01:44.280 --> 01:01:45.960]   Go there, right?
[01:01:45.960 --> 01:01:48.360]   Those things, those pieces are huge.
[01:01:48.360 --> 01:01:50.720]   So in that way, you make your decision wisely.
[01:01:50.720 --> 01:01:53.560]   Hope that helps.
[01:01:53.560 --> 01:01:55.960]   Yeah, hope that helps.
[01:01:55.960 --> 01:01:57.160]   Great.
[01:01:57.160 --> 01:01:58.480]   So what we're gonna do right now
[01:01:58.480 --> 01:02:00.720]   is take a 10-minute break or so.
[01:02:00.720 --> 01:02:02.600]   Let me pray for us,
[01:02:02.600 --> 01:02:04.520]   and then for any of you guys who want to
[01:02:04.520 --> 01:02:07.640]   just continue to ask questions or just hear questions,
[01:02:07.640 --> 01:02:09.400]   I'm just gonna be up here at the front,
[01:02:09.400 --> 01:02:10.560]   and you guys can just come forward,
[01:02:10.560 --> 01:02:12.400]   and we'll just talk about stuff, okay?
[01:02:12.400 --> 01:02:14.240]   All right, let's pray.
[01:02:14.240 --> 01:02:18.280]   Heavenly Father,
[01:02:18.280 --> 01:02:22.280]   God, I thank you so much.
[01:02:22.280 --> 01:02:24.040]   I just talked for an hour straight.
[01:02:24.040 --> 01:02:31.280]   And I thank you, God, that we have things to talk about
[01:02:31.280 --> 01:02:35.600]   because, Lord, your scripture gives us so much wisdom.
[01:02:35.600 --> 01:02:38.200]   Lord, it is our prayer that every single one of us here,
[01:02:38.200 --> 01:02:41.200]   Lord, it's our prayer that you would lead us in wisdom,
[01:02:41.200 --> 01:02:45.680]   thinking deeply, intentionally about the decisions we make,
[01:02:45.680 --> 01:02:47.920]   understanding, Lord, your principles,
[01:02:47.920 --> 01:02:49.840]   and then, just like in Proverbs,
[01:02:49.840 --> 01:02:51.720]   we hear the wisdom of the wise,
[01:02:51.720 --> 01:02:55.720]   we hear the godly principles, but to learn to apply them.
[01:02:55.720 --> 01:02:57.640]   And I ask, Lord, that for all of us here
[01:02:57.640 --> 01:03:01.560]   as young individuals trying to establish our path,
[01:03:01.560 --> 01:03:04.000]   may it truly be according to the path
[01:03:04.000 --> 01:03:06.720]   you have lit with your word.
[01:03:06.720 --> 01:03:09.040]   I pray, Father God, that we would desire
[01:03:09.040 --> 01:03:13.600]   to ask the question, Lord, is this according to your wisdom?
[01:03:13.600 --> 01:03:16.160]   And I pray, Father God, that we would wrestle
[01:03:16.160 --> 01:03:17.800]   against the wisdom of our own flesh
[01:03:17.800 --> 01:03:19.880]   and the wisdom of the world
[01:03:19.880 --> 01:03:23.240]   'cause, Lord, we know the world speaks loudly.
[01:03:23.240 --> 01:03:25.120]   It's obnoxious.
[01:03:25.120 --> 01:03:28.040]   But I pray, Father God, that you would help us
[01:03:28.040 --> 01:03:31.720]   incline our ear to your truth.
[01:03:31.720 --> 01:03:34.080]   And I pray, Father God, that even the things
[01:03:34.080 --> 01:03:35.800]   that don't seem normal,
[01:03:35.800 --> 01:03:37.960]   even the things that seem hard,
[01:03:37.960 --> 01:03:41.000]   we would see the wisdom behind it and abide.
[01:03:41.000 --> 01:03:41.880]   Lord, we thank you again.
[01:03:41.880 --> 01:03:43.800]   It's in Christ's name, amen.
[01:03:43.800 --> 01:03:45.680]   All right, okay, you guys can have a break.
[01:03:45.680 --> 01:03:47.480]   And then, after the 10-minute break,
[01:03:47.480 --> 01:03:48.640]   our team's gonna come back
[01:03:48.640 --> 01:03:51.120]   and give you guys some more instructions.
[01:03:51.120 --> 01:03:52.800]   And then, I'm gonna just stand right over here.
[01:03:52.800 --> 01:03:54.280]   If you guys wanna hear more questions
[01:03:54.280 --> 01:03:55.480]   and that kind of stuff,
[01:03:55.480 --> 01:03:57.760]   just answer more questions you may have, okay?
[01:03:58.600 --> 01:04:01.760]   (audience chattering)
[01:04:02.120 --> 01:04:02.960]   Oh, yeah.
[01:04:02.960 --> 01:04:05.800]   Yeah.
[01:04:05.800 --> 01:04:11.440]   (audience chattering)
[01:04:11.440 --> 01:04:14.600]   (audience chattering)
[01:04:14.600 --> 01:04:17.600]   (audience laughing)

