
[00:00:00.000 --> 00:00:02.920]   (soft piano music)
[01:20:44.860 --> 01:20:49.860]   "Who's going to be the leader? Who's going to be on top?
[01:20:49.860 --> 01:20:51.860]   Who should be discipling? Who should be teaching?"
[01:20:51.860 --> 01:20:54.860]   They said, "If you want to be great in God's kingdom, what do you say?
[01:20:54.860 --> 01:20:59.860]   Learn to be what? A slave. Learn to be a slave."
[01:20:59.860 --> 01:21:06.860]   So the prerequisite of anything else that we do is to humble ourselves and serve.
[01:21:06.860 --> 01:21:10.860]   To be a slave first. God didn't call us to lead and influence the world.
[01:21:10.860 --> 01:21:15.860]   God called us to be a slave for Christ, first and foremost.
[01:21:15.860 --> 01:21:20.860]   We don't want to make disciples of people who are really good at studying the Bible.
[01:21:20.860 --> 01:21:23.860]   And then if you're really good at studying the Bible,
[01:21:23.860 --> 01:21:26.860]   then you get to go and teach other people.
[01:21:26.860 --> 01:21:29.860]   That's not what we want to reproduce.
[01:21:29.860 --> 01:21:33.860]   We want to reproduce servants in the kingdom of God
[01:21:33.860 --> 01:21:36.860]   who sacrifices, who humbles themselves,
[01:21:36.860 --> 01:21:40.860]   and the fruit of the Spirit is rich in them.
[01:21:40.860 --> 01:21:44.860]   And if you are serving, if you humble yourself,
[01:21:44.860 --> 01:21:49.860]   if you get your hands dirty, and we need you to teach,
[01:21:49.860 --> 01:21:55.860]   that you will serve in the context of teaching.
[01:21:55.860 --> 01:21:59.860]   And very few of you should be doing that.
[01:21:59.860 --> 01:22:03.860]   So we don't want to raise up people who are coveting leadership.
[01:22:03.860 --> 01:22:07.860]   We don't want to raise up an army of people who are going to go out
[01:22:07.860 --> 01:22:10.860]   and influence the world through our experience and knowledge
[01:22:10.860 --> 01:22:12.860]   and disciple the world for Jesus Christ.
[01:22:12.860 --> 01:22:19.860]   We're raising up people who will be servants and slaves.
[01:22:19.860 --> 01:22:24.860]   You go to a church and say, "I want to serve. I want an opportunity to serve."
[01:22:24.860 --> 01:22:26.860]   And then you get the door shut on your face.
[01:22:26.860 --> 01:22:28.860]   It's like, "Oh, they don't give me an opportunity to serve."
[01:22:28.860 --> 01:22:33.860]   Go to a church and ask them, "You know what? I want to be a slave."
[01:22:33.860 --> 01:22:37.860]   See if any church rejects you.
[01:22:37.860 --> 01:22:41.860]   See if any church says, "Oh, we have too many of those.
[01:22:41.860 --> 01:22:44.860]   We have too many. Our toilets are too clean.
[01:22:44.860 --> 01:22:49.860]   We have too many people serving to clean the church."
[01:22:49.860 --> 01:22:51.860]   Nobody.
[01:22:51.860 --> 01:22:55.860]   You want to be useful in the kingdom of God?
[01:22:55.860 --> 01:22:58.860]   Be a servant. Be a slave.
[01:22:58.860 --> 01:23:00.860]   We already have a leader.
[01:23:00.860 --> 01:23:03.860]   We already have a leader.
[01:23:03.860 --> 01:23:06.860]   We're going to follow Christ.
[01:23:06.860 --> 01:23:11.860]   And if we did a good job, we're going to act like him.
[01:23:11.860 --> 01:23:14.860]   We're going to get on our knees,
[01:23:14.860 --> 01:23:18.860]   and we're going to learn to love people that are difficult to love
[01:23:18.860 --> 01:23:21.860]   if we follow Christ.
[01:23:21.860 --> 01:23:27.860]   The only way I can ask you to follow me is if you see me following Christ.
[01:23:27.860 --> 01:23:32.860]   Follow me as I follow Christ so that you may also be a follower of Christ.
[01:23:32.860 --> 01:23:34.860]   Let's pray.
[01:23:34.860 --> 01:23:46.860]   Heavenly Father, you are truly worthy to be worshipped,
[01:23:46.860 --> 01:23:54.860]   to be celebrated, to be obeyed, and to be declared.
[01:23:54.860 --> 01:24:00.860]   Your sacrifice is beyond comprehension.
[01:24:00.860 --> 01:24:06.860]   Help us, Lord God, to see the depth of the love that we have received,
[01:24:06.860 --> 01:24:13.860]   that we may be deeply affected in all that we think, in all that we do,
[01:24:13.860 --> 01:24:16.860]   that we would simply be servants, Lord God.
[01:24:16.860 --> 01:24:21.860]   Help us to be a church that magnifies Christ and Christ alone,
[01:24:21.860 --> 01:24:25.860]   that this would be a place where people fall in love with Christ,
[01:24:25.860 --> 01:24:29.860]   that his voice would be made so clear
[01:24:29.860 --> 01:24:34.860]   that your children would be able to recognize his voice and follow him.
[01:24:34.860 --> 01:24:38.860]   We pray, Father God, as a church,
[01:24:38.860 --> 01:24:42.860]   that we would continue to raise servants,
[01:24:42.860 --> 01:24:48.860]   humble people who will point to Christ and then go home.
[01:24:48.860 --> 01:24:55.860]   We love you. We worship you. We celebrate you.
[01:24:55.860 --> 01:25:00.860]   We desire to proclaim you. In Jesus' name we pray, amen.
[01:25:00.860 --> 01:25:03.860]   Let's all stand up for the closing praise.
[01:25:04.860 --> 01:25:13.860]   [music]
[01:25:13.860 --> 01:25:16.860]   My hope is built
[01:25:16.860 --> 01:25:25.860]   My hope is built on nothing less than Jesus' blood and righteousness.
[01:25:25.860 --> 01:25:35.860]   I dare not trust the sweetest frame, but wholly lean on Jesus' name.
[01:25:35.860 --> 01:25:43.860]   [music]
[01:25:43.860 --> 01:25:45.860]   When darkness fills
[01:25:45.860 --> 01:25:50.860]   When darkness fills his bloody face,
[01:25:50.860 --> 01:25:55.860]   I rest on his unchanging grace.
[01:25:55.860 --> 01:26:00.860]   In every high and stormy gale,
[01:26:00.860 --> 01:26:05.860]   My anchor holds within the veil.
[01:26:05.860 --> 01:26:10.860]   On Christ the solid rock I stand,
[01:26:10.860 --> 01:26:20.860]   All other ground is sinking sand.
[01:26:20.860 --> 01:26:29.860]   [music]
[01:26:29.860 --> 01:26:34.860]   His love is covenant, his blood,
[01:26:34.860 --> 01:26:39.860]   Support me in the whelming flood.
[01:26:39.860 --> 01:26:43.860]   When all around my soul gives way,
[01:26:43.860 --> 01:26:48.860]   He then is all my hope and stead.
[01:26:48.860 --> 01:26:53.860]   On Christ the solid rock I stand,
[01:26:53.860 --> 01:26:58.860]   All other ground is sinking sand.
[01:26:58.860 --> 01:27:03.860]   All other ground is sinking sand.
[01:27:03.860 --> 01:27:20.860]   [music]
[01:27:20.860 --> 01:27:22.860]   And he shall come
[01:27:22.860 --> 01:27:27.860]   And he shall come with trumpet sound.
[01:27:27.860 --> 01:27:32.860]   O may I then in him be found,
[01:27:32.860 --> 01:27:37.860]   Dressed in his righteousness alone,
[01:27:37.860 --> 01:27:42.860]   Faithless to stand before the throne.
[01:27:42.860 --> 01:27:47.860]   On Christ the solid rock I stand,
[01:27:47.860 --> 01:27:52.860]   All other ground is sinking sand.
[01:27:52.860 --> 01:27:57.860]   All other ground is sinking sand.
[01:27:57.860 --> 01:28:01.860]   On Christ the solid rock I stand,
[01:28:01.860 --> 01:28:06.860]   All other ground is sinking sand.
[01:28:06.860 --> 01:28:11.860]   All other ground is sinking sand.
[01:28:11.860 --> 01:28:16.860]   On Christ the solid rock I stand,
[01:28:16.860 --> 01:28:21.860]   All other ground is sinking sand.
[01:28:21.860 --> 01:28:27.860]   All other ground is sinking sand.
[01:28:27.860 --> 01:28:30.860]   Let's pray.
[01:28:30.860 --> 01:28:32.860]   Now the grace of our Lord Jesus Christ
[01:28:32.860 --> 01:28:35.860]   and the fellowship of the Holy Spirit,
[01:28:35.860 --> 01:28:39.860]   eternal love of God the Father,
[01:28:39.860 --> 01:28:44.860]   strengthen us, disciple us, mold us,
[01:28:44.860 --> 01:28:47.860]   challenge us and equip us
[01:28:47.860 --> 01:28:50.860]   that we may be the presence and the aroma of Christ
[01:28:50.860 --> 01:28:53.860]   wherever you send us. Amen.
[01:28:53.860 --> 01:28:59.860]   God sent his Son,
[01:28:59.860 --> 01:29:04.860]   they called him Jesus.
[01:29:04.860 --> 01:29:10.860]   He came to love,
[01:29:10.860 --> 01:29:15.860]   heal and forgive.
[01:29:15.860 --> 01:29:21.860]   He lived and died
[01:29:21.860 --> 01:29:26.860]   to buy my pardon.
[01:29:26.860 --> 01:29:31.860]   An empty grave is there to heal
[01:29:31.860 --> 01:29:36.860]   my Savior lives.
[01:29:36.860 --> 01:29:41.860]   Because he lives,
[01:29:41.860 --> 01:29:47.860]   I can face tomorrow.
[01:29:47.860 --> 01:29:52.860]   Because he lives,
[01:29:52.860 --> 01:29:58.860]   all fear is gone.
[01:29:58.860 --> 01:30:03.860]   Because I know
[01:30:03.860 --> 01:30:08.860]   he holds the future
[01:30:08.860 --> 01:30:13.860]   and life is worth the living
[01:30:13.860 --> 01:30:18.860]   just because he lives.
[01:30:18.860 --> 01:30:23.860]   Bless the Lord, oh my soul,
[01:30:23.860 --> 01:30:28.860]   oh my soul.
[01:30:28.860 --> 01:30:33.860]   Worship his holy name.
[01:30:33.860 --> 01:30:38.860]   Sin like never before.
[01:30:38.860 --> 01:30:40.620]   ♪ Never before ♪

