
[00:00:00.000 --> 00:00:02.160]   (silence)
[00:51:59.840 --> 00:52:02.080]   Who promises if we invest into church,
[00:52:02.080 --> 00:52:04.880]   if we invest into people, nothing is in vain.
[00:52:04.880 --> 00:52:05.720]   Why?
[00:52:05.720 --> 00:52:07.800]   Because your promises come to pass.
[00:52:07.800 --> 00:52:09.440]   Your purpose is sure.
[00:52:09.440 --> 00:52:14.260]   Everything will happen according and exactly as you say.
[00:52:14.260 --> 00:52:16.160]   God, I pray that each and every single one of us
[00:52:16.160 --> 00:52:19.320]   would have such trust in our master,
[00:52:19.320 --> 00:52:22.160]   that God, we would be humble servants.
[00:52:22.160 --> 00:52:24.480]   God, buying into your vision, your plan,
[00:52:24.480 --> 00:52:27.360]   never questioning, God, committing to your way
[00:52:27.360 --> 00:52:30.040]   and being faithful, and also simply having
[00:52:30.040 --> 00:52:33.280]   the humble heart, Lord, to see it as a privilege
[00:52:33.280 --> 00:52:35.960]   to serve your great glory.
[00:52:35.960 --> 00:52:37.080]   Father, we thank you again.
[00:52:37.080 --> 00:52:38.120]   We lift you up on high.
[00:52:38.120 --> 00:52:40.460]   It's in Christ's name we pray, amen.
[00:52:40.460 --> 00:52:43.640]   (bike wheels rolling)

